20220420_CMX_NB_pollo_W16,20220420_CMX_NB_res_W16,20220420_CMX_NB_cerdo_W16,20220420_CMX_NB_pescadosymariscoscongelado_W16,20220420_CMX_NB_embutidos_W16
140004637.0,139869511.0,141770031.0,142499090.0,140346658.0
140346658.0,138794315.0,145380658.0,143054099.0,139887906.0
139887906.0,139781453.0,143238458.0,128679187.0,133303590.0
133303590.0,126373202.0,141835579.0,144639253.0,142255400.0
142255400.0,140324180.0,140371260.0,140281110.0,140279082.0
140279082.0,140305750.0,143154493.0,140418329.0,139199788.0
139199788.0,140459350.0,142386498.0,140004637.0,145143086.0
145143086.0,140381529.0,139869511.0,143172894.0,141770031.0
140383535.0,139291998.0,138794315.0,140346658.0,145380658.0
141770031.0,141667679.0,139781453.0,139887906.0,143207736.0
145380658.0,138753378.0,126373202.0,133303590.0,143238458.0
143207736.0,143017315.0,140305750.0,142255400.0,141835579.0
143238458.0,145421667.0,140459350.0,139199788.0,140371260.0
141835579.0,127458662.0,140381529.0,145143086.0,143154493.0
140371260.0,145538406.0,139291998.0,140383535.0,142386498.0
138798398.0,143125867.0,141667679.0,141770031.0,139869511.0
142386498.0,140307821.0,138753378.0,145380658.0,138794315.0
139869511.0,143695213.0,143017315.0,143238458.0,139781453.0
138794315.0,142501233.0,145421667.0,141835579.0,126373202.0
139781453.0,146279795.0,127458662.0,140371260.0,140324180.0
126373202.0,141856116.0,145538406.0,143154493.0,140459350.0
140324180.0,103894391.0,143125867.0,138798398.0,140381529.0
140305750.0,143111545.0,140307821.0,142386498.0,139291998.0
140459350.0,142390660.0,143695213.0,139869511.0,141667679.0
140381529.0,142994821.0,142501233.0,138794315.0,138753378.0
139291998.0,145345935.0,146279795.0,139781453.0,143017315.0
141667679.0,143062416.0,141856116.0,126373202.0,145421667.0
143017315.0,139199899.0,103894391.0,140324180.0,127458662.0
145421667.0,143695261.0,143111545.0,140305750.0,145538406.0
127458662.0,18533793.0,142390660.0,140459350.0,143125867.0
145538406.0,139826594.0,142994821.0,140381529.0,140307821.0
143125867.0,143166885.0,145345935.0,139291998.0,143695213.0
140307821.0,143621545.0,143062416.0,141667679.0,142501233.0
143695213.0,142359979.0,139199899.0,143017315.0,146279795.0
146279795.0,140430766.0,139328925.0,145421667.0,141856116.0
141856116.0,121513394.0,143695261.0,127458662.0,103894391.0
103894391.0,142374323.0,18533793.0,145538406.0,143111545.0
43001219.0,146101683.0,139826594.0,143125867.0,142390660.0
142390660.0,145165751.0,143621545.0,140307821.0,142994821.0
142994821.0,141718969.0,142359979.0,143695213.0,145345935.0
143062416.0,143596988.0,140430766.0,142501233.0,143062416.0
139199899.0,140287421.0,139847090.0,146279795.0,139199899.0
143695261.0,68251069.0,121513394.0,141856116.0,143695261.0
144416157.0,132423103.0,142374323.0,103894391.0,144416157.0
18533793.0,135622079.0,146101683.0,143111545.0,18533793.0
139826594.0,142448065.0,145165751.0,43001219.0,139826594.0
143166885.0,145302976.0,141718969.0,142390660.0,143166885.0
143621545.0,140309955.0,143596988.0,142994821.0,143621545.0
142359979.0,139339203.0,140287421.0,145345935.0,142359979.0
140430766.0,142550471.0,68251069.0,143062416.0,140430766.0
139847090.0,125902279.0,132423103.0,139199899.0,139847090.0
121513394.0,141278665.0,135622079.0,139328925.0,121513394.0
142374323.0,142542284.0,142448065.0,144416157.0,142374323.0
146101683.0,141880784.0,145302976.0,18533793.0,146101683.0
145165751.0,141739473.0,140309955.0,139826594.0,145165751.0
141718969.0,139812306.0,142550471.0,143166885.0,141718969.0
143596988.0,141968850.0,125902279.0,143621545.0,143596988.0
140287421.0,143099347.0,142542284.0,142359979.0,140287421.0
68251069.0,143621587.0,141880784.0,140430766.0,68251069.0
132423103.0,133539286.0,141739473.0,139847090.0,132423103.0
135622079.0,141872602.0,139812306.0,121513394.0,135622079.0
142448065.0,142253531.0,141968850.0,142374323.0,145302976.0
145302976.0,143218138.0,143099347.0,146101683.0,140309955.0
140309955.0,140414429.0,143621587.0,145165751.0,139339203.0
125902279.0,140412382.0,133539286.0,141718969.0,142550471.0
141278665.0,141901284.0,141872602.0,140287421.0,125902279.0
142542284.0,138513893.0,142253531.0,68251069.0,141278665.0
141880784.0,142368231.0,143218138.0,132423103.0,142542284.0
141739473.0,143650279.0,140414429.0,135622079.0,141880784.0
139812306.0,141852140.0,140412382.0,142448065.0,141739473.0
141968850.0,143216116.0,141901284.0,145302976.0,139812306.0
143099347.0,139767287.0,138513893.0,140309955.0,141968850.0
143621587.0,142374391.0,142368231.0,139339203.0,143099347.0
133539286.0,138247674.0,143650279.0,142550471.0,143621587.0
141872602.0,51561978.0,141852140.0,125902279.0,133539286.0
142253531.0,145393149.0,143216116.0,141278665.0,141872602.0
143218138.0,141995519.0,139767287.0,141880784.0,142253531.0
140414429.0,141760000.0,138247674.0,141739473.0,143218138.0
141901284.0,139769348.0,51561978.0,139812306.0,140414429.0
138513893.0,139945478.0,145393149.0,141968850.0,140412382.0
142368231.0,140340747.0,141995519.0,143099347.0,141901284.0
143650279.0,139210257.0,141760000.0,133539286.0,138513893.0
141852140.0,142319124.0,139769348.0,141872602.0,142368231.0
146269676.0,141688341.0,139945478.0,142253531.0,143650279.0
143216116.0,145366553.0,140340747.0,143218138.0,141852140.0
139767287.0,142435866.0,81401357.0,140414429.0,146269676.0
142374391.0,132935195.0,139210257.0,140412382.0,143216116.0
138247674.0,145364505.0,142319124.0,141901284.0,139767287.0
51561978.0,124786205.0,141688341.0,138513893.0,142374391.0
145393149.0,141798944.0,145366553.0,142368231.0,138247674.0
141995519.0,141200932.0,142435866.0,143650279.0,51561978.0
141760000.0,146251303.0,132935195.0,141852140.0,145393149.0
139769348.0,139925037.0,145364505.0,146269676.0,141760000.0
139945478.0,143134254.0,124786205.0,143216116.0,139769348.0
140340747.0,76365360.0,141798944.0,139767287.0,139945478.0
81401357.0,135298608.0,141200932.0,142374391.0,140340747.0
139210257.0,142554678.0,146251303.0,138247674.0,81401357.0
142319124.0,146222649.0,140348973.0,51561978.0,139210257.0
141688341.0,145411645.0,139925037.0,145393149.0,142319124.0
142435866.0,141170238.0,143134254.0,141995519.0,141688341.0
132935195.0,141825601.0,76365360.0,141760000.0,145366553.0
145364505.0,139144770.0,135298608.0,139945478.0,142435866.0
124786205.0,141628995.0,142554678.0,140340747.0,132935195.0
141798944.0,142302788.0,146222649.0,81401357.0,145364505.0
146251303.0,139736646.0,141170238.0,139210257.0,124786205.0
140348973.0,143095367.0,141825601.0,142319124.0,141798944.0
139925037.0,143588935.0,139144770.0,141688341.0,141200932.0
143134254.0,141782607.0,141628995.0,145366553.0,146251303.0
76365360.0,141262421.0,142302788.0,132935195.0,140348973.0
135298608.0,142579291.0,139736646.0,145364505.0,139925037.0
143259186.0,145286748.0,143095367.0,124786205.0,143134254.0
142554678.0,132918879.0,143588935.0,141798944.0,76365360.0
146222649.0,132963939.0,141782607.0,141200932.0,135298608.0
141170238.0,145958502.0,141262421.0,146251303.0,143259186.0
141825601.0,142536300.0,142579291.0,140348973.0,142554678.0
139144770.0,125656695.0,145286748.0,139925037.0,146222649.0
141628995.0,131085944.0,132918879.0,143134254.0,145411645.0
142302788.0,139769465.0,132963939.0,76365360.0,141170238.0
139736646.0,143937151.0,145958502.0,135298608.0,141825601.0
141782607.0,145456768.0,142536300.0,143259186.0,139144770.0
142579291.0,16586375.0,125656695.0,142554678.0,141628995.0
145286748.0,140369544.0,131085944.0,146222649.0,139736646.0
132918879.0,146218635.0,139769465.0,145411645.0,143095367.0
132963939.0,139835021.0,143937151.0,141170238.0,143588935.0
145958502.0,141713040.0,16586375.0,141825601.0,141782607.0
142536300.0,141176465.0,140369544.0,139144770.0,141262421.0
125656695.0,142530193.0,146218635.0,141628995.0,142579291.0
131085944.0,63309465.0,139835021.0,142302788.0,145286748.0
139769465.0,139904668.0,141713040.0,139736646.0,132918879.0
143937151.0,139742884.0,141176465.0,143095367.0,132963939.0
145456768.0,145213094.0,142530193.0,143588935.0,145958502.0
16586375.0,145479334.0,63309465.0,141782607.0,125656695.0
140369544.0,143126184.0,139904668.0,141262421.0,131085944.0
146218635.0,141874864.0,139742884.0,142579291.0,139769465.0
139835021.0,141950647.0,145213094.0,145286748.0,143937151.0
141713040.0,21038783.0,145479334.0,132918879.0,145456768.0
141176465.0,145379009.0,143126184.0,132963939.0,16586375.0
142530193.0,140242632.0,141874864.0,145958502.0,140369544.0
63309465.0,144092874.0,141950647.0,142536300.0,146218635.0
139904668.0,145424075.0,139196091.0,125656695.0,139835021.0
139742884.0,139466449.0,21038783.0,131085944.0,141713040.0
145213094.0,145993427.0,145379009.0,139769465.0,141176465.0
143126184.0,141883092.0,140242632.0,145456768.0,142530193.0
141874864.0,14862038.0,144092874.0,16586375.0,63309465.0
141950647.0,142442203.0,145424075.0,140369544.0,139904668.0
139196091.0,142415583.0,139466449.0,146218635.0,139742884.0
21038783.0,128626401.0,145993427.0,139835021.0,145213094.0
145379009.0,140334818.0,141883092.0,141713040.0,145479334.0
140242632.0,137674470.0,14862038.0,141176465.0,143126184.0
144092874.0,141741801.0,142442203.0,142530193.0,-258390.0
145424075.0,127346413.0,142415583.0,63309465.0,141874864.0
139466449.0,134747885.0,128626401.0,139904668.0,141950647.0
145993427.0,142509807.0,140334818.0,139742884.0,139196091.0
141883092.0,141711091.0,137674470.0,145213094.0,21038783.0
14862038.0,142427896.0,141741801.0,145479334.0,145379009.0
142415583.0,145393403.0,127346413.0,143126184.0,140242632.0
128626401.0,139812604.0,134747885.0,141874864.0,144092874.0
140334818.0,142345983.0,142509807.0,139196091.0,139466449.0
137674470.0,141641473.0,141711091.0,21038783.0,145993427.0
141741801.0,139747076.0,142427896.0,145379009.0,141883092.0
127346413.0,140379909.0,145393403.0,140242632.0,14862038.0
134747885.0,-256249.0,142563068.0,144092874.0,142442203.0
142509807.0,142300936.0,139812604.0,145424075.0,142415583.0
141711091.0,143089430.0,142345983.0,139466449.0,128626401.0
142427896.0,141911831.0,141641473.0,145993427.0,140334818.0
145393403.0,145952535.0,139747076.0,14862038.0,137674470.0
142563068.0,145252123.0,140379909.0,142442203.0,141741801.0
139812604.0,57911069.0,-256249.0,142415583.0,127346413.0
142345983.0,142987038.0,142300936.0,140334818.0,134747885.0
141641473.0,141219617.0,141911831.0,137674470.0,142509807.0
139747076.0,135122735.0,145952535.0,141741801.0,141711091.0
140379909.0,141875001.0,145252123.0,127346413.0,142427896.0
-256249.0,130527035.0,57911069.0,134747885.0,145393403.0
142300936.0,141659966.0,142987038.0,142509807.0,142563068.0
143089430.0,134709057.0,141219617.0,141711091.0,139812604.0
141911831.0,139859781.0,138745644.0,142427896.0,142345983.0
145952535.0,141739847.0,143218478.0,145393403.0,141641473.0
145252123.0,130373448.0,135122735.0,142563068.0,139747076.0
57911069.0,142255947.0,141875001.0,139812604.0,140379909.0
142987038.0,23725900.0,130527035.0,142345983.0,-256249.0
141219617.0,143079249.0,141659966.0,141641473.0,142300936.0
142444326.0,143656786.0,134709057.0,139747076.0,143089430.0
138745644.0,143239006.0,139859781.0,140379909.0,141911831.0
143218478.0,143654753.0,141739847.0,-256249.0,145952535.0
135122735.0,101736293.0,130373448.0,142300936.0,145252123.0
141875001.0,146083688.0,141860682.0,143089430.0,57911069.0
130527035.0,146255721.0,142255947.0,141911831.0,142987038.0
141659966.0,139816810.0,23725900.0,145952535.0,142444326.0
134709057.0,139968369.0,143079249.0,145252123.0,143218478.0
139859781.0,141680498.0,143656786.0,57911069.0,135122735.0
141739847.0,142413685.0,143239006.0,142987038.0,141875001.0
130373448.0,139915126.0,143654753.0,141219617.0,130527035.0
141860682.0,143048565.0,101736293.0,142444326.0,141659966.0
142255947.0,-262275.0,146083688.0,138745644.0,134709057.0
23725900.0,145221503.0,146255721.0,143218478.0,139859781.0
143079249.0,143605632.0,139816810.0,135122735.0,141739847.0
143656786.0,145264513.0,139968369.0,141875001.0,130373448.0
143239006.0,145942400.0,141680498.0,130527035.0,141860682.0
143654753.0,-258169.0,139915126.0,141659966.0,142255947.0
101736293.0,28723079.0,143048565.0,134709057.0,23725900.0
146083688.0,146014087.0,-262275.0,139859781.0,143079249.0
146255721.0,146229128.0,145221503.0,141739847.0,143656786.0
139816810.0,145969036.0,143187840.0,130373448.0,143239006.0
139968369.0,146132882.0,143605632.0,141860682.0,143654753.0
141680498.0,145604503.0,145942400.0,142255947.0,101736293.0
139915126.0,141240229.0,-258169.0,23725900.0,146083688.0
143048565.0,140013477.0,141926279.0,143079249.0,146255721.0
-262275.0,145188778.0,28723079.0,143656786.0,139816810.0
145221503.0,146233261.0,146014087.0,143239006.0,139968369.0
143187840.0,126955441.0,146229128.0,143654753.0,141680498.0
143605632.0,141703090.0,145969036.0,101736293.0,142413685.0
145264513.0,146245558.0,146132882.0,146083688.0,139915126.0
145942400.0,141871031.0,145604503.0,146255721.0,143048565.0
-258169.0,22900663.0,141871002.0,139816810.0,-262275.0
28723079.0,145242039.0,141240229.0,139968369.0,145221503.0
146014087.0,135913401.0,140013477.0,141680498.0,143187840.0
146229128.0,142475199.0,145188778.0,142413685.0,143605632.0
145969036.0,140339144.0,146233261.0,139915126.0,145264513.0
146132882.0,145952715.0,143292334.0,143048565.0,145942400.0
145604503.0,141199309.0,126955441.0,-262275.0,-258169.0
141871002.0,141852637.0,141703090.0,145221503.0,141926279.0
140013477.0,143030241.0,146245558.0,143187840.0,28723079.0
145188778.0,15917031.0,141871031.0,143605632.0,146014087.0
146233261.0,106403818.0,22900663.0,145264513.0,146229128.0
143292334.0,134600683.0,145242039.0,145942400.0,145969036.0
126955441.0,86425579.0,135913401.0,-258169.0,146132882.0
141703090.0,143112173.0,142475199.0,28723079.0,145604503.0
146245558.0,140371955.0,-256059.0,146014087.0,141871002.0
141871031.0,143048692.0,140339144.0,146229128.0,141240229.0
22900663.0,141232117.0,145952715.0,145969036.0,140013477.0
145242039.0,143206388.0,141199309.0,146132882.0,140316583.0
135913401.0,145211382.0,141852637.0,145604503.0,145188778.0
142475199.0,141770745.0,143030241.0,141871002.0,146233261.0
140339144.0,,143312867.0,141240229.0,143292334.0
145952715.0,,15917031.0,140013477.0,141703090.0
141199309.0,,106403818.0,140316583.0,146245558.0
141852637.0,,134600683.0,145188778.0,141871031.0
143030241.0,,86425579.0,146233261.0,22900663.0
15917031.0,,143112173.0,143292334.0,145242039.0
106403818.0,,143169519.0,141703090.0,135913401.0
134600683.0,,140371955.0,146245558.0,142475199.0
86425579.0,,143048692.0,141871031.0,-256059.0
143112173.0,,141232117.0,22900663.0,145952715.0
143169519.0,,143206388.0,145242039.0,141199309.0
140371955.0,,145211382.0,135913401.0,141852637.0
143048692.0,,141770745.0,142475199.0,143030241.0
141232117.0,,,140339144.0,143312867.0
143206388.0,,,145952715.0,15917031.0
145211382.0,,,141199309.0,106403818.0
141770745.0,,,141852637.0,134600683.0
,,,143030241.0,86425579.0
,,,143312867.0,143112173.0
,,,15917031.0,143169519.0
,,,106403818.0,140371955.0
,,,134600683.0,143048692.0
,,,86425579.0,141232117.0
,,,143112173.0,143206388.0
,,,143169519.0,145211382.0
,,,143048692.0,141770745.0
,,,141232117.0,
,,,143206388.0,
,,,145211382.0,
,,,141770745.0,
