offer_name,offer_description,discount,automatically_consider_offer,start_date,end_date,max_uses_per_order,max_uses_per_customer,customer_segment_id,sku_id,segment_behaviour,offer_type,supplier_discount
20240701_VCP_other_piloto_NB_detergentesabaoelava-louas_W27,other_piloto_NB_detergentesabaoelava-louas,8,true,01-07-2024,31-07-2024,0,1,778081,614364#614358#441496#441125#518391,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_aguaseisotonicos_W27,other_piloto_NB_aguaseisotonicos,8,true,01-07-2024,31-07-2024,0,1,778070,601040#430349,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_ovos_W27,other_piloto_NB_ovos,8,true,01-07-2024,31-07-2024,0,1,778093,651983,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_queijos_W27,other_piloto_NB_queijos,6,true,01-07-2024,31-07-2024,0,1,778096,596031#648903#484113#605606#598081#596139,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_desinfetantesesanitizantes_W27,other_piloto_NB_desinfetantesesanitizantes,8,true,01-07-2024,31-07-2024,0,1,778080,441493#430556#441490#441137#652393#514255,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_farinhasemisturas_W27,other_piloto_NB_farinhasemisturas,6,true,01-07-2024,31-07-2024,0,1,778083,430907#623222#532007#612111#612117#627690#623214#546089#623216#430770#652937#653029#430904#531981#650945,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_sucosechas_W27,other_piloto_NB_sucosechas,8,true,01-07-2024,31-07-2024,0,1,778098,430375#455349#430371,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_suinos_W27,other_piloto_NB_suinos,8,true,01-07-2024,31-07-2024,0,1,778099,483953#484053#483941#476729,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_peixesefrutosdomar_W27,other_piloto_NB_peixesefrutosdomar,8,true,01-07-2024,31-07-2024,0,1,778095,575802#651849,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_laticinios_W27,other_piloto_NB_laticinios,4,true,01-07-2024,31-07-2024,0,1,778087,430419#430416#626157,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_frango_W27,other_piloto_NB_frango,5,true,01-07-2024,31-07-2024,0,1,778084,650947#652563#484153#470359#470367#601068#638113,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_temperos_W27,other_piloto_NB_temperos,8,true,01-07-2024,31-07-2024,0,1,778100,430830#640549#640547#639581#531942#639603,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_piloto_NB_frutas_W27,other_piloto_NB_frutas,8,true,01-07-2024,31-07-2024,0,1,778085,434987#434895#575766#434925#434983#435005,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_massasemolhos_W27,other_control_NB_massasemolhos,1,true,01-01-2028,02-01-2028,1,1,778057,430755#430740#454989#628162#633727#637250#430758#637248#637252#430761#628126,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_papeis_W27,other_control_NB_papeis,1,true,01-01-2028,02-01-2028,1,1,778060,430464#476901#430479#430467,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_refrigeranteseenergeticos_W27,other_control_NB_refrigeranteseenergeticos,1,true,01-01-2028,02-01-2028,1,1,778063,430403#455061#455075#430408#430439#455079#455297#430452,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_arroz_W27,other_control_NB_arroz,1,true,01-01-2028,02-01-2028,1,1,777941,430639#428411#652565,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_cafechocolateseinfusoes_W27,other_control_NB_cafechocolateseinfusoes,1,true,01-01-2028,02-01-2028,1,1,777943,576222#576226#621291#429135#430791,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_manteigasemargarinas_W27,other_control_NB_manteigasemargarinas,1,true,01-01-2028,02-01-2028,1,1,778056,476633#476629#476637#476625,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_utensiliosdelimpeza_W27,other_control_NB_utensiliosdelimpeza,1,true,01-01-2028,02-01-2028,1,1,778068,430497#441499,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_embutidos_W27,other_control_NB_embutidos,1,true,01-01-2028,02-01-2028,1,1,778002,470439#586765#476741#476613#470559#605628#606343,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_desengordurantes_W27,other_control_NB_desengordurantes,1,true,01-01-2028,02-01-2028,1,1,777948,630590,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_verduras_W27,other_control_NB_verduras,1,true,01-01-2028,02-01-2028,1,1,778069,434967#434911#435055#434909#435063,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_carnevermelha_W27,other_control_NB_carnevermelha,1,true,01-01-2028,02-01-2028,1,1,777944,596023#483993#484001#596005,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_cervejas_W27,other_control_NB_cervejas,1,true,01-01-2028,02-01-2028,1,1,777945,430289#430294#430315#643679,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_destilados_W27,other_control_NB_destilados,1,true,01-01-2028,02-01-2028,1,1,777950,589475#589461#589479,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_graos_W27,other_control_NB_graos,1,true,01-01-2028,02-01-2028,1,1,778052,625321#554464#554461,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_leite_W27,other_control_NB_leite,1,true,01-01-2028,02-01-2028,1,1,778055,571519#430413,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_tuberculos_W27,other_control_NB_tuberculos,1,true,01-01-2028,02-01-2028,1,1,778067,434949#434919#434937#434935,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_azeitesoleosevinagres_W27,other_control_NB_azeitesoleosevinagres,1,true,01-01-2028,02-01-2028,1,1,777942,428399#438948#430797#430746#438939#623714,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_condimentos_W27,other_control_NB_condimentos,1,true,01-01-2028,02-01-2028,1,1,777946,539663#539654#592707#539618#539633#652093#539669#633713#539621#539675#652097#539624,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_outroslimpadores_W27,other_control_NB_outroslimpadores,1,true,01-01-2028,02-01-2028,1,1,778058,441511,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_legumes_W27,other_control_NB_legumes,1,true,01-01-2028,02-01-2028,1,1,778054,434957#435068#434903#434959#434897#435049,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_conservaseenlatados_W27,other_control_NB_conservaseenlatados,1,true,01-01-2028,02-01-2028,1,1,777947,633711#633725#633707#633729#509539#454804#454807#454813,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_detergentesabaoelava-louas_W27,other_control_NB_detergentesabaoelava-louas,1,true,01-01-2028,02-01-2028,1,1,778001,614364#614358#441496#441125#518391,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_aguaseisotonicos_W27,other_control_NB_aguaseisotonicos,1,true,01-01-2028,02-01-2028,1,1,777940,601040#430349,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_ovos_W27,other_control_NB_ovos,1,true,01-01-2028,02-01-2028,1,1,778059,651983,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_queijos_W27,other_control_NB_queijos,1,true,01-01-2028,02-01-2028,1,1,778062,596031#648903#484113#605606#598081#596139,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_desinfetantesesanitizantes_W27,other_control_NB_desinfetantesesanitizantes,1,true,01-01-2028,02-01-2028,1,1,777949,441493#430556#441490#441137#652393#514255,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_farinhasemisturas_W27,other_control_NB_farinhasemisturas,1,true,01-01-2028,02-01-2028,1,1,778003,430907#623222#532007#612111#612117#627690#623214#546089#623216#430770#652937#653029#430904#531981#650945,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_sucosechas_W27,other_control_NB_sucosechas,1,true,01-01-2028,02-01-2028,1,1,778064,430375#455349#430371,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_suinos_W27,other_control_NB_suinos,1,true,01-01-2028,02-01-2028,1,1,778065,483953#484053#483941#476729,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_peixesefrutosdomar_W27,other_control_NB_peixesefrutosdomar,1,true,01-01-2028,02-01-2028,1,1,778061,575802#651849,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_laticinios_W27,other_control_NB_laticinios,1,true,01-01-2028,02-01-2028,1,1,778053,430419#430416#626157,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_frango_W27,other_control_NB_frango,1,true,01-01-2028,02-01-2028,1,1,778004,650947#652563#484153#470359#470367#601068#638113,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_temperos_W27,other_control_NB_temperos,1,true,01-01-2028,02-01-2028,1,1,778066,430830#640549#640547#639581#531942#639603,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_other_control_NB_frutas_W27,other_control_NB_frutas,1,true,01-01-2028,02-01-2028,1,1,778051,434987#434895#575766#434925#434983#435005,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_massasemolhos_W27,lanches_piloto_NB_massasemolhos,7,true,01-07-2024,31-07-2024,0,1,777977,430755#633727#430740#454989#637248#430761#430758#628162#637250#430764,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_papeis_W27,lanches_piloto_NB_papeis,8,true,01-07-2024,31-07-2024,0,1,777929,430464#476898#476901#430479,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_refrigeranteseenergeticos_W27,lanches_piloto_NB_refrigeranteseenergeticos,6,true,01-07-2024,31-07-2024,0,1,777933,430403#455061#430439#430408#455297#455075#455079#460723,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_arroz_W27,lanches_piloto_NB_arroz,4,true,01-07-2024,31-07-2024,0,1,777958,428411#430639,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_cafechocolateseinfusoes_W27,lanches_piloto_NB_cafechocolateseinfusoes,8,true,01-07-2024,31-07-2024,0,1,777960,576222#621291#576226#429132#430791#625297#648809,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_manteigasemargarinas_W27,lanches_piloto_NB_manteigasemargarinas,8,true,01-07-2024,31-07-2024,0,1,777976,476633#476637#476629#476625,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_utensiliosdelimpeza_W27,lanches_piloto_NB_utensiliosdelimpeza,8,true,01-07-2024,31-07-2024,0,1,777938,441499#430497,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_desengordurantes_W27,lanches_piloto_NB_desengordurantes,8,true,01-07-2024,31-07-2024,0,1,777963,630590,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_verduras_W27,lanches_piloto_NB_verduras,8,true,01-07-2024,31-07-2024,0,1,777939,434911#435055#434967#434909#435063,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_carnevermelha_W27,lanches_piloto_NB_carnevermelha,8,true,01-07-2024,31-07-2024,0,1,777961,483993#553912#596005#596023#476605,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_cervejas_W27,lanches_piloto_NB_cervejas,4,true,01-07-2024,31-07-2024,0,1,777962,430289#430294#430315#643679,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_destilados_W27,lanches_piloto_NB_destilados,8,true,01-07-2024,31-07-2024,0,1,777967,589479#651013#589461,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_graos_W27,lanches_piloto_NB_graos,8,true,01-07-2024,31-07-2024,0,1,777972,554461#652893,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_leite_W27,lanches_piloto_NB_leite,4,true,01-07-2024,31-07-2024,0,1,777975,571519#430413,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_tuberculos_W27,lanches_piloto_NB_tuberculos,8,true,01-07-2024,31-07-2024,0,1,777937,434949#434919#434937#434935,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_azeitesoleosevinagres_W27,lanches_piloto_NB_azeitesoleosevinagres,5,true,01-07-2024,31-07-2024,0,1,777959,428399#438948#430797#430746#623714#438939#623736,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_condimentos_W27,lanches_piloto_NB_condimentos,8,true,01-07-2024,31-07-2024,0,1,777966,539663#539654#592707#539633#615341#652093#652097#539669#539618#633143#633159#539624,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_outroslimpadores_W27,lanches_piloto_NB_outroslimpadores,8,true,01-07-2024,31-07-2024,0,1,777928,441511#648817,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_legumes_W27,lanches_piloto_NB_legumes,8,true,01-07-2024,31-07-2024,0,1,777974,435068#434957#434903#434939#435049#434941#434897,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_conservaseenlatados_W27,lanches_piloto_NB_conservaseenlatados,8,true,01-07-2024,31-07-2024,0,1,777964,633711#633725#454807#509539#633707#633729,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_detergentesabaoelava-louas_W27,lanches_piloto_NB_detergentesabaoelava-louas,8,true,01-07-2024,31-07-2024,0,1,777968,614364#614358#441496#518391#430500,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_aguaseisotonicos_W27,lanches_piloto_NB_aguaseisotonicos,8,true,01-07-2024,31-07-2024,0,1,777957,601040#601080,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_ovos_W27,lanches_piloto_NB_ovos,8,true,01-07-2024,31-07-2024,0,1,777930,651983,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_queijos_W27,lanches_piloto_NB_queijos,6,true,01-07-2024,31-07-2024,0,1,777932,596031#648903#598081#605606#484113#484121,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_desinfetantesesanitizantes_W27,lanches_piloto_NB_desinfetantesesanitizantes,8,true,01-07-2024,31-07-2024,0,1,777965,441493#430556#441490#441137#514255#652393,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_farinhasemisturas_W27,lanches_piloto_NB_farinhasemisturas,7,true,01-07-2024,31-07-2024,0,1,777969,430907#612111#623222#627690#430770#623216#532007#653029#546089#531981#612117#636038,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_sucosechas_W27,lanches_piloto_NB_sucosechas,8,true,01-07-2024,31-07-2024,0,1,777934,455349#430375#430371,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_suinos_W27,lanches_piloto_NB_suinos,8,true,01-07-2024,31-07-2024,0,1,777935,484053#555292#483953,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_peixesefrutosdomar_W27,lanches_piloto_NB_peixesefrutosdomar,8,true,01-07-2024,31-07-2024,0,1,777931,575802#651849,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_laticinios_W27,lanches_piloto_NB_laticinios,4,true,01-07-2024,31-07-2024,0,1,777973,430416#430419#430428,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_frango_W27,lanches_piloto_NB_frango,6,true,01-07-2024,31-07-2024,0,1,777970,650947#652563#470367#470359#470491#484153#470363,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_temperos_W27,lanches_piloto_NB_temperos,8,true,01-07-2024,31-07-2024,0,1,777936,430830#640549#640547#639603#639581,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_piloto_NB_frutas_W27,lanches_piloto_NB_frutas,8,true,01-07-2024,31-07-2024,0,1,777971,434987#434895#575766#434983#434925#435005,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_massasemolhos_W27,lanches_control_NB_massasemolhos,1,true,01-01-2028,02-01-2028,1,1,777921,430755#633727#430740#454989#637248#430761#430758#628162#637250#430764,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_papeis_W27,lanches_control_NB_papeis,1,true,01-01-2028,02-01-2028,1,1,777924,430464#476898#476901#430479,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_refrigeranteseenergeticos_W27,lanches_control_NB_refrigeranteseenergeticos,1,true,01-01-2028,02-01-2028,1,1,777927,430403#455061#430439#430408#455297#455075#455079#460723,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_arroz_W27,lanches_control_NB_arroz,1,true,01-01-2028,02-01-2028,1,1,777905,428411#430639,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_cafechocolateseinfusoes_W27,lanches_control_NB_cafechocolateseinfusoes,1,true,01-01-2028,02-01-2028,1,1,777903,576222#621291#576226#429132#430791#625297#648809,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_manteigasemargarinas_W27,lanches_control_NB_manteigasemargarinas,1,true,01-01-2028,02-01-2028,1,1,777920,476633#476637#476629#476625,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_utensiliosdelimpeza_W27,lanches_control_NB_utensiliosdelimpeza,1,true,01-01-2028,02-01-2028,1,1,777955,441499#430497,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_desengordurantes_W27,lanches_control_NB_desengordurantes,1,true,01-01-2028,02-01-2028,1,1,777909,630590,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_verduras_W27,lanches_control_NB_verduras,1,true,01-01-2028,02-01-2028,1,1,777956,434911#435055#434967#434909#435063,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_carnevermelha_W27,lanches_control_NB_carnevermelha,1,true,01-01-2028,02-01-2028,1,1,777904,483993#553912#596005#596023#476605,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_cervejas_W27,lanches_control_NB_cervejas,1,true,01-01-2028,02-01-2028,1,1,777906,430289#430294#430315#643679,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_destilados_W27,lanches_control_NB_destilados,1,true,01-01-2028,02-01-2028,1,1,777911,589479#651013#589461,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_graos_W27,lanches_control_NB_graos,1,true,01-01-2028,02-01-2028,1,1,777916,554461#652893,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_leite_W27,lanches_control_NB_leite,1,true,01-01-2028,02-01-2028,1,1,777919,571519#430413,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_tuberculos_W27,lanches_control_NB_tuberculos,1,true,01-01-2028,02-01-2028,1,1,777953,434949#434919#434937#434935,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_azeitesoleosevinagres_W27,lanches_control_NB_azeitesoleosevinagres,1,true,01-01-2028,02-01-2028,1,1,777902,428399#438948#430797#430746#623714#438939#623736,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_condimentos_W27,lanches_control_NB_condimentos,1,true,01-01-2028,02-01-2028,1,1,777907,539663#539654#592707#539633#615341#652093#652097#539669#539618#633143#633159#539624,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_outroslimpadores_W27,lanches_control_NB_outroslimpadores,1,true,01-01-2028,02-01-2028,1,1,777922,441511#648817,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_legumes_W27,lanches_control_NB_legumes,1,true,01-01-2028,02-01-2028,1,1,777918,435068#434957#434903#434939#435049#434941#434897,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_conservaseenlatados_W27,lanches_control_NB_conservaseenlatados,1,true,01-01-2028,02-01-2028,1,1,777908,633711#633725#454807#509539#633707#633729,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_detergentesabaoelava-louas_W27,lanches_control_NB_detergentesabaoelava-louas,1,true,01-01-2028,02-01-2028,1,1,777912,614364#614358#441496#518391#430500,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_aguaseisotonicos_W27,lanches_control_NB_aguaseisotonicos,1,true,01-01-2028,02-01-2028,1,1,777901,601040#601080,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_ovos_W27,lanches_control_NB_ovos,1,true,01-01-2028,02-01-2028,1,1,777923,651983,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_queijos_W27,lanches_control_NB_queijos,1,true,01-01-2028,02-01-2028,1,1,777926,596031#648903#598081#605606#484113#484121,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_desinfetantesesanitizantes_W27,lanches_control_NB_desinfetantesesanitizantes,1,true,01-01-2028,02-01-2028,1,1,777910,441493#430556#441490#441137#514255#652393,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_farinhasemisturas_W27,lanches_control_NB_farinhasemisturas,1,true,01-01-2028,02-01-2028,1,1,777913,430907#612111#623222#627690#430770#623216#532007#653029#546089#531981#612117#636038,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_sucosechas_W27,lanches_control_NB_sucosechas,1,true,01-01-2028,02-01-2028,1,1,777951,455349#430375#430371,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_suinos_W27,lanches_control_NB_suinos,1,true,01-01-2028,02-01-2028,1,1,777952,484053#555292#483953,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_peixesefrutosdomar_W27,lanches_control_NB_peixesefrutosdomar,1,true,01-01-2028,02-01-2028,1,1,777925,575802#651849,INCLUDED,SUPER_DISCOUNT,0
20240701_VCP_lanches_control_NB_laticinios_W27,lanches_control_NB_laticinios,1,true,01-01-2028,02-01-2028,1,1,777917,430416#430419#430428,INCLUDED,SUPER_DISCOUNT,0
