city,customer_id,tier,Adjust_CLTV
SPO,19337183.0,5,2352.540421633258
SPO,19355299.0,4,2602.950758156142
SPO,19360755.0,9,575.3622796838494
SPO,19565513.0,4,2753.6366343987684
SPO,19567777.0,9,759.9857317626683
SPO,19568930.0,4,2655.2924127644615
SPO,19569018.0,6,1830.443827346955
SPO,19569311.0,2,5205.233067420632
SPO,19569387.0,10,173.795519255302
SPO,19569407.0,10,162.83883616640455
SPO,19573603.0,5,2158.090889370579
SPO,19574634.0,9,607.1370602032401
SPO,19575350.0,4,2869.352803913333
SPO,19576446.0,6,1568.1369290775285
SPO,19577563.0,10,387.7756750582854
SPO,19577567.0,4,2683.1966525264293
SPO,19580273.0,2,4424.357616744057
SPO,19580282.0,5,2240.6906368263635
SPO,19580564.0,7,1165.9000321694007
SPO,19580588.0,2,4832.565013911048
SPO,19580800.0,10,367.17473241248223
SPO,19584688.0,9,532.1793156797053
SPO,19585272.0,3,3334.5928493061856
SPO,19585953.0,8,860.3016796903275
SPO,19587561.0,6,1826.5392147391753
SPO,19596080.0,4,2582.947615177843
SPO,19599776.0,3,3257.795743970083
SPO,19640399.0,7,1304.2190993320473
SPO,19641198.0,7,1141.0355777647255
SPO,19641552.0,4,2597.656015314642
SPO,19642339.0,11,834.525274497672
SPO,19643127.0,10,19.119206836408825
SPO,19643182.0,8,814.5372700957433
SPO,19643194.0,7,1178.3141941489043
SPO,19645403.0,3,3371.046100700378
SPO,19645530.0,7,1281.4901400080457
SPO,19645534.0,10,146.16589224415995
SPO,19645656.0,10,177.5748193545098
SPO,19645709.0,6,1584.1772971731766
SPO,19646880.0,9,477.0819135146735
SPO,19647144.0,7,1265.7461484984747
SPO,19647192.0,8,1095.141854111292
SPO,19647480.0,10,426.08885954620246
SPO,19648729.0,9,624.3695040024685
SPO,19650001.0,10,374.6520994586469
SPO,19652912.0,10,141.05832567953834
SPO,19656927.0,7,1332.4697745661713
SPO,19657511.0,10,235.93845896323197
SPO,19660089.0,5,2064.687145996848
SPO,19660313.0,9,550.0779983958424
SPO,19661786.0,2,5001.1857629157785
SPO,19763186.0,9,738.5999194996408
SPO,19763658.0,5,2108.264393365394
SPO,19764478.0,6,1596.3620034196204
SPO,19765307.0,7,1141.4529713210325
SPO,19765344.0,10,48.13781103757215
SPO,19766719.0,9,549.4902012384915
SPO,19766929.0,9,707.780159372158
SPO,19767204.0,3,3803.940092038405
SPO,19767957.0,10,334.23715822237534
SPO,19767992.0,10,157.64575907979903
SPO,19768993.0,8,1088.5408517726503
SPO,19769335.0,6,1922.732401899761
SPO,19770951.0,1,6811.020027841771
SPO,19771808.0,9,452.88365025434126
SPO,19772401.0,9,463.6760318690085
SPO,19782375.0,8,988.844244751259
SPO,19783845.0,4,2856.8121439552633
SPO,19785702.0,5,1980.6498736925141
SPO,19788106.0,5,2248.7894776617118
SPO,19798250.0,3,3939.5823929691887
SPO,19801971.0,5,2407.769171805451
SPO,19855642.0,3,4103.285781347018
SPO,19855761.0,1,7706.38683503806
SPO,19856422.0,3,3340.8156198817624
SPO,19858394.0,4,2984.7458744042724
SPO,19859484.0,11,1634.3288075298299
SPO,19863654.0,9,451.2585641991933
SPO,19873939.0,4,2687.3431821024487
SPO,19876211.0,9,626.6747841801107
SPO,19932293.0,5,2411.2408326155446
SPO,19937821.0,6,1847.3359627507266
SPO,20038262.0,10,86.6521657651283
SPO,20041101.0,10,39.59708978099843
SPO,20041537.0,6,1623.7850915758036
SPO,20043248.0,11,2010.9527239533804
SPO,20044604.0,10,66.45821750430325
SPO,20044707.0,9,486.1095905672297
SPO,20050937.0,6,1910.5561384511557
SPO,20052934.0,9,473.0095423101682
SPO,20054393.0,5,1963.7911042203768
SPO,20054661.0,3,3491.2709608305076
SPO,20055000.0,9,500.4133760110628
SPO,20056552.0,10,111.45241452518768
SPO,20063145.0,5,2347.6151499345024
SPO,20094469.0,3,3576.5657623304287
SPO,20175759.0,9,743.7758929062691
SPO,20179418.0,4,2526.123852377615
SPO,20179437.0,3,3507.246969108711
SPO,20179445.0,8,822.8830517606945
SPO,20179732.0,6,1758.2656559697211
SPO,20209556.0,8,785.6624035989106
SPO,20221981.0,10,66.20368797955777
SPO,20222252.0,6,1540.7255404719783
SPO,20222914.0,10,189.6808621423592
SPO,20225398.0,9,477.132655804086
SPO,20226038.0,6,1760.2439767153035
SPO,20226245.0,6,1734.7781252444363
SPO,20242871.0,7,1187.5823698032136
SPO,20264969.0,9,499.8311613428174
SPO,20271549.0,9,627.954736644513
SPO,20309798.0,7,1136.0233947239904
SPO,20358559.0,10,341.69805299141393
SPO,20358575.0,9,677.2752491130097
SPO,20358668.0,3,3223.690272033218
SPO,20361394.0,4,2755.840295093417
SPO,20400931.0,7,1213.6630972686316
SPO,20402370.0,5,2373.0681811693175
SPO,20418139.0,10,326.03142321064945
SPO,20423175.0,9,682.4884084408757
SPO,20463224.0,10,203.29101931981387
SPO,20463236.0,7,1289.6845829444032
SPO,20463662.0,10,322.5072384389549
SPO,20464706.0,2,5251.871485986936
SPO,20465804.0,4,2707.8369575879683
SPO,20467504.0,3,3747.4731093122314
SPO,20468209.0,2,5116.8776698594465
SPO,20472648.0,5,2003.2257284694153
SPO,20472857.0,1,11279.182959010144
SPO,20475102.0,6,1516.2191021167905
SPO,20479168.0,2,5141.240682088066
SPO,20487136.0,10,421.46394954720967
SPO,20502798.0,6,1692.741926090449
SPO,20576947.0,6,1765.066437017892
SPO,20576988.0,8,832.8290980078982
SPO,20577181.0,7,1231.6058014816049
SPO,20579077.0,9,626.9673815427312
SPO,20579593.0,10,90.42231094394273
SPO,20579614.0,5,2324.1659336579446
SPO,20581211.0,7,1388.6098665265781
SPO,20582150.0,9,713.0256674079637
SPO,20583231.0,6,1797.6526667835165
SPO,20586184.0,10,324.1491203085751
SPO,20589696.0,2,6084.5308091897
SPO,20590781.0,10,65.31784518500214
SPO,20593484.0,8,808.2287252749156
SPO,20648234.0,9,523.9706253048712
SPO,20818046.0,6,1518.1033437988542
SPO,20818347.0,5,2457.275821123197
SPO,20819586.0,10,92.31873481141551
SPO,20821252.0,7,1405.1290741359176
SPO,20828292.0,5,2232.526989249316
SPO,20828472.0,8,1123.2716202279946
SPO,20829977.0,9,515.263077618926
SPO,20830204.0,3,3604.666642726769
SPO,20832343.0,1,6491.959613275209
SPO,20832388.0,1,7482.715269315925
SPO,20835299.0,7,1279.2855083692918
SPO,20848817.0,10,100.02217101321312
SPO,20852423.0,5,2014.4763257967543
SPO,20910752.0,5,2376.2124589534656
SPO,20911906.0,6,1637.938123900053
SPO,20912057.0,4,2502.806999607509
SPO,20912078.0,6,1943.192181432586
SPO,20912508.0,10,381.6930291855026
SPO,20912547.0,10,112.29359292759217
SPO,20914149.0,8,868.8953766985002
SPO,20915286.0,10,365.5881729565794
SPO,20922134.0,6,1730.7862857358334
SPO,20928323.0,3,3998.6515323879084
SPO,20929004.0,7,1400.1080177338995
SPO,20929138.0,10,249.71536478755033
SPO,21007241.0,1,6711.134760242725
SPO,21009685.0,2,4450.535221258626
SPO,21009993.0,6,1509.4221273620587
SPO,21011343.0,10,15.90915576014703
SPO,21012450.0,9,467.2635866838266
SPO,21013145.0,9,527.4540761944246
SPO,21014100.0,10,378.68975318588673
SPO,21014247.0,3,3964.903490023491
SPO,21018960.0,8,779.5000473409942
SPO,21024748.0,1,8728.927421671533
SPO,21031243.0,10,17.03828728214729
SPO,21034313.0,9,710.7816338701086
SPO,21102052.0,7,1438.4373256240483
SPO,21102698.0,10,48.49661726788328
SPO,21102876.0,8,907.7977706168159
SPO,21104293.0,4,2932.3540052408284
SPO,21105971.0,9,454.02725534403174
SPO,21116963.0,10,146.39580378823655
SPO,21122177.0,3,4223.901044657794
SPO,21122908.0,7,1343.1233988689396
SPO,21124037.0,9,737.3438881410973
SPO,21126586.0,7,1444.4683473298473
SPO,21131987.0,7,1224.153905646216
SPO,21134817.0,10,271.30315398929906
SPO,21198885.0,10,127.24727193083993
SPO,21199436.0,10,296.0843281954824
SPO,21200110.0,5,2128.913748495178
SPO,21200722.0,6,1620.906629819109
SPO,21203543.0,8,984.0604290915383
SPO,21211025.0,10,333.4067265073945
SPO,21216385.0,6,1919.7962900961415
SPO,21222730.0,6,1659.3223399297135
SPO,21357507.0,10,338.92546849956256
SPO,21472584.0,10,154.15127804415718
SPO,21473712.0,2,5011.080389652926
SPO,21475516.0,10,49.62435333519627
SPO,21476442.0,10,432.3790460869666
SPO,21476982.0,9,500.6989087915536
SPO,21479895.0,6,1518.5348219720288
SPO,21483627.0,10,223.0489672385161
SPO,21485626.0,10,262.69963719777166
SPO,21485933.0,10,404.22621671571306
SPO,21486138.0,4,2519.8412151277134
SPO,21488857.0,3,4078.518834963218
SPO,21490464.0,11,4967.94021854803
SPO,21493804.0,7,1292.1323018802132
SPO,21495290.0,2,5828.180948988447
SPO,21498497.0,5,2326.8844480806138
SPO,21500217.0,10,109.79907284259615
SPO,21563681.0,10,12.314488911316431
SPO,21564599.0,2,5968.046494446478
SPO,21565460.0,9,747.3470024855872
SPO,21566523.0,10,379.19611734434005
SPO,21567105.0,10,290.7439884489654
SPO,21567885.0,6,1941.3945706636466
SPO,21568939.0,10,152.78189299430585
SPO,21570940.0,10,138.39368039844408
SPO,21571742.0,9,568.8268794226815
SPO,21572092.0,3,3485.6837706288416
SPO,21574196.0,9,475.0241278630351
SPO,21574920.0,10,45.44458687538958
SPO,21577104.0,10,186.14971052434475
SPO,21578785.0,10,337.88269480201836
SPO,21578892.0,4,2811.5584471853253
SPO,21579097.0,3,4125.328184384573
SPO,21580039.0,5,2062.5970905629483
SPO,21580269.0,7,1450.6352489491446
SPO,21580390.0,6,1775.676167963012
SPO,21581821.0,9,667.5607719887421
SPO,21581937.0,10,398.62717162238727
