city,customer_id,tier,Adjust_CLTV
BHZ,63773239.0,2,3917.2953161833584
BHZ,63775372.0,9,340.89772196914276
BHZ,63785947.0,7,834.5676653917726
BHZ,63787604.0,10,49.80398756020292
BHZ,63790041.0,7,792.8738129289269
BHZ,63941332.0,5,1640.508162433906
BHZ,63945277.0,8,589.9443998151228
BHZ,63964000.0,6,1306.8324674345427
BHZ,63964025.0,8,552.9649225387823
BHZ,63989855.0,10,139.47967192760893
BHZ,64510072.0,10,27.50928954584279
BHZ,64518395.0,7,864.5941472942998
BHZ,64526650.0,2,3242.6653362949546
BHZ,64531261.0,11,1507.5336537632681
BHZ,64540158.0,10,224.95776869021137
BHZ,64549720.0,4,1798.3648100955115
BHZ,64550237.0,11,595.2761146953299
BHZ,64552821.0,8,667.6394885010918
BHZ,64564115.0,8,625.1554150815695
BHZ,64566087.0,4,1991.53238618177
BHZ,64575706.0,10,54.13396154446875
BHZ,64714569.0,9,518.7114987371612
BHZ,64718936.0,11,1230.8963575759487
BHZ,64723506.0,8,579.4605966102961
BHZ,64764282.0,9,518.5742220450561
BHZ,64983573.0,10,276.8534114653051
BHZ,64983575.0,11,437.2228463953704
BHZ,64991486.0,10,204.0128781548782
BHZ,64997186.0,6,1156.587660898954
BHZ,64998328.0,3,2736.809260824984
BHZ,64999945.0,8,652.4364647290856
BHZ,65015613.0,6,1074.179021064655
BHZ,65021663.0,3,2596.221355637436
BHZ,65024696.0,11,1163.4483541252612
BHZ,65201722.0,8,721.2141879492051
BHZ,65221418.0,6,1065.9963615543204
BHZ,65230819.0,8,699.896214348008
BHZ,65235250.0,5,1383.9002378946045
BHZ,65262616.0,11,1243.8647239383636
BHZ,65406868.0,9,428.07857712883487
BHZ,65420710.0,11,1328.064627886365
BHZ,65424577.0,10,41.07586897067469
BHZ,65950338.0,8,642.9473703392044
BHZ,66364194.0,7,796.7733718155537
BHZ,66375128.0,10,63.049977171538686
BHZ,66376075.0,9,336.61152347731553
BHZ,66378545.0,9,479.96175287835143
BHZ,66563466.0,9,414.3138545472909
BHZ,66584349.0,10,294.05226590101097
BHZ,66602713.0,9,428.943373941019
BHZ,66793965.0,5,1401.0210361343638
BHZ,66824809.0,10,146.3318509141601
BHZ,67347471.0,3,2171.433244733649
BHZ,67367747.0,11,1676.635527460101
BHZ,67379404.0,10,89.54229893935218
BHZ,67382010.0,7,902.5636332757845
BHZ,67383537.0,9,416.92762657007984
BHZ,67402405.0,4,1911.966058304922
BHZ,67423705.0,5,1613.6422895753956
BHZ,67540644.0,10,225.85156186064387
BHZ,67544270.0,11,655.8356815257796
BHZ,67546057.0,8,631.3917101795646
BHZ,67547237.0,6,1155.4129631365026
BHZ,67547572.0,11,890.1750798630935
BHZ,67550382.0,6,1070.8211898388895
BHZ,67555396.0,10,270.4397403572283
BHZ,67558002.0,10,82.44696799127644
BHZ,67559201.0,8,643.3489448854591
BHZ,67559349.0,4,1839.044702701437
BHZ,67561493.0,7,967.4632144617551
BHZ,67561972.0,10,63.50397990568844
BHZ,67563549.0,8,549.6912086851564
BHZ,67563583.0,10,84.29984016836116
BHZ,67567091.0,8,761.107604574961
BHZ,67570915.0,6,1109.754230222852
BHZ,67574530.0,10,204.9500703312352
BHZ,67576707.0,9,512.5967172428245
BHZ,67583536.0,3,2215.777654747188
BHZ,67596223.0,10,164.8896440162738
BHZ,67597804.0,6,1106.3913000259954
BHZ,67598748.0,8,712.1600088968517
BHZ,67758987.0,6,1151.7358762241242
BHZ,67767325.0,10,100.89325327018224
BHZ,67773294.0,3,2182.169741362207
BHZ,67778801.0,9,413.6902408675836
BHZ,67780185.0,7,1015.6204067825008
BHZ,67790454.0,9,489.5379699171441
BHZ,67796112.0,7,1020.3741440627534
BHZ,67798203.0,7,891.415323525809
BHZ,67801170.0,4,1755.746797506179
BHZ,67802069.0,10,309.84252995296276
BHZ,67810773.0,1,5215.478565763098
BHZ,67812093.0,4,1946.0565997611293
BHZ,67972975.0,10,240.00426931053323
BHZ,67977969.0,8,704.4360914873128
BHZ,67982993.0,9,467.79349676425176
BHZ,67984822.0,10,309.7814288228234
BHZ,67988871.0,6,1077.8627005048086
BHZ,67992602.0,4,1943.5529381104839
BHZ,67995071.0,5,1672.505064980643
BHZ,68008496.0,4,2142.7594264592026
BHZ,68014443.0,11,1085.5798621278027
BHZ,68015686.0,3,2266.2518184914766
BHZ,68019880.0,9,421.5485280116351
BHZ,68021533.0,3,2607.4738727072736
BHZ,68031662.0,11,601.8603013544886
BHZ,68185066.0,7,823.1601256588528
BHZ,68192670.0,5,1545.5112686707812
BHZ,68192962.0,10,313.2670237074985
BHZ,68207581.0,10,59.22660113603574
BHZ,68208542.0,8,588.3892374018802
BHZ,68215865.0,9,504.44995786485777
BHZ,68222811.0,10,179.98643426577007
BHZ,68222909.0,10,139.48459798274024
BHZ,68236314.0,10,169.5807525054673
BHZ,68774045.0,8,681.1465413157457
BHZ,68775229.0,6,1030.2728468025723
BHZ,68794089.0,10,187.79839145893715
BHZ,68796142.0,8,698.328016505975
BHZ,68798230.0,8,636.9149995658647
BHZ,68973694.0,3,2295.6550149365908
BHZ,68980627.0,2,3428.4246543993904
BHZ,68986314.0,9,518.2344970491629
BHZ,68988537.0,8,773.7441950065263
BHZ,68988576.0,2,4253.3316160169325
BHZ,68989042.0,7,941.6830552442151
BHZ,68990423.0,10,57.92523565479547
BHZ,68990562.0,10,64.58190881131407
BHZ,68992591.0,6,1270.4422713846639
BHZ,68994944.0,9,539.5970145253697
BHZ,68997339.0,2,3397.230902514232
BHZ,68999291.0,6,1331.3229291627151
BHZ,69003334.0,6,1034.9462828460196
BHZ,69009675.0,7,982.1600408132241
BHZ,69012500.0,7,994.9685020346249
BHZ,69014711.0,10,198.80940944518625
BHZ,69014776.0,9,455.9333591387386
BHZ,69029272.0,8,613.3132610543664
BHZ,69274825.0,6,1151.978240703361
BHZ,69277198.0,7,842.3347532520717
BHZ,69281830.0,9,419.0155132319344
BHZ,69282543.0,8,661.1490412889266
BHZ,69290506.0,5,1593.9956495759468
BHZ,69296841.0,8,675.6569703682226
BHZ,69302133.0,7,919.5233139122224
BHZ,69303906.0,11,438.5703296987739
BHZ,69313980.0,10,190.69744839238498
BHZ,69329784.0,3,2548.904490307761
BHZ,69512698.0,8,707.2349512657753
BHZ,69541960.0,10,211.30370338381687
BHZ,69546363.0,8,764.1158848024327
BHZ,69558463.0,10,172.8201183100147
BHZ,69561563.0,2,2828.606606508946
BHZ,69563489.0,6,1344.9418155905803
BHZ,69575563.0,10,135.74910011863227
BHZ,69576269.0,8,699.1044998129198
BHZ,69580055.0,9,344.80407040536033
BHZ,69580736.0,6,1046.831760350123
BHZ,69824033.0,9,441.58453915493567
BHZ,69827956.0,3,2560.6643394474672
BHZ,69866756.0,7,1016.4763662619841
