20220517_BOG_NB_tuberculos_W20,20220517_BOG_NB_verduras_W20,20220517_BOG_NB_frutas_W20,20220517_BOG_NB_huevos_W20,20220517_BOG_NB_aceitesygrasas_W20,20220517_BOG_NB_vasos_W20,20220517_BOG_NB_contenedores_W20,20220517_BOG_NB_papelytoallas_W20,20220517_BOG_NB_arroz_W20,20220517_BOG_NB_frutasjugo_W20,20220517_BOG_NB_bebidassinalcohol_W20
41275994.0,109736138.0,121162403.0,134074265.0,32508495.0,20402965.0,156461411.0,126964517.0,158370117.0,16158680.0,15225603.0
18338394.0,15683789.0,-243036.0,107745181.0,38988367.0,115495702.0,106940772.0,17683238.0,85084485.0,156749791.0,60936962.0
116707944.0,97079503.0,16149156.0,-225376.0,15436370.0,57905943.0,84060520.0,117904169.0,131647814.0,121458659.0,36672267.0
31937153.0,103272666.0,132213422.0,157994913.0,120130133.0,141611799.0,118622570.0,46011178.0,-235192.0,141692902.0,-224501.0
31838856.0,15683804.0,-251214.0,150917029.0,72690263.0,71258912.0,127330669.0,-240854.0,39504202.0,34443245.0,15766289.0
158749326.0,47894749.0,140266163.0,18190246.0,105556568.0,-240862.0,50350451.0,42177329.0,15395154.0,41357300.0,31757075.0
38670992.0,94212321.0,157043381.0,-241746.0,146655832.0,126964517.0,16181622.0,-240846.0,15329618.0,110137337.0,16732947.0
19665554.0,34418919.0,152603320.0,-241737.0,24103514.0,-240858.0,17746300.0,-224453.0,35424596.0,147558397.0,20402965.0
51892884.0,94949608.0,152611512.0,-241736.0,134728283.0,17683238.0,111774078.0,121934652.0,125897051.0,87216128.0,115495702.0
22778526.0,132247785.0,18623162.0,83087289.0,159795802.0,117904169.0,121801090.0,117461827.0,16894302.0,151490567.0,-224489.0
155947678.0,-233234.0,148556477.0,108842938.0,-210339.0,46011178.0,-218750.0,-224441.0,110373218.0,16273434.0,141611799.0
-240992.0,38392048.0,15190718.0,-208962.0,-243106.0,-240854.0,15485315.0,17601352.0,156461411.0,136155165.0,71258912.0
-240977.0,156430587.0,32705216.0,147869646.0,-243107.0,42177329.0,158280072.0,158028617.0,106940772.0,155357217.0,-240862.0
18551474.0,104730878.0,16706248.0,16158680.0,131418720.0,-240846.0,20474251.0,106468173.0,84060520.0,36294692.0,126964517.0
137499340.0,114168067.0,134597321.0,156749791.0,148015713.0,-240842.0,156404109.0,125080400.0,16107880.0,-225243.0,-240858.0
139956945.0,139211019.0,-218421.0,121458659.0,23480930.0,-224453.0,134097293.0,-224420.0,118622570.0,147410979.0,124998438.0
118411988.0,155939085.0,44575435.0,-241692.0,58059360.0,121934652.0,136751502.0,113660765.0,127330669.0,140038188.0,17683238.0
152310493.0,41636110.0,139856589.0,141692902.0,18704993.0,117461827.0,100419984.0,131781480.0,50350451.0,15732782.0,117904169.0
153440990.0,16486671.0,41847502.0,34443245.0,40757861.0,17601352.0,158984589.0,-208023.0,16181622.0,146690102.0,46011178.0
132813536.0,-225009.0,52243150.0,41357300.0,-226708.0,125080400.0,152177042.0,41849708.0,118647161.0,-241606.0,-240854.0
159486688.0,-249583.0,16665292.0,110137337.0,126855789.0,154243928.0,99961236.0,146772873.0,105531770.0,20598852.0,42177329.0
-240915.0,152178962.0,111790799.0,147558397.0,127904369.0,30348123.0,150972821.0,155702161.0,17746300.0,160272455.0,-240846.0
114299640.0,125874450.0,135211730.0,151490567.0,155970161.0,-224420.0,18639256.0,102978453.0,111774078.0,151572551.0,-224453.0
113005314.0,-216812.0,88468171.0,-241650.0,56994419.0,113660765.0,-210534.0,103863192.0,121801090.0,135090248.0,121934652.0
15225603.0,158060815.0,23087828.0,16273434.0,-251274.0,131781480.0,131041692.0,105501593.0,-218750.0,158879820.0,150197057.0
60936962.0,53686551.0,148531921.0,136155165.0,16124537.0,-208023.0,24267167.0,60085149.0,158280072.0,158470225.0,117461827.0
36672267.0,15061271.0,-210218.0,155357217.0,46008954.0,145380203.0,138733987.0,-224351.0,20474251.0,128503891.0,17601352.0
103142158.0,45371675.0,131558104.0,31739939.0,-251270.0,41849708.0,39258535.0,108385185.0,156404109.0,159322197.0,125080400.0
15766289.0,-224993.0,66374361.0,36294692.0,-234875.0,146166646.0,141281705.0,15799204.0,134097293.0,15241302.0,154243928.0
31757075.0,136753439.0,104032985.0,-225243.0,124381831.0,43357064.0,35850666.0,15897510.0,136751502.0,15454294.0,-224420.0
16732947.0,132837663.0,24759004.0,147410979.0,159369865.0,146772873.0,96496041.0,22893485.0,100419984.0,135958617.0,113660765.0
20402965.0,100397345.0,17861341.0,140038188.0,15510155.0,155702161.0,60082604.0,-240722.0,158984589.0,146313306.0,121361251.0
115495702.0,40784164.0,39955166.0,15732782.0,32172686.0,146838418.0,150948271.0,17126324.0,152177042.0,11194459.0,131781480.0
-224489.0,21598502.0,-242977.0,-241611.0,-226673.0,102978453.0,120351152.0,157324214.0,99961236.0,15061086.0,-208023.0
141611799.0,16896299.0,-251167.0,146690102.0,-202095.0,103863192.0,124299699.0,42898359.0,150972821.0,45813857.0,145380203.0
71258912.0,-249556.0,16583394.0,-241606.0,114625171.0,60085149.0,113437107.0,16028606.0,18639256.0,17322082.0,43357064.0
151360290.0,132346156.0,88681185.0,96423997.0,-226669.0,144642976.0,40503734.0,-224322.0,29231515.0,154095714.0,146772873.0
-240862.0,30429487.0,18615012.0,20598852.0,144812692.0,108385185.0,123726264.0,18060224.0,-226916.0,-208795.0,122311561.0
124998438.0,103428403.0,18991848.0,151572551.0,15354525.0,16389028.0,155150777.0,124326857.0,24267167.0,151556199.0,103863192.0
17683238.0,139718963.0,18402024.0,135090248.0,21727902.0,15897510.0,159394235.0,121361354.0,-202334.0,133943400.0,60085149.0
46011178.0,138154296.0,139365100.0,158879820.0,24095395.0,64213926.0,15157691.0,114660299.0,138733987.0,157421677.0,144642976.0
42177329.0,107680057.0,129583854.0,158470225.0,121162403.0,156029862.0,125405629.0,-240688.0,148105639.0,145117298.0,-224351.0
-240846.0,44593465.0,157338353.0,128503891.0,144059045.0,22893485.0,15911358.0,159454171.0,141281705.0,24186995.0,108385185.0
121934652.0,124809538.0,131681015.0,159322197.0,-243036.0,-240722.0,32491967.0,115397594.0,96496041.0,97489011.0,15799204.0
150197057.0,123826499.0,116763391.0,15241302.0,16149156.0,157324214.0,-226878.0,112317406.0,60082604.0,90673269.0,16389028.0
117461827.0,-216753.0,130542338.0,15454294.0,-234838.0,42898359.0,121342403.0,-240673.0,150948271.0,21123188.0,156029862.0
-224441.0,78590287.0,19049219.0,135958617.0,132213422.0,152097720.0,98232770.0,40883171.0,113437107.0,47304823.0,22893485.0
158028617.0,120385872.0,155896579.0,146313306.0,-251214.0,16028606.0,-235066.0,114119659.0,40503734.0,15208575.0,-240722.0
106468173.0,-224938.0,117394183.0,15061086.0,140266163.0,18060224.0,113641931.0,24253420.0,-226888.0,15716481.0,42898359.0
125080400.0,148164956.0,20048650.0,45813857.0,153307827.0,124326857.0,100772302.0,140743661.0,123726264.0,159518851.0,152097720.0
154243928.0,121835869.0,142535435.0,17322082.0,152603320.0,121361354.0,146713039.0,-240660.0,26962361.0,18059396.0,16028606.0
30348123.0,-249504.0,126274321.0,154095714.0,152611512.0,114660299.0,40659410.0,-240658.0,159394235.0,107843722.0,-224322.0
-224420.0,17453409.0,136620819.0,-208795.0,18623162.0,-240688.0,134728148.0,19567612.0,155150777.0,-241525.0,124326857.0
121361251.0,16585059.0,134064918.0,151556199.0,152070840.0,113660888.0,-235052.0,17978364.0,125405629.0,30806160.0,121361354.0
131781480.0,137646440.0,133163798.0,133943400.0,14805690.0,159454171.0,36391382.0,156029947.0,15911358.0,142479509.0,114660299.0
-208023.0,117305706.0,22383387.0,157421677.0,146680509.0,115397594.0,95406551.0,15717375.0,32491967.0,-225129.0,-240688.0
41849708.0,129028463.0,37456668.0,145117298.0,15190718.0,85824479.0,76868056.0,88822787.0,-226878.0,19583126.0,115397594.0
150754156.0,4190575.0,21138203.0,24186995.0,-234821.0,-240673.0,41298393.0,117904396.0,121342403.0,22892701.0,112317406.0
43357064.0,19296630.0,37341982.0,97489011.0,157428416.0,40883171.0,49007065.0,159405074.0,98232770.0,15585439.0,85824479.0
146772873.0,138219896.0,-251104.0,90673269.0,158567107.0,13095909.0,17459678.0,146723866.0,113641931.0,16158883.0,-240673.0
122311561.0,149557625.0,158518048.0,21123188.0,30517955.0,150311911.0,15272418.0,23663644.0,100772302.0,117428392.0,40883171.0
155702161.0,129020283.0,9751331.0,47304823.0,16706248.0,24253420.0,154315236.0,41948193.0,146713039.0,-208728.0,13095909.0
146838418.0,18051456.0,41470756.0,43323515.0,134597321.0,140743661.0,18975205.0,147903522.0,147253710.0,99864753.0,150311911.0
102978453.0,121958787.0,56388388.0,15208575.0,-218421.0,-240660.0,-243223.0,38048804.0,152201682.0,120918196.0,114119659.0
103863192.0,-233079.0,39725862.0,15716481.0,44575435.0,-240658.0,-243222.0,110482475.0,134728148.0,20222133.0,24253420.0
105501593.0,136630678.0,16624425.0,159518851.0,139856589.0,128455664.0,119892461.0,105042997.0,-235052.0,157241526.0,140743661.0
-224351.0,103649687.0,121801514.0,18059396.0,41847502.0,36426747.0,132704750.0,-224198.0,36391382.0,100667575.0,-240660.0
108385185.0,127807895.0,40061737.0,107843722.0,52243150.0,19567612.0,138480114.0,16454718.0,95406551.0,18501815.0,-240658.0
16389028.0,73109923.0,156969772.0,-241525.0,18975440.0,156029947.0,138594804.0,159372349.0,76868056.0,158535869.0,128455664.0
15897510.0,16855459.0,15747893.0,30806160.0,16665292.0,15717375.0,80226809.0,7607377.0,41298393.0,49221822.0,36426747.0
156029862.0,106942885.0,105130809.0,142479509.0,88468171.0,88822787.0,-251397.0,135255126.0,49007065.0,21713085.0,16028668.0
22893485.0,-208474.0,127470396.0,32493718.0,23087828.0,130831369.0,39275008.0,-240543.0,15272418.0,38195395.0,19567612.0
-240722.0,-216649.0,133909314.0,-225129.0,155880150.0,117904396.0,158509569.0,-240537.0,154315236.0,-241465.0,156029947.0
157324214.0,133157304.0,40897347.0,19583126.0,104032985.0,149558289.0,15272456.0,31085674.0,5286376.0,-241464.0,15717375.0
42898359.0,38408635.0,20392771.0,125915290.0,24759004.0,146723866.0,153479691.0,32871531.0,-243223.0,15683789.0,88822787.0
152097720.0,149696959.0,42167108.0,22892701.0,17861341.0,23663644.0,37915150.0,123638898.0,-243222.0,40308942.0,117904396.0
-224322.0,108818881.0,17845063.0,15585439.0,39955166.0,38048804.0,152283665.0,15045748.0,157338092.0,97079503.0,146723866.0
124326857.0,156365250.0,37022535.0,-241502.0,-242977.0,110482475.0,125422099.0,31741047.0,132704750.0,16322771.0,23663644.0
121361354.0,116134340.0,31837002.0,16158883.0,41478880.0,105042997.0,152619540.0,59200640.0,138480114.0,150687955.0,41948193.0
114660299.0,-216623.0,15059787.0,-225112.0,149523169.0,-224198.0,15993365.0,135074948.0,80226809.0,24760537.0,147903522.0
-240688.0,-216622.0,42986317.0,117428392.0,-251167.0,134157370.0,125651478.0,65246347.0,-235014.0,103272666.0,38048804.0
113660888.0,149074387.0,37022542.0,-208728.0,88681185.0,121295930.0,16771610.0,154096786.0,-251397.0,127324380.0,105042997.0
152605658.0,17920469.0,95013713.0,99864753.0,139365100.0,44962883.0,133941787.0,52925593.0,114289150.0,47894749.0,-224198.0
159454171.0,-216609.0,156429137.0,120918196.0,129583854.0,7607377.0,4082204.0,157963423.0,39275008.0,15683804.0,22287419.0
115397594.0,20394467.0,-210093.0,20222133.0,-218377.0,135255126.0,157338139.0,18076838.0,158509569.0,94212321.0,134157370.0
112317406.0,134001125.0,18516821.0,157241526.0,116763391.0,-240537.0,18975265.0,158913716.0,16017924.0,-241438.0,7607377.0
-240673.0,115618278.0,123071317.0,100667575.0,130542338.0,31085674.0,150309413.0,-240459.0,15272456.0,156389607.0,135255126.0
40883171.0,78320103.0,-251049.0,18501815.0,19049219.0,123638898.0,103500325.0,134632637.0,153479691.0,94949608.0,-240537.0
13095909.0,135975398.0,148228952.0,158535869.0,-226556.0,15045748.0,149424681.0,21664961.0,37915150.0,18125036.0,31085674.0
150311911.0,16896492.0,155929437.0,49221822.0,20048650.0,122721399.0,116582955.0,-224061.0,152283665.0,38392048.0,123638898.0
24253420.0,105959923.0,-226463.0,21041343.0,155659022.0,31741047.0,141003308.0,146592964.0,40102417.0,132714737.0,15045748.0
140743661.0,151540216.0,148155235.0,21713085.0,7777039.0,59200640.0,149269036.0,119592132.0,125422099.0,127373559.0,122721399.0
-240660.0,23384572.0,148081508.0,38195395.0,-201967.0,135074948.0,126593582.0,63476936.0,152160788.0,108941562.0,31741047.0
128455664.0,157667852.0,51317607.0,-241465.0,136620819.0,112923781.0,16116273.0,35673289.0,15993365.0,104730878.0,153441403.0
36426747.0,136188432.0,-210070.0,-241464.0,133163798.0,65246347.0,91032114.0,12719306.0,152619540.0,114168067.0,59200640.0
19567612.0,17535516.0,126839658.0,15683789.0,22383387.0,154096786.0,20654648.0,144331978.0,125651478.0,-241401.0,135074948.0
17978364.0,44708389.0,146328431.0,40308942.0,130501403.0,52925593.0,22301241.0,134059224.0,23783957.0,159027470.0,112923781.0
156029947.0,103477797.0,-201872.0,97079503.0,37341982.0,157963423.0,-251334.0,150836441.0,16771610.0,16486671.0,154096786.0
88822787.0,41718322.0,137276273.0,16322771.0,158518048.0,18076838.0,-218565.0,21288154.0,133941787.0,152178962.0,52925593.0
130831369.0,125399604.0,38062962.0,150687955.0,15633186.0,18142374.0,134605371.0,19109084.0,4082204.0,41636110.0,157963423.0
117904396.0,152588863.0,27364211.0,24760537.0,9751331.0,156374190.0,150719037.0,15733980.0,157338139.0,158060815.0,18142374.0
149558289.0,149025343.0,133917553.0,103272666.0,41470756.0,158913716.0,125905473.0,20272352.0,105851424.0,15061271.0,101078184.0
159405074.0,37597761.0,139135863.0,127324380.0,56388388.0,159782069.0,18721348.0,154064102.0,150309413.0,45371675.0,156374190.0
146723866.0,151073345.0,15534968.0,47894749.0,16624425.0,-240459.0,14789194.0,107271411.0,103500325.0,-224993.0,-240459.0
23663644.0,132305474.0,148032381.0,15683804.0,40061737.0,88724668.0,53602894.0,75879670.0,149424681.0,40784164.0,88724668.0
147903522.0,153473604.0,157420415.0,94212321.0,156969772.0,134632637.0,32508495.0,16307451.0,116582955.0,21598502.0,134632637.0
38048804.0,16101957.0,19049343.0,-241438.0,49220401.0,21664961.0,38988367.0,23663873.0,149269036.0,-241366.0,21664961.0
17912871.0,45707846.0,157363074.0,156389607.0,122473265.0,-224061.0,15436370.0,-240380.0,126593582.0,16896299.0,-224061.0
-224198.0,16011847.0,16173956.0,94949608.0,54889269.0,119592132.0,108939860.0,36558090.0,121825839.0,30429487.0,146592964.0
22287419.0,102568520.0,17607557.0,-208658.0,82266936.0,63476936.0,120130133.0,-240369.0,16116273.0,-241359.0,119592132.0
134157370.0,42160716.0,142281606.0,132714737.0,105130809.0,35673289.0,72690263.0,15586584.0,-251334.0,152178997.0,63476936.0
121295930.0,124301903.0,56961930.0,127373559.0,127470396.0,12719306.0,146655832.0,41473306.0,-218565.0,138154296.0,35673289.0
159372349.0,-216494.0,-242803.0,104730878.0,36531008.0,-207670.0,24103514.0,121328934.0,-251333.0,107680057.0,12719306.0
153490496.0,17846867.0,139914126.0,-241401.0,133909314.0,144331978.0,134728283.0,120345895.0,150719037.0,147312972.0,144331978.0
44962883.0,15397459.0,155380624.0,159027470.0,40897347.0,134059224.0,159795802.0,115365161.0,134605371.0,159371596.0,134059224.0
7607377.0,15716949.0,135891862.0,16486671.0,-251066.0,150836441.0,-243107.0,158913833.0,125905473.0,105910609.0,150836441.0
135255126.0,141750867.0,132156311.0,15569167.0,17845063.0,15733980.0,146721373.0,24089916.0,14789194.0,-208558.0,21288154.0
-240537.0,135975511.0,15281046.0,-225009.0,-210104.0,157357278.0,131418720.0,107763005.0,147974732.0,-208556.0,15733980.0
31085674.0,18338394.0,150219674.0,152178962.0,155175751.0,20272352.0,148015713.0,18634046.0,53602894.0,-224938.0,157357278.0
32871531.0,129135203.0,-242790.0,41636110.0,31837002.0,107271411.0,149490274.0,159044928.0,32508495.0,135254356.0,20272352.0
123638898.0,16462441.0,43019164.0,158060815.0,15059787.0,75879670.0,23480930.0,16160065.0,38988367.0,147378519.0,107271411.0
122721399.0,131461738.0,155872156.0,15061271.0,42986317.0,16307451.0,58059360.0,133911873.0,15436370.0,15225180.0,75879670.0
31741047.0,108163717.0,-218209.0,-224998.0,37022542.0,23663873.0,124316261.0,-223930.0,108939860.0,121835869.0,16307451.0
153441403.0,158749326.0,147041187.0,45371675.0,156429137.0,-240380.0,16706151.0,44799307.0,120130133.0,148164956.0,23663873.0
134534270.0,19665554.0,131083181.0,-224993.0,21515091.0,36558090.0,101468778.0,79877457.0,72690263.0,17453409.0,-240380.0
59200640.0,84193940.0,103132079.0,40784164.0,23604052.0,-240369.0,16026220.0,114087249.0,146655832.0,16585059.0,22762757.0
135074948.0,51892884.0,103123890.0,21598502.0,18516821.0,15586584.0,-226708.0,28726611.0,-218534.0,30740839.0,-240369.0
112923781.0,22778526.0,154078131.0,-241366.0,123071317.0,121328934.0,126855789.0,36525396.0,134728283.0,137646440.0,15586584.0
65246347.0,155947678.0,43731892.0,16896299.0,-251049.0,115365161.0,-226705.0,115774821.0,-243107.0,129028463.0,41473306.0
154096786.0,-240992.0,121965493.0,30429487.0,148228952.0,158913833.0,100649582.0,127276389.0,-243106.0,137138544.0,121328934.0
157963423.0,-232785.0,34188214.0,158454064.0,150735705.0,24089916.0,127904369.0,19600746.0,146721373.0,60936565.0,120345895.0
18142374.0,111686329.0,-242762.0,-241359.0,83667802.0,158864701.0,101968493.0,-223894.0,131418720.0,154161526.0,115365161.0
101078184.0,124818113.0,133180344.0,152178997.0,89672538.0,107763005.0,56994419.0,116217199.0,58059360.0,138219896.0,158913833.0
156374190.0,121336518.0,152062901.0,138154296.0,155929437.0,18634046.0,-251276.0,41047407.0,149490274.0,154014074.0,24089916.0
115610800.0,158921416.0,99396538.0,107680057.0,-210082.0,159044928.0,155970161.0,22893936.0,23480930.0,148066694.0,107763005.0
158913716.0,137499340.0,16149426.0,147312972.0,-226463.0,16160065.0,-251274.0,16356723.0,40757861.0,49205644.0,18634046.0
159782069.0,125113038.0,-226372.0,105910609.0,148155235.0,132109633.0,46008954.0,115791223.0,16026220.0,22188430.0,16160065.0
157947063.0,45445840.0,151456700.0,-208558.0,105450343.0,157472074.0,136710778.0,115398010.0,-226708.0,136630678.0,-223930.0
88724668.0,139956945.0,-226370.0,-208556.0,-210070.0,44799307.0,-251270.0,59692411.0,126855789.0,103649687.0,44799307.0
134632637.0,132813536.0,30641087.0,15094100.0,66030443.0,79877457.0,122825341.0,-207492.0,-226705.0,157995417.0,79877457.0
21664961.0,156676841.0,146697150.0,-224938.0,-234642.0,114087249.0,135129726.0,-240259.0,100649582.0,155718044.0,114087249.0
-224061.0,-240915.0,131451844.0,135254356.0,146328431.0,36525396.0,124381831.0,90002812.0,127904369.0,127521181.0,19600746.0
146592964.0,114299640.0,150260676.0,15225180.0,137276273.0,155768159.0,15510155.0,50910591.0,155970161.0,73109923.0,-223894.0
119592132.0,-216326.0,124922825.0,121835869.0,38062962.0,115774821.0,32172686.0,22205822.0,56994419.0,106942885.0,116217199.0
63476936.0,113005314.0,38644684.0,148164956.0,133917553.0,127276389.0,-226673.0,5281155.0,-251276.0,-208474.0,41047407.0
35673289.0,15225603.0,132836302.0,17453409.0,139135863.0,19600746.0,-202095.0,99865988.0,-251274.0,18321839.0,22893936.0
-207670.0,60936962.0,-209969.0,16585059.0,-242825.0,-223894.0,114625171.0,43619730.0,46008954.0,133157304.0,16356723.0
144331978.0,36672267.0,126979025.0,30740839.0,112937848.0,116217199.0,-226669.0,136598937.0,136710778.0,-208454.0,115398010.0
134059224.0,15766289.0,103918546.0,137646440.0,40807292.0,41047407.0,144812692.0,38196636.0,-251270.0,38408635.0,59692411.0
150836441.0,16732947.0,146738131.0,129028463.0,157420415.0,22893936.0,13404829.0,155145629.0,135129726.0,22204859.0,-207492.0
21288154.0,20402965.0,114617299.0,137138544.0,121179010.0,16356723.0,15354525.0,136779171.0,155691651.0,157340092.0,38999421.0
19109084.0,15446817.0,106351574.0,60936565.0,22899586.0,115791223.0,24095395.0,151328164.0,-234875.0,27546046.0,-240259.0
15733980.0,35664673.0,-218149.0,154161526.0,16173956.0,115398010.0,121162403.0,58135973.0,124381831.0,152228287.0,90002812.0
157357278.0,-240862.0,49957852.0,-224904.0,17607557.0,59692411.0,144059045.0,16684454.0,159369865.0,116134340.0,50910591.0
154064102.0,41743141.0,133925859.0,138219896.0,-242811.0,-207492.0,-243036.0,40211878.0,32172686.0,155079109.0,22205822.0
107271411.0,17683238.0,120843235.0,149557625.0,18369415.0,38999421.0,-234838.0,86414760.0,-226673.0,-241208.0,5281155.0
75879670.0,-249047.0,-209943.0,148066694.0,56961930.0,-240259.0,132213422.0,131683747.0,-202095.0,-241207.0,159536529.0
16307451.0,46011178.0,114215913.0,49205644.0,30714763.0,50910591.0,107850415.0,43603364.0,114625171.0,37114319.0,43619730.0
23663873.0,32404269.0,-209939.0,-241267.0,-242803.0,22205822.0,-251214.0,19584425.0,-226669.0,18239953.0,136598937.0
-240380.0,19100472.0,42494963.0,22188430.0,139914126.0,5281155.0,140266163.0,146806189.0,144812692.0,16470483.0,38196636.0
22762757.0,121934652.0,-218122.0,136630678.0,155380624.0,99865988.0,153307827.0,145429941.0,13404829.0,113447381.0,136779171.0
15586584.0,117461827.0,115608567.0,103649687.0,135891862.0,148084101.0,157043381.0,130782648.0,130427551.0,135221717.0,151328164.0
41473306.0,146748228.0,135244792.0,157995417.0,132156311.0,159536529.0,152603320.0,-240198.0,24095395.0,15569369.0,58135973.0
121328934.0,69694280.0,-209930.0,155718044.0,15281046.0,43619730.0,152611512.0,105944507.0,121162403.0,157864421.0,16684454.0
120345895.0,106468173.0,15608826.0,127521181.0,150219674.0,136598937.0,18623162.0,37492166.0,144059045.0,135975398.0,40211878.0
115365161.0,-232626.0,158116858.0,73109923.0,43019164.0,155145629.0,152070840.0,124999112.0,-243036.0,78320103.0,86414760.0
158913833.0,114651983.0,133164036.0,106942885.0,155872156.0,136779171.0,14805690.0,114611658.0,16149156.0,133927400.0,131683747.0
24089916.0,125080400.0,-226296.0,-208474.0,-218209.0,151328164.0,146680509.0,103880140.0,-234838.0,105517546.0,43603364.0
158864701.0,-216235.0,15608840.0,18321839.0,-234592.0,58135973.0,148556477.0,129603023.0,132213422.0,16896492.0,19584425.0
107763005.0,10400602.0,114732041.0,133157304.0,147041187.0,16684454.0,15190718.0,20518354.0,107850415.0,105959923.0,145429941.0
18634046.0,30348123.0,149498892.0,-208454.0,256936.0,40211878.0,-234821.0,19469787.0,-251214.0,151540216.0,-240198.0
159044928.0,147485535.0,-201714.0,38408635.0,131083181.0,86414760.0,158567107.0,139318756.0,140266163.0,23384572.0,105944507.0
16160065.0,85947239.0,128625688.0,22204859.0,16149426.0,43603364.0,30517955.0,15734246.0,153307827.0,157667852.0,-240189.0
133911873.0,131781480.0,39930905.0,157340092.0,154078131.0,19584425.0,16706248.0,84547070.0,91425464.0,136188432.0,37492166.0
132109633.0,41849708.0,113495065.0,27546046.0,43731892.0,146806189.0,88468171.0,148182529.0,152611512.0,41882131.0,124999112.0
157472074.0,-232593.0,-242661.0,152228287.0,121965493.0,-240198.0,16665292.0,148526602.0,18623162.0,85299733.0,103880140.0
79877457.0,61436793.0,20220956.0,116134340.0,34188214.0,105944507.0,139856589.0,159274511.0,152070840.0,51221017.0,129603023.0
114087249.0,881532.0,12577818.0,16060869.0,18566069.0,37492166.0,52243150.0,20043281.0,14805690.0,17535516.0,20518354.0
28726611.0,109458305.0,134122529.0,155079109.0,133180344.0,124999112.0,111790799.0,117331473.0,146680509.0,155767324.0,19469787.0
36525396.0,43357064.0,101968932.0,-241208.0,-242762.0,114611658.0,18975440.0,16848405.0,148556477.0,136696360.0,15734246.0
155768159.0,-232564.0,138112037.0,-241207.0,99396538.0,103880140.0,114625236.0,16029206.0,32705216.0,100340271.0,84547070.0
115774821.0,17855375.0,24185900.0,37114319.0,151456700.0,129603023.0,23087828.0,53253655.0,157428416.0,116331057.0,148182529.0
19600746.0,155702161.0,99855406.0,16470483.0,-226370.0,20518354.0,-210218.0,131503637.0,158567107.0,41718322.0,148526602.0
-223894.0,102978453.0,114019376.0,113447381.0,30641087.0,15734246.0,131558104.0,35460635.0,16706248.0,108450356.0,159274511.0
116217199.0,110588823.0,158338099.0,135221717.0,146697150.0,84547070.0,104032985.0,19371547.0,134597321.0,40211000.0,20043281.0
41047407.0,103863192.0,131771446.0,15569369.0,51563457.0,148182529.0,24759004.0,15308317.0,-218421.0,-208326.0,117331473.0
22893936.0,123712413.0,36703287.0,157864421.0,-209982.0,148526602.0,17861341.0,14423591.0,88468171.0,152588863.0,16848405.0
115791223.0,21574558.0,40512567.0,135975398.0,131451844.0,159274511.0,41478880.0,15537703.0,139856589.0,132305474.0,16029206.0
115398010.0,108385185.0,38399036.0,78320103.0,124922825.0,20043281.0,149523169.0,114349620.0,52243150.0,152195651.0,131503637.0
59692411.0,16389028.0,105516097.0,133927400.0,38644684.0,117331473.0,16583394.0,39687740.0,111790799.0,153473604.0,35460635.0
-207492.0,145175462.0,132672579.0,105517546.0,132836302.0,16848405.0,88681185.0,131700296.0,18975440.0,16011847.0,19371547.0
38999421.0,156029862.0,155831364.0,16896492.0,-209969.0,16029206.0,18615012.0,-223671.0,148531921.0,102568520.0,15308317.0
-240259.0,22893485.0,133950531.0,105959923.0,106351574.0,131503637.0,113511148.0,135124553.0,135211730.0,42160716.0,14423591.0
90002812.0,158970798.0,20925510.0,151540216.0,-218149.0,35460635.0,129583854.0,18126413.0,23087828.0,120230480.0,15537703.0
22205822.0,-240722.0,116730952.0,23384572.0,49957852.0,19371547.0,157338353.0,121394771.0,155880150.0,-224687.0,121738793.0
5281155.0,42898359.0,117525578.0,157667852.0,120843235.0,15308317.0,-218377.0,17847897.0,-210218.0,159519315.0,16733739.0
99865988.0,152097720.0,155143243.0,136188432.0,-209943.0,-240092.0,131681015.0,32511579.0,131558104.0,17846867.0,114349620.0
152262024.0,31945661.0,114224205.0,85299733.0,-209939.0,14423591.0,130542338.0,149362273.0,104032985.0,15716949.0,132601398.0
159536529.0,23000002.0,149367891.0,17535516.0,-250898.0,15537703.0,155896579.0,16848485.0,24759004.0,135975511.0,39687740.0
43619730.0,101905349.0,-242605.0,155767324.0,108555246.0,121738793.0,-226556.0,33953390.0,17861341.0,41275994.0,-240065.0
136598937.0,123253702.0,37948503.0,38179362.0,15330289.0,114349620.0,117394183.0,24188552.0,39955166.0,18338394.0,131700296.0
38196636.0,144667590.0,40922201.0,136696360.0,-209930.0,39687740.0,20048650.0,112842377.0,-242977.0,116707944.0,-223671.0
155145629.0,124326857.0,-242595.0,100340271.0,135244792.0,131700296.0,155659022.0,-207220.0,41478880.0,31937153.0,135124553.0
151328164.0,121361354.0,21113950.0,116331057.0,-250887.0,-223671.0,7777039.0,-239970.0,149523169.0,31838856.0,18126413.0
58135973.0,114660299.0,112888927.0,41718322.0,15608826.0,135124553.0,126274321.0,-207199.0,16583394.0,16306826.0,121394771.0
40211878.0,116274129.0,12962910.0,108450356.0,158116858.0,121394771.0,136620819.0,8181410.0,88681185.0,158749326.0,154195542.0
86414760.0,134214615.0,60640351.0,40211000.0,133164036.0,154195542.0,134064918.0,119641764.0,18402024.0,103207567.0,17847897.0
131683747.0,115397594.0,20048989.0,-208326.0,-226296.0,17847897.0,133163798.0,150050475.0,113511148.0,38670992.0,32511579.0
