20220517_BOG_NB_tuberculos_W20,20220517_BOG_NB_verduras_W20,20220517_BOG_NB_frutas_W20,20220517_BOG_NB_huevos_W20,20220517_BOG_NB_aceitesygrasas_W20,20220517_BOG_NB_vasos_W20,20220517_BOG_NB_contenedores_W20,20220517_BOG_NB_papelytoallas_W20,20220517_BOG_NB_arroz_W20,20220517_BOG_NB_frutasjugo_W20,20220517_BOG_NB_bebidassinalcohol_W20
149324066.0,106266848.0,44376213.0,106578184.0,81969305.0,16384291.0,16228497.0,159858982.0,34414729.0,157417740.0,136577332.0
159858982.0,114122981.0,150233239.0,70893834.0,120676507.0,157008163.0,40198290.0,141951278.0,17457291.0,146850058.0,15679800.0
141951278.0,15589606.0,81969305.0,31146250.0,121757859.0,159858982.0,136577172.0,16417071.0,16228497.0,112951570.0,16924985.0
16417071.0,119226599.0,120676507.0,47022348.0,89981092.0,141951278.0,-212843.0,136577332.0,40198290.0,104317205.0,-229054.0
136577332.0,79470824.0,127565985.0,157417740.0,155304101.0,16417071.0,9765014.0,15679800.0,136577172.0,38879515.0,15663427.0
15679800.0,139780326.0,155836577.0,146850058.0,15769766.0,136577332.0,150233239.0,-229054.0,-212843.0,156320027.0,15663430.0
16924985.0,53797097.0,121757859.0,112951570.0,24084648.0,15679800.0,81969305.0,15663427.0,9765014.0,149324066.0,114032968.0
15663427.0,-204563.0,89981092.0,104317205.0,-229207.0,16924985.0,120676507.0,-212663.0,150233239.0,16384291.0,-229045.0
106332485.0,44261619.0,155304101.0,38879515.0,100286634.0,-229054.0,127565985.0,-229045.0,120676507.0,157008163.0,38388046.0
15663430.0,48374004.0,15769766.0,156320027.0,18727082.0,15663427.0,121757859.0,38388046.0,155836577.0,159858982.0,115425615.0
114032968.0,125018359.0,16040103.0,149324066.0,96395432.0,106332485.0,89981092.0,115425615.0,121757859.0,41582889.0,18202959.0
-212663.0,53928193.0,24084648.0,16384291.0,156459176.0,114032968.0,155304101.0,18202959.0,89981092.0,141951278.0,120160593.0
-229045.0,-253692.0,-229207.0,159858982.0,54771886.0,-212663.0,24084648.0,120160593.0,155304101.0,16417071.0,139886935.0
38388046.0,106578184.0,100286634.0,141951278.0,56402097.0,-229045.0,-229207.0,139886935.0,15769766.0,136577332.0,42516831.0
115425615.0,31146250.0,156459176.0,16417071.0,74490036.0,38388046.0,100286634.0,42516831.0,16040103.0,15679800.0,15270246.0
18202959.0,-204530.0,54771886.0,136577332.0,-229194.0,115425615.0,18727082.0,15270246.0,24084648.0,16924985.0,143704422.0
120160593.0,130982160.0,-221007.0,15679800.0,15573175.0,18202959.0,96395432.0,143704422.0,-229207.0,-229054.0,15532408.0
42516831.0,-253679.0,56402097.0,16924985.0,158572727.0,120160593.0,54771886.0,146948463.0,100286634.0,15663427.0,-212615.0
15270246.0,112951570.0,74490036.0,-229054.0,84910264.0,139886935.0,56402097.0,15532408.0,96395432.0,106332485.0,147325307.0
143704422.0,104317205.0,15573175.0,15663427.0,15229111.0,42516831.0,74490036.0,-212615.0,156459176.0,15663430.0,116162940.0
15532408.0,156320027.0,158572727.0,106332485.0,110411963.0,15270246.0,-229194.0,147325307.0,54771886.0,114032968.0,18055549.0
-212615.0,126705948.0,84910264.0,15663430.0,17907900.0,143704422.0,15573175.0,116162940.0,-221007.0,-212663.0,54886782.0
147325307.0,80666918.0,120692921.0,114032968.0,95289533.0,146948463.0,158572727.0,18055549.0,56402097.0,-229045.0,15450493.0
116162940.0,-237272.0,155197626.0,-212663.0,14409918.0,15532408.0,15229111.0,15450493.0,74490036.0,38388046.0,39223682.0
18055549.0,19652905.0,146497719.0,-229045.0,-220993.0,-212615.0,155197626.0,39223682.0,-229194.0,115425615.0,136626562.0
54886782.0,113451307.0,23486652.0,38388046.0,19660992.0,147325307.0,110411963.0,155189634.0,15573175.0,18202959.0,17170822.0
15450493.0,47997229.0,14409918.0,115425615.0,131580097.0,116162940.0,17907900.0,136626562.0,158572727.0,120160593.0,-228984.0
39223682.0,141951278.0,-220993.0,18202959.0,-212797.0,18055549.0,15556791.0,17170822.0,84910264.0,139886935.0,139739529.0
155189634.0,15679800.0,108429504.0,120160593.0,133259462.0,54886782.0,146497719.0,-228984.0,120692921.0,42516831.0,110363023.0
136626562.0,16924985.0,19660992.0,139886935.0,15147212.0,15450493.0,-220993.0,139739529.0,155197626.0,15270246.0,44564882.0
-228984.0,15327548.0,20422849.0,42516831.0,134217941.0,39223682.0,108429504.0,110363023.0,15229111.0,143704422.0,16843153.0
139739529.0,120234304.0,131580097.0,15270246.0,38543573.0,136626562.0,19660992.0,44564882.0,23486652.0,146948463.0,126714266.0
110363023.0,102637889.0,-212797.0,143704422.0,17604826.0,-228984.0,131580097.0,16843153.0,14409918.0,15532408.0,15450527.0
109871505.0,126738752.0,133259462.0,146948463.0,15114458.0,139739529.0,-212797.0,17531289.0,-220993.0,-212615.0,88195488.0
44564882.0,15663427.0,149422279.0,15532408.0,154042589.0,110363023.0,23486652.0,153485722.0,108429504.0,147325307.0,159105446.0
16843153.0,43737410.0,132055242.0,-212615.0,152600798.0,109871505.0,14409918.0,15450527.0,19660992.0,116162940.0,133988778.0
-245355.0,-237243.0,-212789.0,147325307.0,-220963.0,44564882.0,133259462.0,88195488.0,20422849.0,18055549.0,24166831.0
17531289.0,15663430.0,138748113.0,116162940.0,106266848.0,16843153.0,149422279.0,148504993.0,131580097.0,54886782.0,53576120.0
126714266.0,-204475.0,134217941.0,18055549.0,15589606.0,-245355.0,132055242.0,157811108.0,-212797.0,15450493.0,146719165.0
153485722.0,-212663.0,15114458.0,54886782.0,119226599.0,17531289.0,-229173.0,159105446.0,133259462.0,39223682.0,18399692.0
88195488.0,-229045.0,154042589.0,15450493.0,79470824.0,153485722.0,15147212.0,133988778.0,149422279.0,136626562.0,112017870.0
157811108.0,38388046.0,152600798.0,39223682.0,139780326.0,15450527.0,-212789.0,24166831.0,-212789.0,17170822.0,17859025.0
159105446.0,18202959.0,106266848.0,155189634.0,159580394.0,157811108.0,138748113.0,53576120.0,15147212.0,-228984.0,32506329.0
133988778.0,156246352.0,-220958.0,136626562.0,115384555.0,159105446.0,134217941.0,146719165.0,138748113.0,139739529.0,113557979.0
24166831.0,120160593.0,42377445.0,17170822.0,53797097.0,24166831.0,38543573.0,151404992.0,38543573.0,110363023.0,18055645.0
53576120.0,139886935.0,114122981.0,-228984.0,-204563.0,53576120.0,17604826.0,18399692.0,-220963.0,109871505.0,-245278.0
146719165.0,42516831.0,119226599.0,139739529.0,44261619.0,146719165.0,154042589.0,112017870.0,152600798.0,44564882.0,15385058.0
151404992.0,97935711.0,79470824.0,110363023.0,48374004.0,18399692.0,-220963.0,17859025.0,106266848.0,16843153.0,104432105.0
18399692.0,-253595.0,15589606.0,109871505.0,125018359.0,112017870.0,106266848.0,32506329.0,42377445.0,17531289.0,43598319.0
112017870.0,139207015.0,159580394.0,44564882.0,53928193.0,17859025.0,42377445.0,18055645.0,15589606.0,153485722.0,16155127.0
113557979.0,138142070.0,139780326.0,16843153.0,-253692.0,18055645.0,114122981.0,110461410.0,119226599.0,88195488.0,-245254.0
18055645.0,15532408.0,53797097.0,-245355.0,106578184.0,155255265.0,119226599.0,-245278.0,79470824.0,148504993.0,113656321.0
110461410.0,22192505.0,-204563.0,17531289.0,70893834.0,110461410.0,79470824.0,15385058.0,139780326.0,157811108.0,-212479.0
15385058.0,-212615.0,102596850.0,126714266.0,31146250.0,-245278.0,15589606.0,47497701.0,159580394.0,159105446.0,23609866.0
47497701.0,147325307.0,44261619.0,15450527.0,47022348.0,47497701.0,159580394.0,43598319.0,115384555.0,133988778.0,132694538.0
104432105.0,116162940.0,48374004.0,88195488.0,157417740.0,104432105.0,115384555.0,117850614.0,53797097.0,24166831.0,134578702.0
56181231.0,18055549.0,125018359.0,148504993.0,146850058.0,56181231.0,139780326.0,16155127.0,44261619.0,53576120.0,127205903.0
43598319.0,54886782.0,9748730.0,159105446.0,-204530.0,43598319.0,53797097.0,30458370.0,48374004.0,146719165.0,14402063.0
117850614.0,135274877.0,53928193.0,24166831.0,130982160.0,16155127.0,-204563.0,-212479.0,125018359.0,151404992.0,132121108.0
16155127.0,156410236.0,-253692.0,53576120.0,-253679.0,150700538.0,102596850.0,23609866.0,9748730.0,18399692.0,128991764.0
150700538.0,150020479.0,106578184.0,146719165.0,112951570.0,-245254.0,48374004.0,132694538.0,46653693.0,112017870.0,16155158.0
-245254.0,136626562.0,31146250.0,18399692.0,148087058.0,113656321.0,125018359.0,134578702.0,53928193.0,17859025.0,134251030.0
113656321.0,15450493.0,146850058.0,112017870.0,104317205.0,30458370.0,53928193.0,127205903.0,-253692.0,32506329.0,-212458.0
30458370.0,19292539.0,157417740.0,113557979.0,-237288.0,-212479.0,-253692.0,14402063.0,106578184.0,113557979.0,118047263.0
-212479.0,44245384.0,-204530.0,18055645.0,156320027.0,23609866.0,106578184.0,128991764.0,31146250.0,18055645.0,15958567.0
132694538.0,110363023.0,130982160.0,155255265.0,126705948.0,132694538.0,70893834.0,16155158.0,146850058.0,155255265.0,118161959.0
134578702.0,15196559.0,-253679.0,110461410.0,149324066.0,134578702.0,31146250.0,134251030.0,47022348.0,110461410.0,37470760.0
127205903.0,16843153.0,112951570.0,-245278.0,16384291.0,127205903.0,157417740.0,-212458.0,157417740.0,16499170.0,98370090.0
156320270.0,49029526.0,104317205.0,16499170.0,159858982.0,128991764.0,146850058.0,32604697.0,-204530.0,15385058.0,103662126.0
14402063.0,17531289.0,32399640.0,15385058.0,80666918.0,16155158.0,-204530.0,16892447.0,130982160.0,47497701.0,115442224.0
132121108.0,102637977.0,147972378.0,47497701.0,-237272.0,134251030.0,130982160.0,118047263.0,-253679.0,104432105.0,15925808.0
128991764.0,16687515.0,156320027.0,104432105.0,19652905.0,32604697.0,-253679.0,15958567.0,112951570.0,56181231.0,-212422.0
16155158.0,109257118.0,126705948.0,56181231.0,130851114.0,118047263.0,112951570.0,118161959.0,148087058.0,43598319.0,158073409.0
134251030.0,97771935.0,149324066.0,43598319.0,113451307.0,160432673.0,148087058.0,98370090.0,104317205.0,117850614.0,31130180.0
156402202.0,-237153.0,16384291.0,117850614.0,47997229.0,15958567.0,104317205.0,149570090.0,32399640.0,16155127.0,155075142.0
160432673.0,148504993.0,159858982.0,16155127.0,141951278.0,118161959.0,-237288.0,103662126.0,-237288.0,150700538.0,15565391.0
118161959.0,152199583.0,80666918.0,150700538.0,16417071.0,98419241.0,147972378.0,19350068.0,38879515.0,-245254.0,16745039.0
98370090.0,119546275.0,-204506.0,-245254.0,16924985.0,15925808.0,38879515.0,159121976.0,156320027.0,113656321.0,118915667.0
149570090.0,157811108.0,-237272.0,113656321.0,15327548.0,19350068.0,156320027.0,-212422.0,126705948.0,30458370.0,94896726.0
103662126.0,159080862.0,19652905.0,30458370.0,-253635.0,159121976.0,126705948.0,158073409.0,149324066.0,-212479.0,157057624.0
115442224.0,104030633.0,113451307.0,-212479.0,114647359.0,-212422.0,149324066.0,31130180.0,16384291.0,23609866.0,20480605.0
15925808.0,113615276.0,47997229.0,23609866.0,120234304.0,158073409.0,16384291.0,155075142.0,159858982.0,132694538.0,141230687.0
159121976.0,147890605.0,141951278.0,132694538.0,102637889.0,155075142.0,157008163.0,15565391.0,80666918.0,134578702.0,149996130.0
158073409.0,62890422.0,16417071.0,134578702.0,-229054.0,16745039.0,159858982.0,16745039.0,-237272.0,127205903.0,12960355.0
31130180.0,129114553.0,136577332.0,127205903.0,15663427.0,118915667.0,-204506.0,118915667.0,19652905.0,156320270.0,150782563.0
155075142.0,-253507.0,15679800.0,156320270.0,126738752.0,157057624.0,-237272.0,94896726.0,113451307.0,14402063.0,127795813.0
15565391.0,146719165.0,16924985.0,14402063.0,106332485.0,144065114.0,19652905.0,157057624.0,47997229.0,132121108.0,94995048.0
118915667.0,136798663.0,15327548.0,132121108.0,15663430.0,20480605.0,113451307.0,144065114.0,141951278.0,128991764.0,147276399.0
94896726.0,155034061.0,120234304.0,128991764.0,152019269.0,141230687.0,47997229.0,20480605.0,16417071.0,16155158.0,159826543.0
157057624.0,112017870.0,126738752.0,134251030.0,114032968.0,149996130.0,15679800.0,141230687.0,15679800.0,134251030.0,132334195.0
144065114.0,110158293.0,43737410.0,-212458.0,30351687.0,12960355.0,-253635.0,12960355.0,16924985.0,-212458.0,108937845.0
12960355.0,99852760.0,15663427.0,32604697.0,43737410.0,150782563.0,114647359.0,150782563.0,15327548.0,32604697.0,35865205.0
150782563.0,113557979.0,147415363.0,156402202.0,-229045.0,127795813.0,19341632.0,94995048.0,-253635.0,156402202.0,149258872.0
127795813.0,18055645.0,106332485.0,118047263.0,-237243.0,94995048.0,102637889.0,159826543.0,114647359.0,16892447.0,-245122.0
94995048.0,47497701.0,15663430.0,160432673.0,-204475.0,132334195.0,-229054.0,132334195.0,120234304.0,118047263.0,147341951.0
147276399.0,104432105.0,152019269.0,15958567.0,115425615.0,35865205.0,126738752.0,35865205.0,102637889.0,160432673.0,-228735.0
159826543.0,56181231.0,114032968.0,118161959.0,156246352.0,149258872.0,43737410.0,149258872.0,-229054.0,15958567.0,-212339.0
132334195.0,43598319.0,23503177.0,98370090.0,120160593.0,-212356.0,152019269.0,-245122.0,15663427.0,118161959.0,147882641.0
151618165.0,17097212.0,-212663.0,98419241.0,18202959.0,-245122.0,147415363.0,147341951.0,126738752.0,98370090.0,118063764.0
108937845.0,16867837.0,-229045.0,149570090.0,139886935.0,147341951.0,30351687.0,-228735.0,106332485.0,98419241.0,-245093.0
35865205.0,-212479.0,-237243.0,103662126.0,42516831.0,-228735.0,114032968.0,132170378.0,15663430.0,149570090.0,38077094.0
149258872.0,30458370.0,-204475.0,115442224.0,97935711.0,132170378.0,23503177.0,-212339.0,152019269.0,103662126.0,16106161.0
-212356.0,-253436.0,38388046.0,15925808.0,133292384.0,-212339.0,-212663.0,147882641.0,114032968.0,115442224.0,158352049.0
147341951.0,52453894.0,115425615.0,19350068.0,-253595.0,147882641.0,-229045.0,118063764.0,23503177.0,15925808.0,-245063.0
132170378.0,132694538.0,18202959.0,159121976.0,139207015.0,118063764.0,-237243.0,16106161.0,-212663.0,19350068.0,130859707.0
147882641.0,134578702.0,120160593.0,-212422.0,52240745.0,152175259.0,-204475.0,-245063.0,-229045.0,159121976.0,116196035.0
118063764.0,127205903.0,114090324.0,158073409.0,159523179.0,-245093.0,115425615.0,130859707.0,147415363.0,-212422.0,145474243.0
152175259.0,14402063.0,42516831.0,31130180.0,146948463.0,16106161.0,156246352.0,116196035.0,-237243.0,158073409.0,16024263.0
16106161.0,15327760.0,97935711.0,155075142.0,147956081.0,158352049.0,120160593.0,145474243.0,-204475.0,31130180.0,-212274.0
158352049.0,128991764.0,-253595.0,15565391.0,15532408.0,151519930.0,18202959.0,16024263.0,115425615.0,155075142.0,115557074.0
151519930.0,142991892.0,15270246.0,16745039.0,22192505.0,130859707.0,114090324.0,-245049.0,156246352.0,15565391.0,22414036.0
130859707.0,134251030.0,139207015.0,118915667.0,-212615.0,145474243.0,139886935.0,-212274.0,120160593.0,16745039.0,15712991.0
116196035.0,87630358.0,143704422.0,94896726.0,147325307.0,16024263.0,42516831.0,-245038.0,18202959.0,118915667.0,15270626.0
145474243.0,-220649.0,159523179.0,157057624.0,116162940.0,-245049.0,97935711.0,115557074.0,43737410.0,94896726.0,15827695.0
41861829.0,44245534.0,146948463.0,144065114.0,18055549.0,-212274.0,133292384.0,22414036.0,139886935.0,157057624.0,45826803.0
16024263.0,139895327.0,147956081.0,20480605.0,54886782.0,-245038.0,-253595.0,-245027.0,42516831.0,144065114.0,16351996.0
-212274.0,123626017.0,15532408.0,141230687.0,84681084.0,115557074.0,143704422.0,15712991.0,97935711.0,141230687.0,131449598.0
-245038.0,118161959.0,22192505.0,149996130.0,135274877.0,22414036.0,139207015.0,15270626.0,133292384.0,149996130.0,98632452.0
115557074.0,23503404.0,-212615.0,12960355.0,150020479.0,156386002.0,52240745.0,44581610.0,-253595.0,12960355.0,32408327.0
22414036.0,65987116.0,147325307.0,150782563.0,136626562.0,131564251.0,159523179.0,15827695.0,15270246.0,150782563.0,32752403.0
156386002.0,103662126.0,116162940.0,127795813.0,19292539.0,15712991.0,147956081.0,156451567.0,139207015.0,127795813.0,42599188.0
131564251.0,115442224.0,18055549.0,147276399.0,44245384.0,15270626.0,138142070.0,45826803.0,143704422.0,94995048.0,4178710.0
39846622.0,15925808.0,54886782.0,132334195.0,110363023.0,44581610.0,15532408.0,16351996.0,52240745.0,147276399.0,20415261.0
15712991.0,19350068.0,84681084.0,151618165.0,-204401.0,156451567.0,22192505.0,39486210.0,159523179.0,132334195.0,138003234.0
15270626.0,137650742.0,135274877.0,108937845.0,15196559.0,45826803.0,-212615.0,98632452.0,146948463.0,151618165.0,40764198.0
156451567.0,-220613.0,150020479.0,35865205.0,154182037.0,16351996.0,147325307.0,32408327.0,147956081.0,108937845.0,98337574.0
45826803.0,132751932.0,155189634.0,149258872.0,49029526.0,39486210.0,116162940.0,158548745.0,138142070.0,35865205.0,-244946.0
16351996.0,65610303.0,156410236.0,147341951.0,17531289.0,98632452.0,18055549.0,159826701.0,15532408.0,149258872.0,106562357.0
131449598.0,158073409.0,15450493.0,-228735.0,126714266.0,158548745.0,84681084.0,32752403.0,22192505.0,-212356.0,157975352.0
39486210.0,126820930.0,136626562.0,132170378.0,153485722.0,159826701.0,135274877.0,42599188.0,-212615.0,-245122.0,100860729.0
98632452.0,133227074.0,17170822.0,-212339.0,102637977.0,32752403.0,150020479.0,151438099.0,147325307.0,147341951.0,107856696.0
32408327.0,15557187.0,-228984.0,147882641.0,16687515.0,42599188.0,156410236.0,4178710.0,116162940.0,-228735.0,44368702.0
158548745.0,15565391.0,44245384.0,21496467.0,109257118.0,4178710.0,155189634.0,138003234.0,18055549.0,132170378.0,-228546.0
159826701.0,118915667.0,139739529.0,118063764.0,149381534.0,91718426.0,136626562.0,40764198.0,54886782.0,-212339.0,132285259.0
42599188.0,138551892.0,110363023.0,152175259.0,97771935.0,20415261.0,19292539.0,98337574.0,84681084.0,147882641.0,145146715.0
