20220517_BOG_NB_pollo_W20,20220517_BOG_NB_res_W20,20220517_BOG_NB_cerdo_W20,20220517_BOG_NB_pescadosymariscoscongelado_W20,20220517_BOG_NB_embutidos_W20
141951278.0,159858982.0,159858982.0,31146250.0,31146250.0
16417071.0,41582889.0,141951278.0,47022348.0,47022348.0
136577332.0,141951278.0,16417071.0,157417740.0,157417740.0
15679800.0,16417071.0,136577332.0,146850058.0,146850058.0
16924985.0,136577332.0,15679800.0,112951570.0,112951570.0
-229054.0,15679800.0,16924985.0,104317205.0,104317205.0
15663427.0,16924985.0,-229054.0,38879515.0,38879515.0
106332485.0,-229054.0,15663427.0,156320027.0,156320027.0
15663430.0,15663427.0,106332485.0,149324066.0,149324066.0
114032968.0,106332485.0,15663430.0,16384291.0,16384291.0
-229045.0,15663430.0,114032968.0,157008163.0,157008163.0
38388046.0,114032968.0,-212663.0,159858982.0,159858982.0
115425615.0,-212663.0,-229045.0,141951278.0,41582889.0
18202959.0,-229045.0,38388046.0,16417071.0,141951278.0
120160593.0,38388046.0,115425615.0,136577332.0,16417071.0
42516831.0,115425615.0,18202959.0,15679800.0,136577332.0
15270246.0,18202959.0,120160593.0,16924985.0,15679800.0
143704422.0,120160593.0,42516831.0,-229054.0,16924985.0
146948463.0,42516831.0,15270246.0,15663427.0,-229054.0
15532408.0,143704422.0,143704422.0,106332485.0,15663427.0
-212615.0,146948463.0,146948463.0,15663430.0,106332485.0
116162940.0,15532408.0,15532408.0,114032968.0,15663430.0
18055549.0,-212615.0,-212615.0,-212663.0,114032968.0
54886782.0,147325307.0,147325307.0,-229045.0,-212663.0
15450493.0,116162940.0,116162940.0,38388046.0,-229045.0
39223682.0,18055549.0,18055549.0,115425615.0,38388046.0
155189634.0,54886782.0,54886782.0,18202959.0,18202959.0
136626562.0,15450493.0,15450493.0,120160593.0,120160593.0
17170822.0,155189634.0,155189634.0,42516831.0,139886935.0
-228984.0,136626562.0,136626562.0,15270246.0,42516831.0
110363023.0,17170822.0,-228984.0,143704422.0,15270246.0
109871505.0,-228984.0,110363023.0,146948463.0,143704422.0
16843153.0,110363023.0,109871505.0,15532408.0,146948463.0
-245355.0,44564882.0,44564882.0,-212615.0,15532408.0
17531289.0,16843153.0,16843153.0,147325307.0,-212615.0
126714266.0,-245355.0,-245355.0,116162940.0,147325307.0
153485722.0,126714266.0,17531289.0,18055549.0,116162940.0
148504993.0,153485722.0,126714266.0,54886782.0,18055549.0
157811108.0,15450527.0,153485722.0,15450493.0,54886782.0
159105446.0,88195488.0,88195488.0,155189634.0,15450493.0
133988778.0,148504993.0,148504993.0,136626562.0,39223682.0
24166831.0,157811108.0,157811108.0,17170822.0,155189634.0
53576120.0,159105446.0,159105446.0,-228984.0,136626562.0
146719165.0,24166831.0,133988778.0,139739529.0,17170822.0
151404992.0,53576120.0,24166831.0,110363023.0,-228984.0
18399692.0,146719165.0,53576120.0,109871505.0,139739529.0
112017870.0,151404992.0,146719165.0,44564882.0,110363023.0
32506329.0,18399692.0,151404992.0,16843153.0,109871505.0
113557979.0,112017870.0,18399692.0,-245355.0,44564882.0
18055645.0,32506329.0,112017870.0,17531289.0,16843153.0
155255265.0,113557979.0,113557979.0,126714266.0,-245355.0
110461410.0,18055645.0,18055645.0,153485722.0,17531289.0
15385058.0,110461410.0,155255265.0,88195488.0,126714266.0
47497701.0,15385058.0,110461410.0,148504993.0,153485722.0
104432105.0,47497701.0,16499170.0,157811108.0,88195488.0
56181231.0,104432105.0,15385058.0,159105446.0,148504993.0
43598319.0,56181231.0,104432105.0,133988778.0,157811108.0
117850614.0,43598319.0,56181231.0,24166831.0,159105446.0
16155127.0,117850614.0,43598319.0,53576120.0,133988778.0
-245254.0,16155127.0,117850614.0,146719165.0,53576120.0
113656321.0,150700538.0,16155127.0,151404992.0,146719165.0
-212479.0,-245254.0,113656321.0,18399692.0,151404992.0
23609866.0,113656321.0,30458370.0,112017870.0,18399692.0
132694538.0,30458370.0,-212479.0,17859025.0,112017870.0
134578702.0,-212479.0,132694538.0,113557979.0,17859025.0
127205903.0,132694538.0,134578702.0,18055645.0,32506329.0
156320270.0,134578702.0,127205903.0,155255265.0,113557979.0
14402063.0,127205903.0,156320270.0,110461410.0,18055645.0
132121108.0,14402063.0,14402063.0,16499170.0,155255265.0
128991764.0,132121108.0,132121108.0,15385058.0,110461410.0
16155158.0,128991764.0,128991764.0,47497701.0,-245278.0
-212458.0,16155158.0,16155158.0,104432105.0,16499170.0
156402202.0,134251030.0,-212458.0,56181231.0,15385058.0
118047263.0,-212458.0,156402202.0,43598319.0,47497701.0
160432673.0,32604697.0,16892447.0,117850614.0,56181231.0
15958567.0,156402202.0,118047263.0,16155127.0,43598319.0
118161959.0,16892447.0,160432673.0,150700538.0,117850614.0
98370090.0,118047263.0,118161959.0,-245254.0,16155127.0
103662126.0,160432673.0,37470760.0,113656321.0,150700538.0
115442224.0,15958567.0,98370090.0,30458370.0,-245254.0
15925808.0,118161959.0,103662126.0,-212479.0,113656321.0
159121976.0,98370090.0,15925808.0,23609866.0,30458370.0
-212422.0,149570090.0,19350068.0,132694538.0,-212479.0
158073409.0,103662126.0,159121976.0,134578702.0,23609866.0
155075142.0,115442224.0,-212422.0,127205903.0,132694538.0
16745039.0,15925808.0,158073409.0,156320270.0,134578702.0
118915667.0,19350068.0,155075142.0,14402063.0,127205903.0
94896726.0,159121976.0,15565391.0,132121108.0,156320270.0
157057624.0,-212422.0,16745039.0,128991764.0,14402063.0
144065114.0,31130180.0,118915667.0,16155158.0,132121108.0
149996130.0,155075142.0,157057624.0,134251030.0,128991764.0
12960355.0,15565391.0,144065114.0,-212458.0,16155158.0
150782563.0,16745039.0,149996130.0,156402202.0,134251030.0
127795813.0,118915667.0,12960355.0,16892447.0,-212458.0
147276399.0,94896726.0,127795813.0,118047263.0,32604697.0
159826543.0,157057624.0,94995048.0,160432673.0,16892447.0
132334195.0,144065114.0,147276399.0,15958567.0,118047263.0
151618165.0,20480605.0,159826543.0,118161959.0,160432673.0
35865205.0,149996130.0,132334195.0,37470760.0,15958567.0
149258872.0,12960355.0,151618165.0,98370090.0,118161959.0
-212356.0,127795813.0,35865205.0,149570090.0,37470760.0
-245122.0,94995048.0,149258872.0,103662126.0,98370090.0
-228735.0,147276399.0,-212356.0,115442224.0,149570090.0
132170378.0,159826543.0,-245122.0,15925808.0,103662126.0
-212339.0,132334195.0,147341951.0,19350068.0,115442224.0
147882641.0,151618165.0,-228735.0,159121976.0,15925808.0
118063764.0,35865205.0,132170378.0,-212422.0,19350068.0
152175259.0,149258872.0,-212339.0,158073409.0,159121976.0
16106161.0,-212356.0,147882641.0,31130180.0,-212422.0
158352049.0,-245122.0,21496467.0,155075142.0,158073409.0
151519930.0,147341951.0,118063764.0,15565391.0,31130180.0
130859707.0,-228735.0,152175259.0,16745039.0,155075142.0
145474243.0,-212339.0,38077094.0,118915667.0,15565391.0
16024263.0,147882641.0,16106161.0,94896726.0,16745039.0
-245049.0,21496467.0,158352049.0,157057624.0,118915667.0
-212274.0,118063764.0,151519930.0,144065114.0,94896726.0
-245038.0,152175259.0,130859707.0,20480605.0,157057624.0
115557074.0,38077094.0,116196035.0,141230687.0,144065114.0
22414036.0,16106161.0,145474243.0,149996130.0,20480605.0
156386002.0,158352049.0,41861829.0,12960355.0,141230687.0
131564251.0,151519930.0,16024263.0,150782563.0,149996130.0
39846622.0,130859707.0,-245049.0,127795813.0,12960355.0
15712991.0,116196035.0,-212274.0,94995048.0,150782563.0
15270626.0,145474243.0,-245038.0,147276399.0,127795813.0
156451567.0,41861829.0,115557074.0,159826543.0,94995048.0
45826803.0,16024263.0,22414036.0,132334195.0,147276399.0
16351996.0,-245049.0,156386002.0,151618165.0,159826543.0
131449598.0,-212274.0,131564251.0,108937845.0,132334195.0
98632452.0,-245038.0,-245027.0,35865205.0,108937845.0
32408327.0,115557074.0,39846622.0,149258872.0,35865205.0
158548745.0,22414036.0,15712991.0,-212356.0,149258872.0
159826701.0,156386002.0,15270626.0,-245122.0,-212356.0
32752403.0,131564251.0,156451567.0,147341951.0,-245122.0
42599188.0,-245027.0,45826803.0,-228735.0,147341951.0
4178710.0,39846622.0,16351996.0,132170378.0,-228735.0
138003234.0,15712991.0,98632452.0,-212339.0,132170378.0
40764198.0,15270626.0,32408327.0,147882641.0,-212339.0
98337574.0,44581610.0,158548745.0,21496467.0,147882641.0
157303595.0,156451567.0,159826701.0,118063764.0,21496467.0
-244946.0,45826803.0,32752403.0,152175259.0,118063764.0
100860729.0,16351996.0,42599188.0,-245093.0,152175259.0
107856696.0,131449598.0,4178710.0,38077094.0,38077094.0
44368702.0,39486210.0,20415261.0,16106161.0,16106161.0
-228546.0,98632452.0,138003234.0,158352049.0,158352049.0
141296451.0,158548745.0,40764198.0,-245063.0,-245063.0
152060742.0,159826701.0,98337574.0,151519930.0,151519930.0
132285259.0,32752403.0,157303595.0,130859707.0,130859707.0
145146715.0,42599188.0,-244946.0,116196035.0,116196035.0
120374111.0,4178710.0,157975352.0,145474243.0,145474243.0
23102304.0,20415261.0,100860729.0,41861829.0,41861829.0
24757090.0,138003234.0,107856696.0,16024263.0,16024263.0
45351784.0,40764198.0,44368702.0,-245049.0,-245049.0
16843625.0,98337574.0,-228546.0,-212274.0,-212274.0
16925545.0,157303595.0,141296451.0,-245038.0,-245038.0
99124077.0,-244946.0,152060742.0,115557074.0,115557074.0
66831213.0,106562357.0,132285259.0,22414036.0,22414036.0
102007664.0,157975352.0,145146715.0,156386002.0,156386002.0
39928690.0,100860729.0,120374111.0,131564251.0,131564251.0
15270772.0,107856696.0,23102304.0,39846622.0,-245027.0
158319480.0,44368702.0,24757090.0,15712991.0,39846622.0
57574267.0,-228546.0,45351784.0,15270626.0,15712991.0
136610686.0,141296451.0,16843625.0,44581610.0,15270626.0
18793344.0,152060742.0,16925545.0,156451567.0,44581610.0
131679105.0,132285259.0,39355244.0,45826803.0,15827695.0
128500611.0,145146715.0,99124077.0,16351996.0,156451567.0
118080390.0,120374111.0,66831213.0,131449598.0,45826803.0
50660231.0,23102304.0,102007664.0,39486210.0,131449598.0
39355272.0,24757090.0,39928690.0,98632452.0,39486210.0
23659399.0,45351784.0,15270772.0,32408327.0,98632452.0
144311176.0,16843625.0,107053944.0,158548745.0,32408327.0
150717322.0,16925545.0,158319480.0,159826701.0,158548745.0
7832462.0,39355244.0,57574267.0,32752403.0,159826701.0
150979473.0,99124077.0,136610686.0,42599188.0,32752403.0
138789779.0,66831213.0,131679105.0,4178710.0,42599188.0
156500885.0,102007664.0,155747202.0,91718426.0,151438099.0
139412380.0,39928690.0,128500611.0,20415261.0,4178710.0
153748381.0,15270772.0,118080390.0,138003234.0,91718426.0
142508970.0,107053944.0,50660231.0,40764198.0,20415261.0
120701871.0,158319480.0,39355272.0,98337574.0,138003234.0
114377648.0,57574267.0,23659399.0,157303595.0,40764198.0
32326582.0,131679105.0,144311176.0,-244946.0,98337574.0
18006967.0,128500611.0,150717322.0,106562357.0,157303595.0
-228416.0,118080390.0,7832462.0,157975352.0,-244946.0
39928773.0,50660231.0,150979473.0,100860729.0,106562357.0
14484429.0,39355272.0,138789779.0,107856696.0,157975352.0
128156622.0,23659399.0,156500885.0,44368702.0,100860729.0
155124693.0,144311176.0,139412380.0,-228546.0,107856696.0
130974682.0,150717322.0,153748381.0,141296451.0,44368702.0
155321312.0,7832462.0,29213599.0,152060742.0,-228546.0
149406700.0,150979473.0,59818911.0,132285259.0,141296451.0
-244753.0,138789779.0,142508970.0,145146715.0,152060742.0
121226226.0,156500885.0,-244819.0,120374111.0,132285259.0
15549431.0,15680405.0,120701871.0,23102304.0,145146715.0
-228360.0,139412380.0,114377648.0,24757090.0,120374111.0
-244744.0,153748381.0,32326582.0,45351784.0,23102304.0
-244739.0,29213599.0,18006967.0,16843625.0,45351784.0
103072769.0,142508970.0,39928773.0,16925545.0,16843625.0
138757129.0,-244819.0,127222726.0,39355244.0,16925545.0
16745494.0,120701871.0,14484429.0,99124077.0,39355244.0
103007256.0,114377648.0,155124693.0,66831213.0,99124077.0
123765808.0,32326582.0,42173402.0,102007664.0,66831213.0
6210608.0,18006967.0,130974682.0,12288880.0,102007664.0
-211920.0,-228416.0,155321312.0,39928690.0,12288880.0
19186739.0,127222726.0,21693416.0,15270772.0,39928690.0
42501175.0,32506828.0,149406700.0,107053944.0,15270772.0
16483387.0,14484429.0,-244753.0,158319480.0,107053944.0
146228285.0,155124693.0,121226226.0,57574267.0,158319480.0
105432129.0,42173402.0,115344374.0,136610686.0,57574267.0
17466436.0,130974682.0,15549431.0,18793344.0,136610686.0
155829318.0,21693416.0,-228360.0,131679105.0,18793344.0
17466440.0,149406700.0,-244744.0,155747202.0,155747202.0
63636555.0,-244753.0,-244739.0,128500611.0,128500611.0
129500244.0,121226226.0,103072769.0,118080390.0,118080390.0
35652698.0,115344374.0,138757129.0,50660231.0,50660231.0
-244646.0,15549431.0,77825035.0,39355272.0,39355272.0
-228244.0,-228360.0,-244725.0,23659399.0,23659399.0
116393080.0,-244744.0,16745494.0,41583498.0,41583498.0
102810754.0,-244739.0,103007256.0,144311176.0,144311176.0
152208518.0,103072769.0,123765808.0,150717322.0,150717322.0
12207240.0,138757129.0,-211920.0,7832462.0,7832462.0
38044814.0,77825035.0,19186739.0,104268689.0,104268689.0
146064527.0,-244725.0,42501175.0,150979473.0,150979473.0
139232415.0,16745494.0,16483387.0,138789779.0,138789779.0
150914209.0,103007256.0,146228285.0,156500885.0,156500885.0
121848994.0,15926318.0,105432129.0,15680405.0,15680405.0
93815971.0,123765808.0,17466436.0,139412380.0,139412380.0
103171236.0,6210608.0,155829318.0,153748381.0,29213599.0
-211801.0,-211920.0,17466440.0,29213599.0,142508970.0
126665899.0,19186739.0,158254154.0,59818911.0,-244819.0
56394925.0,42501175.0,63636555.0,142508970.0,120701871.0
108430517.0,16483387.0,129500244.0,-244819.0,114377648.0
149882037.0,146228285.0,-244646.0,120701871.0,32326582.0
88343737.0,105432129.0,-228244.0,114377648.0,18006967.0
144835769.0,17466436.0,133203059.0,32326582.0,-228416.0
139691193.0,155829318.0,116393080.0,-228416.0,39928773.0
19776702.0,17466440.0,150914168.0,39928773.0,127222726.0
-211773.0,158254154.0,102810754.0,127222726.0,32506828.0
144377032.0,63636555.0,152208518.0,14484429.0,14484429.0
146130120.0,80004171.0,12207240.0,128156622.0,128156622.0
7439567.0,129500244.0,38044814.0,155124693.0,155124693.0
18629842.0,35652698.0,146064527.0,42173402.0,42173402.0
134808789.0,-244646.0,139232415.0,130974682.0,130974682.0
103826646.0,-211874.0,150914209.0,155321312.0,-212004.0
114656477.0,-228244.0,121848994.0,21693416.0,155321312.0
106874078.0,133203059.0,93815971.0,149406700.0,-211996.0
-244514.0,116393080.0,103171236.0,-244753.0,21693416.0
-244512.0,150914168.0,-211801.0,121226226.0,149406700.0
55575777.0,17974398.0,155845804.0,115344374.0,-244753.0
37455074.0,102810754.0,56394925.0,15549431.0,121226226.0
117359844.0,152208518.0,108430517.0,-228360.0,115344374.0
110642408.0,12207240.0,88343737.0,-244744.0,15549431.0
139756779.0,38044814.0,144835769.0,-244739.0,-228360.0
157254895.0,146064527.0,135922875.0,103072769.0,-244744.0
16352511.0,139232415.0,139691193.0,138757129.0,-244739.0
140395776.0,150914209.0,-211773.0,77825035.0,103072769.0
12961026.0,121848994.0,7439567.0,-244725.0,138757129.0
-244473.0,93815971.0,15680721.0,151340053.0,77825035.0
123651337.0,103171236.0,134808789.0,16745494.0,-244725.0
117540110.0,-211801.0,103826646.0,103007256.0,151340053.0
-244465.0,126665899.0,114656477.0,15926318.0,16745494.0
118015251.0,155845804.0,106874078.0,123765808.0,103007256.0
104793365.0,56394925.0,-244514.0,6210608.0,15926318.0
158336281.0,108430517.0,-244512.0,-211920.0,123765808.0
149374237.0,149882037.0,55575777.0,19186739.0,6210608.0
150717728.0,88343737.0,117359844.0,42501175.0,-211920.0
-244444.0,144835769.0,110642408.0,16483387.0,42501175.0
-211674.0,135922875.0,157254895.0,146228285.0,16483387.0
16319796.0,139691193.0,160498935.0,105432129.0,146228285.0
39683380.0,19776702.0,-211716.0,17466436.0,105432129.0
90260796.0,-211773.0,16352511.0,155829318.0,17466436.0
123258174.0,144377032.0,140395776.0,17466440.0,155829318.0
36701503.0,146130120.0,12961026.0,158254154.0,17466440.0
13059394.0,51102921.0,-244473.0,63636555.0,158254154.0
-211629.0,-244533.0,123651337.0,129500244.0,63636555.0
16450907.0,7439567.0,-228086.0,35652698.0,80004171.0
15467870.0,15680721.0,117540110.0,-244646.0,129500244.0
16467304.0,134808789.0,-244465.0,-211874.0,35652698.0
16860523.0,103826646.0,-211695.0,-244642.0,-244646.0
123766131.0,114656477.0,118015251.0,-228244.0,-211874.0
127436147.0,106874078.0,104793365.0,133203059.0,-228244.0
-244358.0,-244514.0,82035990.0,116393080.0,116393080.0
107840894.0,-244512.0,15140121.0,150914168.0,150914168.0
-244354.0,55575777.0,158336281.0,-211845.0,-211845.0
-211584.0,117359844.0,149374237.0,17974398.0,102810754.0
15238534.0,110642408.0,-244444.0,102810754.0,147571844.0
39241099.0,139756779.0,-211674.0,147571844.0,152208518.0
133105036.0,157254895.0,16319796.0,152208518.0,12207240.0
-227944.0,160498935.0,39683380.0,12207240.0,38044814.0
-244328.0,16352511.0,90260796.0,38044814.0,146064527.0
39355809.0,140395776.0,123258174.0,146064527.0,139232415.0
152061346.0,12961026.0,13059394.0,139232415.0,150914209.0
16467364.0,-244473.0,-211629.0,150914209.0,121848994.0
15418793.0,123651337.0,19416406.0,121848994.0,93815971.0
101107115.0,-228086.0,146163032.0,93815971.0,103171236.0
-244306.0,117540110.0,16450907.0,103171236.0,-211801.0
132269488.0,-244465.0,15467870.0,-211801.0,126665899.0
15959473.0,-211695.0,-244387.0,126665899.0,155845804.0
84952503.0,118015251.0,156271973.0,155845804.0,56394925.0
138593720.0,104793365.0,16467304.0,56394925.0,149882037.0
-244292.0,82035990.0,16860523.0,108430517.0,88343737.0
114017730.0,15140121.0,-227983.0,149882037.0,144835769.0
-244280.0,158336281.0,123766131.0,88343737.0,135922875.0
139757002.0,150717728.0,127436147.0,144835769.0,139691193.0
160433610.0,-211674.0,-244358.0,135922875.0,19776702.0
-244277.0,16319796.0,23774589.0,139691193.0,-211773.0
135267795.0,39683380.0,107840894.0,19776702.0,144377032.0
157468118.0,90260796.0,-244354.0,-211773.0,51102921.0
-244265.0,123258174.0,15238534.0,-228155.0,-244533.0
-211484.0,13059394.0,39241099.0,144377032.0,7439567.0
-211477.0,-211629.0,133105036.0,146130120.0,15680721.0
119735799.0,146163032.0,150668692.0,51102921.0,18629842.0
24266235.0,16450907.0,-227944.0,-244533.0,134808789.0
39962112.0,114099548.0,39355809.0,7439567.0,103826646.0
16713220.0,17679708.0,152061346.0,15680721.0,151520473.0
-244218.0,15467870.0,16467364.0,18629842.0,114656477.0
-244217.0,-244387.0,15418793.0,134808789.0,106874078.0
160368137.0,156271973.0,101107115.0,103826646.0,-244514.0
150078988.0,16467304.0,-244306.0,151520473.0,-244512.0
86869519.0,16860523.0,132269488.0,114656477.0,55575777.0
57460241.0,-227983.0,15959473.0,106874078.0,117359844.0
127895058.0,123766131.0,84952503.0,-244514.0,110642408.0
115344916.0,127436147.0,138593720.0,-244512.0,15811822.0
158369301.0,-244358.0,-244295.0,55575777.0,157254895.0
-227817.0,23774589.0,-244292.0,37455074.0,160498935.0
-227816.0,107840894.0,114017730.0,117359844.0,-211716.0
-227811.0,-211584.0,-244280.0,110642408.0,16352511.0
150685216.0,39241099.0,139757002.0,139756779.0,140395776.0
152110629.0,133105036.0,160433610.0,15811822.0,12961026.0
23660075.0,16516497.0,-244277.0,157254895.0,-244473.0
39683629.0,-227944.0,86361547.0,160498935.0,123651337.0
132761137.0,-244328.0,135267795.0,-211716.0,117540110.0
118572596.0,39355809.0,21349844.0,16352511.0,-244465.0
15550006.0,152061346.0,157468118.0,140395776.0,-211695.0
17450550.0,16467364.0,-244265.0,12961026.0,118015251.0
95209016.0,15418793.0,101680602.0,-244473.0,82035990.0
19662401.0,101107115.0,118146527.0,123651337.0,158336281.0
143296067.0,-244306.0,-211484.0,-228086.0,149374237.0
16860742.0,132269488.0,-211477.0,117540110.0,-244449.0
-227769.0,15959473.0,137332208.0,-244465.0,-244444.0
-244153.0,84952503.0,119735799.0,-211695.0,150357295.0
20399689.0,138593720.0,24266235.0,118015251.0,16319796.0
111445582.0,-244295.0,39962112.0,104793365.0,39683380.0
-211373.0,-244292.0,16713220.0,82035990.0,90260796.0
16270933.0,15631805.0,-244218.0,15140121.0,123258174.0
47908441.0,114017730.0,-244217.0,158336281.0,36701503.0
17172060.0,103679430.0,160368137.0,149374237.0,13059394.0
37226078.0,-244280.0,150078988.0,-244449.0,87639375.0
-211354.0,139757002.0,86869519.0,150717728.0,-211629.0
-211351.0,160433610.0,57460241.0,76449060.0,19416406.0
16123501.0,-244277.0,127895058.0,-244444.0,146163032.0
21022317.0,86361547.0,115344916.0,-211674.0,16450907.0
120079982.0,135267795.0,158369301.0,150357295.0,114099548.0
159352432.0,21349844.0,-227817.0,16319796.0,17679708.0
15418992.0,157468118.0,-227816.0,39683380.0,15467870.0
-211342.0,-244265.0,-227811.0,90260796.0,-244387.0
147359349.0,101680602.0,150685216.0,123258174.0,156271973.0
18466422.0,118146527.0,152110629.0,36701503.0,16467304.0
158877304.0,-211484.0,23660075.0,13059394.0,16860523.0
-211334.0,-211477.0,39683629.0,87639375.0,-227983.0
16352891.0,137332208.0,132761137.0,-211629.0,123766131.0
46171773.0,119735799.0,118572596.0,19416406.0,127436147.0
16057981.0,24266235.0,15550006.0,146163032.0,23774589.0
114607742.0,39962112.0,17450550.0,16450907.0,107840894.0
134514304.0,16713220.0,95209016.0,114099548.0,-244354.0
145147519.0,-244218.0,-244166.0,17679708.0,-211584.0
40535682.0,-244217.0,19662401.0,15467870.0,15238534.0
123094659.0,160368137.0,143296067.0,-244387.0,39241099.0
156370569.0,150078988.0,-227769.0,156271973.0,133105036.0
110036624.0,86869519.0,-244153.0,16467304.0,116065680.0
157976210.0,57460241.0,111445582.0,16860523.0,16516497.0
95782551.0,127895058.0,-211373.0,-227983.0,-227944.0
-211304.0,-227817.0,16270933.0,123766131.0,39355809.0
32409241.0,-227816.0,17172060.0,127436147.0,152061346.0
19777182.0,-227811.0,-211354.0,-244358.0,16467364.0
6358689.0,150685216.0,-211351.0,23774589.0,15418793.0
117327522.0,152110629.0,16123501.0,107840894.0,101107115.0
-211291.0,23660075.0,21022317.0,-244354.0,-244306.0
114247342.0,39683629.0,120079982.0,-211584.0,132269488.0
-244047.0,132761137.0,159352432.0,15238534.0,15959473.0
16647861.0,118572596.0,15418992.0,39241099.0,84952503.0
79136440.0,15550006.0,-211342.0,133105036.0,138593720.0
154207932.0,17450550.0,147359349.0,116065680.0,-244295.0
119637694.0,95209016.0,18466422.0,16516497.0,-244292.0
-211271.0,-244166.0,158877304.0,150668692.0,15631805.0
138561218.0,19662401.0,-211334.0,-227944.0,114017730.0
