20220517_BOG_NB_congelados,20220517_BOG_NB_aseoehigiene,20220517_BOG_NB_lacteosyhuevos,20220517_BOG_NB_desechables
-212458.0,15270246.0,103662126.0,156410236.0
32604697.0,139207015.0,115442224.0,150020479.0
16892447.0,143704422.0,15925808.0,19292539.0
118047263.0,15532408.0,19350068.0,136626562.0
160432673.0,22192505.0,159121976.0,-228984.0
15958567.0,-212615.0,-212422.0,139739529.0
118161959.0,20046201.0,158073409.0,110363023.0
37470760.0,116162940.0,155075142.0,-204401.0
98370090.0,18055549.0,15565391.0,16843153.0
98419241.0,135274877.0,16745039.0,44564882.0
149570090.0,156410236.0,118915667.0,15196559.0
103662126.0,15450493.0,94896726.0,49029526.0
115442224.0,19292539.0,157057624.0,17531289.0
15925808.0,39223682.0,144065114.0,16687515.0
19350068.0,136626562.0,20480605.0,109257118.0
-212422.0,-228984.0,141230687.0,97771935.0
158073409.0,44245384.0,149996130.0,-237153.0
31130180.0,110363023.0,150782563.0,152199583.0
155075142.0,-204401.0,127795813.0,119546275.0
16745039.0,15196559.0,147276399.0,104030633.0
118915667.0,49029526.0,132334195.0,15737258.0
157057624.0,102637977.0,151618165.0,147890605.0
20480605.0,16687515.0,108937845.0,149561777.0
149996130.0,40214942.0,35865205.0,129114553.0
12960355.0,109257118.0,149258872.0,19161530.0
150782563.0,88195488.0,147341951.0,-253507.0
127795813.0,97771935.0,132170378.0,146719165.0
94995048.0,-237153.0,-212339.0,26370495.0
147276399.0,119546275.0,147882641.0,42148291.0
159826543.0,152199583.0,21496467.0,136798663.0
132334195.0,104030633.0,118063764.0,18399692.0
108937845.0,147890605.0,152175259.0,155034061.0
35865205.0,24166831.0,38077094.0,112017870.0
149258872.0,53576120.0,16106161.0,110158293.0
-212356.0,129114553.0,158352049.0,99852760.0
-245122.0,-253507.0,151519930.0,17539546.0
147341951.0,53584318.0,130859707.0,-220709.0
-228735.0,146719165.0,116196035.0,18055645.0
132170378.0,26370495.0,145474243.0,113484255.0
-212339.0,42148291.0,41861829.0,47497701.0
147882641.0,15720902.0,16024263.0,104432105.0
118063764.0,136798663.0,-245049.0,43598319.0
152175259.0,18399692.0,-212274.0,40083954.0
16106161.0,112017870.0,-245038.0,16155127.0
158352049.0,110158293.0,115557074.0,15327736.0
-245063.0,99852760.0,39846622.0,17097212.0
130859707.0,32506329.0,15712991.0,16867837.0
116196035.0,17539546.0,15270626.0,113656321.0
145474243.0,-220709.0,44581610.0,30458370.0
16024263.0,18055645.0,15827695.0,-212479.0
-245049.0,119611869.0,156451567.0,-253436.0
-212274.0,113484255.0,16351996.0,138650117.0
-245038.0,-245278.0,131449598.0,52453894.0
115557074.0,15385058.0,39486210.0,132694538.0
22414036.0,47497701.0,98632452.0,134578702.0
156386002.0,43598319.0,32408327.0,127205903.0
39846622.0,40083954.0,158548745.0,15327760.0
15712991.0,117850614.0,159826701.0,-253420.0
15270626.0,16155127.0,32752403.0,128991764.0
44581610.0,15327736.0,42599188.0,16155158.0
15827695.0,17097212.0,4178710.0,134251030.0
156451567.0,16867837.0,20415261.0,-220649.0
45826803.0,-212479.0,138003234.0,142991892.0
16351996.0,30458370.0,40764198.0,21357077.0
131449598.0,19276291.0,-244946.0,-253413.0
98632452.0,-253436.0,100860729.0,139895327.0
32408327.0,23609866.0,107856696.0,160432673.0
159826701.0,132694538.0,44368702.0,123626017.0
32752403.0,-220660.0,-228546.0,15958567.0
42599188.0,134578702.0,141296451.0,23503404.0
151438099.0,127205903.0,152060742.0,-204235.0
4178710.0,14402063.0,132285259.0,137650742.0
20415261.0,15327760.0,145146715.0,-212422.0
138003234.0,-253420.0,120374111.0,133636667.0
40764198.0,128991764.0,23102304.0,132751932.0
98337574.0,134251030.0,45351784.0,-220613.0
157303595.0,-220649.0,16843625.0,65610303.0
-244946.0,-212458.0,16925545.0,158073409.0
157975352.0,21357077.0,99124077.0,126820930.0
100860729.0,-253413.0,66831213.0,133227074.0
107856696.0,44245534.0,102007664.0,15557187.0
44368702.0,139895327.0,12288880.0,16745039.0
-228546.0,118047263.0,39928690.0,118915667.0
141296451.0,123626017.0,15270772.0,138551892.0
152060742.0,15958567.0,107053944.0,133145173.0
132285259.0,98370090.0,158319480.0,54157911.0
145146715.0,23503404.0,136610686.0,157057624.0
120374111.0,103662126.0,155747202.0,37216857.0
24757090.0,19350068.0,128500611.0,144065114.0
45351784.0,137650742.0,118080390.0,20480605.0
16843625.0,-212422.0,50660231.0,141230687.0
16925545.0,-220613.0,39355272.0,149996130.0
39355244.0,132751932.0,23659399.0,12960355.0
99124077.0,65610303.0,144311176.0,94995048.0
66831213.0,126820930.0,150717322.0,17457768.0
102007664.0,15557187.0,7832462.0,32006764.0
12288880.0,31130180.0,150979473.0,132334195.0
39928690.0,18047565.0,138789779.0,133948022.0
15270772.0,15565391.0,156500885.0,149258872.0
158319480.0,16745039.0,15680405.0,-245122.0
57574267.0,118915667.0,139412380.0,147341951.0
136610686.0,138551892.0,153748381.0,-228735.0
131679105.0,133145173.0,59818911.0,155148935.0
155747202.0,54157911.0,142508970.0,132170378.0
128500611.0,157057624.0,-244819.0,146743947.0
118080390.0,98869849.0,120701871.0,-212339.0
39355272.0,37216857.0,114377648.0,147882641.0
23659399.0,20480605.0,32326582.0,118063764.0
41583498.0,45605469.0,18006967.0,104407706.0
144311176.0,141230687.0,-228416.0,157459105.0
150717322.0,12960355.0,39928773.0,16106161.0
7832462.0,94995048.0,14484429.0,158352049.0
104268689.0,32006764.0,128156622.0,118432437.0
150979473.0,132334195.0,155124693.0,116695734.0
138789779.0,35865205.0,42173402.0,130859707.0
156500885.0,133948022.0,130974682.0,104751805.0
15680405.0,-245122.0,155321312.0,145474243.0
153748381.0,-212339.0,21693416.0,49865416.0
29213599.0,15164047.0,149406700.0,-212274.0
59818911.0,147882641.0,-244753.0,23618254.0
142508970.0,118063764.0,121226226.0,19161807.0
-244819.0,-220522.0,115344374.0,115557074.0
120701871.0,104407706.0,-228360.0,22414036.0
114377648.0,16106161.0,-244739.0,146957013.0
32326582.0,118432437.0,103072769.0,131564251.0
18006967.0,-236874.0,138757129.0,132244187.0
-228416.0,130859707.0,77825035.0,15712991.0
39928773.0,104751805.0,-244725.0,15270626.0
127222726.0,111305405.0,16745494.0,18064103.0
14484429.0,116196035.0,103007256.0,135619305.0
128156622.0,145474243.0,15926318.0,18064108.0
155124693.0,16024263.0,123765808.0,45826803.0
42173402.0,-245049.0,6210608.0,39486210.0
130974682.0,-212274.0,-211920.0,144761602.0
155321312.0,23618254.0,19186739.0,15540996.0
21693416.0,19161807.0,42501175.0,91824901.0
149406700.0,-245038.0,16483387.0,144859909.0
-244753.0,115557074.0,146228285.0,142500616.0
121226226.0,22414036.0,105432129.0,17916683.0
115344374.0,132244187.0,17466436.0,159826701.0
15549431.0,-245027.0,17466440.0,42599188.0
-228360.0,15270626.0,158254154.0,16687893.0
-244744.0,18064103.0,63636555.0,4178710.0
103072769.0,135619305.0,80004171.0,91718426.0
138757129.0,15827695.0,129500244.0,148497180.0
77825035.0,45826803.0,-244646.0,130917151.0
-244725.0,16351996.0,-211874.0,138003234.0
16745494.0,98632452.0,-228244.0,-236764.0
103007256.0,15540996.0,133203059.0,18981674.0
15926318.0,91824901.0,116393080.0,-236755.0
123765808.0,32408327.0,-211845.0,-244946.0
6210608.0,144859909.0,17974398.0,22766383.0
-211920.0,158548745.0,102810754.0,-236747.0
19186739.0,17916683.0,147571844.0,89056058.0
42501175.0,42599188.0,152208518.0,-228546.0
16483387.0,16687893.0,12207240.0,-236737.0
146228285.0,157426453.0,38044814.0,15573827.0
105432129.0,4178710.0,146064527.0,132285259.0
17466436.0,148497180.0,139232415.0,130786136.0
17466440.0,130917151.0,150914209.0,145146715.0
158254154.0,138003234.0,93815971.0,42247005.0
63636555.0,-236764.0,103171236.0,120374111.0
80004171.0,18981674.0,-211801.0,45351784.0
129500244.0,-236755.0,126665899.0,16843625.0
35652698.0,-244946.0,155845804.0,16925545.0
-244646.0,22766383.0,56394925.0,99124077.0
-211874.0,49865522.0,108430517.0,-220306.0
-228244.0,-236747.0,149882037.0,66831213.0
133203059.0,107856696.0,88343737.0,102007664.0
116393080.0,100860729.0,135922875.0,12288880.0
150914168.0,89056058.0,139691193.0,39928690.0
-211845.0,61825851.0,19776702.0,15270772.0
17974398.0,-228546.0,-228155.0,57574267.0
102810754.0,-236737.0,144377032.0,20915067.0
152208518.0,15573827.0,146130120.0,150250365.0
12207240.0,10412873.0,51102921.0,128500611.0
38044814.0,132285259.0,7439567.0,118080390.0
139232415.0,22209358.0,15680721.0,23659399.0
150914209.0,130786136.0,18629842.0,39355272.0
93815971.0,145146715.0,134808789.0,144311176.0
-211801.0,42247005.0,103826646.0,150717322.0
56394925.0,120374111.0,151520473.0,21209997.0
149882037.0,24757090.0,114656477.0,138789779.0
88343737.0,16843625.0,106874078.0,15623060.0
144835769.0,16925545.0,-244514.0,139355032.0
135922875.0,99124077.0,-244512.0,22029215.0
139691193.0,-220306.0,55575777.0,42378144.0
19776702.0,102007664.0,117359844.0,59818911.0
-211773.0,12288880.0,15811822.0,-236639.0
-228155.0,39928690.0,157254895.0,139256737.0
144377032.0,15270772.0,160498935.0,6480805.0
146130120.0,-203914.0,-211716.0,15541158.0
51102921.0,107053944.0,16352511.0,142508970.0
-244533.0,158319480.0,140395776.0,146613162.0
7439567.0,20915067.0,12961026.0,-236625.0
15680721.0,16016252.0,-244473.0,114377648.0
18629842.0,128500611.0,123651337.0,112337846.0
134808789.0,118080390.0,117540110.0,32326582.0
103826646.0,23659399.0,-244465.0,18006967.0
114656477.0,39355272.0,-211695.0,155411382.0
106874078.0,144311176.0,118015251.0,103211972.0
-244514.0,39691145.0,104793365.0,-236599.0
-244512.0,32400267.0,158336281.0,32506828.0
55575777.0,148480908.0,19776798.0,14484429.0
37455074.0,21209997.0,-244449.0,-220207.0
117359844.0,36283279.0,150357295.0,15737809.0
110642408.0,138789779.0,16319796.0,151708627.0
139756779.0,114123668.0,39683380.0,155124693.0
157254895.0,15680405.0,90260796.0,103146457.0
160498935.0,15623060.0,123258174.0,130974682.0
-211716.0,29213599.0,36701503.0,121349083.0
16352511.0,42378144.0,13059394.0,115794906.0
140395776.0,-236639.0,87639375.0,-252961.0
12961026.0,139256737.0,-211629.0,152036321.0
-244473.0,142508970.0,19416406.0,159114216.0
123651337.0,-244819.0,146163032.0,-236567.0
117540110.0,-236625.0,16450907.0,130196463.0
-244465.0,112337846.0,114099548.0,135036925.0
-211695.0,32326582.0,17679708.0,121226226.0
118015251.0,18006967.0,16467304.0,-228360.0
104793365.0,155411382.0,16860523.0,-244744.0
82035990.0,-228416.0,-227983.0,-244739.0
15140121.0,39928773.0,123766131.0,-236541.0
158336281.0,-236599.0,-244358.0,36398083.0
149374237.0,-220207.0,23774589.0,-244725.0
19776798.0,15737809.0,107840894.0,16622612.0
150717728.0,103146457.0,-244354.0,16745494.0
76449060.0,42173402.0,-211584.0,103007256.0
-244444.0,121349083.0,15238534.0,36709413.0
150357295.0,115794906.0,39241099.0,15926318.0
16319796.0,-252961.0,133105036.0,123765808.0
39683380.0,-211996.0,16516497.0,-211920.0
90260796.0,21693416.0,39355809.0,61301811.0
123258174.0,-236567.0,152061346.0,17998902.0
36701503.0,130196463.0,16467364.0,42411067.0
13059394.0,121226226.0,101107115.0,-220100.0
87639375.0,15549431.0,132269488.0,146228285.0
-211629.0,-228360.0,15959473.0,105432129.0
19416406.0,-244744.0,84952503.0,56271940.0
146163032.0,-244739.0,138593720.0,120841284.0
16450907.0,-236541.0,-244295.0,150234183.0
114099548.0,36398083.0,-244292.0,17466440.0
15467870.0,138757129.0,114017730.0,106783817.0
-244387.0,-244725.0,-244280.0,80004171.0
16467304.0,20669451.0,139757002.0,129500244.0
16860523.0,16622612.0,160433610.0,133981272.0
-227983.0,16745494.0,-244277.0,-244642.0
123766131.0,103007256.0,86361547.0,158852213.0
127436147.0,37217311.0,135267795.0,17114231.0
-244358.0,36709413.0,21349844.0,116393080.0
107840894.0,16573478.0,-244265.0,17974398.0
-244354.0,15926318.0,101680602.0,-252801.0
-211584.0,6210608.0,118146527.0,102810754.0
15238534.0,-211920.0,-211484.0,147571844.0
39241099.0,61301811.0,137332208.0,12207240.0
133105036.0,17998902.0,119735799.0,39855245.0
116065680.0,42411067.0,24266235.0,38044814.0
16516497.0,-220100.0,39962112.0,135079065.0
150668692.0,146228285.0,16713220.0,-252771.0
39355809.0,105432129.0,160368137.0,139232415.0
152061346.0,17466436.0,150078988.0,93815971.0
16467364.0,56271940.0,86869519.0,16442533.0
15418793.0,-220090.0,57460241.0,-211801.0
101107115.0,120841284.0,115344916.0,16786610.0
132269488.0,17466440.0,158369301.0,140960948.0
15959473.0,106783817.0,-227817.0,149882037.0
84952503.0,133981272.0,-227816.0,119874741.0
138593720.0,-244646.0,-227811.0,139691193.0
-244295.0,-228244.0,150685216.0,135922875.0
-244292.0,17114231.0,152110629.0,-252738.0
15631805.0,116393080.0,23660075.0,-228155.0
114017730.0,-211845.0,39683629.0,105948358.0
103679430.0,-252801.0,132761137.0,144377032.0
-244280.0,102810754.0,118572596.0,51102921.0
139757002.0,12207240.0,15550006.0,7439567.0
160433610.0,100721800.0,17450550.0,15680721.0
-244277.0,39855245.0,95209016.0,134808789.0
86361547.0,38044814.0,19662401.0,103826646.0
135267795.0,135079065.0,143296067.0,-219944.0
21349844.0,120792220.0,16860742.0,-252711.0
157468118.0,-252771.0,-227769.0,103556316.0
-244265.0,139232415.0,-244153.0,114656477.0
101680602.0,53011618.0,111445582.0,114631900.0
-211484.0,93815971.0,-211373.0,-244514.0
-211477.0,103171236.0,16270933.0,-244512.0
137332208.0,16442533.0,47908441.0,121742561.0
119735799.0,126665899.0,17172060.0,-252700.0
24266235.0,-252754.0,37226078.0,117359844.0
39962112.0,16786610.0,-211354.0,-252697.0
16713220.0,40625330.0,145933926.0,-219928.0
-244217.0,108430517.0,-211351.0,121201896.0
160368137.0,119874741.0,16123501.0,139756779.0
150078988.0,88343737.0,21022317.0,15811822.0
86869519.0,139691193.0,120079982.0,106587378.0
57460241.0,-252738.0,159352432.0,16114930.0
115344916.0,19776702.0,15418992.0,39675124.0
-227817.0,144377032.0,-211342.0,-252682.0
-227811.0,51102921.0,147359349.0,-211716.0
150685216.0,36168905.0,-211334.0,16352511.0
152110629.0,-252725.0,16352891.0,12961026.0
23660075.0,7439567.0,46171773.0,-219900.0
39683629.0,15680721.0,16057981.0,-228086.0
132761137.0,134808789.0,114607742.0,35661066.0
118572596.0,103826646.0,134514304.0,-219893.0
15550006.0,-252711.0,145147519.0,51291404.0
17450550.0,126706908.0,40535682.0,117540110.0
95209016.0,114656477.0,156370569.0,-252658.0
-244166.0,106874078.0,110036624.0,97854738.0
19662401.0,-219937.0,157976210.0,135243026.0
143296067.0,-244514.0,95782551.0,118015251.0
16860742.0,55575777.0,-211304.0,-203494.0
-227769.0,37455074.0,32409241.0,-252643.0
-244153.0,121742561.0,117327522.0,19776798.0
20399689.0,-252700.0,-244047.0,156312865.0
111445582.0,117359844.0,16647861.0,76449060.0
-211373.0,113616102.0,79136440.0,-252635.0
16270933.0,-252697.0,154207932.0,-211674.0
47908441.0,-219928.0,-227651.0,139175210.0
17172060.0,110642408.0,119637694.0,16049451.0
37226078.0,121201896.0,15713990.0,150357295.0
-211354.0,15811822.0,46925518.0,131507507.0
145933926.0,16114930.0,-227632.0,16319796.0
-211351.0,39675124.0,121161425.0,90260796.0
16123501.0,-252682.0,22021843.0,127837501.0
120079982.0,-211716.0,15795931.0,123258174.0
159352432.0,16352511.0,17909471.0,13059394.0
15418992.0,-219900.0,106481380.0,133506374.0
-211342.0,-228086.0,37930724.0,149448007.0
147359349.0,35661066.0,121226991.0,-236216.0
18466422.0,51291404.0,-243985.0,123069770.0
158877304.0,117540110.0,-243981.0,-252597.0
-211334.0,-252658.0,-243980.0,-236206.0
16352891.0,-211695.0,-211210.0,-211629.0
46171773.0,135243026.0,146671354.0,129033556.0
16057981.0,-252653.0,12273403.0,146163032.0
114607742.0,118015251.0,17172221.0,17679708.0
134514304.0,104793365.0,128108295.0,15467870.0
40535682.0,82035990.0,79005451.0,16819554.0
123094659.0,15140121.0,-243941.0,-252570.0
156370569.0,-203494.0,150701858.0,17868135.0
110036624.0,43328795.0,155125539.0,16688486.0
157976210.0,-252643.0,30000931.0,-219801.0
-211304.0,149374237.0,15992619.0,16467304.0
32409241.0,19776798.0,16156469.0,16860523.0
19777182.0,-244449.0,-243914.0,-227983.0
6358689.0,156312865.0,-211141.0,15279474.0
15419041.0,76449060.0,18646846.0,123766131.0
117327522.0,-244444.0,19056446.0,127436147.0
-211291.0,139175210.0,84494144.0,-244358.0
114247342.0,16049451.0,-243903.0,-244354.0
-244047.0,-252627.0,117868354.0,81012098.0
16647861.0,150357295.0,127895363.0,116647303.0
79136440.0,131507507.0,23824194.0,133105036.0
129042105.0,90260796.0,104384323.0,111437196.0
38225592.0,127837501.0,-243884.0,20948369.0
154207932.0,123258174.0,-227499.0,-252526.0
119637694.0,13059394.0,138659669.0,113485212.0
138561218.0,-252603.0,134825814.0,-236129.0
15713990.0,133506374.0,152651612.0,37610911.0
-227632.0,149448007.0,148572006.0,121890209.0
121161425.0,-236216.0,-227478.0,152061346.0
22021843.0,123069770.0,108398446.0,53011874.0
-244008.0,-252597.0,-211088.0,19096996.0
15795931.0,-236206.0,125437820.0,15508903.0
17909471.0,-211629.0,106235779.0,62580136.0
106481380.0,129033556.0,17860483.0,101107115.0
37930724.0,146163032.0,52561801.0,-219731.0
121226991.0,16450907.0,16025481.0,135456173.0
-243985.0,17679708.0,115410828.0,132269488.0
-243981.0,-244387.0,16025493.0,15959473.0
-243980.0,16819554.0,103483287.0,-252492.0
-211210.0,19801446.0,52676504.0,-203340.0
146671354.0,-252570.0,147916699.0,22095286.0
12273403.0,17868135.0,144082847.0,84952503.0
17172221.0,16688486.0,81414051.0,1942968.0
134514430.0,-219801.0,120309669.0,138593720.0
128108295.0,16467304.0,-243794.0,-244295.0
79005451.0,16860523.0,81135536.0,-244292.0
-243941.0,-227983.0,66013105.0,119629246.0
150701858.0,123766131.0,147982258.0,114017730.0
155125539.0,127436147.0,103581633.0,71280070.0
30000931.0,-244358.0,15927237.0,-219704.0
15992619.0,107840894.0,146720709.0,-244280.0
-243914.0,-244354.0,42076105.0,139757002.0
-211141.0,15279492.0,158877640.0,-244277.0
18646846.0,116647303.0,136284109.0,146073039.0
84494144.0,39241099.0,15058893.0,115353044.0
-243903.0,133105036.0,113543124.0,-244265.0
117868354.0,111437196.0,134121428.0,101680602.0
127895363.0,116065680.0,18696156.0,-252453.0
23824194.0,16516497.0,18991069.0,53487071.0
104384323.0,-244328.0,128059367.0,-211484.0
157239112.0,113485212.0,111364074.0,99952107.0
-227499.0,-236129.0,16467953.0,-211477.0
38094676.0,37610911.0,21137396.0,122758646.0
138659669.0,121890209.0,-210943.0,119735799.0
134825814.0,53011874.0,-210942.0,24266235.0
152651612.0,139290016.0,134121477.0,-236035.0
148572006.0,16467364.0,150112261.0,39962112.0
158533483.0,19096996.0,105531397.0,16713220.0
108398446.0,15508903.0,-227320.0,-244218.0
-211088.0,39708073.0,-243702.0,-244217.0
125437820.0,-219731.0,114788370.0,-203254.0
106235779.0,115385774.0,115460115.0,40527374.0
17860483.0,-244306.0,116803605.0,57460241.0
16025481.0,132269488.0,130009115.0,129836566.0
15992720.0,135456173.0,152078365.0,-227817.0
16025493.0,-252492.0,153602075.0,-227816.0
103483287.0,22095286.0,17106986.0,119825946.0
52676504.0,84952503.0,121751597.0,-227811.0
147916699.0,1942968.0,154224686.0,38381086.0
144082847.0,138593720.0,-243662.0,153151006.0
81414051.0,-244295.0,-243660.0,106964520.0
120309669.0,-244292.0,23513144.0,15476265.0
-243794.0,119629246.0,155109443.0,111126058.0
117688238.0,114017730.0,55478351.0,23660075.0
66013105.0,40510916.0,-243633.0,39683629.0
147982258.0,141501893.0,-210858.0,-252370.0
-243786.0,103679430.0,156747862.0,-252369.0
113575866.0,15721924.0,159058008.0,19342895.0
157976512.0,-219704.0,-210856.0,15509041.0
151340993.0,59794887.0,158582871.0,17114675.0
48465861.0,139757002.0,63309916.0,-235981.0
15927237.0,-244277.0,128092253.0,17327669.0
146720709.0,146073039.0,126814305.0,15279670.0
42076105.0,115353044.0,-227231.0,15476279.0
123733961.0,21349844.0,43223145.0,17450550.0
-243769.0,-244265.0,147376237.0,95209016.0
158877640.0,101680602.0,120113266.0,15918647.0
136284109.0,-252453.0,146196597.0,19662401.0
91375561.0,118146527.0,134203511.0,143296067.0
15058893.0,116303337.0,137218167.0,23782979.0
