20220517_BOG_NB_congelados,20220517_BOG_NB_aseoehigiene,20220517_BOG_NB_lacteosyhuevos,20220517_BOG_NB_desechables
113543124.0,99952107.0,141903993.0,-252347.0
134121428.0,-211477.0,-243589.0,-227769.0
18696156.0,137332208.0,37488767.0,-244153.0
128059367.0,149546480.0,65423487.0,111445582.0
111364074.0,115484150.0,153995393.0,-211373.0
127272949.0,78161399.0,21219459.0,128607827.0
-210942.0,-236035.0,19581062.0,124888661.0
134121477.0,39962112.0,-243576.0,157836888.0
150112261.0,21014018.0,128419985.0,19687002.0
105531397.0,16713220.0,147310739.0,17172060.0
-227320.0,-244218.0,158337175.0,117352028.0
-243702.0,-203254.0,126601372.0,121792097.0
114788370.0,40527374.0,113805469.0,119645794.0
-243694.0,57460241.0,151980190.0,-203165.0
115460115.0,127895058.0,-243553.0,145933926.0
116803605.0,115344916.0,114231461.0,-211351.0
130009115.0,-227817.0,17402023.0,16123501.0
153602075.0,-227816.0,-243543.0,159352432.0
17106986.0,-203239.0,-210772.0,15418992.0
121751597.0,119825946.0,44665006.0,-211342.0
154224686.0,-227811.0,-227149.0,130885238.0
-243662.0,153151006.0,15272120.0,64169591.0
-243660.0,106964520.0,117803193.0,-211334.0
23513144.0,15476265.0,43813050.0,16352891.0
159402044.0,23660075.0,38078652.0,18622075.0
155109443.0,-252370.0,146671805.0,46171773.0
-243644.0,19342895.0,146213056.0,15197818.0
-243633.0,152086065.0,148031680.0,22210173.0
-210858.0,15509041.0,-243519.0,134514304.0
156747862.0,17114675.0,43239622.0,130279042.0
158582871.0,132761137.0,35834055.0,136636034.0
128092253.0,30631473.0,150718666.0,-252277.0
126814305.0,15279670.0,15190220.0,39397008.0
-227231.0,15476279.0,159795413.0,134669968.0
23709794.0,15550006.0,138578138.0,157976210.0
43223145.0,17450550.0,157944026.0,24241812.0
17598575.0,95209016.0,157354203.0,-252266.0
120113266.0,-235981.0,16238822.0,95782551.0
137218167.0,15918647.0,105973993.0,32409241.0
141903993.0,-235969.0,102533356.0,16000666.0
-243589.0,19662401.0,133155053.0,-252260.0
37488767.0,-252347.0,37488879.0,19777182.0
65423487.0,-227769.0,24758514.0,159213214.0
21219459.0,-244153.0,8603893.0,117327522.0
19581062.0,111445582.0,137267447.0,-211291.0
-243576.0,-211373.0,40765694.0,37365422.0
128419985.0,128607827.0,128059650.0,114247342.0
113805469.0,124888661.0,133630217.0,15394478.0
151980190.0,16270933.0,13404426.0,-244047.0
-243553.0,6284886.0,54167818.0,156214962.0
-210781.0,157836888.0,133318924.0,41477811.0
114231461.0,19687002.0,144656661.0,16647861.0
17402023.0,17172060.0,12208406.0,79136440.0
-243543.0,117352028.0,85346583.0,129042105.0
-210772.0,121792097.0,-227046.0,24159928.0
99535021.0,119645794.0,-243421.0,38225592.0
44665006.0,-211351.0,38537508.0,-211271.0
-227149.0,16123501.0,103647525.0,-227651.0
15272120.0,15418992.0,127813926.0,119637694.0
117803193.0,136619634.0,159369517.0,156296888.0
43813050.0,-211342.0,139413807.0,149251774.0
-243526.0,130885238.0,-243392.0,37922502.0
115443901.0,64169591.0,123095362.0,15713990.0
146671805.0,16180854.0,15567172.0,46925518.0
146213056.0,-211334.0,85084485.0,-203057.0
148031680.0,16352891.0,131647814.0,121161425.0
-243519.0,18622075.0,145115462.0,22021843.0
159090883.0,46171773.0,38865232.0,47212247.0
43239622.0,15197818.0,35424596.0,123791067.0
35834055.0,134514304.0,125897051.0,106481380.0
150718666.0,40535682.0,16894302.0,37930724.0
105629899.0,130279042.0,15190367.0,131606249.0
15190220.0,136636034.0,106940772.0,15541997.0
159795413.0,110036624.0,16107880.0,152069869.0
138578138.0,39397008.0,118622570.0,-243985.0
157944026.0,134669968.0,105531770.0,159508208.0
157354203.0,-252266.0,17746300.0,33957617.0
16238822.0,95782551.0,111774078.0,-252173.0
105973993.0,-211304.0,121801090.0,-243981.0
102533356.0,-252260.0,15485315.0,6637300.0
133155053.0,19777182.0,100419984.0,-243980.0
24758514.0,159213214.0,16845201.0,146671354.0
8603893.0,15681184.0,152177042.0,71263996.0
137267447.0,117327522.0,99961236.0,17172221.0
40765694.0,-219483.0,29231515.0,134514430.0
128059650.0,15394478.0,-226916.0,147941120.0
133630217.0,-244047.0,24267167.0,128108295.0
54167818.0,41477811.0,39258535.0,51111687.0
133318924.0,16647861.0,35850666.0,122316560.0
115165457.0,79136440.0,60082604.0,147990291.0
144656661.0,129042105.0,150948271.0,15394581.0
12208406.0,24159928.0,40503734.0,-243941.0
85346583.0,15566523.0,-226888.0,114616092.0
-227046.0,38225592.0,15157691.0,154314527.0
-243421.0,-227651.0,125405629.0,-252117.0
38537508.0,119637694.0,15911358.0,159196985.0
103647525.0,-211271.0,32491967.0,59795261.0
102664485.0,156296888.0,-226878.0,18646846.0
127813926.0,149251774.0,121342403.0,84494144.0
159369517.0,37922502.0,113641931.0,135112513.0
139413807.0,15713990.0,134728148.0,117868354.0
157911358.0,-203057.0,36391382.0,127895363.0
-243392.0,121161425.0,95406551.0,23824194.0
123095362.0,21145298.0,49007065.0,45164354.0
158370117.0,22021843.0,15272418.0,104384323.0
85084485.0,47212247.0,18975205.0,105523022.0
131647814.0,123791067.0,-243223.0,-202929.0
145115462.0,17909471.0,-243222.0,147007312.0
39504202.0,106481380.0,139725296.0,-243884.0
-210609.0,37930724.0,17680894.0,-227499.0
38865232.0,131606249.0,39275008.0,138659669.0
35424596.0,15541997.0,15272456.0,158033756.0
125897051.0,152069869.0,37915150.0,114272093.0
16894302.0,-243985.0,125422099.0,103507811.0
106940772.0,15394542.0,15993365.0,149497704.0
16107880.0,33957617.0,152619540.0,108398446.0
118622570.0,-252173.0,125651478.0,114747247.0
105531770.0,-243981.0,18778649.0,68626288.0
17746300.0,-243980.0,133941787.0,98232178.0
111774078.0,146671354.0,4082204.0,136013688.0
121801090.0,12273403.0,157338139.0,147040122.0
15485315.0,17172221.0,18975265.0,22194043.0
156404109.0,147941120.0,150309413.0,125437820.0
100419984.0,128108295.0,103500325.0,-202883.0
152177042.0,51111687.0,149424681.0,13379456.0
99961236.0,122316560.0,109611569.0,17180544.0
29231515.0,132146961.0,91032114.0,106235779.0
131041692.0,147990291.0,22301241.0,17860483.0
24267167.0,-243941.0,150719037.0,-252028.0
39258535.0,114616092.0,-226744.0,36169603.0
141281705.0,30000931.0,32508495.0,-252024.0
35850666.0,-252117.0,15436370.0,16025481.0
150948271.0,20227894.0,108939860.0,146630541.0
40503734.0,-243914.0,120130133.0,41166739.0
-226888.0,50456375.0,146655832.0,16025493.0
15157691.0,44492602.0,134728283.0,103483287.0
125405629.0,59795261.0,159795802.0,52676504.0
15911358.0,18646846.0,-210339.0,147916699.0
32491967.0,19056446.0,-243107.0,144082847.0
-226878.0,84494144.0,131418720.0,81414051.0
121342403.0,-243903.0,148015713.0,120309669.0
113641931.0,117868354.0,23480930.0,117598123.0
15682002.0,127895363.0,-226709.0,-243794.0
134728148.0,23824194.0,-226708.0,117688238.0
36391382.0,-252093.0,100649582.0,81135536.0
95406551.0,104384323.0,-226705.0,66013105.0
49007065.0,158689093.0,16124537.0,147982258.0
15272418.0,16066380.0,46008954.0,139143090.0
18975205.0,105523022.0,136710778.0,-251979.0
-243223.0,158541647.0,159369865.0,-219207.0
-243222.0,-202929.0,-226673.0,132687804.0
157338092.0,-243884.0,114625171.0,48465861.0
139725296.0,-227499.0,-226669.0,15927237.0
138480114.0,138659669.0,15354525.0,146720709.0
138594804.0,158033756.0,121162403.0,158877640.0
-226824.0,114272093.0,-243036.0,123733961.0
17680894.0,103507811.0,153307827.0,91375561.0
39275008.0,33974119.0,157043381.0,15058893.0
15272456.0,108398446.0,91425464.0,-235568.0
37915150.0,114747247.0,152603320.0,113543124.0
125422099.0,98232178.0,15190718.0,18696156.0
152160788.0,136013688.0,32705216.0,12675040.0
15993365.0,22194043.0,158567107.0,128059367.0
152619540.0,125437820.0,134597321.0,75524071.0
125651478.0,-202883.0,16665292.0,111364074.0
18778649.0,13379456.0,139856589.0,-251925.0
133941787.0,17180544.0,41847502.0,127272949.0
4082204.0,106235779.0,111790799.0,-219138.0
157338139.0,-252028.0,18975440.0,-235520.0
150309413.0,36169603.0,23087828.0,147015681.0
149424681.0,-252024.0,155880150.0,-210942.0
141003308.0,16025481.0,66374361.0,105531397.0
109611569.0,114042770.0,17861341.0,-251897.0
91032114.0,16025493.0,-242977.0,-227320.0
22301241.0,103483287.0,149523169.0,15181840.0
150719037.0,52676504.0,16583394.0,115460115.0
-226754.0,147916699.0,18615012.0,46000147.0
-226744.0,144082847.0,18991848.0,18376730.0
32508495.0,120309669.0,18402024.0,-243685.0
15436370.0,-243794.0,139365100.0,16394268.0
120130133.0,117688238.0,129583854.0,130009115.0
146655832.0,81135536.0,157338353.0,156313632.0
24103514.0,66013105.0,131681015.0,-251863.0
134728283.0,147982258.0,-226556.0,17106986.0
159795802.0,139143090.0,126274321.0,122021932.0
-210339.0,-219207.0,37456668.0,-243662.0
-243106.0,16426938.0,21138203.0,120678450.0
131418720.0,132687804.0,37341982.0,-243660.0
148015713.0,-243779.0,15633186.0,23513144.0
149490274.0,16033728.0,9751331.0,20473916.0
146721373.0,15927237.0,41470756.0,-243644.0
23480930.0,146720709.0,40061737.0,115304516.0
101468778.0,19580870.0,121801514.0,104343631.0
16026220.0,-243769.0,49220401.0,149530703.0
-226708.0,42076105.0,-242895.0,114632785.0
100649582.0,123733961.0,122473265.0,-219055.0
16124537.0,91375561.0,54889269.0,-243633.0
46008954.0,15058893.0,15747893.0,16705621.0
136710778.0,-235568.0,82266936.0,156747862.0
159369865.0,113543124.0,127470396.0,158582871.0
-226673.0,18696156.0,133909314.0,139798616.0
114625171.0,12675040.0,40897347.0,-210856.0
-226669.0,128059367.0,17845063.0,-227231.0
21727902.0,75524071.0,-210104.0,72181860.0
15354525.0,111364074.0,155175751.0,-251801.0
121162403.0,-251925.0,31837002.0,-251800.0
-243036.0,38520814.0,95013713.0,43223145.0
140266163.0,-219138.0,-210093.0,117893228.0
153307827.0,-210942.0,18516821.0,147376237.0
157043381.0,-251900.0,148228952.0,-235408.0
152603320.0,-227320.0,89672538.0,120113266.0
148556477.0,-243702.0,155929437.0,146196597.0
15190718.0,15181840.0,-210082.0,137218167.0
32705216.0,115460115.0,-226463.0,141903993.0
158567107.0,46000147.0,48466787.0,-251781.0
134597321.0,153602075.0,148081508.0,-243589.0
16665292.0,16394268.0,105450343.0,37488767.0
139856589.0,122021932.0,-210070.0,65423487.0
41847502.0,-243662.0,66030443.0,153995393.0
111790799.0,120678450.0,146328431.0,21219459.0
114625236.0,23513144.0,27364211.0,-243576.0
23087828.0,20473916.0,139135863.0,-251765.0
155880150.0,-243644.0,15534968.0,147310739.0
-210218.0,55478351.0,-242825.0,154560659.0
66374361.0,104343631.0,112937848.0,146729121.0
24759004.0,149530703.0,148032381.0,114231461.0
17861341.0,-219055.0,121179010.0,17402023.0
-242977.0,159787088.0,16173956.0,-243543.0
16583394.0,-243633.0,-242811.0,-210772.0
18615012.0,16705621.0,142281606.0,132655282.0
18991848.0,-210858.0,18369415.0,-227149.0
113511148.0,158582871.0,-242803.0,15272120.0
139365100.0,139798616.0,132156311.0,117803193.0
129583854.0,-210856.0,-242790.0,43813050.0
157338353.0,-219045.0,-210003.0,-251715.0
131681015.0,63309916.0,103123890.0,146213056.0
155896579.0,128092253.0,43731892.0,43239622.0
-226556.0,-227231.0,121965493.0,96512201.0
117394183.0,146237538.0,18566069.0,-218932.0
19860249.0,-251800.0,-242762.0,-235316.0
22383387.0,43223145.0,152062901.0,116713678.0
130501403.0,117893228.0,-226372.0,150005967.0
37341982.0,147376237.0,151456700.0,159795413.0
41470756.0,17598575.0,-226370.0,94906584.0
40061737.0,-235408.0,30641087.0,47671512.0
121801514.0,120113266.0,51563457.0,157944026.0
49220401.0,141903993.0,-209982.0,109881562.0
-242895.0,-251781.0,131451844.0,5368026.0
122473265.0,-243589.0,150260676.0,21948639.0
54889269.0,37488767.0,-242741.0,-251679.0
15747893.0,65423487.0,-209969.0,16238822.0
82266936.0,-202622.0,126979025.0,-202520.0
127470396.0,21219459.0,146738131.0,-202519.0
133909314.0,-243576.0,106351574.0,15165672.0
40897347.0,-251765.0,49957852.0,102533356.0
17845063.0,147310739.0,146721764.0,133155053.0
-210104.0,154560659.0,114215913.0,24758514.0
155175751.0,113805469.0,138529769.0,8603893.0
31837002.0,114231461.0,-209939.0,134719734.0
95013713.0,-243543.0,-209930.0,-251655.0
21515091.0,150857897.0,115608567.0,123250938.0
-210093.0,-210772.0,8981501.0,40765694.0
18516821.0,44665006.0,23071747.0,77900038.0
150735705.0,132655282.0,15518723.0,133630217.0
89672538.0,-227149.0,-226296.0,13404426.0
155929437.0,15272120.0,16763919.0,54167818.0
-210082.0,117803193.0,15813651.0,16623881.0
48466787.0,43813050.0,125078551.0,133318924.0
148081508.0,-251717.0,39930905.0,115165457.0
105450343.0,-251715.0,113495065.0,47687957.0
51317607.0,146213056.0,-242661.0,144656661.0
-210070.0,147990720.0,20220956.0,12208406.0
66030443.0,43239622.0,134122529.0,-243433.0
146328431.0,35834055.0,155175971.0,-202471.0
27364211.0,96512201.0,114019376.0,40765725.0
139135863.0,-218932.0,36703287.0,-243421.0
15534968.0,-235316.0,150981689.0,38537508.0
-242825.0,116713678.0,99109948.0,103647525.0
21941112.0,94906584.0,105516097.0,127813926.0
112937848.0,109881562.0,155831364.0,148990243.0
148032381.0,157354203.0,20925510.0,16705834.0
157420415.0,-251684.0,40520778.0,41494830.0
121179010.0,5368026.0,117525578.0,30353716.0
16173956.0,21948639.0,155143243.0,54520118.0
142281606.0,-251679.0,-226226.0,139700538.0
18369415.0,16238822.0,-242605.0,45639994.0
-242803.0,15165672.0,37948503.0,-243392.0
135891862.0,-202519.0,158977114.0,123095362.0
132156311.0,133155053.0,-242595.0,-218813.0
-242790.0,37488879.0,12962910.0,15567172.0
-210003.0,17697008.0,112888927.0,131647814.0
103123890.0,21407985.0,60640351.0,39504202.0
154078131.0,16820465.0,132664425.0,15395154.0
43731892.0,24758514.0,15764588.0,15329618.0
121965493.0,8603893.0,-242578.0,125897051.0
18566069.0,134719734.0,-242575.0,147499357.0
-242762.0,137267447.0,15289462.0,16894302.0
-226372.0,-251655.0,88755322.0,15190367.0
151456700.0,123250938.0,76303482.0,106940772.0
-226370.0,77900038.0,127929470.0,84060520.0
30641087.0,133630217.0,133909634.0,118622570.0
38980547.0,13404426.0,121359502.0,127330669.0
131451844.0,54167818.0,19270805.0,50350451.0
150260676.0,16623881.0,140446869.0,16181622.0
-209969.0,133318924.0,126274713.0,17746300.0
146738131.0,16279822.0,133958812.0,111774078.0
106351574.0,47687957.0,22891678.0,121801090.0
49957852.0,12208406.0,15535264.0,15485315.0
133925859.0,-202471.0,154225824.0,20474251.0
146721764.0,-227046.0,132713636.0,136751502.0
-209943.0,-243421.0,16354469.0,100419984.0
114215913.0,38537508.0,16616616.0,18639256.0
-209939.0,148990243.0,153930931.0,-210534.0
-209930.0,127813926.0,15649974.0,131041692.0
115608567.0,-235226.0,-242506.0,24267167.0
8981501.0,16705834.0,42388664.0,138733987.0
23071747.0,41494830.0,-226116.0,39258535.0
-226296.0,30353716.0,-209731.0,96496041.0
125078551.0,54520118.0,-209730.0,35850666.0
39930905.0,41593145.0,40062150.0,60082604.0
-242661.0,139700538.0,133156039.0,150948271.0
20220956.0,-218821.0,69389510.0,124299699.0
155175971.0,123267386.0,-226098.0,113437107.0
-209880.0,45639994.0,43338959.0,40503734.0
24185900.0,123095362.0,158928087.0,123726264.0
114019376.0,131647814.0,150654168.0,15157691.0
99109948.0,145115462.0,91819229.0,125405629.0
105516097.0,39504202.0,26741982.0,15911358.0
155831364.0,38865232.0,132320486.0,32491967.0
20925510.0,15395154.0,157273326.0,-226878.0
40520778.0,125897051.0,140872946.0,121342403.0
117525578.0,16894302.0,40062212.0,98232770.0
-226226.0,15190367.0,16272647.0,-235066.0
-242605.0,84060520.0,117443848.0,100772302.0
37948503.0,16107880.0,148081928.0,146713039.0
158977114.0,118622570.0,19778829.0,134728148.0
-242595.0,127330669.0,121949467.0,36391382.0
12962910.0,16181622.0,16239900.0,76868056.0
112888927.0,17746300.0,16665886.0,49007065.0
60640351.0,121801090.0,146345247.0,15272418.0
132664425.0,-218750.0,144067874.0,18975205.0
15764588.0,15485315.0,16108839.0,-243223.0
15289462.0,20474251.0,127831342.0,-243222.0
88755322.0,136751502.0,145165614.0,119892461.0
76303482.0,100419984.0,44682545.0,132704750.0
127929470.0,18639256.0,35441969.0,138594804.0
133909634.0,-210534.0,148098355.0,-251397.0
148573325.0,29231515.0,-225990.0,39275008.0
19270805.0,24267167.0,138022205.0,158509569.0
140446869.0,138733987.0,19647805.0,15272456.0
133958812.0,39258535.0,105467199.0,37915150.0
22891678.0,35850666.0,160435522.0,125422099.0
15535264.0,60082604.0,134696263.0,152619540.0
154225824.0,124299699.0,-209589.0,15993365.0
132713636.0,113437107.0,-242347.0,125651478.0
16354469.0,40503734.0,152620373.0,16771610.0
153930931.0,-226888.0,115395935.0,4082204.0
15649974.0,15157691.0,17534304.0,18975265.0
-242506.0,125405629.0,97783136.0,103500325.0
-226116.0,15911358.0,44371305.0,16116273.0
-209731.0,32491967.0,136056169.0,91032114.0
-209730.0,-226878.0,146853225.0,20654648.0
72797380.0,121342403.0,132320620.0,-218565.0
40062150.0,-210493.0,-209549.0,18721348.0
133156039.0,98232770.0,126782839.0,14789194.0
69389510.0,100772302.0,156388728.0,53602894.0
-226098.0,146713039.0,-242310.0,32508495.0
43338959.0,147253710.0,16567676.0,38988367.0
158928087.0,-235052.0,16354685.0,15436370.0
150654168.0,36391382.0,46173565.0,108939860.0
91819229.0,41298393.0,16731516.0,120130133.0
26741982.0,49007065.0,119688575.0,146655832.0
15535328.0,15272418.0,103140738.0,134728283.0
132320486.0,18975205.0,157961603.0,-243107.0
157273326.0,-243222.0,156831110.0,148015713.0
140872946.0,132704750.0,146935177.0,23480930.0
40062212.0,-226824.0,44240267.0,16706151.0
16272647.0,-251397.0,96996748.0,101468778.0
117443848.0,114289150.0,15650190.0,16026220.0
19778829.0,39275008.0,77073808.0,-226708.0
15977741.0,158509569.0,15355280.0,126855789.0
121949467.0,16017924.0,15437203.0,-226705.0
-209636.0,15272456.0,-225894.0,100649582.0
146345247.0,37915150.0,-242277.0,127904369.0
144067874.0,125422099.0,1281440.0,101968493.0
16370979.0,152619540.0,17927592.0,155970161.0
16108839.0,15993365.0,36687272.0,-251274.0
127831342.0,125651478.0,156372394.0,46008954.0
145165614.0,4082204.0,108400044.0,136710778.0
43830576.0,105851424.0,118885805.0,-251270.0
44682545.0,42379812.0,30870962.0,122825341.0
35441969.0,103500325.0,-225870.0,135129726.0
148098355.0,16116273.0,16731573.0,124381831.0
21794102.0,91032114.0,-242246.0,15510155.0
-225990.0,-218565.0,132648383.0,32172686.0
138022205.0,-251333.0,138169793.0,-226673.0
19647805.0,-226754.0,48188868.0,-202095.0
160435522.0,14789194.0,156257736.0,114625171.0
134696263.0,32508495.0,56217035.0,-226669.0
39095636.0,38988367.0,-225834.0,144812692.0
-242347.0,15436370.0,154242518.0,15354525.0
152620373.0,108939860.0,125504986.0,-243036.0
-242343.0,120130133.0,131599835.0,144059045.0
149605722.0,72690263.0,115461598.0,-234838.0
115395935.0,146655832.0,131599841.0,132213422.0
17534304.0,24103514.0,151080422.0,-251214.0
97783136.0,134728283.0,106597871.0,140266163.0
136744293.0,-210339.0,45452785.0,153307827.0
44371305.0,-243107.0,-242190.0,157043381.0
136056169.0,18704993.0,149360115.0,18623162.0
146853225.0,23480930.0,15388154.0,14805690.0
132320620.0,40757861.0,127307259.0,-234821.0
-209549.0,16026220.0,68980226.0,15190718.0
126782839.0,-226708.0,158600721.0,16706248.0
156388728.0,126855789.0,30346770.0,88468171.0
16567676.0,-226705.0,15863316.0,16665292.0
16354685.0,100649582.0,89230868.0,139856589.0
46173565.0,127904369.0,120131094.0,52243150.0
119688575.0,101968493.0,15388185.0,111790799.0
103140738.0,-251274.0,157388318.0,23087828.0
157961603.0,46008954.0,135908894.0,-210218.0
156831110.0,-251270.0,133647905.0,104032985.0
146935177.0,122825341.0,123178534.0,17861341.0
96996748.0,135129726.0,116461096.0,41478880.0
15650190.0,124381831.0,38522408.0,88681185.0
77073808.0,15510155.0,150834733.0,16583394.0
15355280.0,-226673.0,136695346.0,129583854.0
15437203.0,-202095.0,-242125.0,157338353.0
157257112.0,114625171.0,-242124.0,-218377.0
-242277.0,-226669.0,15470134.0,130542338.0
111349148.0,13404829.0,154209847.0,-226556.0
1281440.0,15354525.0,31739448.0,117394183.0
17927592.0,121162403.0,16846393.0,20048650.0
36687272.0,-243036.0,48107068.0,155659022.0
156372394.0,144059045.0,-242109.0,7777039.0
108400044.0,-234838.0,43126340.0,126274321.0
118885805.0,132213422.0,115625542.0,136620819.0
-209490.0,107850415.0,15584839.0,134064918.0
30870962.0,-251214.0,147344978.0,133163798.0
16731573.0,140266163.0,42520148.0,52194075.0
132648383.0,18623162.0,147246678.0,37341982.0
138169793.0,14805690.0,157879905.0,158518048.0
156257736.0,-234821.0,16076395.0,15633186.0
56217035.0,15190718.0,81907308.0,9751331.0
-225834.0,32705216.0,16453233.0,41470756.0
154242518.0,157428416.0,-242060.0,39725862.0
131599835.0,16706248.0,38555257.0,16624425.0
115461598.0,134597321.0,-242053.0,40061737.0
131599841.0,-218421.0,111857276.0,156969772.0
106597871.0,16665292.0,-209284.0,49220401.0
45452785.0,139856589.0,16371328.0,105130809.0
-242190.0,41847502.0,133271169.0,20392771.0
149360115.0,52243150.0,125652618.0,-251066.0
15388154.0,111790799.0,114200212.0,17845063.0
127307259.0,88468171.0,121802389.0,37022535.0
53693959.0,23087828.0,15584917.0,31837002.0
158600721.0,104032985.0,-242026.0,42986317.0
30346770.0,24759004.0,159108761.0,37022542.0
15863316.0,17861341.0,113430171.0,-210093.0
120131094.0,41478880.0,-225635.0,18516821.0
15388185.0,88681185.0,15535781.0,123071317.0
143183386.0,16583394.0,113561253.0,-251049.0
135908894.0,18615012.0,97177256.0,83667802.0
133647905.0,18991848.0,16125612.0,155929437.0
123178534.0,129583854.0,121867948.0,-210082.0
38522408.0,157338353.0,159551161.0,48466787.0
150834733.0,-218377.0,21221056.0,-210070.0
96800306.0,130542338.0,139873984.0,-234642.0
136695346.0,19049219.0,61656773.0,146328431.0
-242125.0,155896579.0,151391944.0,-201872.0
-242124.0,20048650.0,-225588.0,38062962.0
15470134.0,126274321.0,23629519.0,148032381.0
154209847.0,-201967.0,121884368.0,157420415.0
31739448.0,136620819.0,36556497.0,16173956.0
16846393.0,134064918.0,126815954.0,17607557.0
48107068.0,-251104.0,37359316.0,-242811.0
-242109.0,15633186.0,20467414.0,56961930.0
43126340.0,9751331.0,-209193.0,139914126.0
16141893.0,41470756.0,-225576.0,15281046.0
115625542.0,39725862.0,146198233.0,132156311.0
15584839.0,16624425.0,15994593.0,43019164.0
42520148.0,40061737.0,-241945.0,-218209.0
147246678.0,156969772.0,42700521.0,-234592.0
16076395.0,15747893.0,-241941.0,147041187.0
81907308.0,82266936.0,16682733.0,-250969.0
16453233.0,105130809.0,113692400.0,256936.0
86412913.0,42167108.0,130289394.0,-234582.0
-242060.0,-251066.0,13012731.0,131083181.0
38555257.0,17845063.0,148180733.0,16149426.0
-225670.0,-210104.0,132599551.0,154078131.0
-242053.0,155175751.0,134532863.0,121965493.0
111857276.0,31837002.0,39358216.0,34188214.0
-209284.0,42986317.0,153472780.0,18566069.0
16371328.0,37022542.0,136089357.0,133180344.0
133271169.0,95013713.0,113594126.0,-242762.0
125652618.0,-210093.0,-241903.0,99396538.0
114200212.0,18516821.0,-241901.0,-226370.0
121802389.0,123071317.0,156847892.0,30641087.0
15584917.0,-251049.0,130780951.0,146697150.0
159108761.0,83667802.0,147525400.0,-209982.0
113430171.0,89672538.0,-209121.0,131451844.0
-225635.0,155929437.0,147279651.0,132836302.0
15535781.0,-210082.0,16846632.0,-218149.0
113561253.0,-226463.0,156340010.0,49957852.0
15191718.0,148155235.0,17911597.0,120843235.0
97177256.0,-210070.0,149557051.0,146721764.0
16125612.0,66030443.0,-241861.0,114215913.0
121867948.0,126839658.0,101207874.0,-209939.0
159551161.0,-234642.0,115478345.0,-209930.0
21221056.0,-201872.0,157290316.0,115608567.0
151473859.0,38062962.0,158240589.0,135244792.0
159567556.0,27364211.0,157929298.0,15608826.0
61656773.0,-242825.0,22024029.0,158116858.0
151391944.0,15534968.0,16650090.0,133164036.0
-225588.0,157420415.0,129634163.0,-226296.0
23629519.0,16173956.0,136662900.0,-201714.0
121884368.0,17607557.0,-241800.0,15813651.0
36556497.0,-242811.0,-209030.0,12577818.0
126815954.0,56961930.0,96522108.0,-242661.0
37359316.0,139914126.0,-209026.0,20220956.0
20467414.0,15281046.0,150720383.0,101968932.0
-209193.0,43019164.0,132222851.0,149285931.0
146198233.0,-218209.0,17600390.0,114019376.0
12619486.0,-234592.0,67637129.0,131771446.0
15994593.0,147041187.0,147328906.0,-201673.0
-241945.0,-250969.0,16125836.0,132672579.0
42700521.0,256936.0,20598670.0,116730952.0
-241941.0,131083181.0,-241777.0,117525578.0
16682733.0,103132079.0,16027538.0,114224205.0
146607856.0,103123890.0,79679380.0,-226226.0
130289394.0,16149426.0,-225387.0,-242605.0
13012731.0,43731892.0,38408087.0,40922201.0
148180733.0,121965493.0,134074265.0,158977114.0
134532863.0,34188214.0,107745181.0,-242595.0
39358216.0,18566069.0,-225376.0,21113950.0
107400970.0,133180344.0,157994913.0,112888927.0
153472780.0,-242762.0,150917029.0,12962910.0
136089357.0,99396538.0,18190246.0,60640351.0
113594126.0,-226370.0,-241737.0,20048989.0
-241901.0,30641087.0,83087289.0,15740003.0
156847892.0,-209982.0,108842938.0,16739427.0
15421206.0,131451844.0,-208962.0,147647593.0
130780951.0,38644684.0,16158680.0,-250773.0
15978265.0,132836302.0,156749791.0,15764588.0
-209121.0,-209969.0,-241692.0,-218003.0
107712289.0,126979025.0,141692902.0,-242578.0
147279651.0,-218149.0,34443245.0,19803248.0
16846632.0,45444059.0,41357300.0,127806582.0
156340010.0,-209939.0,110137337.0,88755322.0
17911597.0,42494963.0,151490567.0,76303482.0
149557051.0,-218122.0,16273434.0,155823232.0
-241861.0,115608567.0,136155165.0,100379777.0
101207874.0,-209930.0,155357217.0,133909634.0
115478345.0,15608826.0,31739939.0,112405635.0
157290316.0,158116858.0,36294692.0,123661459.0
158240589.0,8981501.0,-225243.0,19270805.0
157929298.0,133164036.0,147410979.0,140446869.0
22024029.0,-226296.0,140038188.0,134753430.0
16650090.0,15608840.0,15732782.0,-250728.0
129634163.0,114732041.0,146690102.0,126274713.0
136662900.0,-201714.0,-241606.0,15887514.0
-209030.0,16763919.0,96423997.0,133958812.0
96522108.0,15813651.0,20598852.0,22891678.0
-209026.0,113495065.0,158879820.0,132713636.0
150720383.0,12577818.0,158470225.0,16354469.0
158961537.0,-242661.0,159322197.0,118910118.0
132222851.0,20220956.0,15454294.0,108620967.0
17600390.0,101968932.0,135958617.0,16616616.0
67637129.0,149285931.0,146313306.0,132705450.0
147328906.0,99855406.0,15061086.0,42151087.0
16125836.0,114019376.0,45813857.0,30370992.0
-241777.0,131771446.0,17322082.0,153930931.0
16027538.0,36703287.0,154095714.0,15649974.0
79679380.0,-201673.0,151556199.0,-242506.0
134074265.0,38399036.0,133943400.0,159526072.0
107745181.0,105516097.0,157421677.0,42388664.0
157994913.0,132672579.0,145117298.0,131099833.0
150917029.0,116730952.0,24186995.0,12692667.0
-241746.0,117525578.0,97489011.0,-209731.0
-241737.0,-242605.0,90673269.0,-250689.0
