20220422_CMX_NB_verduras_W16,20220422_CMX_NB_frutas_W16,20220422_CMX_NB_tuberculos_W16
60064676.0,46007062.0,59442230.0
36275109.0,41157398.0,66192441.0
17171368.0,120849181.0,-261061.0
132678568.0,118620958.0,40895550.0
74318762.0,19071778.0,-261057.0
51676075.0,-261337.0,-261056.0
48464808.0,126845741.0,107349065.0
53281715.0,18776878.0,105514059.0
-261193.0,113509167.0,-261044.0
63996857.0,60654387.0,41026638.0
58983355.0,50987830.0,-261039.0
120193982.0,50987833.0,140444763.0
56165311.0,114262845.0,33752159.0
63964096.0,83460926.0,55706721.0
-261181.0,55837504.0,16122980.0
69632965.0,20054849.0,58000487.0
15958981.0,20939585.0,55837802.0
120914887.0,136020803.0,42271853.0
61670344.0,20579140.0,23594099.0
100664265.0,53019461.0,141624440.0
31753165.0,17236810.0,59442297.0
-261160.0,22119242.0,106890373.0
-261159.0,51217227.0,76743816.0
122323928.0,22119246.0,51774605.0
36537308.0,-261295.0,45614225.0
50562014.0,39256920.0,130942099.0
84902880.0,49021796.0,62588061.0
132121569.0,142345063.0,73925793.0
118490101.0,129041255.0,-260951.0
16024566.0,30376808.0,53806252.0
95978489.0,67797869.0,134022318.0
124945407.0,139232112.0,95618224.0
-261120.0,51676019.0,53806262.0
109511687.0,48006004.0,55837880.0
136741897.0,125436800.0,-260930.0
49316879.0,129205123.0,55837889.0
88769557.0,136184714.0,53806280.0
125568022.0,89981835.0,134153418.0
57443349.0,140379020.0,49218774.0
63472666.0,129172365.0,125568216.0
49021980.0,-261233.0,116589785.0
107381792.0,73499535.0,53675230.0
114164769.0,63308691.0,138085600.0
52560932.0,119047068.0,53806316.0
57443371.0,60064670.0,61080818.0
60785712.0,55837599.0,22873330.0
22971443.0,44696480.0,91030773.0
125076533.0,48661408.0,37356790.0
59442230.0,41616288.0,38208769.0
66192441.0,60064676.0,144639253.0
60064825.0,80675750.0,-260842.0
68781114.0,17171368.0,38208797.0
59671612.0,132678568.0,132711711.0
105481276.0,74318762.0,72746272.0
40895550.0,51676075.0,41878817.0
105514059.0,53281715.0,-260830.0
-261044.0,81429428.0,86836519.0
124421197.0,39814068.0,53151023.0
41026638.0,-261193.0,20841776.0
82347087.0,66585527.0,23790901.0
60785746.0,63996857.0,120259899.0
140444763.0,58983355.0,109643078.0
33752159.0,56165311.0,16909641.0
55706721.0,63964096.0,73925971.0
39945318.0,20218818.0,106431828.0
58000487.0,-261181.0,58262867.0
42992749.0,140411842.0,38405467.0
105481348.0,69632965.0,65471835.0
106890373.0,15958981.0,117310813.0
48006279.0,61670344.0,58131806.0
76743816.0,100664265.0,9307487.0
103449738.0,31753165.0,56624479.0
45614225.0,135168978.0,112395618.0
130942099.0,-261160.0,55838065.0
73925793.0,122323928.0,51578225.0
-260951.0,36537308.0,53675380.0
134022318.0,84902880.0,110626166.0
45057199.0,138609635.0,-260745.0
53806262.0,48366568.0,138675575.0
55837880.0,16024566.0,117900662.0
57771199.0,95978489.0,101647735.0
55837889.0,81953788.0,-260729.0
53806280.0,124945407.0,57083273.0
134153418.0,-261120.0,58721677.0
125568216.0,75236356.0,118097294.0
116589785.0,143229958.0,65275279.0
87655652.0,109511687.0,40437134.0
60654825.0,136741897.0,138085775.0
53806316.0,62293004.0,97453457.0
18121965.0,49316879.0,132384152.0
19105007.0,88769557.0,139199899.0
22873330.0,125568022.0,102630812.0
91030773.0,141689878.0,90244509.0
37356790.0,57443349.0,16450974.0
60654845.0,63472666.0,67831205.0
60654847.0,49021980.0,45811117.0
57443594.0,114164769.0,58721710.0
-260842.0,52560932.0,58262959.0
20219160.0,134022180.0,56624567.0
60196121.0,57443371.0,124388792.0
132711711.0,32506926.0,37225913.0
-260830.0,51577904.0,130549185.0
140346658.0,22971443.0,118621636.0
114328868.0,125076533.0,96667082.0
86836519.0,59442230.0,-260660.0
53151023.0,66192441.0,83428812.0
26379570.0,68781114.0,74384844.0
23790901.0,-261061.0,69862864.0
49317176.0,105481276.0,56624593.0
60785977.0,40895550.0,142542284.0
120259899.0,56394822.0,65996239.0
109413692.0,81036360.0,52692437.0
83690814.0,105514059.0,63636950.0
97027397.0,-261044.0,78579168.0
109643078.0,41026638.0,39126496.0
16909641.0,82347087.0,74057188.0
30639436.0,60785746.0,58721765.0
103875922.0,55706721.0,53806565.0
73925971.0,39945318.0,19989995.0
106431828.0,58000487.0,56624631.0
103449939.0,55837802.0,77727227.0
120227156.0,42992749.0,58721787.0
58262867.0,42271853.0,53806587.0
38405467.0,141624440.0,78710272.0
65471835.0,105481348.0,92079631.0
117310813.0,106890373.0,37357073.0
58131806.0,48006279.0,72680978.0
9307487.0,103449738.0,-260588.0
56624479.0,51774605.0,15468059.0
60654939.0,51872912.0,63309343.0
117409118.0,45614225.0,53806624.0
55477603.0,130942099.0,-260572.0
51217772.0,61539475.0,-260569.0
51578225.0,62588061.0,78579242.0
53675380.0,73925793.0,66192944.0
110626166.0,53806252.0,-260559.0
-260745.0,109970605.0,131532337.0
138675575.0,56263853.0,19007031.0
117900662.0,134022318.0,57673271.0
101647735.0,17401004.0,-260548.0
54887807.0,62588084.0,30737984.0
-260729.0,53806262.0,53675592.0
113542535.0,57771199.0,127927887.0
57083273.0,55837889.0,101254737.0
58721677.0,18711749.0,56624736.0
118097294.0,53806280.0,62588514.0
41846159.0,134153418.0,65013348.0
138085775.0,49218763.0,83428964.0
97453457.0,125568216.0,123405927.0
17401235.0,116589785.0,-260502.0
132384152.0,87655652.0,78120556.0
139199899.0,60654825.0,45614701.0
102630812.0,53806316.0,58721903.0
17401244.0,18121965.0,-260491.0
16450974.0,19105007.0,63309437.0
67831205.0,91030773.0,-260482.0
45811117.0,37356790.0,42600061.0
58721710.0,40666358.0,57476738.0
65439151.0,60654845.0,97781380.0
58262959.0,60654847.0,95225476.0
139888050.0,57443594.0,17106565.0
56624567.0,128550164.0,115345032.0
124388792.0,144639253.0,38209163.0
37225913.0,-260842.0,68814477.0
63473080.0,140281110.0,17696398.0
130549185.0,20219160.0,81004174.0
134120899.0,60196121.0,-260464.0
118621636.0,104498458.0,121898637.0
51873221.0,60196123.0,53151374.0
118654407.0,38208797.0,73074322.0
55707080.0,53675294.0,103876242.0
-260660.0,132711711.0,62588565.0
83428812.0,-260830.0,61081239.0
74384844.0,140346658.0,63309465.0
65996239.0,114328868.0,63637150.0
69862864.0,86836519.0,-260449.0
56624593.0,53151023.0,93193909.0
75531729.0,26379570.0,51578549.0
143099347.0,23790901.0,36177595.0
52692437.0,49317176.0,73074364.0
63636950.0,120259899.0,24774334.0
65045976.0,109413692.0,58721982.0
94340568.0,49317184.0,56624833.0
106857950.0,17401152.0,21038783.0
78579168.0,97027397.0,111806149.0
39126496.0,109643078.0,65210062.0
74057188.0,106399045.0,122029779.0
55346661.0,16909641.0,45352665.0
53806565.0,30639436.0,66651865.0
105088488.0,103875922.0,58722011.0
65832426.0,103449939.0,118556388.0
19989995.0,106431828.0,23594725.0
49120756.0,120227156.0,16647912.0
56624631.0,58262867.0,100665066.0
58721787.0,38405467.0,24184554.0
53806587.0,65471835.0,84543213.0
60196350.0,117310813.0,53675760.0
106857983.0,58131806.0,-260353.0
121865728.0,56624479.0,142345983.0
92079631.0,60654939.0,59442944.0
56395280.0,117409118.0,49219330.0
72680978.0,112395618.0,140379909.0
60524060.0,55477603.0,118556428.0
56395293.0,51217772.0,91752206.0
63309343.0,55838065.0,63309584.0
53806624.0,51578225.0,72681232.0
-260572.0,53675380.0,14878480.0
32015909.0,110626166.0,23594771.0
-260569.0,-260745.0,79038228.0
78579242.0,117900662.0,82249497.0
60196395.0,101647735.0,-260320.0
66192944.0,21497212.0,69601065.0
131532337.0,54887807.0,112985901.0
57673271.0,61310341.0,132319029.0
125535802.0,-260729.0,-260291.0
36668987.0,113542535.0,76810046.0
-260548.0,57083273.0,48564029.0
20416060.0,58721677.0,21038912.0
51217981.0,118097294.0,75958082.0
30737984.0,41846159.0,-260285.0
23103045.0,97453457.0,49219397.0
53675592.0,17401235.0,23725900.0
127927887.0,132384152.0,58722129.0
102794833.0,139199899.0,44697425.0
101254737.0,102630812.0,143656786.0
60065374.0,90244509.0,50988887.0
56624736.0,17401244.0,101189463.0
57443936.0,67831205.0,127928151.0
133989985.0,48006571.0,139265882.0
62588514.0,45811117.0,123864926.0
65013348.0,65439151.0,68224869.0
83428964.0,58262959.0,58001262.0
80578146.0,139888050.0,-260240.0
123405927.0,56624567.0,14813045.0
62752360.0,96994745.0,36308854.0
-260502.0,37225913.0,52561783.0
78120556.0,130549185.0,142346103.0
70616690.0,118621636.0,58722171.0
81823349.0,51873221.0,37226371.0
63309437.0,118654407.0,53020550.0
42600061.0,-260660.0,58001286.0
62752385.0,83428812.0,98699146.0
57476738.0,74384844.0,125110159.0
97781380.0,65996239.0,56625042.0
95225476.0,69862864.0,19859349.0
115345032.0,56624593.0,52561814.0
38209163.0,75531729.0,48367513.0
121898637.0,143099347.0,20055962.0
53151374.0,63636950.0,81594269.0
73074322.0,103515606.0,44959649.0
103876242.0,65045976.0,85919653.0
62588565.0,94340568.0,65996713.0
47023768.0,103974363.0,76744619.0
63309465.0,106857950.0,17106862.0
78218909.0,78579168.0,100206512.0
63637150.0,39126496.0,19662769.0
-260449.0,74057188.0,126027697.0
38897316.0,53806565.0,-260163.0
39683754.0,105088488.0,47581120.0
91391659.0,65832426.0,58001345.0
132023981.0,19989995.0,19662789.0
49579694.0,49120756.0,-260154.0
78218925.0,56624631.0,58722247.0
48006833.0,58721787.0,134088650.0
93193909.0,77727227.0,17106892.0
51578549.0,145393149.0,101648332.0
27494069.0,60196350.0,-260133.0
36177595.0,53806587.0,103024604.0
110003900.0,78710272.0,83757035.0
24774334.0,49120767.0,48367595.0
58721982.0,121865728.0,-260110.0
56624833.0,92079631.0,131532787.0
111806149.0,56395280.0,141232117.0
70813390.0,121275921.0,-260098.0
65210062.0,72680978.0,132188159.0
129599184.0,15468059.0,129107968.0
69633746.0,60524060.0,107350017.0
122029779.0,56395293.0,41486342.0
132155093.0,63309343.0,82315272.0
45352665.0,53806624.0,22415372.0
66651865.0,92112418.0,56952845.0
58722011.0,-260572.0,-260051.0
106989278.0,66192944.0,78710830.0
49317599.0,131532337.0,128649262.0
97814240.0,57673271.0,-260046.0
48006880.0,125535802.0,31852595.0
118556388.0,36668987.0,130943027.0
23594725.0,-260548.0,55838781.0
16647912.0,20416060.0,134088765.0
100665066.0,51217981.0,51972161.0
24184554.0,30737984.0,112920645.0
84543213.0,-260542.0,24250438.0
53675760.0,23103045.0,53807182.0
105481985.0,53675592.0,-260014.0
47679235.0,147490380.0,58263634.0
140379909.0,127927887.0,128518227.0
56264453.0,102794833.0,110495829.0
119703302.0,101254737.0,38864981.0
78087944.0,60065374.0,128059480.0
96012043.0,56624736.0,57083996.0
91752206.0,57443936.0,16648286.0
63309584.0,133989985.0,104728672.0
67798800.0,62588514.0,96012387.0
14878480.0,65013348.0,121833576.0
82249497.0,83428964.0,64358508.0
84117273.0,80578146.0,50989172.0
20416283.0,123405927.0,20056180.0
20416287.0,62752360.0,124455040.0
-260320.0,-260502.0,85002379.0
30574368.0,78120556.0,113510540.0
62490400.0,58721903.0,130877586.0
112985901.0,70616690.0,51579029.0
132319029.0,81823349.0,73599128.0
84182843.0,18122363.0,66848928.0
-260291.0,63309437.0,65472674.0
76810046.0,-260482.0,-259932.0
48564029.0,42600061.0,53676202.0
21038912.0,146769535.0,120260779.0
75958082.0,62752385.0,65210540.0
-260285.0,57476738.0,83757229.0
49219397.0,97781380.0,-259919.0
73959240.0,95225476.0,58853555.0
120751945.0,115345032.0,124389558.0
44697425.0,38209163.0,89065654.0
143656786.0,121898637.0,132843704.0
136808277.0,81004174.0,103155897.0
50988887.0,53151374.0,47581369.0
101189463.0,65242765.0,131795128.0
127928151.0,73074322.0,83822781.0
139265882.0,103876242.0,71895233.0
123864926.0,47023768.0,63310018.0
89950048.0,63309465.0,123799752.0
128616288.0,78218909.0,97388751.0
68224869.0,63637150.0,65210575.0
58623848.0,-260449.0,134023375.0
67995498.0,38897316.0,58001617.0
58001262.0,91391659.0,66390230.0
58623857.0,132023981.0,23791837.0
67405682.0,49579694.0,136186081.0
116295538.0,48006833.0,113576161.0
36308854.0,93193909.0,20580589.0
81954682.0,51578549.0,67373320.0
58722171.0,27494069.0,-259829.0
108627839.0,36177595.0,42993932.0
37226371.0,110003900.0,43125015.0
75663238.0,24774334.0,58001691.0
53020550.0,58721982.0,-259811.0
98699146.0,56624833.0,81856806.0
120293259.0,111806149.0,141756711.0
96044940.0,70813390.0,147523883.0
117344142.0,65210062.0,57084211.0
56625042.0,69633746.0,-259787.0
43222936.0,122029779.0,85985594.0
48367513.0,48006871.0,127273275.0
111839136.0,146048728.0,81070397.0
44959649.0,45352665.0,-259775.0
55019424.0,66651865.0,-259774.0
85919653.0,58722011.0,102566211.0
51873704.0,106989278.0,31000901.0
65996713.0,97814240.0,43714887.0
17106862.0,48006880.0,56166731.0
125011886.0,118556388.0,127338827.0
100206512.0,23594725.0,61933901.0
126027697.0,16647912.0,49219920.0
-260163.0,100665066.0,69273941.0
58623933.0,24184554.0,120719702.0
47581120.0,84543213.0,19007834.0
58001345.0,142509807.0,73861468.0
19662789.0,53675760.0,68421982.0
58722247.0,-260353.0,-259745.0
134088650.0,105481985.0,23529824.0
75335627.0,49219330.0,42600803.0
101648332.0,47679235.0,97388900.0
83757035.0,140379909.0,22219109.0
48367595.0,56264453.0,-259737.0
95651820.0,119703302.0,-259735.0
57444335.0,78087944.0,94439785.0
95717363.0,96012043.0,130943339.0
131532787.0,118556428.0,139135337.0
65439741.0,91752206.0,100272498.0
-260098.0,67798800.0,-259722.0
129107968.0,14878480.0,55708023.0
99780610.0,79038228.0,56166774.0
41486342.0,82249497.0,78711169.0
118458374.0,84117273.0,55708035.0
22415372.0,20416287.0,125045125.0
56952845.0,30574368.0,-259704.0
117934097.0,16025376.0,72747405.0
16091164.0,62490400.0,39258509.0
-260051.0,66815788.0,66587026.0
78710830.0,112985901.0,39586194.0
-260046.0,84182843.0,132254099.0
31852595.0,-260291.0,49219987.0
54167604.0,76810046.0,58722710.0
91719731.0,48564029.0,134547859.0
57444407.0,21038912.0,84478359.0
63801406.0,-260285.0,69863838.0
51972161.0,49219397.0,126749087.0
24250438.0,120751945.0,112527776.0
56264779.0,134645580.0,49220001.0
-260014.0,44697425.0,66587045.0
128518227.0,57444177.0,138676645.0
110495829.0,50988887.0,139921830.0
40798293.0,139265882.0,-259670.0
128059480.0,123864926.0,71895471.0
89163866.0,89950048.0,-259662.0
57083996.0,128616288.0,33753529.0
103516252.0,58623848.0,128649660.0
104728672.0,67995498.0,63637956.0
67799140.0,58001262.0,139200967.0
121833576.0,58623857.0,97454551.0
75991154.0,67405682.0,-259618.0
114395252.0,116295538.0,-259616.0
43223162.0,36308854.0,132712928.0
124455040.0,52561783.0,97847779.0
101484686.0,81954682.0,54790629.0
57444495.0,58722171.0,97913318.0
106006675.0,108627839.0,139790823.0
109086869.0,37226371.0,92080616.0
51579029.0,75663238.0,127470061.0
73599128.0,53020550.0,16648705.0
111904923.0,58001286.0,54790662.0
133138590.0,98699146.0,116525576.0
66848928.0,120293259.0,121375241.0
-259932.0,117344142.0,124848651.0
53676202.0,125110159.0,111413772.0
120260779.0,56625042.0,95029773.0
-259919.0,19859349.0,-259569.0
108628146.0,52561814.0,16255504.0
58853555.0,43222936.0,-259564.0
89065654.0,48367513.0,15927835.0
132843704.0,81168281.0,17173026.0
103155897.0,81594269.0,123210280.0
47581369.0,111839136.0,15141415.0
59672768.0,44959649.0,127339059.0
71895233.0,55019424.0,127863348.0
63310018.0,51873704.0,30804535.0
60524745.0,65996713.0,61934137.0
85952718.0,76744619.0,45353532.0
65210575.0,146769835.0,38079040.0
134023375.0,17106862.0,94833216.0
58001617.0,48269231.0,88738374.0
66390230.0,100206512.0,51317322.0
94472410.0,126027697.0,73927248.0
10848475.0,125011886.0,47778386.0
128551131.0,29231029.0,132188757.0
23791837.0,146245558.0,50661976.0
113576161.0,-260163.0,19663450.0
112625897.0,58623933.0,86379100.0
20580589.0,47581120.0,79563357.0
100632813.0,19662789.0,55577182.0
66816238.0,58722247.0,131730014.0
129075439.0,75335627.0,55708258.0
104499441.0,101648332.0,57084516.0
17402111.0,103024604.0,19335784.0
94931218.0,48367595.0,49023602.0
135170325.0,95651820.0,69667451.0
