20220422_CMX_NB_verduras_W16,20220422_CMX_NB_frutas_W16,20220422_CMX_NB_tuberculos_W16
56630434.0,43718934.0,110568242.0
49323171.0,78649623.0,22422332.0
135175332.0,63445272.0,120726332.0
87727275.0,98670870.0,120857416.0
62594219.0,-255715.0,20521803.0
123182251.0,44603680.0,71836504.0
61054125.0,89561377.0,86909786.0
117972146.0,63641891.0,113058680.0
32873650.0,52468004.0,34415481.0
75996339.0,53156133.0,57090939.0
131079349.0,69572908.0,59777922.0
58137781.0,-255696.0,108995459.0
66395328.0,75209009.0,42607492.0
138747073.0,-255694.0,59319172.0
107388098.0,21403955.0,79045510.0
36576451.0,51976499.0,73212807.0
55844044.0,71964981.0,65217422.0
15375568.0,119675195.0,85861263.0
84090064.0,15636801.0,117973907.0
111811795.0,123312452.0,124396440.0
140942552.0,46012741.0,126755755.0
122068185.0,110565706.0,124265400.0
41360603.0,33757517.0,76358587.0
104078556.0,67606865.0,100279228.0
37231837.0,143038802.0,135078847.0
55024868.0,20846936.0,86451137.0
22322405.0,49879387.0,47784898.0
59317478.0,71178588.0,74326979.0
146119915.0,21567838.0,27534280.0
75341046.0,113514847.0,92087243.0
52894967.0,81893728.0,70853579.0
35233017.0,106994017.0,60695507.0
72686843.0,57776487.0,66003939.0
17112319.0,22321514.0,55583716.0
47324418.0,134519146.0,69280741.0
32513283.0,52468083.0,127280105.0
47324420.0,61413752.0,97002476.0
51780866.0,-255621.0,125051884.0
41852162.0,13048187.0,130884589.0
102800644.0,116824445.0,83698673.0
139926786.0,55712128.0,110502904.0
132193539.0,15636864.0,132195332.0
43621638.0,109418885.0,81601543.0
84581644.0,31136134.0,102704147.0
59907346.0,55024006.0,81011733.0
76029211.0,20421001.0,44377109.0
23108897.0,66591116.0,79504406.0
71212323.0,49027469.0,79504408.0
34184484.0,51190161.0,138028059.0
69082406.0,64559506.0,138683421.0
81042726.0,116234647.0,51192867.0
52567336.0,63445401.0,15475748.0
56270118.0,62462362.0,106374183.0
141729064.0,140482969.0,82650157.0
73145643.0,112368028.0,41362483.0
17177900.0,57317788.0,47195196.0
61545767.0,37591453.0,58729540.0
94838062.0,-255585.0,44573767.0
58039600.0,62298529.0,126624839.0
53026105.0,101554594.0,76883017.0
46570813.0,48273828.0,58270798.0
103947585.0,140450221.0,101131347.0
21798210.0,125573553.0,37037159.0
30580040.0,86809012.0,53683304.0
105618761.0,45357500.0,31007851.0
69115210.0,41032125.0,52241523.0
117415244.0,62298556.0,81011830.0
63446349.0,141728189.0,105915516.0
73047373.0,136780222.0,134685822.0
36773198.0,59939265.0,138224766.0
54041937.0,52468162.0,135275653.0
9706837.0,-255546.0,17179786.0
53157208.0,128424392.0,136586379.0
31137115.0,87300556.0,94577807.0
108961116.0,50993612.0,21505181.0
136256862.0,-255537.0,47588515.0
146185572.0,147495376.0,58008739.0
126688614.0,88676817.0,96019622.0
22224235.0,67606994.0,138093741.0
54041967.0,52369876.0,115483827.0
69541231.0,51190230.0,113058998.0
59317620.0,147495385.0,49030331.0
45718903.0,142252506.0,72688834.0
58039673.0,-255525.0,41493710.0
77143418.0,130914777.0,72688858.0
17177991.0,89233882.0,114173148.0
74325384.0,98015707.0,133702879.0
38903178.0,120166875.0,51979500.0
132816269.0,113023458.0,141829360.0
15572366.0,96770532.0,140322031.0
123772303.0,24746469.0,146220285.0
82681231.0,17996262.0,146810111.0
72162705.0,142416360.0,54600967.0
128654738.0,50993648.0,78128395.0
125869459.0,63314417.0,56501517.0
63315348.0,46438903.0,44705039.0
45260181.0,-255492.0,47588626.0
99851669.0,132815358.0,23078164.0
146611607.0,16587262.0,119874839.0
45817240.0,50895363.0,38413598.0
115547545.0,146086410.0,61547814.0
100769174.0,51976716.0,80160041.0
143695261.0,116496908.0,132850985.0
117906845.0,37362190.0,91759918.0
16358813.0,53680656.0,106898735.0
144416157.0,113187346.0,84157746.0
146054567.0,50993683.0,18556211.0
63446440.0,49322517.0,138028340.0
58269095.0,64756247.0,22881591.0
43621807.0,54598167.0,34415935.0
106372529.0,136059423.0,134751561.0
70589874.0,64887330.0,88810832.0
53157298.0,52271655.0,50996564.0
69574066.0,-255445.0,79570260.0
86023608.0,114268721.0,135341397.0
35429818.0,58595902.0,68035932.0
118169019.0,127900228.0,53683555.0
143596988.0,42801733.0,16131435.0
140287421.0,70588998.0,31008109.0
79699391.0,-255415.0,53683571.0
132423103.0,131701322.0,114173302.0
109354432.0,58268236.0,79439223.0
107355590.0,58006095.0,125576568.0
59809222.0,58595920.0,43001219.0
67411407.0,53385823.0,78652811.0
14851537.0,81042029.0,91366800.0
127475155.0,105421422.0,51979663.0
111025620.0,140417647.0,23078291.0
135142872.0,98376309.0,18621858.0
47783385.0,63642230.0,122103204.0
142253531.0,105650807.0,50079148.0
16358875.0,55712376.0,121513394.0
7380445.0,18979445.0,86451634.0
59678180.0,103029370.0,54601139.0
47783396.0,87726716.0,64562612.0
18062824.0,45718140.0,37365184.0
86384109.0,63642238.0,79111622.0
112500207.0,113711743.0,142550471.0
54894065.0,78617212.0,19604936.0
129211899.0,142973564.0,94905804.0
58596877.0,95722116.0,20587981.0
56958481.0,48568964.0,109913548.0
142319124.0,68786820.0,114107853.0
60792341.0,139303559.0,117384652.0
61939224.0,73669256.0,139142613.0
57777693.0,86317704.0,63448534.0
4365854.0,107387530.0,75965920.0
98704928.0,125115023.0,138094055.0
132750887.0,40409744.0,67642859.0
118398507.0,22878863.0,121841132.0
25599536.0,52468370.0,88614389.0
43621936.0,97491600.0,145434104.0
61939251.0,16816788.0,47588858.0
86777400.0,15473301.0,66594302.0
61939258.0,106404504.0,112993800.0
50994752.0,119708313.0,58729992.0
48471617.0,123869853.0,58140178.0
126656073.0,86907550.0,63448596.0
15212108.0,117938846.0,31139353.0
48471632.0,78617249.0,76359203.0
57187924.0,84875938.0,24258091.0
112991834.0,-255320.0,32712241.0
30875227.0,97819304.0,114697779.0
71147098.0,141859500.0,97527349.0
51781219.0,53025457.0,16459319.0
30350950.0,31136436.0,97003074.0
136781418.0,140319414.0,91104840.0
55352942.0,21797559.0,115615304.0
47586927.0,23730880.0,111748689.0
126688879.0,47684296.0,83764823.0
95690353.0,135109324.0,44246625.0
76390002.0,132750030.0,59450981.0
15572596.0,97524434.0,63055464.0
26386039.0,103881426.0,51783273.0
16686714.0,132356819.0,120727153.0
24256126.0,51878612.0,121448059.0
117481090.0,86121177.0,111945351.0
35659395.0,115579613.0,108930700.0
120790667.0,51878624.0,58730132.0
63774348.0,60660455.0,132195988.0
146218635.0,54696681.0,116729498.0
74391182.0,22977258.0,98313891.0
62758554.0,73997033.0,49227427.0
45260445.0,127900395.0,97461933.0
62430879.0,131603185.0,132261558.0
61054623.0,67574515.0,63776439.0
67608223.0,69343993.0,71771831.0
81403555.0,81828602.0,30353079.0
97525417.0,44702459.0,117909182.0
48373419.0,125573883.0,50996929.0
60038830.0,57318140.0,57878209.0
63774388.0,95623931.0,106899140.0
23699130.0,97000191.0,38872784.0
58007233.0,97065726.0,110503633.0
121380549.0,74423035.0,121972436.0
75603655.0,36543227.0,33760985.0
49880785.0,145988352.0,132064989.0
127508178.0,16849668.0,139273955.0
56499923.0,53025540.0,84158184.0
59317973.0,-255224.0,17114859.0
68787929.0,24189710.0,127346413.0
44474074.0,131734292.0,79570670.0
127966938.0,51092245.0,20522738.0
60038876.0,41392918.0,87303928.0
40640221.0,16489240.0,56633081.0
56499934.0,98376475.0,133965569.0
98705118.0,131111709.0,77801223.0
65216236.0,54696734.0,67381000.0
65249007.0,23665445.0,56502030.0
61939440.0,117316391.0,16656150.0
123117297.0,139762478.0,66594590.0
114204405.0,98310961.0,97462052.0
61939445.0,51092277.0,128657190.0
96018167.0,57088822.0,131016489.0
73637626.0,63445819.0,62727981.0
65249021.0,60660541.0,12724019.0
118464253.0,113089345.0,86779702.0
49782531.0,10885954.0,23799608.0
85925637.0,58268482.0,107358025.0
125050630.0,95656771.0,128526161.0
80715525.0,105913157.0,12265301.0
97558280.0,59185994.0,35858261.0
106864395.0,129145680.0,85010263.0
112303884.0,54893392.0,16852824.0
95723282.0,102603605.0,56502108.0
18128661.0,60791642.0,56502115.0
110108437.0,74423132.0,56502120.0
55713559.0,92117853.0,41494380.0
94871318.0,40082273.0,50997105.0
117972761.0,23796579.0,30746483.0
22421277.0,15899494.0,55715706.0
23076643.0,121346921.0,45164411.0
56270629.0,55581547.0,109389691.0
7839526.0,69278572.0,112994184.0
17112871.0,102341484.0,132720520.0
94871342.0,97098607.0,15869834.0
48930608.0,36150128.0,71247754.0
60661555.0,51321713.0,141698956.0
58007351.0,113023859.0,69937042.0
67379004.0,48569208.0,35661717.0
53681981.0,87235450.0,141240229.0
20586307.0,131046266.0,99821479.0
55713608.0,48569214.0,61941676.0
16686923.0,62430079.0,50341812.0
54894413.0,54041475.0,67577784.0
65675086.0,132389765.0,146745281.0
114204496.0,65215366.0,86845382.0
17178453.0,147331984.0,41363400.0
50995031.0,120363920.0,139929544.0
117415773.0,99785617.0,94971860.0
117546846.0,98900881.0,123283420.0
130916190.0,68000657.0,121972701.0
138157921.0,135240597.0,134752223.0
58728290.0,124525464.0,71182304.0
41623399.0,136649624.0,65021925.0
124034925.0,-255078.0,63449062.0
56270706.0,55024540.0,72820728.0
114106227.0,48372637.0,65087484.0
72818548.0,54631326.0,139208701.0
114990967.0,15440801.0,23799805.0
66822009.0,123640740.0,31139840.0
34414458.0,10034089.0,127870977.0
97525632.0,58006442.0,96086033.0
46014343.0,51092393.0,117385245.0
56270729.0,112335792.0,141699103.0
58138509.0,52468658.0,129050655.0
87236494.0,110468019.0,72689697.0
83697551.0,54795189.0,67381286.0
78258064.0,48274357.0,81078317.0
62300050.0,15244215.0,123152431.0
62300056.0,46013369.0,130558016.0
66002843.0,49028026.0,113715269.0
67805097.0,48274361.0,123218004.0
17604522.0,71474105.0,66857052.0
106504112.0,65215419.0,141895775.0
94543793.0,135338945.0,69281889.0
84942770.0,15768516.0,58140771.0
104505273.0,50994118.0,131606630.0
62595006.0,47782861.0,21112935.0
53813185.0,46013396.0,113518695.0
103096259.0,101129174.0,27535470.0
13737924.0,45456346.0,65022071.0
118136773.0,51682268.0,58599543.0
62595019.0,58268637.0,59320440.0
96509900.0,57777117.0,46344313.0
58138576.0,32414687.0,19343480.0
61939673.0,84909024.0,109521019.0
50241506.0,23632865.0,127871097.0
62595043.0,112434146.0,42805375.0
56500199.0,60529635.0,97986691.0
50241511.0,54631396.0,31008906.0
67608556.0,50437091.0,35006605.0
44474349.0,48372718.0,53684365.0
33759217.0,100408302.0,52570260.0
105947122.0,50994160.0,30353557.0
62595073.0,61414385.0,52570265.0
57319426.0,22879218.0,123283616.0
15572994.0,111877107.0,59320486.0
97853444.0,59087855.0,20588721.0
55713800.0,83401719.0,24258738.0
121872397.0,54303736.0,98773173.0
50241550.0,68000759.0,77736118.0
106438681.0,36150264.0,68036791.0
118530082.0,118430716.0,56961217.0
77733923.0,127900669.0,136652994.0
79208488.0,55352322.0,146745539.0
69312555.0,26385416.0,91695325.0
45359149.0,117971979.0,22292708.0
133996592.0,45358092.0,140323047.0
124035121.0,19864587.0,55585012.0
41033782.0,68000784.0,23603449.0
22192186.0,16030737.0,121972986.0
15376445.0,24091667.0,114108666.0
67805250.0,56499225.0,19278079.0
117514308.0,62463001.0,97003780.0
78716997.0,53025818.0,62335237.0
40771654.0,99818523.0,109586696.0
69574724.0,19471388.0,117319951.0
60661833.0,110042138.0,39725329.0
22028363.0,131669018.0,47589649.0
109486161.0,102702114.0,58861844.0
80322642.0,118594595.0,87370004.0
110633044.0,58727462.0,65087770.0
133963864.0,44702761.0,120269085.0
81436765.0,61414445.0,58861861.0
23634014.0,56499246.0,103229733.0
53682270.0,46537777.0,98249003.0
44671070.0,104111153.0,89205038.0
143040617.0,88677425.0,35662127.0
58007661.0,34184241.0,55585081.0
104341620.0,97164341.0,52570428.0
17178745.0,23370808.0,102312252.0
56631421.0,44964921.0,58599744.0
56270975.0,57351228.0,83306824.0
58138753.0,62430269.0,50997580.0
7348359.0,104340544.0,121252175.0
89137293.0,56630337.0,83306834.0
86384782.0,71474244.0,52570456.0
53256335.0,78126160.0,122366320.0
61055134.0,95329361.0,70592881.0
58597536.0,66821211.0,68823413.0
125509797.0,58268764.0,59910526.0
61939878.0,61414493.0,59320705.0
41033898.0,76356702.0,47786369.0
63479980.0,45161565.0,56371590.0
53682350.0,134552674.0,101067158.0
115548335.0,114302052.0,73607574.0
99164336.0,84253810.0,75311513.0
74293426.0,58268787.0,81406362.0
63643829.0,85990516.0,85600670.0
142254262.0,37592182.0,83437982.0
105554108.0,64527492.0,61942185.0
121774270.0,73178247.0,138553771.0
97067203.0,117316744.0,63449522.0
12984517.0,46013577.0,39266738.0
81469641.0,122035336.0,104475060.0
53911758.0,84155531.0,132262326.0
59318478.0,84483213.0,45361594.0
60072144.0,67607699.0,59320768.0
76128465.0,95362198.0,100673987.0
56500439.0,55352475.0,66005451.0
81043672.0,56368285.0,63449551.0
52568284.0,48569505.0,55585232.0
50241759.0,56630434.0,37235158.0
32743649.0,49323171.0,132262362.0
104505570.0,135175332.0,58141159.0
53256419.0,48274597.0,40905192.0
21668068.0,62594219.0,76753389.0
54501607.0,123182251.0,113781236.0
58728685.0,35429549.0,52242932.0
135962862.0,61054125.0,58862070.0
17178863.0,49880241.0,127347200.0
125542641.0,117972146.0,12593666.0
98705652.0,75996339.0,104016394.0
109388022.0,131079349.0,38087180.0
65216770.0,58137781.0,143665682.0
16851211.0,138747073.0,40643091.0
108994830.0,107388098.0,73476626.0
109912336.0,36576451.0,76491283.0
16883986.0,105454786.0,41363991.0
39690515.0,55844044.0,115550747.0
128622868.0,129506511.0,62597664.0
36544787.0,15375568.0,62597677.0
71967000.0,84090064.0,52570672.0
54894872.0,111811795.0,113650225.0
84123928.0,140942552.0,68233778.0
89104674.0,122068185.0,52701753.0
100639011.0,41360603.0,125577790.0
65478949.0,104078556.0,62597694.0
49029414.0,55024868.0,103623236.0
53256491.0,22322405.0,20589125.0
54501676.0,99196134.0,58272342.0
70820147.0,146119915.0,35859035.0
134127932.0,75341046.0,38546020.0
124920127.0,52894967.0,71510641.0
138060095.0,35233017.0,127281790.0
146907463.0,142318841.0,53029508.0
120365395.0,72686843.0,39987845.0
103555412.0,17112319.0,46541447.0
67805524.0,47324418.0,122038924.0
130851157.0,32513283.0,58862226.0
106406235.0,47324420.0,81603219.0
134095197.0,51780866.0,71576213.0
118595934.0,41852162.0,58600085.0
54042984.0,102800644.0,143075991.0
113221993.0,132193539.0,131607194.0
120234351.0,43621638.0,81013403.0
53911923.0,84581644.0,81537691.0
110010742.0,59907346.0,103885466.0
51880318.0,140418329.0,60566175.0
66593151.0,76029211.0,22293153.0
57778562.0,85892382.0,52243106.0
59318665.0,23108897.0,120203951.0
146743689.0,71212323.0,69544628.0
123740558.0,34184484.0,73870011.0
40673678.0,69082406.0,56765128.0
125608335.0,56270118.0,82258632.0
132325782.0,52567336.0,46541519.0
89104791.0,141729064.0,141699792.0
16687514.0,62430505.0,146025170.0
61940127.0,73145643.0,17181399.0
79536543.0,17177900.0,23669469.0
62759328.0,61545767.0,122039011.0
62759333.0,125508905.0,44575461.0
62923177.0,94838062.0,60041959.0
28647849.0,58170664.0,141699818.0
108896684.0,58039600.0,106375919.0
63644078.0,46570813.0,124332789.0
14819759.0,103947585.0,58862327.0
39952820.0,21798210.0,46541561.0
143663543.0,57318723.0,115550983.0
40903098.0,83729729.0,132328200.0
71573964.0,30580040.0,57092877.0
60039628.0,134683977.0,120793876.0
63316433.0,69115210.0,51981077.0
62300625.0,105618761.0,118565658.0
127312338.0,117415244.0,131541790.0
41361881.0,63446349.0,51784479.0
60531165.0,73047373.0,47786788.0
77767139.0,139205967.0,132131623.0
76751334.0,36773198.0,51981116.0
62890470.0,54041937.0,39004988.0
45916652.0,9706837.0,23800643.0
132129262.0,53157208.0,47590212.0
64561646.0,31137115.0,142420808.0
15770099.0,108961116.0,39005004.0
53289462.0,146185572.0,7285584.0
51880441.0,17407332.0,52243283.0
125542910.0,126688614.0,124463960.0
100737538.0,22224235.0,58010456.0
110502409.0,77765998.0,15543130.0
68231689.0,54041967.0,19344222.0
61055498.0,127278449.0,58272613.0
58728972.0,120921459.0,118500201.0
124494352.0,104373620.0,58862464.0
96772628.0,59317620.0,58862470.0
71213593.0,70589812.0,73149322.0
83665434.0,45718903.0,54602635.0
123707929.0,58039673.0,58731406.0
103916061.0,77143418.0,53685139.0
115548702.0,84909446.0,118565783.0
31924769.0,17177991.0,146746264.0
120300066.0,74325384.0,51784609.0
105554468.0,38903178.0,58141601.0
53387818.0,132816269.0,43133868.0
45064758.0,52567438.0,134556592.0
7545400.0,123772303.0,41626549.0
47686202.0,55582096.0,86911927.0
39363135.0,72162705.0,51784631.0
53158470.0,128654738.0,63450041.0
54895174.0,125869459.0,69020605.0
17408584.0,63315348.0,52898750.0
108569161.0,82681231.0,16591818.0
62890573.0,99851669.0,55454668.0
110600782.0,100769174.0,38218700.0
111878738.0,45817240.0,58141646.0
19636827.0,115547545.0,136719322.0
125051484.0,143695261.0,53816285.0
103162462.0,16358813.0,76426206.0
113058398.0,144416157.0,141831137.0
108929633.0,146054567.0,126888935.0
109978214.0,63446440.0,84159465.0
132260454.0,58269095.0,58141674.0
47686246.0,43621807.0,56634350.0
112927340.0,106372529.0,101592047.0
101229165.0,70589874.0,61680630.0
105914990.0,53157298.0,108932092.0
81896048.0,69574066.0,111684611.0
45621874.0,86023608.0,58141701.0
21668468.0,35429818.0,62073863.0
38871673.0,118169019.0,40512520.0
131015291.0,43097532.0,40643597.0
57320066.0,79699391.0,64826382.0
53682819.0,132423103.0,73608206.0
57778822.0,109354432.0,16198672.0
84484745.0,107355590.0,22883353.0
57090701.0,134094281.0,68824092.0
113058445.0,67411407.0,50342961.0
139305613.0,14851537.0,119680060.0
122462865.0,127475155.0,50342973.0
61547153.0,111025620.0,109521980.0
104506005.0,135142872.0,95300677.0
65479319.0,47783385.0,140258386.0
81404581.0,142253531.0,100150355.0
101098174.0,16358875.0,125643863.0
78160585.0,7380445.0,61942872.0
30352073.0,18062814.0,131673175.0
30352084.0,91037152.0,67775581.0
57320152.0,59678180.0,71838814.0
115679962.0,47783396.0,51784799.0
50340571.0,18062824.0,59321439.0
53125854.0,86384109.0,122498150.0
97067745.0,62299630.0,81079406.0
142254818.0,112500207.0,64760953.0
140354275.0,54894065.0,63450236.0
89137902.0,129211899.0,80686205.0
140387054.0,147398150.0,34417792.0
124527348.0,71441932.0,109456519.0
57320188.0,58596877.0,134032519.0
109388543.0,142319124.0,133966988.0
84484864.0,73997845.0,22293645.0
113713933.0,60792341.0,53161100.0
64561935.0,61939224.0,79441042.0
66396947.0,145366553.0,37235861.0
57877268.0,57777693.0,108932246.0
61055765.0,4365854.0,52898965.0
141796120.0,98704928.0,124923033.0
33760032.0,132750887.0,91434137.0
45622049.0,50077225.0,24194210.0
16851746.0,118398507.0,78589092.0
121283365.0,25599536.0,121318571.0
105947943.0,43621936.0,40643756.0
57778984.0,61939251.0,40512684.0
54895401.0,86777400.0,135146670.0
65970994.0,61939258.0,67382449.0
62759732.0,117579324.0,105917621.0
39363385.0,54042174.0,121908408.0
120824633.0,50994752.0,55717057.0
121873209.0,48471617.0,50998467.0
22422332.0,126656073.0,53161161.0
120726332.0,48471632.0,100674775.0
16360256.0,57187924.0,58731739.0
111846210.0,112991834.0,121253084.0
71148357.0,146841178.0,37629155.0
20259654.0,30875227.0,87239910.0
83731271.0,71147098.0,61943018.0
120857416.0,89988705.0,109915372.0
145990477.0,51781219.0,51981547.0
120234830.0,30350950.0,134556913.0
86909786.0,55352942.0,58731764.0
72786790.0,47586927.0,16919800.0
101950311.0,95690353.0,64761081.0
38052716.0,15572596.0,132197631.0
78291823.0,26386039.0,45165824.0
32613236.0,16686714.0,100674818.0
34415481.0,24256126.0,58731799.0
59777922.0,117481090.0,31075626.0
42607492.0,35659395.0,58273067.0
59319172.0,54795913.0,41758000.0
16688012.0,120790667.0,65613112.0
117973907.0,63774348.0,96021817.0
95986579.0,146218635.0,84880697.0
75932568.0,74391182.0,69283130.0
103916444.0,139796115.0,143207736.0
128754594.0,62758554.0,81407293.0
126755755.0,69279388.0,99822909.0
44802995.0,45260445.0,45821248.0
97559481.0,60071583.0,107031875.0
76358587.0,62430879.0,45821252.0
86451137.0,61054623.0,60042565.0
47784898.0,67608223.0,17182024.0
74326979.0,81403555.0,21114191.0
107783109.0,69607080.0,100740441.0
27534280.0,97525417.0,16919906.0
92087243.0,48373419.0,121253220.0
70853579.0,60038830.0,60042597.0
15836107.0,63774388.0,116731238.0
97887185.0,23699130.0,126233975.0
96707538.0,58007233.0,133508471.0
60695507.0,121380549.0,89140604.0
141665241.0,128753349.0,69348733.0
106996701.0,103030471.0,68038014.0
124494816.0,75603655.0,23670159.0
65446881.0,49880785.0,46345622.0
55583716.0,127508178.0,51785122.0
102802404.0,56499923.0,123940261.0
69280741.0,59317973.0,91696551.0
18195433.0,44474074.0,123809193.0
125051884.0,60038876.0,58273194.0
130884589.0,40640221.0,105917867.0
83698673.0,56499934.0,46345639.0
125608949.0,98705118.0,124857782.0
54502391.0,65216236.0,51785143.0
110502904.0,65249007.0,58273212.0
41493497.0,123117297.0,112537024.0
53912576.0,114204405.0,58011076.0
132195332.0,51879670.0,20524492.0
81601543.0,96018167.0,67775953.0
63808520.0,73637626.0,58273234.0
76850188.0,65249021.0,16592339.0
48473107.0,118464253.0,67382745.0
44377109.0,113680131.0,52899289.0
17409045.0,49782531.0,63778273.0
16622614.0,85925637.0,35466725.0
79504408.0,125050630.0,61943278.0
129213468.0,135241477.0,88878578.0
51192867.0,80715525.0,118500857.0
106374183.0,106864395.0,120860153.0
55616562.0,112303884.0,60042753.0
47195196.0,95723282.0,51785220.0
119710786.0,110108437.0,114175493.0
102343747.0,18128661.0,139210257.0
45720645.0,55713559.0,78130711.0
20227144.0,94871318.0,123153943.0
76883017.0,117972761.0,120729116.0
42181707.0,77405979.0,82390560.0
103195724.0,63971103.0,97529391.0
102671451.0,147332897.0,91762224.0
71476315.0,23076643.0,56372788.0
37037159.0,94871332.0,106442296.0
119710827.0,86777637.0,106507832.0
31007851.0,56270629.0,146222649.0
57320557.0,17112871.0,105918012.0
60531820.0,28712744.0,139144770.0
24093804.0,109256488.0,59911747.0
52241523.0,7839526.0,41496132.0
140026997.0,94871342.0,76754501.0
81011830.0,48930608.0,127610438.0
121873530.0,60661555.0,125513304.0
106341499.0,58007351.0,50540123.0
105915516.0,62594872.0,132918879.0
141665408.0,62299963.0,120794723.0
86811780.0,67379004.0,16395878.0
136586379.0,53681981.0,50343528.0
65053838.0,65249090.0,76885608.0
94577807.0,20586307.0,111029869.0
130983056.0,55713608.0,104476275.0
104440979.0,141860682.0,46542452.0
136225942.0,54894413.0,62467707.0
50439322.0,65675086.0,109391492.0
21505181.0,114204496.0,95628940.0
47588515.0,17178453.0,103886495.0
58008739.0,50995031.0,54603429.0
96019622.0,75931485.0,103952039.0
127968423.0,117415773.0,58011309.0
54895784.0,117546846.0,120270509.0
16622767.0,138157921.0,35663549.0
113058998.0,58728290.0,67382974.0
69051576.0,41623399.0,35860161.0
49030331.0,124034925.0,31928003.0
50439356.0,56270706.0,125054661.0
72688834.0,114106227.0,77803208.0
62301386.0,72818548.0,67382987.0
22193364.0,114990967.0,119680716.0
16622804.0,66822009.0,45821643.0
87598295.0,34414458.0,97857230.0
103458008.0,34185084.0,134033102.0
72688858.0,97525632.0,55717585.0
133702879.0,46014343.0,55586518.0
57779423.0,58138509.0,56504026.0
121939172.0,87236494.0,109391578.0
120366310.0,83697551.0,55586530.0
51979500.0,78258064.0,115420898.0
140322031.0,62300050.0,69349092.0
141829360.0,62496661.0,34418403.0
46441713.0,62300056.0,68234985.0
97821941.0,109485977.0,103952107.0
113157369.0,66002843.0,86781677.0
108897530.0,67805097.0,50343661.0
146220285.0,17604522.0,124399345.0
146810111.0,46014379.0,47591167.0
66036992.0,106504112.0,138030849.0
142517507.0,94543793.0,110046981.0
78128395.0,84942770.0,94908167.0
56501517.0,104505273.0,95629068.0
44705039.0,62595006.0,67579673.0
66168079.0,53813185.0,105525019.0
47588626.0,103096259.0,22425375.0
53257493.0,13737924.0,113127199.0
119874839.0,118136773.0,71577377.0
46441752.0,62595019.0,14823202.0
61547814.0,96509900.0,109915941.0
142255400.0,58138576.0,125054759.0
80160041.0,61939673.0,76361513.0
132850985.0,112369627.0,63778607.0
86418731.0,50241506.0,59911987.0
46245161.0,62595043.0,91762488.0
146646313.0,90021860.0,47198015.0
91759918.0,56500199.0,124858175.0
106898735.0,50241511.0,93728579.0
86877490.0,136847337.0,17182535.0
18556211.0,67608556.0,96153417.0
138028340.0,44474349.0,120205130.0
22881591.0,33759217.0,104476491.0
143238458.0,105947122.0,63450958.0
73508157.0,111747066.0,75575138.0
34415935.0,57319426.0,96022371.0
142386498.0,15572994.0,58273636.0
131704136.0,97853444.0,123809643.0
109421897.0,121872397.0,59780972.0
77702478.0,106438681.0,105525100.0
88810832.0,46243869.0,104476528.0
50996564.0,111812639.0,128724849.0
79570260.0,77733923.0,55717748.0
17409368.0,58859556.0,84160374.0
68035932.0,79208488.0,37039996.0
84059487.0,69312555.0,86454140.0
139765090.0,45359149.0,109522818.0
115516772.0,133996592.0,35204995.0
68789606.0,124035121.0,75968391.0
80520554.0,138813493.0,56504202.0
16131435.0,41033782.0,51785614.0
31008109.0,15376445.0,58011535.0
53683571.0,45162557.0,124923793.0
114173302.0,97001536.0,119811990.0
79439223.0,57319488.0,66400163.0
125576568.0,67805250.0,136064934.0
66626944.0,128032833.0,85602219.0
110011777.0,117514308.0,101986220.0
43001219.0,78716997.0,20000687.0
74917257.0,40771654.0,58142640.0
78652811.0,69574724.0,126955441.0
51979663.0,60661833.0,51785659.0
23078291.0,22028363.0,110047163.0
16688540.0,30351435.0,54603708.0
96019873.0,109486161.0,111816638.0
18621858.0,80322642.0,124334017.0
122103204.0,110633044.0,13381579.0
16491941.0,36282457.0,38088653.0
121513394.0,146874461.0,16658383.0
54601139.0,23634014.0,59912145.0
64562612.0,53682270.0,19410904.0
30647732.0,44671070.0,121319386.0
89105846.0,19865704.0,117452776.0
103065016.0,143040617.0,109981674.0
37365184.0,58007661.0,71184363.0
67085762.0,104341620.0,21508078.0
19604936.0,17178745.0,81473519.0
94905804.0,56270975.0,131084273.0
20587981.0,58138753.0,120664053.0
109913548.0,52240517.0,103493627.0
114107853.0,7348359.0,111816700.0
57189844.0,89137293.0,113127430.0
63448534.0,53256335.0,103886855.0
24094166.0,21733524.0,104083469.0
59811288.0,61055134.0,108933135.0
73967084.0,125051039.0,78655505.0
53257709.0,58597536.0,78589973.0
121841132.0,46080160.0,84619287.0
117548524.0,127377566.0,61943834.0
88614389.0,125509797.0,84160540.0
112109045.0,61939878.0,33959964.0
145434104.0,41033898.0,98316318.0
124495357.0,63479980.0,62599201.0
66594302.0,53682350.0,65220641.0
46441985.0,115548335.0,100216868.0
112993800.0,99164336.0,32714800.0
58729992.0,63643829.0,132722737.0
146712081.0,105554108.0,98775094.0
63448596.0,121774270.0,124334139.0
31139353.0,97067203.0,109457471.0
64005662.0,12984517.0,59453507.0
53913122.0,81469641.0,66007108.0
124429862.0,59318478.0,16855110.0
24749608.0,60072144.0,27537481.0
24258091.0,143302865.0,62599242.0
129082926.0,76128465.0,129904716.0
32712241.0,56500439.0,138817620.0
114697779.0,81043672.0,131543124.0
97527349.0,52568284.0,30290009.0
16459319.0,15376606.0,59453535.0
97003074.0,50241759.0,112930915.0
115615304.0,32743649.0,22425708.0
23242315.0,104505570.0,58601582.0
