offer_name,offer_description,discount,automatically_consider_offer,start_date,end_date,max_uses_per_order,max_uses_per_customer,customer_segment_id,sku_id
20220422_CMX_NB_verduras_W16,,20,true,22-04-2022,29-04-2022,50,2,,-303531#-303603#-303522#-303516#213218#213220#71746#213222#213224#80507#-305073#70273#-304368#-304371#-304374#70293#73977#421881#421883#70291#421885#-304227#70255#-304437#-304443#213208#213210#80527#80525#-304617#-304614#213230#213232#70548#70550#-304566#-304611#54992#70359#70362#-304368#-304371#-304374#70293#73977#421881#421883#70291#421885#-304617#-304614#213230#213232#70548#70550#-303531#-303603#-303522#-303516#213218#213220#71746#213222#213224#80507#12661#113740#-303618#-303702#-303627#70250#-304947#-305004#74549#74551#-304437#-304443#213208#213210#80527#80525#-303630#70542#-304365#-304926#12634#113173#-304368#-304371#-304374#70293#73977#421881#421883#70291#421885#-304947#-305004#74549#74551#-304362#113030#-303555#-304959#70302#70300#75331#-304068#80058#-305082#113040#-304656#113615#-304353#-304356#70265#70267#-303531#-303603#-303522#-303516#213218#213220#71746#213222#213224#80507#162624#162626#-303531#-303603#-303522#-303516#213218#213220#71746#213222#213224#80507#20086#113178#-304515#113620#-304368#-304371#-304374#70293#73977#421881#421883#70291#421885#-304899#163102#-304554#70476#12692#113077#-303531#-303603#-303522#-303516#213218#213220#71746#213222#213224#80507#-303618#-303702#-304341#-304131#-304566#-304611#54992#70359#70362#-304863#-303537#-303534#74943#74941#-304368#-304371#-304374#70293#73977#421881#421883#70291#421885
20220422_CMX_NB_frutas_W16,,20,true,22-04-2022,29-04-2022,50,2,,-303687#70318#40493#-304389#213215#70313#-304347#-304944#70349#162633#162635#-304956#-303822#-303828#69751#69744#-304344#-304266#70334#-303756#-303825#112958#112960#-304956#-303822#-303828#69751#69744#-304950#-304953#112950#112948#-304254#-304941#112942#112636#412662#414214#-304950#-304953#112950#112948#-304383#70324#-303756#-303825#112958#112960#-304083#-303744#113009#-304587#-303771#70558#70560#-304884#70354#411648#-304917#-303543#112968#112966#-304254#-304941#112942#112636#-304080#112974#-304587#-303771#70558#70560
20220422_CMX_NB_tuberculos_W16,,10,true,22-04-2022,29-04-2022,4,2,,64193#64195#80054#213205#80052#-304971#64193#64195#80054#213205#80052#66520#66518
