20220422_MDE_NB_verduras_W16,20220422_MDE_NB_frutas_W16,20220422_MDE_NB_tuberculos_W16,20220422_MDE_NB_contenedores_W16,20220422_MDE_NB_vasos_W16,20220422_MDE_NB_cubiertosypitillos_W16,20220422_MDE_NB_platosybandejas_W16,20220422_MDE_NB_empaqueyenvoltura_W16,20220422_MDE_NB_bolsas_W16,20220422_MDE_NB_bebidassinalcohol_W16,20220422_MDE_NB_huevos_W16,20220422_MDE_NB_leches_W16,20220422_MDE_NB_cremas_W16,20220422_MDE_NB_derivadoslacteos_W16
128028196.0,124274021.0,120259930.0,133945102.0,141268864.0,145421935.0,118576688.0,124442150.0,15640101.0,141927576.0,135295283.0,118433496.0,120956504.0,124401193.0
143140390.0,132222310.0,129488217.0,134633234.0,132056966.0,147379826.0,129558074.0,140269094.0,143140390.0,129129625.0,120893752.0,125441755.0,117995096.0,139175469.0
124442150.0,133975399.0,125891935.0,141870868.0,118560648.0,121943669.0,125888061.0,124401193.0,124442150.0,118396058.0,142455096.0,124839644.0,126682715.0,129029678.0
140269094.0,129510763.0,140383585.0,126633749.0,118519689.0,121800310.0,121796158.0,139175469.0,140269094.0,128468125.0,130879809.0,125503198.0,133924446.0,118576688.0
124401193.0,119764332.0,129021284.0,132122389.0,117950347.0,145491574.0,146638399.0,129029678.0,124401193.0,129143967.0,144355651.0,118580960.0,135067232.0,129558074.0
139175469.0,133895538.0,123127144.0,121816853.0,131651472.0,127395449.0,138098240.0,118576688.0,139175469.0,118924448.0,119583059.0,126695139.0,120088161.0,125888061.0
120245805.0,124439923.0,129510763.0,130828056.0,126834582.0,124888698.0,146007618.0,125888061.0,129029678.0,147276962.0,125014361.0,129099495.0,122087012.0,121796158.0
129029678.0,130796915.0,124439923.0,127964949.0,142436254.0,118425211.0,119604804.0,121796158.0,118576688.0,146633890.0,140308825.0,136595179.0,135104101.0,146638399.0
131087925.0,118017399.0,118017399.0,121915163.0,145295262.0,124413564.0,128398922.0,146638399.0,129558074.0,141841572.0,119697767.0,139319019.0,124266085.0,138098240.0
129113655.0,131528056.0,131528056.0,121825052.0,117999520.0,139814523.0,142239308.0,138098240.0,125888061.0,118432934.0,135164263.0,118580973.0,119625319.0,146007618.0
145354298.0,146687353.0,132175227.0,129148713.0,139384736.0,128439930.0,125412942.0,146007618.0,121796158.0,124873897.0,125907317.0,138585838.0,135145064.0,119604804.0
130805308.0,132175227.0,121234812.0,117991215.0,121943975.0,121349760.0,124417617.0,119604804.0,146638399.0,128453801.0,140882302.0,135210735.0,139286122.0,128398922.0
121796158.0,121234812.0,130979195.0,128014127.0,121821096.0,128448128.0,132281937.0,128398922.0,138098240.0,120097964.0,121213311.0,140895983.0,118412910.0,142239308.0
146638399.0,119735679.0,119735679.0,138569526.0,121153450.0,121390722.0,122394195.0,142239308.0,146007618.0,136615085.0,117969282.0,121722604.0,145421935.0,125412942.0
119604804.0,119745922.0,123080065.0,119748409.0,128427947.0,132683394.0,128022100.0,125412942.0,119604804.0,146660524.0,141611399.0,118896369.0,147379826.0,124417617.0
142239308.0,134520195.0,119772547.0,118433595.0,119723949.0,139703938.0,138008146.0,124417617.0,128398922.0,127241391.0,134066578.0,133891828.0,121943669.0,132281937.0
118435404.0,124437896.0,124437896.0,128575291.0,132241325.0,124307086.0,138770005.0,132281937.0,142239308.0,139216048.0,122098068.0,132843256.0,121800310.0,122394195.0
125412942.0,118037899.0,147441032.0,120657726.0,124323759.0,128571024.0,120956504.0,122394195.0,125412942.0,119682223.0,124416424.0,130926329.0,145491574.0,128022100.0
144395854.0,127954318.0,145450378.0,128530240.0,118564784.0,124331665.0,117995096.0,128022100.0,124417617.0,122406067.0,118026665.0,145364729.0,124888698.0,138008146.0
134692428.0,126647696.0,118037899.0,124483397.0,138143665.0,121321108.0,126682715.0,138008146.0,132281937.0,125025463.0,119591339.0,117966587.0,118425211.0,138770005.0
124417617.0,141655445.0,127954318.0,128644935.0,123652020.0,133928596.0,133924446.0,138770005.0,122394195.0,117961912.0,118911410.0,118527738.0,124413564.0,120956504.0
132281937.0,124331416.0,126647696.0,123078472.0,121325495.0,120129174.0,135067232.0,120956504.0,128022100.0,118903997.0,118534593.0,140826362.0,139814523.0,117995096.0
138770005.0,128402845.0,138661269.0,132638540.0,133937079.0,129074841.0,120088161.0,117995096.0,138008146.0,118541503.0,129577415.0,123115267.0,128439930.0,126682715.0
120956504.0,128081312.0,141655445.0,125409104.0,118405050.0,125904539.0,122087012.0,126682715.0,138770005.0,120106180.0,120648136.0,118015751.0,121349760.0,133924446.0
117995096.0,139189666.0,124331416.0,128071510.0,134739903.0,133203613.0,135104101.0,133924446.0,120956504.0,118056133.0,120689099.0,133121799.0,128448128.0,135067232.0
126682715.0,119199139.0,128402845.0,132851546.0,138692548.0,135071389.0,124266085.0,135067232.0,117995096.0,118475973.0,120574411.0,123758346.0,121390722.0,122087012.0
133924446.0,129484198.0,128081312.0,138127194.0,128468934.0,133985950.0,119625319.0,120088161.0,126682715.0,129133765.0,118018520.0,122312458.0,132683394.0,135104101.0
135067232.0,123065766.0,139189666.0,121214816.0,133158854.0,118912671.0,135145064.0,122087012.0,133924446.0,117978308.0,130986462.0,133945102.0,139703938.0,124266085.0
121949793.0,124798377.0,129484198.0,128989025.0,119609290.0,118048420.0,139286122.0,135104101.0,135067232.0,117972164.0,132108771.0,119858961.0,124331665.0,119625319.0
122087012.0,132713897.0,123065766.0,117987170.0,124377035.0,126428841.0,118412910.0,124266085.0,120088161.0,120773829.0,145928683.0,134633234.0,121321108.0,135145064.0
124266085.0,141804971.0,124798377.0,121767779.0,129529809.0,147527340.0,145421935.0,119625319.0,122087012.0,128433356.0,120238582.0,141870868.0,120129174.0,139286122.0
135145064.0,129527212.0,126619050.0,118503267.0,120293330.0,132253359.0,147379826.0,135145064.0,135104101.0,135140557.0,147526136.0,126633749.0,129074841.0,118412910.0
123276904.0,132748714.0,141804971.0,133969774.0,147257304.0,118552240.0,121943669.0,139286122.0,124266085.0,128982220.0,128619005.0,132122389.0,125904539.0,145421935.0
121335404.0,142970286.0,129527212.0,117950323.0,127244253.0,118494898.0,121800310.0,118412910.0,119625319.0,118041808.0,119656964.0,121816853.0,133203613.0,147379826.0
118054508.0,141759918.0,132748714.0,146626422.0,118478819.0,140326580.0,145491574.0,145421935.0,135145064.0,118506706.0,134066698.0,130828056.0,135071389.0,121943669.0
118412910.0,122342833.0,142970286.0,143124344.0,124880872.0,121284281.0,127395449.0,147379826.0,139286122.0,125908178.0,129479185.0,123037465.0,133985950.0,121800310.0
132681327.0,140408246.0,141759918.0,118024058.0,118511592.0,128452288.0,124888698.0,121943669.0,118412910.0,118396117.0,131592723.0,127964949.0,118912671.0,145491574.0
127422065.0,125463991.0,122342833.0,118003582.0,141645801.0,136046288.0,118425211.0,121800310.0,145421935.0,118559961.0,137171480.0,121915163.0,118048420.0,127395449.0
118021745.0,120620476.0,146947509.0,136021887.0,125937647.0,127375056.0,124413564.0,145491574.0,147379826.0,121244894.0,119779872.0,121825052.0,126428841.0,124888698.0
134512242.0,135065020.0,140408246.0,141268864.0,123217907.0,134076112.0,139814523.0,127395449.0,121943669.0,118449375.0,120230445.0,127264539.0,147527340.0,118425211.0
121800310.0,118027711.0,125463991.0,132056966.0,127776757.0,118515413.0,128439930.0,124888698.0,121800310.0,132828388.0,123793971.0,126625578.0,132253359.0,124413564.0
145491574.0,117956033.0,118906295.0,118560648.0,120637430.0,118462165.0,121349760.0,118425211.0,145491574.0,120124645.0,125030966.0,133134122.0,118552240.0,139814523.0
123661944.0,145216962.0,124835257.0,118519689.0,125007864.0,128997079.0,128448128.0,124413564.0,127395449.0,124787941.0,128971319.0,117991215.0,118494898.0,128439930.0
124888698.0,118046147.0,120620476.0,117950347.0,119695356.0,118433496.0,121390722.0,139814523.0,124888698.0,131032296.0,126702145.0,128014127.0,140326580.0,121349760.0
139814523.0,140285383.0,135065020.0,131651472.0,125462525.0,118580960.0,132683394.0,128439930.0,118425211.0,146025704.0,120615491.0,123230001.0,121284281.0,128448128.0
124413564.0,118048200.0,121273788.0,124381078.0,142931966.0,126695139.0,139703938.0,121349760.0,124413564.0,132050153.0,118035015.0,127985460.0,128399035.0,121390722.0
128439930.0,124347848.0,118027711.0,126834582.0,138549251.0,129099495.0,124307086.0,128448128.0,139814523.0,118564075.0,137122379.0,119748409.0,128452288.0,132683394.0
121349760.0,130942418.0,124263872.0,129120156.0,124286988.0,136595179.0,128571024.0,121390722.0,128439930.0,125005034.0,137138764.0,118433595.0,136046288.0,139703938.0
128448128.0,136074707.0,132312513.0,142436254.0,126699533.0,139319019.0,124331665.0,132683394.0,121349760.0,129504489.0,139137618.0,128575291.0,127375056.0,124307086.0
121390722.0,124294613.0,145216962.0,145295262.0,120240142.0,118580973.0,121321108.0,139703938.0,128448128.0,139154665.0,119681619.0,120657726.0,134076112.0,128571024.0
141741698.0,133162455.0,117956033.0,117999520.0,127424526.0,138585838.0,133928596.0,124307086.0,121390722.0,123061487.0,142414423.0,128530240.0,118515413.0,124331665.0
124307086.0,132154840.0,118046147.0,139384736.0,118564881.0,135210735.0,120129174.0,128571024.0,132683394.0,138527983.0,121229912.0,124483397.0,118462165.0,121321108.0
145157774.0,145417687.0,140285383.0,121943975.0,120133649.0,140895983.0,129074841.0,124331665.0,139703938.0,138546423.0,136024664.0,128644935.0,128997079.0,133928596.0
124415632.0,146714072.0,118048200.0,121153450.0,145147929.0,121722604.0,125904539.0,120129174.0,124307086.0,119618807.0,118919772.0,123078472.0,118433496.0,120129174.0
124331665.0,127292890.0,124347848.0,128427947.0,132761633.0,129013484.0,133203613.0,129074841.0,128571024.0,132703487.0,121295471.0,132638540.0,125441755.0,129074841.0
119692946.0,118939097.0,130942418.0,132241325.0,117966888.0,118896369.0,135071389.0,125904539.0,124331665.0,121175295.0,143536751.0,128071510.0,124839644.0,125904539.0
120129174.0,125908445.0,124294613.0,124323759.0,139368490.0,133891828.0,133985950.0,133203613.0,121321108.0,121957634.0,121229942.0,132851546.0,125503198.0,133203613.0
138653335.0,119647711.0,133162455.0,118564784.0,120653871.0,132843256.0,118912671.0,135071389.0,133928596.0,135976199.0,118493821.0,138127194.0,118580960.0,135071389.0
129074841.0,120827359.0,132154840.0,138143665.0,118941749.0,130926329.0,118048420.0,133985950.0,120129174.0,141595911.0,125399684.0,128989025.0,126695139.0,133985950.0
141614745.0,132081121.0,145417687.0,123652020.0,126601273.0,145364729.0,126428841.0,118912671.0,129074841.0,126661897.0,123794074.0,117987170.0,129099495.0,118912671.0
125904539.0,131726818.0,127292890.0,121325495.0,134789178.0,117966587.0,147527340.0,118048420.0,125904539.0,142275847.0,131101350.0,121767779.0,136595179.0,118048420.0
133203613.0,127296995.0,118939097.0,133937079.0,140310591.0,118527738.0,132253359.0,126428841.0,133203613.0,129512717.0,118018738.0,118503267.0,139319019.0,126428841.0
135071389.0,145139174.0,119647711.0,118405050.0,118528064.0,140826362.0,118552240.0,147527340.0,135071389.0,129185037.0,143069876.0,121812843.0,118580973.0,147527340.0
120704670.0,133926378.0,120827359.0,134739903.0,134076481.0,123115267.0,118494898.0,132253359.0,133985950.0,118510864.0,119632569.0,133969774.0,138585838.0,132253359.0
133985950.0,118529514.0,123631072.0,138692548.0,129275968.0,118015751.0,140326580.0,118552240.0,118912671.0,120173841.0,129045181.0,117950323.0,135210735.0,118552240.0
118912671.0,118412780.0,131726818.0,128468934.0,121182277.0,133121799.0,128399035.0,118494898.0,118048420.0,124886290.0,124457669.0,146626422.0,140895983.0,118494898.0
118048420.0,120825325.0,127296995.0,133158854.0,129542214.0,123758346.0,128452288.0,140326580.0,126428841.0,118566168.0,123695834.0,143124344.0,121722604.0,140326580.0
118025893.0,129598957.0,145139174.0,146147273.0,120248391.0,122312458.0,136046288.0,121284281.0,147527340.0,128048408.0,133223146.0,120113017.0,129013484.0,121284281.0
120225451.0,121208299.0,145948136.0,119609290.0,127969352.0,133945102.0,127375056.0,128399035.0,132253359.0,119620890.0,134124267.0,118024058.0,118896369.0,128399035.0
147527340.0,145432047.0,133926378.0,124377035.0,127330380.0,119858961.0,134076112.0,128452288.0,118552240.0,125938974.0,118911725.0,120219515.0,133891828.0,128452288.0
122330797.0,137133558.0,118529514.0,120293330.0,118085708.0,134633234.0,118515413.0,136046288.0,118494898.0,124429600.0,126890733.0,118003582.0,132843256.0,136046288.0
132253359.0,123299320.0,118412780.0,120117204.0,127989836.0,126633749.0,118462165.0,127375056.0,140326580.0,127214882.0,132682477.0,141268864.0,130926329.0,127375056.0
118552240.0,127397368.0,120825325.0,147257304.0,118425684.0,132122389.0,128997079.0,134076112.0,121284281.0,127808802.0,146789118.0,132056966.0,145364729.0,118515413.0
132230833.0,124442107.0,129598957.0,130263001.0,141707351.0,121816853.0,118433496.0,118515413.0,128399035.0,122389798.0,129839877.0,118560648.0,117966587.0,128997079.0
127819450.0,136613381.0,118023669.0,127244253.0,127981656.0,130828056.0,125441755.0,118462165.0,128452288.0,118428966.0,132879121.0,118519689.0,118527738.0,118433496.0
128399035.0,120634888.0,123299320.0,118478819.0,138127457.0,123037465.0,124839644.0,128997079.0,136046288.0,122361126.0,124400408.0,117950347.0,140826362.0,125441755.0
128452288.0,138808841.0,131010040.0,124880872.0,124393570.0,127964949.0,125503198.0,118433496.0,127375056.0,119698726.0,120107800.0,131651472.0,123115267.0,124839644.0
128999109.0,120262156.0,124337658.0,118511592.0,124979300.0,121915163.0,118580960.0,125441755.0,134076112.0,121838886.0,118035229.0,126834582.0,118015751.0,125503198.0
118443720.0,125371917.0,124442107.0,141645801.0,139266155.0,121825052.0,126695139.0,124839644.0,118515413.0,128470315.0,145380137.0,129120156.0,133121799.0,118580960.0
132779720.0,123858444.0,122004996.0,125937647.0,124332140.0,127264539.0,129099495.0,125503198.0,118462165.0,118005032.0,129168176.0,145295262.0,123758346.0,126695139.0
142442185.0,124378637.0,124421636.0,119687153.0,123746412.0,129148713.0,136595179.0,118580960.0,128997079.0,118045992.0,123802417.0,117999520.0,122312458.0,129099495.0
136046288.0,133910036.0,120786436.0,126642161.0,118413421.0,126625578.0,139319019.0,126695139.0,118433496.0,120808750.0,121369395.0,139384736.0,133945102.0,136595179.0
127375056.0,124952084.0,120634888.0,123217907.0,123824245.0,133134122.0,118580973.0,129099495.0,124839644.0,128671018.0,122344244.0,125945762.0,134633234.0,139319019.0
119811795.0,143062550.0,123858444.0,127776757.0,118904949.0,117991215.0,138585838.0,136595179.0,125503198.0,131032368.0,118002487.0,121943975.0,141870868.0,118580973.0
120733395.0,139222550.0,125371917.0,120637430.0,125044863.0,128014127.0,135210735.0,139319019.0,118580960.0,121300273.0,125514562.0,121821096.0,126633749.0,138585838.0
118515413.0,142276122.0,132818446.0,125007864.0,118012035.0,127985460.0,140895983.0,118580973.0,126695139.0,132046124.0,117977923.0,121153450.0,132122389.0,135210735.0
123190996.0,142460445.0,124378637.0,119695356.0,126810248.0,119748409.0,121722604.0,138585838.0,129099495.0,127272243.0,133190472.0,128427947.0,121816853.0,140895983.0
128997079.0,120260127.0,120126992.0,125462525.0,118417547.0,118433595.0,129013484.0,135210735.0,136595179.0,120155444.0,124515152.0,119723949.0,130828056.0,121722604.0
118433496.0,128028196.0,140865041.0,138549244.0,125872267.0,128575291.0,118896369.0,140895983.0,139319019.0,132068659.0,133198674.0,132241325.0,123037465.0,129013484.0
120643287.0,143140390.0,121355795.0,142931966.0,129075339.0,120657726.0,133891828.0,121722604.0,118580973.0,130858287.0,139858774.0,118564784.0,127964949.0,118896369.0
133922519.0,124442150.0,132077076.0,138549251.0,128534668.0,128530240.0,132843256.0,129013484.0,138585838.0,129029431.0,128619356.0,138143665.0,121915163.0,133891828.0
124839644.0,140269094.0,124952084.0,124286988.0,128157836.0,124483397.0,130926329.0,118896369.0,135210735.0,125551928.0,130806622.0,123652020.0,121825052.0,132843256.0
124260060.0,124401193.0,143062550.0,126699533.0,128604303.0,128644935.0,145364729.0,133891828.0,140895983.0,125369656.0,118510436.0,121325495.0,129148713.0,130926329.0
125503198.0,120245805.0,139222550.0,127424526.0,135125142.0,123078472.0,117966587.0,132843256.0,121722604.0,120751418.0,142455657.0,133937079.0,126625578.0,145364729.0
146722526.0,129029678.0,125890074.0,118564881.0,125057182.0,132638540.0,118527738.0,130926329.0,129013484.0,127286588.0,132797302.0,118405050.0,133134122.0,117966587.0
118580960.0,118576688.0,142276122.0,145147929.0,146897056.0,125409104.0,140826362.0,145364729.0,118896369.0,119653694.0,124990330.0,128030650.0,117991215.0,118527738.0
124260063.0,131087925.0,136588828.0,132761633.0,127973538.0,128071510.0,123115267.0,117966587.0,133891828.0,118545727.0,129151867.0,134739903.0,128014127.0,140826362.0
124407519.0,129113655.0,142460445.0,120678435.0,118528163.0,132851546.0,118015751.0,118527738.0,132843256.0,126606661.0,147329914.0,138692548.0,123230001.0,123115267.0
123104996.0,130805308.0,120260127.0,135067686.0,134129830.0,121214816.0,133121799.0,140826362.0,130926329.0,128443724.0,119755648.0,133158854.0,127985460.0,118015751.0
138559204.0,125888061.0,128028196.0,117966888.0,129071270.0,128989025.0,123758346.0,123115267.0,145364729.0,124368204.0,129020800.0,146147273.0,138569526.0,133121799.0
130952937.0,121796158.0,124442150.0,139368490.0,125474984.0,117987170.0,122312458.0,118015751.0,117966587.0,119725390.0,119690116.0,119609290.0,119748409.0,123758346.0
134033129.0,146638399.0,140269094.0,120653871.0,117995690.0,121767779.0,133945102.0,133121799.0,118527738.0,121238863.0,123081609.0,124377035.0,118433595.0,122312458.0
121722604.0,119604804.0,124401193.0,118941749.0,132360364.0,118503267.0,119858961.0,123758346.0,140826362.0,135966032.0,125064074.0,129529809.0,128575291.0,133945102.0
118580973.0,142239308.0,139175469.0,126601273.0,126879917.0,127842148.0,134633234.0,122312458.0,123115267.0,124353870.0,138654608.0,120293330.0,120657726.0,119858961.0
140895983.0,118435404.0,120245805.0,134789178.0,140855472.0,133969774.0,141870868.0,133945102.0,118015751.0,121255250.0,118502296.0,120117204.0,128530240.0,134633234.0
121933555.0,125412942.0,129029678.0,140310591.0,119630003.0,117950323.0,126633749.0,119858961.0,133121799.0,125951313.0,131003289.0,147257304.0,124483397.0,141870868.0
119746296.0,144395854.0,118576688.0,118528064.0,131012790.0,146626422.0,132122389.0,141870868.0,123758346.0,138286421.0,135107480.0,130263001.0,128644935.0,126633749.0
130926329.0,124417617.0,131087925.0,134076481.0,132135095.0,143124344.0,121816853.0,132122389.0,122312458.0,146144597.0,125399964.0,128427997.0,123078472.0,132122389.0
145936122.0,132281937.0,129113655.0,129275968.0,134510777.0,120113017.0,130828056.0,121816853.0,133945102.0,121949528.0,135082914.0,127244253.0,132638540.0,121816853.0
117966587.0,138770005.0,127376953.0,121182277.0,124442812.0,118024058.0,123037465.0,130828056.0,119858961.0,117970264.0,125137832.0,118478819.0,125409104.0,130828056.0
118527738.0,124296789.0,130805308.0,127330380.0,120109245.0,120219515.0,127964949.0,123037465.0,134633234.0,120259930.0,124335028.0,124880872.0,128071510.0,123037465.0
117989115.0,120956504.0,125888061.0,118085708.0,138758334.0,118003582.0,121915163.0,127964949.0,141870868.0,119735643.0,130782132.0,118511592.0,132851546.0,127964949.0
123115267.0,117995096.0,121796158.0,127989836.0,120285385.0,141268864.0,121825052.0,121915163.0,126633749.0,129488217.0,127800251.0,141645801.0,138127194.0,121915163.0
133121799.0,133924446.0,146638399.0,131672144.0,128407756.0,132056966.0,127264539.0,121825052.0,132122389.0,119772506.0,123720642.0,125937647.0,121214816.0,121825052.0
124251911.0,146845278.0,119604804.0,141707351.0,133654733.0,118560648.0,129148713.0,127264539.0,121816853.0,140379487.0,118051796.0,119687153.0,128989025.0,127264539.0
125001480.0,135067232.0,142239308.0,127981656.0,122407119.0,118519689.0,126625578.0,129148713.0,130828056.0,120124767.0,121943002.0,126642161.0,117987170.0,129148713.0
122312458.0,121949793.0,118435404.0,138127457.0,118028496.0,117950347.0,133134122.0,126625578.0,123037465.0,140383585.0,121385951.0,123217907.0,121767779.0,126625578.0
121958158.0,122087012.0,125412942.0,124393570.0,124852436.0,131651472.0,117991215.0,133134122.0,127964949.0,125891935.0,118535136.0,127776757.0,118503267.0,133134122.0
139177742.0,135104101.0,144395854.0,124979300.0,129087701.0,124381078.0,128014127.0,117991215.0,121915163.0,138771811.0,126784479.0,120637430.0,127842148.0,117991215.0
133945102.0,124266085.0,134692428.0,139266155.0,124946646.0,126834582.0,123230001.0,128014127.0,121825052.0,129021284.0,138630119.0,125007864.0,121812843.0,128014127.0
139157262.0,135145064.0,124417617.0,124332140.0,138004695.0,129120156.0,127985460.0,123230001.0,127264539.0,132214118.0,127439856.0,119695356.0,133969774.0,123230001.0
131522319.0,139286122.0,122394195.0,123746412.0,138594520.0,142436254.0,138569526.0,138569526.0,129148713.0,133975399.0,120132596.0,125462525.0,117950323.0,127985460.0
132122389.0,121335404.0,138770005.0,123824245.0,131012825.0,117999520.0,119748409.0,119748409.0,126625578.0,123127144.0,122729464.0,138549244.0,146626422.0,138569526.0
121816853.0,118054508.0,120956504.0,118904949.0,129005786.0,121943975.0,118433595.0,118433595.0,133134122.0,125934950.0,124449793.0,142931966.0,143124344.0,119748409.0
127964949.0,118412910.0,117995096.0,140888186.0,128461021.0,121821096.0,128575291.0,128575291.0,117991215.0,119764332.0,124417036.0,138549251.0,120113017.0,118433595.0
132620053.0,132681327.0,126682715.0,125044863.0,129124574.0,121153450.0,120657726.0,120657726.0,128014127.0,130968941.0,132092942.0,124286988.0,118024058.0,128575291.0
123037465.0,118021745.0,135067232.0,137169024.0,121800926.0,128427947.0,128530240.0,128530240.0,123230001.0,130891544.0,133960733.0,126699533.0,120219515.0,120657726.0
121915163.0,147379826.0,121949793.0,118012035.0,121239773.0,119723949.0,124483397.0,124483397.0,127985460.0,133895538.0,125899810.0,120240142.0,118003582.0,128530240.0
121825052.0,134512242.0,122087012.0,126810248.0,126769373.0,132241325.0,128644935.0,128644935.0,119748409.0,124439923.0,121820199.0,118016015.0,141268864.0,124483397.0
125570844.0,145491574.0,135104101.0,118417547.0,124852450.0,118564784.0,123078472.0,123078472.0,118433595.0,141598067.0,135992365.0,127424526.0,132056966.0,128644935.0
132808476.0,123661944.0,124266085.0,125872267.0,120764647.0,138143665.0,132638540.0,132638540.0,128575291.0,118017399.0,118887501.0,118564881.0,118560648.0,123078472.0
120635165.0,124888698.0,135145064.0,129075339.0,137570537.0,123652020.0,125409104.0,125409104.0,120657726.0,131528056.0,117912659.0,120133649.0,118519689.0,132638540.0
118402851.0,118425211.0,139286122.0,128157836.0,120621293.0,121325495.0,128071510.0,128071510.0,128530240.0,132783480.0,133157972.0,145147929.0,117950347.0,125409104.0
122367780.0,139814523.0,121335404.0,134695056.0,118950129.0,133937079.0,132851546.0,132851546.0,124483397.0,132175227.0,123221080.0,132761633.0,131651472.0,128071510.0
126799653.0,128439930.0,118054508.0,128604303.0,125470962.0,118405050.0,138127194.0,121214816.0,128644935.0,121234812.0,126817370.0,133249057.0,126834582.0,132851546.0
146865956.0,121349760.0,120655470.0,135125142.0,143509748.0,128030650.0,121214816.0,128989025.0,123078472.0,130979195.0,131429485.0,120678435.0,129120156.0,138127194.0
129148713.0,128448128.0,132681327.0,119666839.0,145217786.0,128640958.0,128989025.0,117987170.0,132638540.0,119735679.0,118469742.0,117966888.0,142436254.0,121214816.0
118529835.0,121390722.0,118412910.0,120780955.0,137119995.0,134739903.0,117987170.0,121767779.0,125409104.0,123080065.0,127972468.0,139368490.0,145295262.0,128989025.0
117991215.0,141741698.0,127422065.0,125057182.0,118528259.0,138692548.0,121767779.0,118503267.0,128071510.0,117988738.0,124982395.0,120653871.0,117999520.0,117987170.0
128014127.0,124307086.0,147379826.0,118528163.0,120121609.0,128468934.0,118503267.0,127842148.0,132851546.0,119772547.0,128996480.0,118941749.0,139384736.0,121767779.0
128069425.0,139185806.0,134512242.0,134129830.0,126847242.0,133158854.0,127842148.0,133969774.0,138127194.0,134520195.0,118969477.0,126601273.0,125945762.0,118503267.0
119643954.0,124415632.0,123661944.0,126797992.0,120609034.0,146147273.0,133969774.0,117950323.0,121214816.0,117992837.0,125416583.0,134789178.0,121943975.0,127842148.0
119748409.0,119692946.0,124888698.0,125474984.0,120273164.0,119609290.0,117950323.0,146626422.0,128989025.0,125359495.0,126030994.0,140310591.0,121821096.0,121812843.0
119729978.0,120129174.0,118425211.0,117995690.0,118532366.0,124377035.0,146626422.0,143124344.0,117987170.0,147441032.0,125932690.0,118528064.0,121153450.0,117950323.0
128575291.0,138653335.0,124413564.0,132360364.0,118503696.0,129529809.0,143124344.0,120113017.0,121767779.0,118037899.0,132773014.0,134076481.0,128427947.0,146626422.0
131010363.0,129074841.0,128439930.0,126879917.0,117987604.0,120293330.0,120113017.0,118024058.0,118503267.0,127397260.0,118396058.0,129275968.0,119723949.0,143124344.0
138153786.0,141614745.0,121349760.0,140855472.0,133560598.0,120117204.0,118024058.0,120219515.0,127842148.0,140778893.0,129143967.0,121182277.0,132241325.0,120113017.0
120657726.0,133203613.0,128448128.0,119630003.0,139761943.0,147257304.0,120219515.0,118003582.0,121812843.0,127954318.0,119665828.0,120248391.0,118564784.0,118024058.0
117968703.0,135071389.0,141741698.0,131012790.0,122312984.0,130263001.0,118003582.0,136021887.0,133969774.0,126647696.0,141841572.0,127969352.0,138143665.0,120219515.0
128530240.0,120704670.0,139185806.0,132135095.0,133986586.0,128427997.0,136021887.0,141268864.0,117950323.0,132263314.0,130995369.0,127330380.0,123652020.0,118003582.0
118456123.0,133985950.0,145157774.0,124442812.0,127822107.0,127244253.0,141268864.0,132056966.0,146626422.0,134475158.0,119682223.0,127989836.0,121325495.0,136021887.0
123076415.0,118912671.0,124415632.0,120109245.0,129521954.0,118478819.0,132056966.0,118560648.0,143124344.0,124331416.0,119706804.0,118425684.0,133937079.0,141268864.0
125005635.0,118048420.0,124331665.0,138758334.0,118032677.0,124880872.0,118560648.0,118519689.0,120113017.0,128044441.0,117961912.0,141707351.0,118405050.0,132056966.0
133164868.0,118025893.0,119692946.0,146696391.0,119601445.0,118511592.0,118519689.0,117950347.0,118024058.0,127964568.0,118903997.0,127981656.0,128030650.0,118560648.0
123078472.0,120225451.0,120129174.0,120285385.0,134093096.0,141645801.0,117950347.0,131651472.0,120219515.0,138677659.0,117978308.0,138127457.0,128640958.0,118519689.0
120110923.0,122330797.0,129074841.0,128407756.0,136087849.0,125937647.0,131651472.0,124381078.0,118003582.0,118390168.0,146748614.0,124393570.0,134739903.0,117950347.0
132638540.0,132253359.0,141614745.0,133654733.0,118434091.0,119687153.0,124381078.0,126834582.0,136021887.0,128402845.0,135140557.0,124979300.0,138692548.0,131651472.0
118493009.0,118552240.0,125904539.0,122407119.0,138754344.0,126642161.0,126834582.0,129120156.0,141268864.0,119199139.0,118396117.0,139266155.0,128468934.0,124381078.0
123060049.0,132230833.0,133203613.0,118028496.0,146630960.0,123217907.0,129120156.0,142436254.0,132056966.0,123065766.0,120124645.0,124332140.0,133158854.0,126834582.0
123305812.0,133660339.0,135071389.0,124852436.0,124393779.0,127776757.0,142436254.0,145295262.0,118560648.0,118891944.0,127431909.0,123746412.0,146147273.0,129120156.0
128071510.0,121284281.0,145936029.0,129087701.0,118438201.0,120637430.0,145295262.0,117999520.0,118519689.0,124798377.0,139154665.0,118413421.0,119609290.0,142436254.0
132851546.0,127819450.0,118912671.0,124946646.0,118520124.0,125007864.0,117999520.0,139384736.0,117950347.0,132713897.0,135976199.0,123824245.0,124377035.0,145295262.0
117985119.0,128399035.0,118048420.0,138004695.0,118950207.0,119695356.0,139384736.0,125945762.0,131651472.0,141804971.0,142275847.0,118904949.0,129529809.0,117999520.0
