20220422_MDE_NB_verduras_W16,20220422_MDE_NB_frutas_W16,20220422_MDE_NB_tuberculos_W16,20220422_MDE_NB_contenedores_W16,20220422_MDE_NB_vasos_W16,20220422_MDE_NB_cubiertosypitillos_W16,20220422_MDE_NB_platosybandejas_W16,20220422_MDE_NB_empaqueyenvoltura_W16,20220422_MDE_NB_bolsas_W16,20220422_MDE_NB_bebidassinalcohol_W16,20220422_MDE_NB_huevos_W16,20220422_MDE_NB_leches_W16,20220422_MDE_NB_cremas_W16,20220422_MDE_NB_derivadoslacteos_W16
128494510.0,118510436.0,119653130.0,117912659.0,146724015.0,124449793.0,127783902.0,121943002.0,118940625.0,118053557.0,121809625.0,124355657.0,118522863.0,121943002.0
125510578.0,124390246.0,130999052.0,118932564.0,122406067.0,118416387.0,121385951.0,124453853.0,118051796.0,129120950.0,133933786.0,139338828.0,127439856.0,124453853.0
124335028.0,120265579.0,132879121.0,133157972.0,119706804.0,126018563.0,118535136.0,127783902.0,129156058.0,136757943.0,125373148.0,130868301.0,128005104.0,127783902.0
130782132.0,132303725.0,145169170.0,135279702.0,117961912.0,140837892.0,119677921.0,121385951.0,124462043.0,119632569.0,118450915.0,118907980.0,120132596.0,121385951.0
121797556.0,120666992.0,121367317.0,123221080.0,118903997.0,127386630.0,126784479.0,118535136.0,121943002.0,131054271.0,129026791.0,118056017.0,119768054.0,118535136.0
119700406.0,146829309.0,120259350.0,131638366.0,117978308.0,128017416.0,120132579.0,119677921.0,124453853.0,118528704.0,119720682.0,117912659.0,122729464.0,126784479.0
117959608.0,124502898.0,120107800.0,120616031.0,118056133.0,128402444.0,132039652.0,126784479.0,127783902.0,133163716.0,131754731.0,118932564.0,134521850.0,120132579.0
120937406.0,143051634.0,118530842.0,139289696.0,122295492.0,137110540.0,139789286.0,120132579.0,121385951.0,124457669.0,126855920.0,133157972.0,135259134.0,132039652.0
123720642.0,118066035.0,118035229.0,132183138.0,118506706.0,130851853.0,122438631.0,132039652.0,118535136.0,138574532.0,132262649.0,135279702.0,124449793.0,139789286.0
132068294.0,119741298.0,120687390.0,131429485.0,125908178.0,124417036.0,138630119.0,139789286.0,119677921.0,118053575.0,120138496.0,123221080.0,118416387.0,122438631.0
128519113.0,132797302.0,131029789.0,118469742.0,129504466.0,119714829.0,118522863.0,122438631.0,126784479.0,145246923.0,121940740.0,139289696.0,126018563.0,138630119.0
135062478.0,141785975.0,147503904.0,127972468.0,133924053.0,132092942.0,127439856.0,138630119.0,120132579.0,139864780.0,124816132.0,121791585.0,140837892.0,127439856.0
120261582.0,122006392.0,119745313.0,125555831.0,118396117.0,138134553.0,128005104.0,118522863.0,132039652.0,132756182.0,126798596.0,132183138.0,127386630.0,128005104.0
118940625.0,128428920.0,132053804.0,124982395.0,118559961.0,133960733.0,120132596.0,127439856.0,139789286.0,121809625.0,124824334.0,131429485.0,128017416.0,120132596.0
137169877.0,123833210.0,123706158.0,137118848.0,126641371.0,125899810.0,119768054.0,128005104.0,122438631.0,118506202.0,118401822.0,118469742.0,138155017.0,119768054.0
117980118.0,124990330.0,129168176.0,128996480.0,118449375.0,117998627.0,122729464.0,120132596.0,138630119.0,142486235.0,120687390.0,127972468.0,128402444.0,122729464.0
131541975.0,147329914.0,123802417.0,119690369.0,120124645.0,134673445.0,134521850.0,119768054.0,118522863.0,125373148.0,119745313.0,125555831.0,137110540.0,134521850.0
129584088.0,119735165.0,121369395.0,139797635.0,127431909.0,121820199.0,135259134.0,122729464.0,127439856.0,123695834.0,145238835.0,124982395.0,130851853.0,135259134.0
117963735.0,138730360.0,117951287.0,118969477.0,129856742.0,133997608.0,124449793.0,134521850.0,128005104.0,120621790.0,117951287.0,129487994.0,124417036.0,124449793.0
121793498.0,124255101.0,133210936.0,118416518.0,128611560.0,123663399.0,118416387.0,135259134.0,120132596.0,122354394.0,120261444.0,120259710.0,119714829.0,118416387.0
124462043.0,119755648.0,125436736.0,135083144.0,129504489.0,135992365.0,126018563.0,124449793.0,119768054.0,137298657.0,126651213.0,137118848.0,132092942.0,126018563.0
124453853.0,134112129.0,117977923.0,125019281.0,118564075.0,118416432.0,140837892.0,118416387.0,122729464.0,118897378.0,124390246.0,128996480.0,138134553.0,140837892.0
145976286.0,140831618.0,120261444.0,136561810.0,123061487.0,121205819.0,127386630.0,126018563.0,134521850.0,118450915.0,132303725.0,119690369.0,133960733.0,127386630.0
121385951.0,129051523.0,118586180.0,119641234.0,135087343.0,133522494.0,128017416.0,140837892.0,135259134.0,118072038.0,118066035.0,139797635.0,125899810.0,128017416.0
146713568.0,129020800.0,133190472.0,126030994.0,138527983.0,118580295.0,138155017.0,127386630.0,124449793.0,129026791.0,122006392.0,118969477.0,117998627.0,138155017.0
118535136.0,135963525.0,124289865.0,125932690.0,118572286.0,124355657.0,128402444.0,128017416.0,118416387.0,128467688.0,128428920.0,118416518.0,134673445.0,128402444.0
126784479.0,119690116.0,118416202.0,132773014.0,132703487.0,139338828.0,137110540.0,138155017.0,126018563.0,119720682.0,123833210.0,119628934.0,121820199.0,137110540.0
132774879.0,118072199.0,133198674.0,124814487.0,128967941.0,130868301.0,130851853.0,128402444.0,140837892.0,131754731.0,140831618.0,125416583.0,133997608.0,130851853.0
132039652.0,139793288.0,120093525.0,141927576.0,141595911.0,118907980.0,124417036.0,137110540.0,127386630.0,145394410.0,129051523.0,135083144.0,123663399.0,124417036.0
119684068.0,119618451.0,119595862.0,118396058.0,126661897.0,118887501.0,119714829.0,130851853.0,128017416.0,133223146.0,121138063.0,125019281.0,135992365.0,119714829.0
127826917.0,140827540.0,139858774.0,128468125.0,142275847.0,118056017.0,132092942.0,124417036.0,138155017.0,134124267.0,126831512.0,136561810.0,118416432.0,132092942.0
122438631.0,126831512.0,139762519.0,129143967.0,129512717.0,117912659.0,138134553.0,119714829.0,128402444.0,118911725.0,135089048.0,119641234.0,121205819.0,138134553.0
138630119.0,135089048.0,128619356.0,118924448.0,129185037.0,118932564.0,133960733.0,132092942.0,137110540.0,126855920.0,128437153.0,125932690.0,133522494.0,133960733.0
119634919.0,118502296.0,130806622.0,147276962.0,118510864.0,133157972.0,125899810.0,138134553.0,130851853.0,126890733.0,126634915.0,132773014.0,118580295.0,125899810.0
120134634.0,131003289.0,132103006.0,119665828.0,120173841.0,135279702.0,117998627.0,133960733.0,124417036.0,132682477.0,138120100.0,124814487.0,124355657.0,117998627.0
127439856.0,119706520.0,118510436.0,132777125.0,120370457.0,123221080.0,134673445.0,125899810.0,119714829.0,118637299.0,119597993.0,141927576.0,139338828.0,134673445.0
127257586.0,129033117.0,142455657.0,118432934.0,119620890.0,120616031.0,121820199.0,117998627.0,132092942.0,126835444.0,128445354.0,118396058.0,130868301.0,121820199.0
120132596.0,132772762.0,120265579.0,141841572.0,124806428.0,139289696.0,133997608.0,134673445.0,138134553.0,118561527.0,118008747.0,128468125.0,118907980.0,133997608.0
119768054.0,118039455.0,132303725.0,130995369.0,124429600.0,121791585.0,123663399.0,121820199.0,133960733.0,132262649.0,117959608.0,129143967.0,118887501.0,123663399.0
118496246.0,135107480.0,120666992.0,119682223.0,130823456.0,132183138.0,135992365.0,133997608.0,125899810.0,132094715.0,124971970.0,118924448.0,118056017.0,135992365.0
122729464.0,118545304.0,146829309.0,139216048.0,127214882.0,131429485.0,118416432.0,123663399.0,117998627.0,130810622.0,119745480.0,147276962.0,117912659.0,118416432.0
135162874.0,124804001.0,124502898.0,122406067.0,127808802.0,118469742.0,121205819.0,135992365.0,134673445.0,146789118.0,120261582.0,119665828.0,118932564.0,121205819.0
120138747.0,126634915.0,118066035.0,119706804.0,120698147.0,127972468.0,133522494.0,118416432.0,121820199.0,126696191.0,137169877.0,132777125.0,133157972.0,133522494.0
126018563.0,125137832.0,119741298.0,117961912.0,118969637.0,125555831.0,118580295.0,121205819.0,133997608.0,118524673.0,138882007.0,141841572.0,135279702.0,118580295.0
139787269.0,128445354.0,141785975.0,117957817.0,118428966.0,136639610.0,124355657.0,133522494.0,123663399.0,131554047.0,129584088.0,130995369.0,123221080.0,124355657.0
127386630.0,126935981.0,122006392.0,117978308.0,122361126.0,124982395.0,139338828.0,118580295.0,135992365.0,126798596.0,121793498.0,120272042.0,126817370.0,139338828.0
120806408.0,128494510.0,138730360.0,118056133.0,119698726.0,129487994.0,130868301.0,124355657.0,118416432.0,129839877.0,123317213.0,136615085.0,120616031.0,130868301.0
126807051.0,125510578.0,123833210.0,146748614.0,120808750.0,120259710.0,118907980.0,139338828.0,121205819.0,136577805.0,145976286.0,119682223.0,139289696.0,118907980.0
137110540.0,124335028.0,124990330.0,135140557.0,131032368.0,137118848.0,118887501.0,130868301.0,133522494.0,124824334.0,146713568.0,139216048.0,121791585.0,118887501.0
130851853.0,130782132.0,147329914.0,118506706.0,121300273.0,128996480.0,118056017.0,118907980.0,118580295.0,120685329.0,123079651.0,146724015.0,132183138.0,118056017.0
124417036.0,121797556.0,119735165.0,125908178.0,127272243.0,119690369.0,117912659.0,118887501.0,124355657.0,145169170.0,127257586.0,122406067.0,131429485.0,117912659.0
132092942.0,142498741.0,124255101.0,129504466.0,132068659.0,139797635.0,118932564.0,118056017.0,139338828.0,120109844.0,120138747.0,119706804.0,118469742.0,118932564.0
143318027.0,117959608.0,119755648.0,133924053.0,129029431.0,118969477.0,133157972.0,117912659.0,130868301.0,124388117.0,120196094.0,117961912.0,127972468.0,133157972.0
134638609.0,119700406.0,134112129.0,118559961.0,125551928.0,118416518.0,135279702.0,118932564.0,118907980.0,131498774.0,143182850.0,117957817.0,125555831.0,135279702.0
123202583.0,127800251.0,129051523.0,126641371.0,120751418.0,119628934.0,123221080.0,133157972.0,118887501.0,117967637.0,126807051.0,118903997.0,129021048.0,123221080.0
133960733.0,128476092.0,119690116.0,118449375.0,121963834.0,125416583.0,126817370.0,135279702.0,118056017.0,120218392.0,134638609.0,117978308.0,136639610.0,126817370.0
141618206.0,120937406.0,135963525.0,120124645.0,118404413.0,135083144.0,131638366.0,123221080.0,117912659.0,121367317.0,120826901.0,118056133.0,124982395.0,131638366.0
124922913.0,124971970.0,142406532.0,127431909.0,119653694.0,125019281.0,120616031.0,126817370.0,118932564.0,118530842.0,123202583.0,122295492.0,129487994.0,120616031.0
117998627.0,123720642.0,118072199.0,129856742.0,135247167.0,136561810.0,139289696.0,131638366.0,133157972.0,120107800.0,141618206.0,146748614.0,120259710.0,139289696.0
130780195.0,147465156.0,139793288.0,131032296.0,118596930.0,126030994.0,121791585.0,120616031.0,135279702.0,125043485.0,124922913.0,135140557.0,137118848.0,121791585.0
134673445.0,124967874.0,138654608.0,129504489.0,124290375.0,125932690.0,132183138.0,139289696.0,123221080.0,120687390.0,130780195.0,118506706.0,128996480.0,132183138.0
121820199.0,136602571.0,140827540.0,118564075.0,131650887.0,132773014.0,131429485.0,121791585.0,126817370.0,118035229.0,133139497.0,125908178.0,119690369.0,131429485.0
133997608.0,135062478.0,126831512.0,123061487.0,128443724.0,124814487.0,118469742.0,132183138.0,131638366.0,131029789.0,117943349.0,129504466.0,139797635.0,118469742.0
133139497.0,120261582.0,135089048.0,138527983.0,124368204.0,141927576.0,127972468.0,131429485.0,120616031.0,119745313.0,125021242.0,133924053.0,118969477.0,127972468.0
123663399.0,118447054.0,118502296.0,118572286.0,121238863.0,118396058.0,125555831.0,118469742.0,139289696.0,132053804.0,146820154.0,118396117.0,118416518.0,125555831.0
118416432.0,118940625.0,131003289.0,132703487.0,141743441.0,128468125.0,129021048.0,127972468.0,121791585.0,129168176.0,122358854.0,118559961.0,119628934.0,129021048.0
124402736.0,137169877.0,118545304.0,128967941.0,121255250.0,129143967.0,136639610.0,125555831.0,132183138.0,123802417.0,129035335.0,126641371.0,135083144.0,136639610.0
120634420.0,117980118.0,129033117.0,135976199.0,117970264.0,118924448.0,124982395.0,136639610.0,131429485.0,121369395.0,139848787.0,118449375.0,125019281.0,124982395.0
117943349.0,117963735.0,118039455.0,141595911.0,129488217.0,147276962.0,129487994.0,124982395.0,118469742.0,122344244.0,126004310.0,120124645.0,136561810.0,129487994.0
125021242.0,129584088.0,125137832.0,126661897.0,120259930.0,146633890.0,120259710.0,129487994.0,127972468.0,119675700.0,124390494.0,127431909.0,119641234.0,120259710.0
122358854.0,121943002.0,128445354.0,137999625.0,119735643.0,119665828.0,128996480.0,120259710.0,125555831.0,132924214.0,129125477.0,128611560.0,126030994.0,137118848.0
129035335.0,124462043.0,126935981.0,142275847.0,119772506.0,132777125.0,119690369.0,137118848.0,129021048.0,117951287.0,119696486.0,118564075.0,125932690.0,128996480.0
124355657.0,123317213.0,133899182.0,129512717.0,140379487.0,118432934.0,139797635.0,128996480.0,136639610.0,118002487.0,146664562.0,139154665.0,132773014.0,119690369.0
139140172.0,121385951.0,128494510.0,129185037.0,128652640.0,141841572.0,118969477.0,119690369.0,124982395.0,130016062.0,118426739.0,123061487.0,124814487.0,139797635.0
118887501.0,146713568.0,125510578.0,118510864.0,129021284.0,130995369.0,118416518.0,139797635.0,120259710.0,125436736.0,118033524.0,138527983.0,141927576.0,118969477.0
118056017.0,118535136.0,124335028.0,120173841.0,124274021.0,120272042.0,119628934.0,118969477.0,137118848.0,125514562.0,125906036.0,118572286.0,118396058.0,118416518.0
118932564.0,121793506.0,130782132.0,120370457.0,129508715.0,136615085.0,125416583.0,118416518.0,128996480.0,117977923.0,124292222.0,132703487.0,128468125.0,119628934.0
133157972.0,126784479.0,121797556.0,119620890.0,119764332.0,119682223.0,135083144.0,119628934.0,119690369.0,120261444.0,118525056.0,135976199.0,129143967.0,125416583.0
126004310.0,132774879.0,119700406.0,124806428.0,131528056.0,139216048.0,125019281.0,125416583.0,139797635.0,125989701.0,138144902.0,141595911.0,118924448.0,135083144.0
116218964.0,119684068.0,117959608.0,124429600.0,132789624.0,146724015.0,136561810.0,135083144.0,118969477.0,118586180.0,136137864.0,126661897.0,147276962.0,125019281.0
138013788.0,127826917.0,127800251.0,130823456.0,121234812.0,122406067.0,119641234.0,125019281.0,118416518.0,133190472.0,128470160.0,137999625.0,146633890.0,136561810.0
139289696.0,122438631.0,134060988.0,127214882.0,132175227.0,119706804.0,126030994.0,136561810.0,119628934.0,142205769.0,128453801.0,142275847.0,119665828.0,119641234.0
132183138.0,138630119.0,120937406.0,127808802.0,130979195.0,117961912.0,125932690.0,119641234.0,125416583.0,118416202.0,127241391.0,129512717.0,132777125.0,126030994.0
129125477.0,119634919.0,124971970.0,120698147.0,119735679.0,117957817.0,132773014.0,126030994.0,135083144.0,132645708.0,118541503.0,129185037.0,118432934.0,125932690.0
119696486.0,120134634.0,123720642.0,122389798.0,119772547.0,118903997.0,124814487.0,125932690.0,125019281.0,126651213.0,120106180.0,118510864.0,141841572.0,132773014.0
124992615.0,136584174.0,124967874.0,118428966.0,125359495.0,117978308.0,141927576.0,132773014.0,136561810.0,133198674.0,118475973.0,120173841.0,130995369.0,124814487.0
131429485.0,127439856.0,132068294.0,122361126.0,124437896.0,118056133.0,118396058.0,124814487.0,119641234.0,120093525.0,129133765.0,120370457.0,120272042.0,141927576.0
118469742.0,127257586.0,119745480.0,119698726.0,147441032.0,146748614.0,128468125.0,141927576.0,126030994.0,119595862.0,118041808.0,119620890.0,119682223.0,118396058.0
120114289.0,120132596.0,136602571.0,120808750.0,124331416.0,135140557.0,129143967.0,118396058.0,125932690.0,139858774.0,121244894.0,124806428.0,139216048.0,128468125.0
118033524.0,119768054.0,135062478.0,136029486.0,127964568.0,118506706.0,118924448.0,128468125.0,132773014.0,140434261.0,146025704.0,124429600.0,146724015.0,129143967.0
124982395.0,118496246.0,118940625.0,131032368.0,124876187.0,125908178.0,147276962.0,129143967.0,124814487.0,139762519.0,132050153.0,130823456.0,122406067.0,118924448.0
130993277.0,122729464.0,117980118.0,121300273.0,128402845.0,129504466.0,146633890.0,118924448.0,141927576.0,128619356.0,125005034.0,127214882.0,119706804.0,147276962.0
124292222.0,135162874.0,117963735.0,127272243.0,124867999.0,133924053.0,119665828.0,147276962.0,118396058.0,132103006.0,142437614.0,127808802.0,117961912.0,146633890.0
121379967.0,120138747.0,129584088.0,125551928.0,119199139.0,118396117.0,132777125.0,146633890.0,128468125.0,118514532.0,121957634.0,120698147.0,118903997.0,119665828.0
137118848.0,120196094.0,129156058.0,120751418.0,129484198.0,118559961.0,118432934.0,119665828.0,129143967.0,118510436.0,136006926.0,118969637.0,117978308.0,132777125.0
118525056.0,143182850.0,124462043.0,121963834.0,123065766.0,126641371.0,141841572.0,132777125.0,118924448.0,120265579.0,138751254.0,122389798.0,118056133.0,118432934.0
128996480.0,126018563.0,124453853.0,118404413.0,118891944.0,118449375.0,130995369.0,118432934.0,147276962.0,132303725.0,118566168.0,118428966.0,122295492.0,141841572.0
139797635.0,132340741.0,121385951.0,119653694.0,124798377.0,120124645.0,120272042.0,141841572.0,146633890.0,120666992.0,125938974.0,122361126.0,146748614.0,130995369.0
119690369.0,139787269.0,146713568.0,118596930.0,132748714.0,127431909.0,136615085.0,130995369.0,119665828.0,146829309.0,123178274.0,119698726.0,135140557.0,120272042.0
118969477.0,120806408.0,118535136.0,131650887.0,141804971.0,129856742.0,119682223.0,120272042.0,132777125.0,124502898.0,128470315.0,120808750.0,118506706.0,136615085.0
118529152.0,126807051.0,126784479.0,128443724.0,141759918.0,131032296.0,139216048.0,136615085.0,118432934.0,118066035.0,120155444.0,136029486.0,125908178.0,119682223.0
124984464.0,137110540.0,132774879.0,124368204.0,140408246.0,128611560.0,146724015.0,119682223.0,141841572.0,119741298.0,135966032.0,131032368.0,129504466.0,139216048.0
136561810.0,130851853.0,132039652.0,121238863.0,134542776.0,129504489.0,122406067.0,139216048.0,130995369.0,141785975.0,121949528.0,121300273.0,133924053.0,146724015.0
124814487.0,124417036.0,119684068.0,121255250.0,124835257.0,118564075.0,119706804.0,146724015.0,120272042.0,122006392.0,132214118.0,132068659.0,118396117.0,122406067.0
141927576.0,119714829.0,122438631.0,117970264.0,120620476.0,139154665.0,117961912.0,122406067.0,136615085.0,121756536.0,132222310.0,129029431.0,118559961.0,119706804.0
129129625.0,132092942.0,119634919.0,129488217.0,118027711.0,123061487.0,117957817.0,119706804.0,119682223.0,123833210.0,133975399.0,125551928.0,126641371.0,117961912.0
145177755.0,134638609.0,120134634.0,120259930.0,124396993.0,135087343.0,117978308.0,117961912.0,139216048.0,124990330.0,130968941.0,120751418.0,118449375.0,117957817.0
128468125.0,143318027.0,136584174.0,119735643.0,130786757.0,138527983.0,118056133.0,117957817.0,146724015.0,129151867.0,140873071.0,121963834.0,120124645.0,118903997.0
118924448.0,123202583.0,127439856.0,119772506.0,118048200.0,118572286.0,146748614.0,118903997.0,122406067.0,125090682.0,124439923.0,118404413.0,127431909.0,117978308.0
147276962.0,133960733.0,127257586.0,120124767.0,124347848.0,132703487.0,135140557.0,117978308.0,119706804.0,119755648.0,118017399.0,119653694.0,131032296.0,118056133.0
132777125.0,141618206.0,120132596.0,140383585.0,130942418.0,128967941.0,118506706.0,118056133.0,117961912.0,134112129.0,123080065.0,135247167.0,128611560.0,122295492.0
118432934.0,124922913.0,119768054.0,125891935.0,136074707.0,135976199.0,125908178.0,122295492.0,117957817.0,129020800.0,119745922.0,118596930.0,118564075.0,146748614.0
128453801.0,125899810.0,118496246.0,129021284.0,124294613.0,141595911.0,129504466.0,146748614.0,118903997.0,129051523.0,142978435.0,124290375.0,139154665.0,135140557.0
130995369.0,117998627.0,122729464.0,124274021.0,133162455.0,126661897.0,133924053.0,135140557.0,117978308.0,119690116.0,117992837.0,131650887.0,123061487.0,118506706.0
120097964.0,130780195.0,134521850.0,123127144.0,132154840.0,137999625.0,118396117.0,118506706.0,118056133.0,135963525.0,127954318.0,128443724.0,135087343.0,129504466.0
127241391.0,134673445.0,135162874.0,129508715.0,127292890.0,142275847.0,126641371.0,125908178.0,146748614.0,118072199.0,132263310.0,124368204.0,138527983.0,133924053.0
119682223.0,121820199.0,120196094.0,119764332.0,124319197.0,129512717.0,118449375.0,129504466.0,135140557.0,141826951.0,132263314.0,121238863.0,118572286.0,118396117.0
117961912.0,133997608.0,143182850.0,133895538.0,125908445.0,129185037.0,120124645.0,133924053.0,118506706.0,121138063.0,138661269.0,141743441.0,132703487.0,118559961.0
132648122.0,133139497.0,126018563.0,131528056.0,123631072.0,118510864.0,127431909.0,118396117.0,125908178.0,138654608.0,134475158.0,121255250.0,128967941.0,126641371.0
118541503.0,123663399.0,129235972.0,146687353.0,132081121.0,120173841.0,129856742.0,118559961.0,129504466.0,119618451.0,122359193.0,138286421.0,135976199.0,118449375.0
120106180.0,118416432.0,132340741.0,132789624.0,127296995.0,120370457.0,131032296.0,126641371.0,133924053.0,120923028.0,132713897.0,117970264.0,141595911.0,120124645.0
118056133.0,124402736.0,127386630.0,125396347.0,126395880.0,119620890.0,128611560.0,118449375.0,118396117.0,140827540.0,126619050.0,129488217.0,126661897.0,127431909.0
118475973.0,120634420.0,120806408.0,121234812.0,118412780.0,124806428.0,129504489.0,120124645.0,118559961.0,126831512.0,129527212.0,120259930.0,137999625.0,129856742.0
129133765.0,117943349.0,126807051.0,132175227.0,120825325.0,124429600.0,118564075.0,127431909.0,126641371.0,135089048.0,133246381.0,119735643.0,142275847.0,131032296.0
117972164.0,125021242.0,124417036.0,130979195.0,129598957.0,130823456.0,139154665.0,129856742.0,118449375.0,118502296.0,142970286.0,119772506.0,129512717.0,128611560.0
128433356.0,133522494.0,143318027.0,119735679.0,118556144.0,127214882.0,123061487.0,131032296.0,120124645.0,131003289.0,122342833.0,140379487.0,129185037.0,129504489.0
128982220.0,130788414.0,132092942.0,119772547.0,118023669.0,127808802.0,135087343.0,128611560.0,127431909.0,119706520.0,133893555.0,120124767.0,118510864.0,118564075.0
118041808.0,122358854.0,134638609.0,125359495.0,124802549.0,120698147.0,138527983.0,129504489.0,129856742.0,129033117.0,125463991.0,128652640.0,120173841.0,139154665.0
118506706.0,129035335.0,123202583.0,124437896.0,123299320.0,118969637.0,118572286.0,118564075.0,131032296.0,125399964.0,135065020.0,140383585.0,120370457.0,123061487.0
129504466.0,124355657.0,133960733.0,147441032.0,124442107.0,122389798.0,132703487.0,139154665.0,128611560.0,118039455.0,146714072.0,125891935.0,119620890.0,135087343.0
133924053.0,139338828.0,124922913.0,145450378.0,118044159.0,118428966.0,128967941.0,123061487.0,129504489.0,135107480.0,120827359.0,129021284.0,124806428.0,138527983.0
121244894.0,130868301.0,117998627.0,119735699.0,119735812.0,122361126.0,135976199.0,135087343.0,118564075.0,125007864.0,125464036.0,119764332.0,124429600.0,118572286.0
118449375.0,139140172.0,130780195.0,124331416.0,138753543.0,119698726.0,141595911.0,138527983.0,139154665.0,135082914.0,133926378.0,133895538.0,130823456.0,132703487.0
132828388.0,118056017.0,134673445.0,124876187.0,125371917.0,120808750.0,126661897.0,118572286.0,123061487.0,138120100.0,127397368.0,131528056.0,127214882.0,128967941.0
120124645.0,117912659.0,121820199.0,128402845.0,132818446.0,136029486.0,137999625.0,132703487.0,135087343.0,125137832.0,131010040.0,146687353.0,127808802.0,135976199.0
127431909.0,118932564.0,123663399.0,119199139.0,118380049.0,131032368.0,142275847.0,128967941.0,138527983.0,119597993.0,136613381.0,132789624.0,120698147.0,141595911.0
124787941.0,133157972.0,133139497.0,129484198.0,132077076.0,121300273.0,129512717.0,135976199.0,118572286.0,128445354.0,138808841.0,125396347.0,118969637.0,126661897.0
146025704.0,126004310.0,118416432.0,123065766.0,143062550.0,127272243.0,129185037.0,141595911.0,132703487.0,124427177.0,120262156.0,121234812.0,122389798.0,137999625.0
132050153.0,135279702.0,124402736.0,118891944.0,142276122.0,132068659.0,118510864.0,126661897.0,128967941.0,126935981.0,123858444.0,132175227.0,118428966.0,142275847.0
125005034.0,123221080.0,120634420.0,124798377.0,142460445.0,129029431.0,120173841.0,137999625.0,135976199.0,133899182.0,133910036.0,130979195.0,122361126.0,129512717.0
139713770.0,138013788.0,117943349.0,132748714.0,120260127.0,125551928.0,120370457.0,142275847.0,141595911.0,128494510.0,125890074.0,119735679.0,119698726.0,129185037.0
142437614.0,139289696.0,125021242.0,141804971.0,143140390.0,120751418.0,119620890.0,129512717.0,126661897.0,125510578.0,128028196.0,119772547.0,120808750.0,118510864.0
123061487.0,121791585.0,122358854.0,141759918.0,124442150.0,121963834.0,124806428.0,129185037.0,137999625.0,124335028.0,120245805.0,125359495.0,136029486.0,120173841.0
138546423.0,132183138.0,129035335.0,140408246.0,124401193.0,118404413.0,124429600.0,118510864.0,142275847.0,121797556.0,145354298.0,124437896.0,131032368.0,120370457.0
119618807.0,129125477.0,124355657.0,134542776.0,139175469.0,119653694.0,130823456.0,120173841.0,129512717.0,119700406.0,130805308.0,147441032.0,121300273.0,119620890.0
132703487.0,119696486.0,118907980.0,124835257.0,129029678.0,135247167.0,127214882.0,120370457.0,129185037.0,117959608.0,135917128.0,119735699.0,127272243.0,124806428.0
121175295.0,124992615.0,118887501.0,121808315.0,118576688.0,118596930.0,127808802.0,119620890.0,118510864.0,127800251.0,118435404.0,124331416.0,132068659.0,124429600.0
121957634.0,131429485.0,139140172.0,120620476.0,125888061.0,124290375.0,120698147.0,124806428.0,120173841.0,123720642.0,146845278.0,127964568.0,129029431.0,130823456.0
128967941.0,118469742.0,118056017.0,124396993.0,121796158.0,131650887.0,118969637.0,124429600.0,120370457.0,132078530.0,121949793.0,124876187.0,125551928.0,127214882.0
129113353.0,120114289.0,117912659.0,145216962.0,146638399.0,128443724.0,122389798.0,130823456.0,119620890.0,147465156.0,121335404.0,128402845.0,120751418.0,127808802.0
118510864.0,118426739.0,118932564.0,130786757.0,138098240.0,124368204.0,118428966.0,127214882.0,124806428.0,124967874.0,132681327.0,124867999.0,121963834.0,120698147.0
124886290.0,118033524.0,133157972.0,140285383.0,146007618.0,121238863.0,122361126.0,127808802.0,124429600.0,128519113.0,127422065.0,119199139.0,118404413.0,118969637.0
118566168.0,124982395.0,126004310.0,118048200.0,119604804.0,141743441.0,119698726.0,120698147.0,130823456.0,136602571.0,123661944.0,123065766.0,119653694.0,122389798.0
128048408.0,130993277.0,123221080.0,124347848.0,128398922.0,121255250.0,120808750.0,118969637.0,127214882.0,135062478.0,141741698.0,118891944.0,135247167.0,118428966.0
124806428.0,124292222.0,138013788.0,130942418.0,125412942.0,117970264.0,136029486.0,122389798.0,127808802.0,118447054.0,123129478.0,124798377.0,118596930.0,122361126.0
125938974.0,137118848.0,120616031.0,124294613.0,124417617.0,129488217.0,131032368.0,118428966.0,120698147.0,127280080.0,145157774.0,132748714.0,124290375.0,119698726.0
124429600.0,128996480.0,139289696.0,133162455.0,132281937.0,120259930.0,121300273.0,122361126.0,118969637.0,118051796.0,124415632.0,141804971.0,131650887.0,120808750.0
127214882.0,118529152.0,132183138.0,132154840.0,122394195.0,119735643.0,127272243.0,119698726.0,122389798.0,117980118.0,138595989.0,141759918.0,128443724.0,136029486.0
127808802.0,139797635.0,119696486.0,145417687.0,128022100.0,119772506.0,132068659.0,120808750.0,118428966.0,131541975.0,138653335.0,140408246.0,124368204.0,131032368.0
118969637.0,118969477.0,124992615.0,127292890.0,138008146.0,140379487.0,129029431.0,136029486.0,122361126.0,124308440.0,145936029.0,134542776.0,121238863.0,121300273.0
122389798.0,138144902.0,120798314.0,125908445.0,138770005.0,120124767.0,125551928.0,131032368.0,119698726.0,138882007.0,120704670.0,124835257.0,141743441.0,127272243.0
118428966.0,135083144.0,131429485.0,123631072.0,120956504.0,128652640.0,120751418.0,121300273.0,120808750.0,129156058.0,118025893.0,136107448.0,121255250.0,132068659.0
122361126.0,125557901.0,118469742.0,132081121.0,117995096.0,140383585.0,121963834.0,127272243.0,136029486.0,124462043.0,137989799.0,121808315.0,138286421.0,129029431.0
