20220422_BOG_NB_tuberculos_W16,20220422_BOG_NB_verduras_W16,20220422_BOG_NB_frutas_W16,20220422_BOG_NB_frutasjugo_W16,20220422_BOG_NB_especias_W16
134087220.0,110363023.0,49316147.0,58393112.0,123208178.0
61669945.0,109871505.0,136577332.0,16122393.0,16122364.0
48562747.0,44564882.0,139362612.0,71107099.0,66847233.0
19661375.0,79102353.0,113049910.0,68813340.0,49676804.0
62456393.0,73499039.0,35848503.0,23396901.0,140837380.0
100663883.0,58851747.0,73990455.0,118161959.0,18612743.0
56623693.0,63046055.0,65012025.0,98370090.0,132121108.0
53674573.0,133988778.0,60784949.0,15925808.0,26346006.0
128975441.0,47415728.0,38240567.0,134087220.0,58393112.0
63963730.0,32702897.0,91717946.0,61669945.0,16122393.0
45613650.0,71926194.0,97878334.0,48562747.0,71107099.0
95224403.0,43090354.0,16154943.0,19661375.0,68813340.0
94896726.0,19104180.0,15270209.0,31130180.0,23396901.0
58851930.0,15991223.0,15663427.0,62456393.0,118161959.0
112853595.0,53576120.0,106332485.0,56623693.0,98370090.0
63963742.0,120717756.0,84869447.0,53674573.0,15925808.0
139199087.0,41353666.0,114032968.0,128975441.0,134087220.0
15270511.0,19071428.0,117309769.0,63963730.0,61669945.0
17695345.0,83624397.0,23658825.0,45613650.0,48562747.0
62456432.0,17859025.0,57213259.0,96338516.0,19661375.0
74383986.0,58294742.0,41845071.0,95224403.0,31130180.0
118489720.0,62587353.0,120160593.0,94896726.0,62456393.0
126812795.0,15434203.0,43811154.0,58851930.0,100663883.0
19858045.0,18055645.0,58294611.0,112853595.0,56623693.0
22282879.0,110461410.0,144408921.0,63963742.0,53674573.0
66388607.0,15958504.0,142999899.0,139199087.0,128975441.0
107414145.0,104432105.0,19169628.0,15270511.0,63963730.0
17695371.0,35455472.0,67567964.0,17695345.0,45613650.0
79233675.0,123208178.0,68256094.0,62456432.0,96338516.0
17695373.0,23691767.0,24183135.0,74383986.0,95224403.0
68027026.0,16122364.0,75497824.0,118489720.0,94896726.0
47317654.0,66847233.0,37355874.0,126812795.0,58851930.0
16450198.0,49676804.0,109314405.0,19858045.0,112853595.0
38208151.0,106005003.0,123339113.0,22282879.0,63963742.0
49218200.0,58393112.0,-229014.0,66388607.0,139199087.0
29229723.0,61571608.0,17400170.0,107414145.0,15270511.0
42992288.0,92045850.0,15270252.0,29229705.0,17695345.0
17105572.0,71107099.0,121962863.0,17695371.0,62456432.0
15270585.0,68813340.0,15532408.0,79233675.0,74383986.0
72614589.0,17531417.0,69566841.0,17695373.0,118489720.0
58262208.0,22315555.0,147325307.0,68027026.0,126812795.0
105906886.0,118161959.0,15630716.0,21496467.0,19858045.0
85852870.0,98370090.0,116162940.0,47317654.0,22282879.0
31916744.0,15565354.0,18055549.0,16450198.0,66388607.0
22414036.0,15565357.0,54886782.0,38208151.0,107414145.0
20316891.0,15925808.0,23363968.0,49218200.0,29229705.0
22020827.0,49119795.0,58261889.0,29229723.0,17695371.0
39846622.0,36274742.0,39223682.0,42992288.0,79233675.0
15270626.0,34177592.0,111772034.0,61407908.0,17695373.0
58196707.0,61669945.0,-228984.0,17105572.0,68027026.0
50987753.0,48562747.0,61538697.0,38077094.0,21496467.0
44237552.0,57901628.0,16122250.0,15270585.0,47317654.0
41616120.0,19661375.0,42992011.0,72614589.0,16450198.0
109904641.0,36536900.0,110363023.0,58262208.0,38208151.0
129237763.0,66617925.0,109871505.0,116196035.0,49218200.0
98632452.0,62456393.0,44564882.0,105906886.0,29229723.0
101188360.0,100663883.0,79102353.0,85852870.0,42992288.0
38994696.0,56623693.0,69009814.0,31916744.0,61407908.0
42599188.0,53674573.0,78643614.0,22414036.0,17105572.0
98370327.0,15565391.0,139166112.0,22020827.0,38077094.0
145490720.0,128975441.0,147292578.0,39846622.0,15270585.0
40764198.0,45613650.0,58851747.0,15270626.0,72614589.0
37356328.0,17924692.0,38994344.0,58196707.0,58262208.0
70386472.0,94896726.0,118391209.0,35848933.0,105906886.0
58262315.0,63472217.0,133988778.0,50987753.0,85852870.0
49021744.0,112853595.0,52461995.0,44237552.0,31916744.0
49677107.0,43352673.0,59933104.0,41616120.0,22414036.0
106562357.0,94995048.0,32702897.0,109904641.0,20316891.0
61670198.0,-228753.0,78938546.0,129237763.0,22020827.0
15270711.0,15270511.0,47415728.0,98632452.0,39846622.0
16450361.0,17695345.0,43090354.0,101188360.0,15270626.0
44368702.0,62456432.0,19104180.0,38994696.0,58196707.0
65471295.0,74383986.0,15991223.0,43123470.0,35848933.0
23659346.0,31949428.0,53576120.0,98370327.0,50987753.0
45810516.0,22774389.0,138641848.0,145490720.0,44237552.0
139789148.0,118489720.0,120717756.0,40764198.0,41616120.0
3408742.0,19858045.0,41845181.0,37356328.0,109904641.0
45351784.0,22282879.0,108364224.0,70386472.0,129237763.0
16843625.0,107414145.0,41353666.0,58262315.0,98632452.0
65078127.0,17597066.0,39977411.0,49021744.0,101188360.0
54788976.0,17695371.0,34996676.0,49677107.0,38994696.0
22479729.0,54887050.0,58130889.0,61670198.0,43123470.0
41354097.0,54035085.0,83624397.0,15270711.0,42599188.0
17171315.0,68027026.0,17859025.0,16450361.0,98370327.0
15270772.0,78545554.0,74351060.0,100860729.0,145490720.0
17695608.0,118063764.0,30441941.0,49021758.0,40764198.0
128451450.0,47317654.0,58294742.0,44368702.0,37356328.0
29229947.0,16450198.0,83427801.0,65471295.0,70386472.0
15991683.0,38208151.0,62587353.0,23659346.0,58262315.0
58000259.0,54887069.0,18055645.0,45810516.0,49021744.0
129696646.0,42992288.0,110461410.0,139789148.0,49677107.0
23987081.0,17105572.0,62587363.0,3408742.0,106562357.0
23659399.0,62292648.0,15958504.0,45351784.0,61670198.0
145163147.0,135955114.0,107315691.0,16843625.0,15270711.0
59704204.0,55018159.0,35455472.0,65078127.0,16450361.0
37028750.0,73499318.0,123208178.0,54788976.0,100860729.0
61539218.0,15270585.0,16155127.0,22479729.0,49021758.0
31130516.0,120685243.0,23691767.0,41354097.0,44368702.0
14877589.0,72614589.0,16122364.0,17171315.0,65471295.0
32506796.0,130974398.0,49676804.0,15270772.0,23659346.0
48563134.0,58262208.0,140837380.0,17695608.0,45810516.0
130548677.0,105906886.0,18612743.0,128451450.0,139789148.0
14484429.0,85852870.0,106005003.0,29229947.0,3408742.0
109315025.0,16024263.0,134578702.0,15991683.0,45351784.0
41616343.0,31916744.0,132121108.0,58000259.0,16843625.0
85263322.0,16614090.0,58393112.0,129696646.0,65078127.0
62915549.0,56263371.0,16122393.0,50660231.0,54788976.0
90964967.0,22020827.0,92045850.0,144311176.0,22479729.0
21693416.0,131564251.0,71107099.0,23987081.0,41354097.0
30999533.0,17597149.0,17531417.0,23659399.0,17171315.0
58000368.0,39846622.0,22315555.0,145163147.0,15270772.0
66585586.0,21791457.0,23396901.0,59704204.0,17695608.0
68813810.0,112362210.0,118161959.0,37028750.0,128451450.0
81003510.0,58196707.0,15958567.0,61539218.0,29229947.0
115344374.0,15270626.0,98370090.0,31130516.0,15991683.0
58852346.0,44237552.0,15565354.0,14877589.0,58000259.0
16450561.0,16351996.0,15925808.0,8192944.0,129696646.0
94897155.0,109904641.0,49119795.0,48563134.0,144311176.0
120259589.0,98632452.0,36274742.0,130548677.0,23987081.0
79102984.0,101188360.0,34177592.0,32506828.0,23659399.0
51184659.0,51675914.0,61669945.0,14484429.0,145163147.0
16122901.0,141591306.0,48562747.0,109315025.0,59704204.0
38863895.0,65635087.0,57901628.0,41616343.0,37028750.0
16450583.0,20415261.0,19661375.0,85263322.0,61539218.0
48104473.0,145490720.0,36536900.0,62915549.0,31130516.0
64029719.0,58262315.0,66617925.0,21693416.0,14877589.0
30344218.0,69567280.0,100663883.0,30999533.0,32506796.0
16122915.0,49677107.0,56623693.0,58000368.0,8192944.0
15467559.0,66814771.0,53674573.0,66585586.0,48563134.0
51971113.0,61670198.0,129073743.0,68813810.0,130548677.0
78513194.0,15270711.0,128975441.0,49218547.0,32506828.0
15926318.0,65471295.0,45613650.0,81003510.0,14484429.0
110953522.0,34636609.0,95224403.0,115344374.0,109315025.0
51315763.0,141787969.0,96338516.0,58852346.0,17695701.0
32703554.0,15631171.0,17924692.0,16450561.0,41616343.0
31917122.0,142574407.0,63472217.0,94897155.0,85263322.0
75498569.0,132285259.0,58851930.0,120259589.0,62915549.0
66585677.0,66356045.0,31359579.0,120194058.0,90964967.0
34997326.0,45810516.0,-228753.0,51184659.0,21693416.0
138609741.0,53248862.0,15270511.0,16122901.0,30999533.0
129500244.0,23102304.0,17695345.0,38863895.0,58000368.0
93717590.0,21660517.0,62456432.0,16450583.0,66585586.0
41485398.0,3408742.0,74383986.0,48104473.0,68813810.0
35652698.0,53248871.0,56394356.0,64029719.0,49218547.0
53478499.0,129663847.0,31949428.0,30344218.0,81003510.0
83756151.0,16843625.0,22774389.0,16122915.0,115344374.0
82707576.0,17531756.0,118489720.0,15467559.0,58852346.0
55837816.0,99124077.0,19858045.0,51971113.0,16450561.0
106955898.0,55477102.0,22282879.0,78513194.0,94897155.0
116393080.0,65078127.0,66388607.0,110953516.0,120259589.0
17171583.0,54788976.0,107414145.0,15926318.0,79102984.0
73073791.0,98337648.0,36668035.0,110953522.0,51184659.0
53806210.0,12288880.0,17597066.0,51315763.0,16122901.0
24249486.0,17171315.0,17695371.0,32703554.0,38863895.0
65012880.0,15270772.0,97813131.0,31917122.0,16450583.0
65995924.0,17695608.0,17695373.0,75498569.0,48104473.0
146277528.0,107053944.0,54035085.0,66585677.0,64029719.0
65012890.0,128451450.0,43811470.0,34997326.0,30344218.0
44565662.0,29229947.0,68027026.0,138609741.0,16122915.0
32703649.0,19104636.0,21496467.0,59311186.0,87295015.0
55706789.0,92111741.0,78545554.0,129500244.0,15467559.0
57214117.0,15991683.0,118063764.0,93717590.0,51971113.0
79496361.0,53379973.0,47317654.0,41485398.0,78513194.0
55837868.0,129696646.0,38208151.0,35652698.0,110953516.0
45352108.0,39355272.0,29229723.0,53478499.0,15926318.0
81069229.0,23987081.0,42992288.0,17171563.0,110953522.0
22021295.0,59704204.0,61407908.0,83756151.0,51315763.0
142410930.0,37028750.0,17105572.0,82707576.0,32703554.0
100664500.0,61539218.0,38077094.0,55837816.0,31917122.0
21497017.0,31130516.0,62292648.0,106955898.0,75498569.0
122356926.0,14877589.0,35422890.0,116393080.0,66585677.0
42599616.0,94208919.0,135955114.0,17171583.0,34997326.0
54789312.0,132285347.0,55018159.0,73073791.0,138609741.0
15598787.0,128615332.0,31359666.0,53806210.0,59311186.0
40895686.0,60654500.0,106463924.0,24249486.0,129500244.0
69665998.0,128484263.0,73499318.0,65012880.0,93717590.0
19793109.0,22184889.0,55476921.0,65995924.0,41485398.0
134808789.0,74679226.0,15270585.0,146277528.0,35652698.0
143721685.0,15762363.0,120685243.0,68224156.0,53478499.0
110953691.0,48563134.0,72614589.0,44565662.0,17171563.0
55575777.0,57902015.0,130974398.0,32703649.0,83756151.0
51774696.0,130548677.0,65635006.0,55706789.0,82707576.0
71107817.0,54166470.0,105906886.0,57214117.0,55837816.0
91423984.0,105808840.0,85852870.0,79496361.0,106955898.0
69010679.0,14484429.0,16024263.0,55837868.0,116393080.0
97125624.0,128156622.0,31916744.0,45352108.0,17171583.0
54789371.0,54166482.0,16614090.0,81069229.0,73073791.0
63964414.0,61178834.0,56263371.0,22021295.0,53806210.0
15271166.0,41616343.0,55345876.0,103941295.0,24249486.0
47580421.0,130974682.0,62292695.0,142410930.0,65012880.0
15467786.0,62915549.0,22020827.0,100664500.0,65995924.0
54789388.0,43615205.0,131564251.0,88343737.0,146277528.0
20579604.0,76710891.0,17597149.0,21497017.0,65012890.0
104793365.0,30999533.0,39846622.0,135922875.0,68224156.0
15140121.0,58000368.0,21791457.0,122356926.0,44565662.0
15402281.0,66585586.0,112362210.0,42599616.0,32703649.0
73139502.0,68813810.0,58196707.0,54789312.0,55706789.0
63964465.0,16745458.0,15270626.0,15598787.0,57214117.0
16319796.0,104432627.0,35848933.0,40895686.0,79496361.0
85919029.0,115344374.0,50987753.0,69665998.0,55837868.0
60228922.0,-228360.0,44237552.0,19793109.0,45352108.0
36701503.0,58852346.0,60064501.0,134808789.0,81069229.0
55838030.0,48464891.0,41616120.0,143721685.0,22021295.0
60949840.0,18514944.0,22119162.0,110953691.0,103941295.0
112461136.0,94897155.0,16351996.0,55575777.0,142410930.0
46925140.0,83657732.0,109904641.0,51774696.0,100664500.0
105448788.0,63472646.0,39486210.0,71107817.0,88343737.0
16450907.0,79102984.0,129237763.0,91423984.0,21497017.0
114099548.0,110396430.0,98632452.0,69010679.0,135922875.0
117572959.0,16811023.0,101188360.0,97125624.0,122356926.0
107414880.0,16122901.0,38994696.0,54789371.0,42599616.0
139134309.0,38863895.0,51675914.0,63964414.0,54789312.0
47777140.0,16450583.0,42599188.0,15271166.0,15598787.0
42141048.0,48104473.0,98370327.0,47580421.0,40895686.0
38536571.0,64029719.0,20415261.0,15467786.0,69665998.0
138020223.0,30344218.0,44663582.0,54789388.0,19793109.0
38864259.0,21726233.0,145490720.0,20579604.0,134808789.0
109905291.0,16122915.0,40764198.0,43320596.0,143721685.0
66848140.0,15467559.0,98337574.0,104793365.0,110953691.0
133105036.0,51971113.0,37356328.0,15140121.0,55575777.0
16516497.0,100828203.0,70386472.0,36308253.0,51774696.0
32507282.0,37061676.0,132088616.0,53478686.0,71107817.0
67765653.0,15926318.0,58262315.0,15402281.0,91423984.0
67569051.0,123765808.0,49021744.0,73139502.0,69010679.0
41354651.0,72188977.0,69567280.0,63964465.0,97125624.0
122750371.0,129139763.0,69305137.0,16319796.0,54789371.0
72615333.0,51315763.0,49677107.0,85919029.0,63964414.0
39847337.0,87262261.0,120292145.0,60228922.0,15271166.0
112461245.0,16483387.0,66814771.0,36701503.0,47580421.0
22021566.0,24740928.0,61670198.0,55838030.0,15467786.0
53806529.0,32703554.0,15270711.0,60949840.0,54789388.0
58131909.0,31917122.0,16450361.0,112461136.0,20579604.0
15205834.0,120751175.0,49021758.0,46925140.0,43320596.0
81003982.0,17466440.0,31359807.0,105448788.0,104793365.0
38405589.0,75498569.0,44368702.0,16450907.0,15140121.0
17106391.0,44467273.0,65471295.0,114099548.0,36308253.0
69600734.0,66585677.0,140280642.0,15467870.0,53478686.0
52692448.0,118916179.0,15631171.0,117572959.0,15402281.0
67569127.0,93717590.0,141787969.0,107414880.0,73139502.0
135267823.0,41485398.0,142574407.0,139134309.0,63964465.0
119735799.0,103122008.0,132285259.0,47777140.0,16319796.0
47777275.0,-228263.0,23659346.0,42141048.0,85919029.0
16713220.0,35652698.0,139789148.0,38536571.0,60228922.0
66389516.0,15893596.0,53248862.0,138020223.0,36701503.0
115344916.0,53478499.0,23102304.0,38864259.0,55838030.0
20842005.0,54166637.0,21660517.0,109905291.0,60949840.0
73598487.0,133203059.0,3408742.0,66848140.0,112461136.0
53806617.0,55837816.0,53248871.0,133105036.0,46925140.0
58131998.0,15238264.0,129663847.0,23790990.0,105448788.0
82249251.0,67601531.0,16843625.0,16516497.0,16450907.0
44238372.0,26379388.0,17531756.0,32507282.0,114099548.0
62064164.0,48465021.0,15631213.0,67765653.0,15467870.0
58132010.0,73073791.0,55477102.0,67569051.0,117572959.0
17696315.0,94930050.0,99124077.0,41354651.0,107414880.0
84411971.0,53806210.0,54788976.0,72615333.0,139134309.0
78251588.0,24249486.0,98337648.0,39847337.0,47777140.0
128648772.0,38044814.0,102007664.0,15402427.0,42141048.0
53675594.0,65012880.0,17171315.0,112461245.0,38536571.0
127993418.0,40207510.0,65078127.0,22021566.0,138020223.0
105907789.0,65012890.0,22479729.0,53806529.0,38864259.0
61408850.0,56394907.0,41354097.0,42075587.0,109905291.0
53478995.0,44565662.0,15270772.0,58131909.0,66848140.0
112854619.0,63997089.0,17695608.0,103679430.0,133105036.0
17172060.0,93815971.0,12288880.0,15205834.0,23790990.0
132908636.0,55706789.0,128451450.0,81003982.0,116065680.0
37226078.0,60523688.0,29229947.0,38405589.0,16516497.0
16451166.0,45352108.0,107053944.0,17106391.0,32507282.0
114034276.0,81069229.0,19104636.0,69600734.0,67765653.0
56493669.0,142410930.0,136610686.0,52692448.0,67569051.0
31131237.0,100664500.0,92111741.0,67569127.0,41354651.0
79496806.0,32015540.0,15991683.0,135267823.0,122750371.0
16123501.0,108430517.0,53379973.0,58983927.0,72615333.0
58132082.0,51872950.0,129696646.0,119735799.0,39847337.0
50267771.0,21497017.0,23659399.0,47777275.0,15402427.0
101582463.0,51676345.0,144311176.0,89196032.0,112461245.0
17106562.0,40207545.0,23987081.0,130745858.0,22021566.0
15206020.0,18777276.0,39355272.0,16713220.0,53806529.0
15926921.0,42599616.0,41583498.0,66389516.0,42075587.0
70846095.0,81429700.0,23102346.0,115344916.0,58131909.0
110036624.0,40895686.0,129008523.0,20842005.0,103679430.0
97912465.0,-228144.0,145163147.0,73598487.0,15205834.0
66193044.0,19793109.0,59704204.0,53806617.0,81003982.0
43320983.0,134808789.0,37028750.0,58131998.0,38405589.0
6358689.0,143721685.0,61539218.0,82249251.0,17106391.0
44697252.0,17401046.0,31130516.0,44238372.0,69600734.0
53806759.0,107447512.0,14877589.0,62064164.0,52692448.0
111675057.0,106857693.0,94208919.0,58132010.0,67569127.0
16647861.0,114656477.0,48661403.0,17696315.0,135267823.0
85264055.0,55575777.0,132285347.0,84411971.0,58983927.0
15337144.0,51774696.0,60654500.0,78251588.0,119735799.0
97126074.0,82281706.0,128484263.0,22021705.0,47777275.0
33752766.0,69567726.0,24085422.0,53675594.0,89196032.0
32704205.0,91423984.0,8192944.0,127993418.0,130745858.0
125568721.0,48006390.0,22184889.0,105907789.0,16713220.0
96077522.0,57902327.0,74679226.0,66192974.0,66389516.0
22021843.0,97125624.0,15762363.0,61408850.0,115344916.0
45352662.0,16352506.0,43090875.0,53478995.0,20842005.0
45811417.0,15271166.0,48563134.0,112854619.0,73598487.0
15795931.0,16352511.0,57902015.0,17172060.0,53806617.0
69273311.0,60065030.0,-228414.0,132908636.0,58131998.0
47318752.0,65963274.0,67797955.0,37226078.0,82249251.0
46270176.0,47678732.0,130548677.0,16451166.0,44238372.0
130549474.0,117540110.0,54166470.0,114034276.0,62064164.0
74319587.0,67798291.0,105808840.0,56493669.0,58132010.0
66193123.0,60654871.0,32506828.0,16123501.0,17696315.0
83756773.0,15140121.0,14484429.0,58132082.0,19662401.0
62588640.0,74286366.0,54166482.0,50267771.0,84411971.0
73991905.0,76449060.0,61178834.0,16057981.0,78251588.0
49219304.0,48661799.0,41616343.0,101582463.0,128648772.0
146671354.0,15402281.0,85263322.0,17106562.0,22021705.0
130811653.0,73139502.0,62915549.0,15206020.0,53675594.0
38078213.0,16319796.0,43615205.0,15926921.0,127993418.0
37029656.0,85919029.0,90964967.0,70846095.0,105907789.0
91424540.0,60228922.0,76710891.0,110036624.0,66192974.0
17106724.0,53380412.0,30999533.0,97912465.0,61408850.0
92079912.0,127829308.0,67797999.0,66193044.0,53478995.0
58394410.0,21661004.0,58000368.0,43320983.0,112854619.0
15992619.0,55838030.0,66585586.0,44697252.0,17172060.0
31917874.0,60949840.0,68813810.0,53806759.0,132908636.0
136054586.0,43615571.0,16745458.0,111675057.0,37226078.0
79038270.0,46925140.0,104432627.0,16647861.0,16451166.0
15468365.0,58164564.0,81003510.0,85264055.0,114034276.0
23070542.0,16450907.0,115344374.0,15337144.0,56493669.0
