20220420_CWB_NB_queijos_W16,20220420_CWB_NB_arroz_W16,20220420_CWB_NB_aucaradoantesedoces_W16,20220420_CWB_NB_farinhasemisturas_W16
109840071.0,123582337.0,126650246.0,139200308.0
121136839.0,126650246.0,127944583.0,50562870.0
127149770.0,127944583.0,140265355.0,136726326.0
135222993.0,118478733.0,118478733.0,117524281.0
121226972.0,111638415.0,111638415.0,115386172.0
110491360.0,134453140.0,134453140.0,134735676.0
115607268.0,135002017.0,123066271.0,143623996.0
116643563.0,112940962.0,135002017.0,145434429.0
134498030.0,127236002.0,112940962.0,110974782.0
115558128.0,142469033.0,127236002.0,139810625.0
145999601.0,139667370.0,124360614.0,127805251.0
139192051.0,141756331.0,142469033.0,127354692.0
142214907.0,133093289.0,141756331.0,123184965.0
141768449.0,112306093.0,133093289.0,142255941.0
112236290.0,140244910.0,112306093.0,126621509.0
125388547.0,128415663.0,128415663.0,141776713.0
138487555.0,143079346.0,143079346.0,127436631.0
139208451.0,128403380.0,128403380.0,145139543.0
143083267.0,134469559.0,134469559.0,141608793.0
115357443.0,123144125.0,123160506.0,115533662.0
130369288.0,143538110.0,123144125.0,130352991.0
116029189.0,127911874.0,143538110.0,120715102.0
118466322.0,109266883.0,130357184.0,111753056.0
121927442.0,123717573.0,142985153.0,123230049.0
125351698.0,128374725.0,127911874.0,127199077.0
141621010.0,138037204.0,109266883.0,128595818.0
113624854.0,117860309.0,123717573.0,117438322.0
139347737.0,115451876.0,128374725.0,112383859.0
125359897.0,134465526.0,124250061.0,131528563.0
112224027.0,131426301.0,138037204.0,125519736.0
117233434.0,115496957.0,115451876.0,139683704.0
118495003.0,142940157.0,131426301.0,142432120.0
138630940.0,133953544.0,115496957.0,140347262.0
127375137.0,138758153.0,138758153.0,112363392.0
126732066.0,139175949.0,117831692.0,123582337.0
141825825.0,131569679.0,139175949.0,126650246.0
116340519.0,143001618.0,143001618.0,127944583.0
110380840.0,110524435.0,110524435.0,140265355.0
132646700.0,134584340.0,134584340.0,118478733.0
123828017.0,143677462.0,143677462.0,111638415.0
139200308.0,123680793.0,123680793.0,134453140.0
50562870.0,126904355.0,140240927.0,117888918.0
136726326.0,117442597.0,110540832.0,123066271.0
117524281.0,136030249.0,126904355.0,135002017.0
133998394.0,111745066.0,117442597.0,112940962.0
115386172.0,130828334.0,136030249.0,127236002.0
134735676.0,115357753.0,111745066.0,124360614.0
143623996.0,139192384.0,130828334.0,142469033.0
145434429.0,139651136.0,139192384.0,139667370.0
110974782.0,120858690.0,139651136.0,141756331.0
139810625.0,132622403.0,120858690.0,112306093.0
127805251.0,109852742.0,132622403.0,140244910.0
127354692.0,142178375.0,109852742.0,128415663.0
123184965.0,109828168.0,142178375.0,143079346.0
142255941.0,110471244.0,109828168.0,128403380.0
126621509.0,126720077.0,110471244.0,134469559.0
141776713.0,128968783.0,126720077.0,123160506.0
117364561.0,138651729.0,128968783.0,123144125.0
127436631.0,138020949.0,138651729.0,143538110.0
145139543.0,140253270.0,138020949.0,130357184.0
141608793.0,117360731.0,140253270.0,142985153.0
135923546.0,143140956.0,117360731.0,127911874.0
115533662.0,128510048.0,143140956.0,109266883.0
130352991.0,138492001.0,128510048.0,123717573.0
120715102.0,115509347.0,138492001.0,128374725.0
111753056.0,139724906.0,115509347.0,138721227.0
123230049.0,127400042.0,139724906.0,124250061.0
127199077.0,134482030.0,127400042.0,138037204.0
128595818.0,113395836.0,110495854.0,115451876.0
117438322.0,115452034.0,134482030.0,134465526.0
124778354.0,134609026.0,113395836.0,131426301.0
112383859.0,123197573.0,115452034.0,115496957.0
131528563.0,132630665.0,134609026.0,142940157.0
125519736.0,117930121.0,123197573.0,138758153.0
139683704.0,136771721.0,117930121.0,117831692.0
142432120.0,134531219.0,134531219.0,131569679.0
140347262.0,112953495.0,112953495.0,143001618.0
112363392.0,124795038.0,124795038.0,110524435.0
123582337.0,143075487.0,143075487.0,121325588.0
126650246.0,139274416.0,121190578.0,134584340.0
127944583.0,121190578.0,127273140.0,123680793.0
140265355.0,127273140.0,121125047.0,140240927.0
118478733.0,121125047.0,120580280.0,110540832.0
111638415.0,120580280.0,143575229.0,126904355.0
134453140.0,143575229.0,130955453.0,117442597.0
117888918.0,130955453.0,137939138.0,136030249.0
123066271.0,137939138.0,134002886.0,111745066.0
135002017.0,115562691.0,128727241.0,130828334.0
112940962.0,128727241.0,124582094.0,139192384.0
127236002.0,124582094.0,133961934.0,139651136.0
124360614.0,133961934.0,127776977.0,120858690.0
142469033.0,127776977.0,139249878.0,132622403.0
139667370.0,139249878.0,115468504.0,109852742.0
141756331.0,115468504.0,139786461.0,142178375.0
133093289.0,139786461.0,140441824.0,109828168.0
112306093.0,140441824.0,142223586.0,110471244.0
140244910.0,142223586.0,115353830.0,126720077.0
128415663.0,115353830.0,139094249.0,128968783.0
143079346.0,139094249.0,106301676.0,138651729.0
128403380.0,116467948.0,125434095.0,138020949.0
134469559.0,106301676.0,115357936.0,140253270.0
123160506.0,125434095.0,118352116.0,117360731.0
123144125.0,115357936.0,139819264.0,143140956.0
143538110.0,118352116.0,116025601.0,128510048.0
130357184.0,139819264.0,145860867.0,138492001.0
142985153.0,116025601.0,123681037.0,115509347.0
127911874.0,145860867.0,145185038.0,139724906.0
109266883.0,139831561.0,128973076.0,127400042.0
123717573.0,145185038.0,132167957.0,110495854.0
128374725.0,128973076.0,145025302.0,134482030.0
138721227.0,132167957.0,127944989.0,113395836.0
124250061.0,134514968.0,142182686.0,115452034.0
138037204.0,127944989.0,142448938.0,134609026.0
117860309.0,142182686.0,132180272.0,123197573.0
115451876.0,133912865.0,140294452.0,132630665.0
134465526.0,142448938.0,139090231.0,117930121.0
131426301.0,132180272.0,124922175.0,129099918.0
115496957.0,139090231.0,145160512.0,134531219.0
142940157.0,138647868.0,115583299.0,112953495.0
133953544.0,124922175.0,125368643.0,124795038.0
138758153.0,115583299.0,118528322.0,139274416.0
117831692.0,118528322.0,110360903.0,121190578.0
139175949.0,110360903.0,116377929.0,127273140.0
131569679.0,134682960.0,134682960.0,121125047.0
143001618.0,140319082.0,140319082.0,120580280.0
110524435.0,132757868.0,132757868.0,143575229.0
121325588.0,135162225.0,135162225.0,130955453.0
134584340.0,127310201.0,117508472.0,137939138.0
143677462.0,109828475.0,127310201.0,115562691.0
123680793.0,131410304.0,109828475.0,134002886.0
140240927.0,128481668.0,131410304.0,128727241.0
110540832.0,138738057.0,135883147.0,124582094.0
126904355.0,135883147.0,138107277.0,133961934.0
117442597.0,138107277.0,113043854.0,127776977.0
136030249.0,113043854.0,135092627.0,139249878.0
111745066.0,134732186.0,134732186.0,115468504.0
130828334.0,116189605.0,116189605.0,121190619.0
140392496.0,112376232.0,112376232.0,139786461.0
115357753.0,138197419.0,138197419.0,140441824.0
139192384.0,140351918.0,114166207.0,142223586.0
139651136.0,125438398.0,117287363.0,115353830.0
120858690.0,114166207.0,110578116.0,139094249.0
132622403.0,134531520.0,136071621.0,116467948.0
109852742.0,117287363.0,138611141.0,106301676.0
142178375.0,110578116.0,112880074.0,125434095.0
109828168.0,136071621.0,127392202.0,115357936.0
110471244.0,138611141.0,139082196.0,118352116.0
126720077.0,112880074.0,128965077.0,139819264.0
138651729.0,127392202.0,139164116.0,116025601.0
138020949.0,142277068.0,110406106.0,145860867.0
140253270.0,125065679.0,132225499.0,123681037.0
117360731.0,139082196.0,112282078.0,128973076.0
143140956.0,128965077.0,116009439.0,132167957.0
128510048.0,139164116.0,124307935.0,134514968.0
138492001.0,132225499.0,139667934.0,127944989.0
115509347.0,112282078.0,138025446.0,142182686.0
139724906.0,124307935.0,141646310.0,133912865.0
127400042.0,139667934.0,117373418.0,142448938.0
139851882.0,138025446.0,128027115.0,138737965.0
110495854.0,141646310.0,125364718.0,132180272.0
134482030.0,128027115.0,131652080.0,140294452.0
113395836.0,125364718.0,118041074.0,139090231.0
115452034.0,131652080.0,134068722.0,138647868.0
134609026.0,118041074.0,118409721.0,124922175.0
123197573.0,118409721.0,134040057.0,145160512.0
132630665.0,134040057.0,109341181.0,117266754.0
117930121.0,109341181.0,131582468.0,115583299.0
136771721.0,131582468.0,117484042.0,125368643.0
129099918.0,116099595.0,116099595.0,118528322.0
134531219.0,124787213.0,124787213.0,110360903.0
112953495.0,109267474.0,109267474.0,116377929.0
124795038.0,142338578.0,142338578.0,121899345.0
143075487.0,140179987.0,140179987.0,140245341.0
139274416.0,139856408.0,138541590.0,140319082.0
121190578.0,116439577.0,116419102.0,132757868.0
127273140.0,143141406.0,143141406.0,135162225.0
121125047.0,127810082.0,127810082.0,117508472.0
120580280.0,117938723.0,117938723.0,127310201.0
139204793.0,123193894.0,123193894.0,109828475.0
143575229.0,138508842.0,138508842.0,131410304.0
130955453.0,134437422.0,134437422.0,128481668.0
137939138.0,117246511.0,117246511.0,135883147.0
115562691.0,110484015.0,110484015.0,138107277.0
134002886.0,123157044.0,123157044.0,113043854.0
128727241.0,123660855.0,123660855.0,135092627.0
124582094.0,115481148.0,115481148.0,134732186.0
133961934.0,130734658.0,134044222.0,116189605.0
127776977.0,111827523.0,130734658.0,112376232.0
139249878.0,143649351.0,111827523.0,138197419.0
115468504.0,131111497.0,131111497.0,140351918.0
121190619.0,117529165.0,117529165.0,125438398.0
139786461.0,115563089.0,115563089.0,114166207.0
140441824.0,134486612.0,143587921.0,117287363.0
142223586.0,138029653.0,134486612.0,110578116.0
115353830.0,133917278.0,138029653.0,136071621.0
116467948.0,117439070.0,140352085.0,138611141.0
106301676.0,123595378.0,133917278.0,112880074.0
125434095.0,134474355.0,117439070.0,127392202.0
115357936.0,141875831.0,112376431.0,142277068.0
120776946.0,141568635.0,123595378.0,145861073.0
118352116.0,134490748.0,134474355.0,134576595.0
139819264.0,112323200.0,141875831.0,139082196.0
116025601.0,124971649.0,141568635.0,128965077.0
145860867.0,128600704.0,134490748.0,139164116.0
139831561.0,142436993.0,112323200.0,132225499.0
123681037.0,132549253.0,124971649.0,112282078.0
145185038.0,143497862.0,142436993.0,116009439.0
128973076.0,124828296.0,143497862.0,124307935.0
132167957.0,145205897.0,124828296.0,139667934.0
145025302.0,132749964.0,145205897.0,124393958.0
134514968.0,111635086.0,116042380.0,138025446.0
127944989.0,121838224.0,132749964.0,141646310.0
142182686.0,136641170.0,111635086.0,117373418.0
138635552.0,111979157.0,121838224.0,128027115.0
133912865.0,140389017.0,136641170.0,125364718.0
142448938.0,109255323.0,140389017.0,131652080.0
138737965.0,117807772.0,109255323.0,118041074.0
132180272.0,116624029.0,117807772.0,134068722.0
140294452.0,118536868.0,116624029.0,118409721.0
139090231.0,121363108.0,140417693.0,134040057.0
138647868.0,139684518.0,118536868.0,109341181.0
124922175.0,116087483.0,121363108.0,131582468.0
145160512.0,134560448.0,139684518.0,116099595.0
117266754.0,142928579.0,134441652.0,124787213.0
115583299.0,111639237.0,110570168.0,109267474.0
125368643.0,118557388.0,116087483.0,140179987.0
118528322.0,127199949.0,145128126.0,139856408.0
110360903.0,115473103.0,142928579.0,116439577.0
116377929.0,134474448.0,111639237.0,143141406.0
134682960.0,121707218.0,118557388.0,127810082.0
121899345.0,113023700.0,138050254.0,117938723.0
140245341.0,121854679.0,115473103.0,123193894.0
140319082.0,146053849.0,134474448.0,138508842.0
132757868.0,124992221.0,126761679.0,134437422.0
135162225.0,117406431.0,121707218.0,117246511.0
117508472.0,112339682.0,113023700.0,110484015.0
127310201.0,135195364.0,121854679.0,123157044.0
109828475.0,132881128.0,146053849.0,115481148.0
131410304.0,146184938.0,116107996.0,134044222.0
128481668.0,109841138.0,117406431.0,130734658.0
138738057.0,132713204.0,138869473.0,143649351.0
135883147.0,117299963.0,112339682.0,131111497.0
138107277.0,142379779.0,135195364.0,117529165.0
113043854.0,125516547.0,132881128.0,115563089.0
135092627.0,142465796.0,146184938.0,143587921.0
134732186.0,124230409.0,109841138.0,134486612.0
116189605.0,138566415.0,145292019.0,138029653.0
112376232.0,140450576.0,141744887.0,140352085.0
133994922.0,140208931.0,142379779.0,138566230.0
138197419.0,142232356.0,125516547.0,133917278.0
140351918.0,127965988.0,142465796.0,117439070.0
125438398.0,126638889.0,124230409.0,127179372.0
114166207.0,127200045.0,115411725.0,112376431.0
134531520.0,136882990.0,114125583.0,123595378.0
117287363.0,127376173.0,138566415.0,134474355.0
110578116.0,113994548.0,140450576.0,141875831.0
138611141.0,128600887.0,140208931.0,141568635.0
112880074.0,111758140.0,142232356.0,134490748.0
127392202.0,132004669.0,127965988.0,112323200.0
142277068.0,118471486.0,126638889.0,124971649.0
125065679.0,139377474.0,127200045.0,128600704.0
145861073.0,135232323.0,136882990.0,142436993.0
134576595.0,123177798.0,127376173.0,132549253.0
139082196.0,136026950.0,113994548.0,143497862.0
128965077.0,133999439.0,128600887.0,124828296.0
139164116.0,110381907.0,111758140.0,145205897.0
110406106.0,124963671.0,118471486.0,116042380.0
132225499.0,113077081.0,139377474.0,132749964.0
112282078.0,117259097.0,135232323.0,111635086.0
116009439.0,134118237.0,123177798.0,136641170.0
124307935.0,117394271.0,136026950.0,111979157.0
139667934.0,115526496.0,133999439.0,140389017.0
124393958.0,125037411.0,127318865.0,109255323.0
138025446.0,145234786.0,110381907.0,117807772.0
117373418.0,135031653.0,124963671.0,116624029.0
128027115.0,110537574.0,113077081.0,140417693.0
125364718.0,138632044.0,117259097.0,118536868.0
131652080.0,121809787.0,116005724.0,121363108.0
118041074.0,120707964.0,134118237.0,139684518.0
134068722.0,124939135.0,115510110.0,134441652.0
118409721.0,139815808.0,117394271.0,110570168.0
134040057.0,141704072.0,115526496.0,116087483.0
109341181.0,132373385.0,136706913.0,145128126.0
131582468.0,139217807.0,125037411.0,134560448.0
117484042.0,116726671.0,145234786.0,142928579.0
116099595.0,138021777.0,135031653.0,111639237.0
124787213.0,142232465.0,110537574.0,118557388.0
142338578.0,124779407.0,133909354.0,127199949.0
140179987.0,125451152.0,138632044.0,138050254.0
138541590.0,129112977.0,145873774.0,115473103.0
139856408.0,116345755.0,121809787.0,134474448.0
116419102.0,130333598.0,120707964.0,126761679.0
143141406.0,110476193.0,117275525.0,121707218.0
127810082.0,143145895.0,141704072.0,113023700.0
117938723.0,143961002.0,132373385.0,121854679.0
123193894.0,142969778.0,139217807.0,146053849.0
138508842.0,123657159.0,116726671.0,124992221.0
134437422.0,134736841.0,138021777.0,117406431.0
117246511.0,114179019.0,124779407.0,138869473.0
110484015.0,127917003.0,125451152.0,112339682.0
123157044.0,132606931.0,129112977.0,135195364.0
123660855.0,142334933.0,116345755.0,132881128.0
115481148.0,139389910.0,110476193.0,146184938.0
134044222.0,145095639.0,143145895.0,109841138.0
130734658.0,143162328.0,142449595.0,132713204.0
111827523.0,143535069.0,123657159.0,141744887.0
143649351.0,123784163.0,134736841.0,117299963.0
131111497.0,139717608.0,114179019.0,142379779.0
117529165.0,146062320.0,127917003.0,125516547.0
115563089.0,134953977.0,139664333.0,142465796.0
143587921.0,117791743.0,132606931.0,124230409.0
134486612.0,117320704.0,142334933.0,115411725.0
138029653.0,142941194.0,139389910.0,138566415.0
140352085.0,139054105.0,139832278.0,140450576.0
138566230.0,116079645.0,145095639.0,140208931.0
133917278.0,116657184.0,143162328.0,142232356.0
117439070.0,143617063.0,141741020.0,127965988.0
113404514.0,138533926.0,123784163.0,126638889.0
127179372.0,115575850.0,146062320.0,127200045.0
112376431.0,125623335.0,117791743.0,136882990.0
123595378.0,134552615.0,117320704.0,127376173.0
134474355.0,138562605.0,142527489.0,113994548.0
141875831.0,140205101.0,112331792.0,128600887.0
141568635.0,106748982.0,117414935.0,111758140.0
134490748.0,124755002.0,139054105.0,118471486.0
112323200.0,135138367.0,116079645.0,139377474.0
124971649.0,116055109.0,116657184.0,135232323.0
142436993.0,115391562.0,133983270.0,123177798.0
132549253.0,112815179.0,143617063.0,136026950.0
143497862.0,128961613.0,138533926.0,127318865.0
133900935.0,135048270.0,111791145.0,110381907.0
124828296.0,139885643.0,115575850.0,124963671.0
145205897.0,113396816.0,125623335.0,113077081.0
116042380.0,127290452.0,134552615.0,117259097.0
132749964.0,116259926.0,138562605.0,116005724.0
111635086.0,123182166.0,140205101.0,134118237.0
121838224.0,111627353.0,106748982.0,115510110.0
136641170.0,125480031.0,124755002.0,117394271.0
111979157.0,123112544.0,135138367.0,115526496.0
140389017.0,127937631.0,143600704.0,136706913.0
109255323.0,136698976.0,116055109.0,116083554.0
117807772.0,117820517.0,109816902.0,125037411.0
116624029.0,140229735.0,115391562.0,145234786.0
140417693.0,142208108.0,112815179.0,135031653.0
118536868.0,117951597.0,128961613.0,110537574.0
121363108.0,135195757.0,135048270.0,133909354.0
139684518.0,123173996.0,139885643.0,138632044.0
134441652.0,111721588.0,113396816.0,121809787.0
110570168.0,124275832.0,138648653.0,120707964.0
116087483.0,141585529.0,116259926.0,124939135.0
145128126.0,135109756.0,123182166.0,117275525.0
134560448.0,114162828.0,111627353.0,141704072.0
142928579.0,142949518.0,125480031.0,132373385.0
111639237.0,139103380.0,123112544.0,139217807.0
118557388.0,139660438.0,136698976.0,116726671.0
127199949.0,142290071.0,140229735.0,142232465.0
138050254.0,143613078.0,117951597.0,124779407.0
115473103.0,135867550.0,135195757.0,125451152.0
134474448.0,125496482.0,123173996.0,129112977.0
126761679.0,118488235.0,111721588.0,116345755.0
121707218.0,146042028.0,124275832.0,130333598.0
141601492.0,133921966.0,135109756.0,110476193.0
121854679.0,138026164.0,114162828.0,143145895.0
146053849.0,117402808.0,142949518.0,117246889.0
116107996.0,132619449.0,110455953.0,143961002.0
124992221.0,117255355.0,140229777.0,142969778.0
117406431.0,143731902.0,142290071.0,142449595.0
135195364.0,115432644.0,143613078.0,123657159.0
132881128.0,126708937.0,135867550.0,134736841.0
146184938.0,116100298.0,128973983.0,114179019.0
109841138.0,124234959.0,125496482.0,127917003.0
145292019.0,141606095.0,139340966.0,139664333.0
132713204.0,117902546.0,118488235.0,132606931.0
141744887.0,138542294.0,146042028.0,142334933.0
117299963.0,117996759.0,133921966.0,139389910.0
142379779.0,146205912.0,138026164.0,139832278.0
125516547.0,116554971.0,123116727.0,145095639.0
142465796.0,138706142.0,117402808.0,141741020.0
124230409.0,110513375.0,117255355.0,143535069.0
115411725.0,111762656.0,143731902.0,123784163.0
114125583.0,139914475.0,115432644.0,139717608.0
138566415.0,125598958.0,126708937.0,146062320.0
140450576.0,132586737.0,116100298.0,134953977.0
140208931.0,121736445.0,117902546.0,117791743.0
142232356.0,121748733.0,113560787.0,117320704.0
127965988.0,115477762.0,138542294.0,142941194.0
126638889.0,111619334.0,117996759.0,112331792.0
127200045.0,143121670.0,146205912.0,117414935.0
136882990.0,138489097.0,116554971.0,139054105.0
127376173.0,109821203.0,127802587.0,116079645.0
113994548.0,118492437.0,138706142.0,116657184.0
128600887.0,117267734.0,110513375.0,133983270.0
111758140.0,112799011.0,111762656.0,143617063.0
132004669.0,135994659.0,134085859.0,138533926.0
118471486.0,138177829.0,121277670.0,111791145.0
139377474.0,125443369.0,139914475.0,115575850.0
135232323.0,110513450.0,125598958.0,125623335.0
123177798.0,143056173.0,121736445.0,134552615.0
136026950.0,135138608.0,121748733.0,138562605.0
133999439.0,143625520.0,115477762.0,140205101.0
127318865.0,121716017.0,111619334.0,134659123.0
110381907.0,125373764.0,143531272.0,106748982.0
124963671.0,131525955.0,109821203.0,124755002.0
113077081.0,123120974.0,118492437.0,135138367.0
117259097.0,135064911.0,117267734.0,143600704.0
116005724.0,139070800.0,136674589.0,116055109.0
134118237.0,121314654.0,135994659.0,109816902.0
115510110.0,132705635.0,138177829.0,115391562.0
117394271.0,128879971.0,125443369.0,112815179.0
136706913.0,136641893.0,110513450.0,142920780.0
116083554.0,134688108.0,140246317.0,128961613.0
125037411.0,115404142.0,143056173.0,135048270.0
145234786.0,124210543.0,135138608.0,139885643.0
135031653.0,140373361.0,143625520.0,113396816.0
110537574.0,143601007.0,121716017.0,138648653.0
133909354.0,142966127.0,139783482.0,127290452.0
138632044.0,124317045.0,123198785.0,123182166.0
145873774.0,124255603.0,121851203.0,111627353.0
121809787.0,140402038.0,125373764.0,125480031.0
120707964.0,134008184.0,131525955.0,123112544.0
124939135.0,124419447.0,123120974.0,127937631.0
139815808.0,124370302.0,135064911.0,136698976.0
117275525.0,136068489.0,139070800.0,140229735.0
141704072.0,138673545.0,125353296.0,142208108.0
132373385.0,136048018.0,121314654.0,117951597.0
139217807.0,135249302.0,128879971.0,135195757.0
116726671.0,135138711.0,127221093.0,123173996.0
138021777.0,118963607.0,134688108.0,111721588.0
142232465.0,128933274.0,124210543.0,124275832.0
124779407.0,134651290.0,143519086.0,141585529.0
125451152.0,109317532.0,140373361.0,135109756.0
129112977.0,136514973.0,132033906.0,114162828.0
116345755.0,142355872.0,143601007.0,142949518.0
130333598.0,143175079.0,142966127.0,110455953.0
110476193.0,120733096.0,124317045.0,140229777.0
143145895.0,130350514.0,124255603.0,139103380.0
117246889.0,139713972.0,140402038.0,139660438.0
143961002.0,141819316.0,134008184.0,142290071.0
142969778.0,130387384.0,124419447.0,143613078.0
142449595.0,139300281.0,124370302.0,141601948.0
123657159.0,139890109.0,138247556.0,135867550.0
134736841.0,139685311.0,136068489.0,128973983.0
114179019.0,130788806.0,138673545.0,125496482.0
127917003.0,135253448.0,136048018.0,139340966.0
139664333.0,128560585.0,135249302.0,118488235.0
134568913.0,111680969.0,118963607.0,146042028.0
132606931.0,116075980.0,128933274.0,133921966.0
142334933.0,134475214.0,134651290.0,124939443.0
139389910.0,110353876.0,109317532.0,138026164.0
139832278.0,136551895.0,136514973.0,123116727.0
145095639.0,138534360.0,142355872.0,117402808.0
143162328.0,143007197.0,120733096.0,132619449.0
141741020.0,120708577.0,130350514.0,117255355.0
143535069.0,125353447.0,139713972.0,143731902.0
123784163.0,135044583.0,141819316.0,115432644.0
139717608.0,120630761.0,139300281.0,126708937.0
146062320.0,145841650.0,139890109.0,116100298.0
134953977.0,124882427.0,130788806.0,124234959.0
117791743.0,138481149.0,128560585.0,139873487.0
117320704.0,134770177.0,111680969.0,141606095.0
142527489.0,143048195.0,134475214.0,117902546.0
142941194.0,129039876.0,110353876.0,117996759.0
112331792.0,121716238.0,136551895.0,146205912.0
139054105.0,141757971.0,138534360.0,116554971.0
116079645.0,110571031.0,143007197.0,127802587.0
116657184.0,139906587.0,120708577.0,138706142.0
133983270.0,135077406.0,125353447.0,110513375.0
143617063.0,116080163.0,135044583.0,111762656.0
138533926.0,117440035.0,120630761.0,134085859.0
111791145.0,112934437.0,113642989.0,121277670.0
115575850.0,117993001.0,145841650.0,139914475.0
125623335.0,140303916.0,124882427.0,125598958.0
134552615.0,143646255.0,110460412.0,132586737.0
138562605.0,123264565.0,138481149.0,121736445.0
140205101.0,139775544.0,134770177.0,121748733.0
106748982.0,127335994.0,143048195.0,115477762.0
124755002.0,138223163.0,129039876.0,111619334.0
135138367.0,125865534.0,121716238.0,143121670.0
143600704.0,127360574.0,115502612.0,143531272.0
116055109.0,142409283.0,110571031.0,138652939.0
109816902.0,124206661.0,139906587.0,109821203.0
115391562.0,141717063.0,135179804.0,118492437.0
112815179.0,139841098.0,135077406.0,117267734.0
128961613.0,142409291.0,116080163.0,136674589.0
135048270.0,127786575.0,117440035.0,112799011.0
139885643.0,139701842.0,112934437.0,135994659.0
113396816.0,134557269.0,118464040.0,138177829.0
138648653.0,132857430.0,117993001.0,125443369.0
116259926.0,135044698.0,140303916.0,110513450.0
123182166.0,135970395.0,143646255.0,140246317.0
111627353.0,137940576.0,111844912.0,143056173.0
125480031.0,140242531.0,123264565.0,135138608.0
123112544.0,109280871.0,139775544.0,143625520.0
127937631.0,143076968.0,127335994.0,121716017.0
136698976.0,135343722.0,138223163.0,139783482.0
117820517.0,115519093.0,125865534.0,123198785.0
140229735.0,135917175.0,127360574.0,121851203.0
142208108.0,138092152.0,142409283.0,125373764.0
117951597.0,141667962.0,124206661.0,120573253.0
135195757.0,117395070.0,141717063.0,131525955.0
123173996.0,142458494.0,139841098.0,123120974.0
111721588.0,142970498.0,142409291.0,135064911.0
124275832.0,143138435.0,127786575.0,139070800.0
141585529.0,128384650.0,133885523.0,125353296.0
135109756.0,110587542.0,141811284.0,121314654.0
114162828.0,136547996.0,134557269.0,132705635.0
142949518.0,139710112.0,132857430.0,128879971.0
110455953.0,116080289.0,135044698.0,127221093.0
140229777.0,111095466.0,135970395.0,136641893.0
139660438.0,143511210.0,109280871.0,134688108.0
142290071.0,136707756.0,143076968.0,115404142.0
143613078.0,114106030.0,135343722.0,124210543.0
141601948.0,117993139.0,115519093.0,143519086.0
135867550.0,117370554.0,135917175.0,140373361.0
128973983.0,132693691.0,138092152.0,132033906.0
125496482.0,109301455.0,141667962.0,142966127.0
139340966.0,127340246.0,117395070.0,124317045.0
118488235.0,142999265.0,142458494.0,124255603.0
146042028.0,142950118.0,142970498.0,140402038.0
133921966.0,113573607.0,143138435.0,134008184.0
138026164.0,112815849.0,128384650.0,124370302.0
123116727.0,135225065.0,146058901.0,136068489.0
117402808.0,114028267.0,136547996.0,136048018.0
132619449.0,140373739.0,139710112.0,135249302.0
117255355.0,130785004.0,116080289.0,118963607.0
143731902.0,138489588.0,143511210.0,128933274.0
115432644.0,112488190.0,136707756.0,134651290.0
126708937.0,143490817.0,114106030.0,109317532.0
116100298.0,110538498.0,117993139.0,136514973.0
124234959.0,138116871.0,117370554.0,142355872.0
141606095.0,142221064.0,132693691.0,143175079.0
117902546.0,111832842.0,109301455.0,120733096.0
113560787.0,113663757.0,127340246.0,130350514.0
138542294.0,138616590.0,142950118.0,139713972.0
117996759.0,134917906.0,113573607.0,141819316.0
116554971.0,117321498.0,112815849.0,130387384.0
127802587.0,134483739.0,114028267.0,139300281.0
138706142.0,124362526.0,130785004.0,139890109.0
110513375.0,116010794.0,138489588.0,139685311.0
111762656.0,133951274.0,112488190.0,135253448.0
134085859.0,124337965.0,134446853.0,128560585.0
121277670.0,136707885.0,138116871.0,111680969.0
139914475.0,134602545.0,142221064.0,116075980.0
125598958.0,139652915.0,138616590.0,134536652.0
132586737.0,125468468.0,134917906.0,134475214.0
121736445.0,141692732.0,141790998.0,110353876.0
121748733.0,127905598.0,121863961.0,136551895.0
115477762.0,115527487.0,134483739.0,138534360.0
111619334.0,114077508.0,124362526.0,143007197.0
143121670.0,135327558.0,115564328.0,120708577.0
143531272.0,109256518.0,116010794.0,125353447.0
138489097.0,135319368.0,133951274.0,135044583.0
138652939.0,118374218.0,124337965.0,125341165.0
109821203.0,116318030.0,134573871.0,145841650.0
118492437.0,138612574.0,134602545.0,124882427.0
117267734.0,133906273.0,139652915.0,110460412.0
136674589.0,110530410.0,125468468.0,134770177.0
112799011.0,125423466.0,141692732.0,143048195.0
135994659.0,117817194.0,127905598.0,129039876.0
138177829.0,117915499.0,115527487.0,121716238.0
125443369.0,121147247.0,114077508.0,110571031.0
110513450.0,130432879.0,135327558.0,139906587.0
140246317.0,126623602.0,135319368.0,135077406.0
143056173.0,141602676.0,118374218.0,116080163.0
135138608.0,129101686.0,109817681.0,117440035.0
143625520.0,110505848.0,138612574.0,112934437.0
121716017.0,127963007.0,133906273.0,118464040.0
139783482.0,140271495.0,110530410.0,117993001.0
123198785.0,131583883.0,125423466.0,140303916.0
121851203.0,132030348.0,117817194.0,143646255.0
125373764.0,117366669.0,117915499.0,111844912.0
120573253.0,143536015.0,121147247.0,123264565.0
131525955.0,139337619.0,130432879.0,139775544.0
135064911.0,140230552.0,126623602.0,127335994.0
139070800.0,124227481.0,129101686.0,138223163.0
125353296.0,121749404.0,110505848.0,125865534.0
121314654.0,137621405.0,127963007.0,127360574.0
132705635.0,116428706.0,141684609.0,142409283.0
128879971.0,134553518.0,140271495.0,124206661.0
