offer_name,offer_description,discount,automatically_consider_offer,start_date,end_date,max_uses_per_order,max_uses_per_customer,customer_segment_id,sku_id
20220407_SPO_NB_arroz_W14,,10,true,07-04-2022,14-04-2022,30,2,,153090#153089#153090#153089#255296#255295#255296#255295#72302#99495#296390#296389#97195#97193
