customer_id,microsegment,city
47402635,Panadería/Pastelería/Cafetería,BAQ
47402671,Parrilla/Asadero,BOG
47402679,Panadería/Pastelería,BOG
47402697,Corrientazo s/desayuno,BOG
47402833,Panadería/Pastelería,BOG
47402850,Corrientazo c/desayuno,BOG
47403064,Panadería/Pastelería,BOG
47403601,Corrientazo c/desayuno,BOG
47403685,Panadería/Pastelería,BOG
47403697,Panadería/Pastelería,BOG
47403773,Panadería/Pastelería,BOG
47403798,Corrientazo c/desayuno,BOG
47404358,Comida rápida,BOG
47404372,Empanadas/Arepas,BOG
47404378,Panadería/Pastelería,BOG
47404535,Empanadas/Arepas,BOG
47404539,Corrientazo s/desayuno,BAQ
47404561,Panadería/Pastelería,BOG
47404591,Corrientazo c/desayuno,BOG
47405121,Corrientazo c/desayuno,BOG
47405191,Corrientazo c/desayuno,BOG
47405613,Corrientazo c/desayuno,BOG
47405659,Comida especializada,BOG
47405675,Comida rápida,CMX
47405717,Parrilla/Asadero,BOG
47405728,Cafetería,BOG
47405732,Corrientazo c/desayuno,BOG
47406112,Cafetería,BOG
47406141,Comida rápida,BOG
47406159,Parrilla/Asadero,BOG
47406170,Comida rápida,BOG
47406178,Parrilla/Asadero,BOG
47406262,Corrientazo s/desayuno,BOG
47406663,Panadería/Pastelería,BOG
47406684,Corrientazo c/desayuno,BOG
47406693,Panadería/Pastelería,BOG
47407116,Panadería/Pastelería,BOG
47407121,Parrilla/Asadero,BOG
47407502,Corrientazo c/desayuno,BOG
47407552,Juguería/Comida saludable,CMX
47407621,Panadería/Pastelería,BOG
47407670,Corrientazo c/desayuno,BOG
47409318,Corrientazo c/desayuno,BOG
47409343,Panadería/Pastelería,BOG
47409543,Comida rápida,CMX
47410551,Prato do dia c/café da manhã,SPO
47411605,Comida rápida,BOG
47411619,Comida especializada,BOG
47411628,Cafetería,BOG
47412628,Corrientazo s/desayuno,BOG
47413192,Comida rápida,BOG
47413224,Comida rápida,BOG
47415728,Parrilla/Asadero,BOG
47488447,Comida especializada,CMX
47488947,Fonda c/desayuno,CMX
47489683,Prato do dia c/café da manhã,SPO
47490693,Comida rápida,BOG
47491258,Corrientazo s/desayuno,BOG
47492918,Corrientazo c/desayuno,BOG
47495730,Prato do dia c/café da manhã,SPO
47495946,Panadería/Pastelería,BOG
47496033,Corrientazo s/desayuno,BOG
47569681,Comida brasileira y saudavel,SPO
47570073,Prato do dia c/café da manhã,SPO
47570366,Prato do dia c/café da manhã,SPO
47570391,Prato do dia s/café da manhã,SPO
47570517,Corrientazo c/desayuno,BOG
47570567,Cafetería,CMX
47570581,Comida por quilo,SPO
47570595,Corrientazo c/desayuno,BOG
47570610,Comida por quilo,SPO
47570646,Corrientazo c/desayuno,BOG
47570678,Prato do dia c/café da manhã,SPO
47571412,Comida rápida,BOG
47572004,Panadería/Pastelería,BOG
47572012,Corrientazo s/desayuno,BOG
47572064,Corrientazo c/desayuno,BOG
47572246,Prato do dia c/café da manhã,SPO
47572308,Panadería/Pastelería,BOG
47572320,Sucos/Açaí,SPO
47572808,Cafetería,BOG
47572830,Corrientazo c/desayuno,BOG
47572864,Panadería/Pastelería,BOG
47572982,Corrientazo c/desayuno,BOG
47572986,Panadería/Pastelería,BOG
47573091,Panadería/Pastelería,BOG
47573122,Comida especializada,BAQ
47573132,Comida rápida,BAQ
47573839,Prato do dia c/café da manhã,SPO
47574154,Panadería/Pastelería,BOG
47574229,Cafetería,BOG
47574249,Prato do dia c/café da manhã,SPO
47574573,Comida brasileira y saudavel,SPO
47574660,Prato do dia s/café da manhã,SPO
47574828,Panadería/Pastelería/Cafetería,BAQ
47574849,Corrientazo c/desayuno,BOG
47574883,Comida rápida,BOG
47574918,Panadería/Pastelería,BOG
47574944,Prato do dia s/café da manhã,SPO
47574955,Corrientazo c/desayuno,BOG
47575506,Corrientazo c/desayuno,BOG
47575537,Corrientazo s/desayuno,BOG
47575566,Empanadas/Arepas,BOG
47575587,Corrientazo c/desayuno,BOG
47575904,Corrientazo c/desayuno,BOG
47576573,Comida especializada,CMX
47576862,Corrientazo s/desayuno,BAQ
47577013,Empanadas/Arepas,BOG
47577408,Panadería/Pastelería,BOG
47577437,Cafetería,BOG
47577505,Corrientazo c/desayuno,BOG
47577517,Corrientazo c/desayuno,BOG
47578420,Cafetería,BOG
47578428,Panadería/Pastelería,BOG
47578444,Fonda c/desayuno,CMX
47578450,Corrientazo s/desayuno,BAQ
47578523,Panadería/Pastelería,BOG
47578631,Corrientazo c/desayuno,BOG
47578638,Comida rápida,BOG
47578643,Parrilla/Asadero,BOG
47578705,Cafetería,BOG
47578768,Panadería/Pastelería,CMX
47579414,Prato do dia c/café da manhã,SPO
47579451,Fonda c/desayuno,CMX
47579470,Corrientazo s/desayuno,BAQ
47579825,Cafetería,BOG
47580421,Panadería/Pastelería,BOG
47580429,Fonda c/desayuno,CMX
47580716,Comida por quilo,SPO
47580724,Panadería/Pastelería/Cafetería,BAQ
47581120,Taquería en calle,CMX
47581181,Prato do dia c/café da manhã,SPO
47581227,Cafetería,CMX
47581257,Corrientazo c/desayuno,BOG
47581267,Comida rápida,CMX
47581301,Lanches,SPO
47581306,Comida por quilo,SPO
47581324,Corrientazo s/desayuno,BOG
47581329,Panadería/Pastelería,BOG
47581359,Panadería/Pastelería,BOG
47581361,Panadería/Pastelería,BOG
47581369,Cafetería,CMX
47581401,Panadería/Pastelería,BOG
47581442,Juguería/Comida saludable,CMX
47581484,Panadería/Pastelería,BOG
47581495,Panadería/Pastelería,CMX
47581536,Comida por quilo,SPO
47581558,Comida especializada,BOG
47581564,Corrientazo s/desayuno,BOG
47581574,Corrientazo c/desayuno,BOG
47582639,Juguería/Comida saludable,CMX
47582687,Taquería en local,CMX
47583090,Prato do dia s/café da manhã,SPO
47583153,Juguería/Comida saludable,CMX
47583215,Comida brasileira y saudavel,SPO
47583232,Corrientazo c/desayuno,BOG
47583322,Comida rápida,BOG
47583346,Comida rápida,CMX
47583363,Panadería/Pastelería,BOG
47583375,Taquería en local,CMX
47583377,Fonda c/desayuno,CMX
47583383,Comida rápida,BOG
47583396,Comida rápida,CMX
47583654,Panadería/Pastelería,BOG
47583657,Panadería/Pastelería/Cafetería,BAQ
47584027,Comida rápida,BOG
47584242,Comida por quilo,SPO
47584256,Prato do dia s/café da manhã,SPO
47584264,Comida especializada,BOG
47584287,Comida por quilo,SPO
47584556,Parrilla/Asadero,BOG
47584590,Comida rápida,BOG
47584595,Taquería en local,CMX
47584737,Comida especializada,BAQ
47584772,Panadería/Pastelería,BOG
47585125,Empanadas/Arepas,BOG
47585148,Fonda s/desayuno,CMX
47585151,Taquería en calle,CMX
47585199,Comida especializada,BOG
47585404,Prato do dia s/café da manhã,SPO
47585424,Juguería/Comida saludable,CMX
47585440,Cafetería,BOG
47585474,Comida especializada,BOG
47585776,Prato do dia s/café da manhã,SPO
47585926,Comida rápida,BOG
47585990,Comida especializada,BOG
47586083,Comida rápida,CMX
47586097,Prato do dia s/café da manhã,SPO
47586219,Panadería/Pastelería,BOG
47586253,Comida especializada,CMX
47586258,Corrientazo s/desayuno,BOG
47586594,Comida rápida,BOG
47586911,Corrientazo c/desayuno,BOG
47586916,Comida rápida,BOG
47586924,Comida por quilo,SPO
47587350,Panadería/Pastelería,BOG
47587414,Fonda c/desayuno,CMX
47587495,Fonda c/desayuno,CMX
47587762,Corrientazo s/desayuno,BOG
47587804,Panadería/Pastelería,BOG
47587826,Empanadas/Arepas,BOG
47587891,Fonda s/desayuno,CMX
47587912,Prato do dia s/café da manhã,SPO
47587971,Panadería/Pastelería,BOG
47588413,Comida rápida,BOG
47588512,Taquería en calle,CMX
47588542,Cafetería,CMX
47588593,Corrientazo c/desayuno,BOG
47588626,Fonda c/desayuno,CMX
47588653,Corrientazo s/desayuno,BOG
47588697,Parrilla/Asadero,BOG
47588812,Juguería/Comida saludable,CMX
47588855,Prato do dia s/café da manhã,SPO
47588858,Fonda c/desayuno,CMX
47588866,Cafetería,BOG
47588890,Comida rápida,BOG
47590134,Panadería/Pastelería,BOG
47590158,Panadería/Pastelería,BOG
47590160,Lanches,SPO
47590212,Comida rápida,CMX
47590234,Empanadas/Arepas,BOG
47590264,Corrientazo c/desayuno,BOG
47590292,Panadería/Pastelería/Cafetería,BAQ
47590561,Juguería/Comida saludable,CMX
47591167,Fonda c/desayuno,CMX
47591886,Corrientazo c/desayuno,BOG
47592218,Comida especializada,BOG
47592251,Corrientazo s/desayuno,BOG
47592254,Corrientazo c/desayuno,BOG
47593690,Comida rápida,BOG
47594237,Corrientazo s/desayuno,BAQ
47596793,Comida rápida,BOG
47596816,Comida rápida,BOG
47596968,Empanadas/Arepas,BOG
47664793,Panadería/Pastelería,BOG
47668896,Prato do dia c/café da manhã,SPO
47670035,Prato do dia c/café da manhã,SPO
47670163,Prato do dia c/café da manhã,SPO
47670326,Comida brasileira y saudavel,SPO
47670373,Corrientazo s/desayuno,BOG
47671533,Padaria/Cafeteria/Bolos,SPO
47671951,Prato do dia s/café da manhã,SPO
47672053,Panadería/Pastelería,BOG
47672134,Corrientazo s/desayuno,BAQ
47672707,Panadería/Pastelería,BOG
47673105,Prato do dia c/café da manhã,SPO
47673108,Fritos,BAQ
47673163,Corrientazo c/desayuno,BAQ
47673178,Panadería/Pastelería/Cafetería,BAQ
47673261,Juguería/Comida saludable,CMX
47673355,Comida por quilo,SPO
47673398,Fritos,BAQ
47673468,Panadería/Pastelería/Cafetería,BAQ
47673497,Comida especializada,BAQ
47674446,Prato do dia s/café da manhã,SPO
47674499,Corrientazo c/desayuno,BOG
47674618,Panadería/Pastelería,BOG
47674712,Prato do dia s/café da manhã,SPO
47674737,Comida rápida,CMX
47674760,Fonda c/desayuno,CMX
47674780,Corrientazo s/desayuno,BAQ
47675011,Corrientazo s/desayuno,BAQ
47675042,Panadería/Pastelería/Cafetería,BAQ
47675265,Panadería/Pastelería,BOG
47675287,Padaria/Cafeteria/Bolos,SPO
47675413,Corrientazo s/desayuno,BAQ
47675435,Corrientazo s/desayuno,BOG
47675462,Fonda c/desayuno,CMX
47675729,Comida rápida,CMX
47675764,Juguería/Comida saludable,CMX
47675780,Padaria/Cafeteria/Bolos,SPO
47676515,Panadería/Pastelería,BOG
47676589,Panadería/Pastelería,BOG
47676598,Juguería/Comida saludable,CMX
47676820,Panadería/Pastelería,BOG
47676822,Taquería en local,CMX
47676847,Comida especializada,BOG
47676900,Comida internacional/Grill,SPO
47676930,Panadería/Pastelería,CMX
47676978,Panadería/Pastelería,BOG
47676983,Panadería/Pastelería/Cafetería,BAQ
47676986,Fritos,BAQ
47677021,Panadería/Pastelería,BOG
47677025,Fonda c/desayuno,CMX
47677047,Fonda c/desayuno,CMX
47677051,Lanches,SPO
47677617,Prato do dia s/café da manhã,SPO
47677650,Corrientazo c/desayuno,BOG
47677653,Panadería/Pastelería/Cafetería,BAQ
47677685,Empanadas/Arepas,BOG
47677693,Corrientazo s/desayuno,BOG
47677915,Fonda c/desayuno,CMX
47678023,Fonda c/desayuno,CMX
47678227,Panadería/Pastelería,BOG
47678251,Fonda c/desayuno,CMX
47678275,Empanadas/Arepas,BOG
47678298,Prato do dia s/café da manhã,SPO
47678400,Comida especializada,CMX
47678435,Sucos/Açaí,SPO
47678463,Corrientazo c/desayuno,BOG
47678732,Panadería/Pastelería,BOG
47678750,Taquería en local,CMX
47678775,Prato do dia s/café da manhã,SPO
47678797,Corrientazo s/desayuno,BOG
47679235,Juguería/Comida saludable,CMX
47679268,Corrientazo s/desayuno,BOG
47679283,Prato do dia s/café da manhã,SPO
47679468,Fonda c/desayuno,CMX
47679524,Panadería/Pastelería,BOG
47679576,Comida rápida,CMX
47679586,Comida rápida,CMX
47679589,Comida por quilo,SPO
47679598,Corrientazo c/desayuno,BOG
47679803,Empanadas/Arepas,BOG
47679849,Comida especializada,CMX
47679918,Panadería/Pastelería/Cafetería,BAQ
47680044,Fonda c/desayuno,CMX
47680072,Corrientazo s/desayuno,BOG
47680345,Panadería/Pastelería,BOG
47680367,Parrilla/Asadero,BOG
47680384,Prato do dia s/café da manhã,SPO
47680915,Comida por quilo,SPO
47680949,Cafetería,CMX
47680952,Comida especializada,CMX
47680976,Taquería en calle,CMX
47680983,Fonda c/desayuno,CMX
47680986,Panadería/Pastelería,CMX
47680990,Panadería/Pastelería,BOG
47680994,Panadería/Pastelería,BOG
47681011,Panadería/Pastelería/Cafetería,BAQ
47681063,Comida por quilo,SPO
47681070,Juguería/Comida saludable,CMX
47681235,Comida especializada,BOG
47681239,Comida por quilo,SPO
47681290,Parrilla/Asadero,BOG
47681604,Panadería/Pastelería/Cafetería,BAQ
47681647,Comida especializada,BOG
47681658,Comida por quilo,SPO
47681739,Comida internacional/Grill,SPO
47682697,Comida rápida,CMX
47682722,Comida rápida,BOG
47682740,Juguería/Comida saludable,CMX
47682790,Comida rápida,CMX
47682794,Comida por quilo,SPO
47682902,Comida rápida,BOG
47682910,Corrientazo s/desayuno,BOG
47682957,Juguería/Comida saludable,CMX
47682989,Corrientazo c/desayuno,BOG
47682992,Lanches,SPO
47683368,Fonda s/desayuno,CMX
47683382,Parrilla/Asadero,BOG
47683395,Panadería/Pastelería,CMX
47683600,Padaria/Cafeteria/Bolos,SPO
47683613,Corrientazo c/desayuno,BOG
47683672,Fonda c/desayuno,CMX
47683680,Comida por quilo,SPO
47683697,Corrientazo s/desayuno,BOG
47684217,Corrientazo s/desayuno,BOG
47684231,Prato do dia s/café da manhã,SPO
47684296,Fonda c/desayuno,CMX
47684533,Cafetería,CMX
47684542,Cafetería,CMX
47684900,Panadería/Pastelería/Cafetería,BAQ
47684929,Comida rápida,CMX
47684940,Comida especializada,CMX
47684982,Fonda s/desayuno,CMX
47685006,Prato do dia s/café da manhã,SPO
47685023,Juguería/Comida saludable,CMX
47685054,Comida brasileira y saudavel,SPO
47685065,Prato do dia s/café da manhã,SPO
47685410,Taquería en calle,CMX
47685493,Comida rápida,CMX
47685495,Comida rápida,BOG
47686048,Prato do dia s/café da manhã,SPO
47686160,Panadería/Pastelería/Cafetería,BAQ
47686188,Empanadas/Arepas,BOG
47686202,Comida rápida,CMX
47686205,Taquería en calle,CMX
47686246,Comida especializada,CMX
47686290,Corrientazo s/desayuno,BAQ
47686296,Corrientazo s/desayuno,BOG
47686810,Comida especializada,BOG
47686823,Corrientazo c/desayuno,BOG
47687430,Corrientazo c/desayuno,BOG
47687455,Panadería/Pastelería,BOG
47687687,Parrilla/Asadero,BOG
47687901,Fonda s/desayuno,CMX
47687908,Panadería/Pastelería,CMX
47687923,Comida rápida,CMX
47687945,Fonda c/desayuno,CMX
47687966,Comida rápida,BOG
47688022,Lanches,SPO
47688028,Corrientazo s/desayuno,BOG
47688035,Prato do dia s/café da manhã,SPO
47688094,Comida rápida,BOG
47688371,Comida rápida,BOG
47688396,Comida rápida,CMX
47688611,Corrientazo c/desayuno,BOG
47688644,Comida por quilo,SPO
47688647,Comida rápida,BOG
47688671,Corrientazo c/desayuno,BOG
47688698,Corrientazo c/desayuno,BOG
47688987,Comida brasileira y saudavel,SPO
47689110,Comida brasileira y saudavel,SPO
47689607,Corrientazo s/desayuno,BOG
47689719,Fonda c/desayuno,CMX
47689736,Fonda c/desayuno,CMX
47689757,Corrientazo c/desayuno,BAQ
47689939,Corrientazo c/desayuno,BOG
47689960,Parrilla/Asadero,BOG
47689979,Comida rápida,BOG
47689987,Corrientazo s/desayuno,BOG
47690208,Comida por quilo,SPO
47690262,Panadería/Pastelería,BOG
47690264,Comida especializada,BAQ
47690282,Corrientazo s/desayuno,BOG
47690826,Empanadas/Arepas,BOG
47690913,Comida rápida,BOG
47690921,Corrientazo s/desayuno,BOG
47690998,Fonda s/desayuno,CMX
47691510,Comida por quilo,SPO
47691540,Corrientazo s/desayuno,BOG
47691578,Fonda c/desayuno,CMX
47691868,Comida especializada,BOG
47691897,Comida brasileira y saudavel,SPO
47691929,Panadería/Pastelería,BOG
47692163,Empanadas/Arepas,BOG
47692300,Comida especializada,BOG
47692335,Corrientazo s/desayuno,BOG
47692627,Taquería en calle,CMX
47693064,Comida rápida,BOG
47694118,Parrilla/Asadero,BOG
47694122,Corrientazo s/desayuno,BOG
47694334,Fonda s/desayuno,CMX
47694363,Panadería/Pastelería,BOG
47696521,Empanadas/Arepas,BOG
47696584,Panadería/Pastelería,BOG
47697606,Comida rápida,BOG
47697766,Corrientazo s/desayuno,BOG
47698257,Comida rápida,BOG
47698698,Prato do dia s/café da manhã,SPO
47698779,Panadería/Pastelería,BOG
47700003,Comida por quilo,SPO
47700009,Corrientazo s/desayuno,BOG
47700691,Parrilla/Asadero,BOG
47703518,Comida rápida,BOG
47704813,Pizza/Comida Italiana,SPO
47775487,Lanches,SPO
47775616,Prato do dia c/café da manhã,SPO
47775633,Prato do dia c/café da manhã,SPO
47775955,Prato do dia s/café da manhã,SPO
47776048,Padaria/Cafeteria/Bolos,SPO
47776094,Corrientazo c/desayuno,BOG
47776179,Prato do dia c/café da manhã,SPO
47776710,Corrientazo s/desayuno,BOG
47776715,Lanches,SPO
47776780,Comida especializada,BOG
47776784,Comida internacional/Grill,SPO
47776793,Corrientazo s/desayuno,BOG
47776939,Prato do dia s/café da manhã,SPO
47777134,Corrientazo s/desayuno,BAQ
47777140,Panadería/Pastelería,BOG
47777206,Lanches,SPO
47777219,Comida por quilo,SPO
47777226,Padaria/Cafeteria/Bolos,SPO
47777275,Corrientazo c/desayuno,BOG
47778005,Lanches,SPO
47778038,Prato do dia c/café da manhã,SPO
47778400,Lanches,SPO
47778427,Panadería/Pastelería,BOG
47778462,Empanadas/Arepas,BOG
47778495,Lanches,SPO
47778775,Corrientazo s/desayuno,BOG
47778788,Cafetería,BOG
47779014,Panadería/Pastelería,BOG
47779048,Empanadas/Arepas,BOG
47779078,Corrientazo s/desayuno,BAQ
47779083,Panadería/Pastelería,BOG
47779099,Tienda/Restaurante,BAQ
47779534,Taquería en local,CMX
47779576,Empanadas/Arepas,BOG
47779585,Panadería/Pastelería/Cafetería,BAQ
47780533,Panadería/Pastelería/Cafetería,BAQ
47780601,Corrientazo c/desayuno,BOG
47780615,Comida por quilo,SPO
47780647,Cafetería,BOG
47780650,Corrientazo c/desayuno,BOG
47780667,Comida rápida,BOG
47780682,Comida internacional/Grill,SPO
47781207,Panadería/Pastelería,BOG
47781217,Lanches,SPO
47781221,Empanadas/Arepas,BOG
47781297,Panadería/Pastelería,BOG
47781303,Panadería/Pastelería,BOG
47781324,Taquería en local,CMX
47781329,Corrientazo c/desayuno,BOG
47781359,Cafetería,CMX
47781369,Taquería en calle,CMX
47781606,Padaria/Cafeteria/Bolos,SPO
47781637,Cafetería,BOG
47781671,Comida internacional/Grill,SPO
47781939,Parrilla/Asadero,BOG
47781950,Corrientazo c/desayuno,BOG
47781968,Empanadas/Arepas,BOG
47781987,Fonda c/desayuno,CMX
47782427,Corrientazo s/desayuno,BAQ
47782446,Corrientazo c/desayuno,BOG
47782848,Parrilla/Asadero,BOG
47782861,Juguería/Comida saludable,CMX
47783109,Corrientazo s/desayuno,BOG
47783137,Juguería/Comida saludable,CMX
47783154,Corrientazo c/desayuno,BOG
47783186,Corrientazo s/desayuno,BOG
47783313,Panadería/Pastelería,BOG
47783324,Fonda c/desayuno,CMX
47783334,Panadería/Pastelería,BOG
47783338,Comida especializada,BOG
47783344,Panadería/Pastelería,BOG
47783346,Juguería/Comida saludable,CMX
47783354,Juguería/Comida saludable,CMX
47783385,Panadería/Pastelería,CMX
47783396,Fonda s/desayuno,CMX
47783707,Empanadas/Arepas,BOG
47783715,Cafetería,BOG
47783734,Corrientazo s/desayuno,BAQ
47784011,Padaria/Cafeteria/Bolos,SPO
47784051,Prato do dia s/café da manhã,SPO
47784076,Comida por quilo,SPO
47784517,Parrilla/Asadero,BOG
47784869,Cafetería,BOG
47784898,Cafetería,CMX
47785005,Panadería/Pastelería,CMX
47785015,Panadería/Pastelería,BOG
47785062,Corrientazo c/desayuno,BOG
47785090,Comida brasileira y saudavel,SPO
47785212,Panadería/Pastelería,BOG
47785253,Juguería/Comida saludable,CMX
47785283,Taquería en local,CMX
47785288,Comida rápida,BOG
47785294,Comida especializada,BOG
47785506,Corrientazo c/desayuno,BOG
47785510,Fonda c/desayuno,CMX
47786114,Taquería en local,CMX
47786133,Panadería/Pastelería,BOG
47786136,Corrientazo c/desayuno,BOG
47786160,Fonda c/desayuno,CMX
47786170,Corrientazo s/desayuno,BOG
47786315,Fonda c/desayuno,CMX
47786323,Comida rápida,BAQ
47786369,Taquería en calle,CMX
47786379,Fonda c/desayuno,CMX
47786759,Fonda c/desayuno,CMX
47786767,Corrientazo s/desayuno,BOG
47786788,Juguería/Comida saludable,CMX
47787045,Comida especializada,BOG
47787049,Corrientazo c/desayuno,BOG
47787065,Cafetería,CMX
47787217,Comida brasileira y saudavel,SPO
47787233,Juguería/Comida saludable,CMX
47787243,Fonda c/desayuno,CMX
47787261,Corrientazo c/desayuno,BOG
47787287,Taquería en calle,CMX
47787761,Panadería/Pastelería,BOG
47787777,Panadería/Pastelería,BOG
47788218,Panadería/Pastelería,CMX
47788248,Juguería/Comida saludable,CMX
47788261,Corrientazo s/desayuno,BOG
47788279,Comida internacional/Grill,SPO
47788838,Juguería/Comida saludable,CMX
47788857,Corrientazo s/desayuno,BOG
47789009,Fonda c/desayuno,CMX
47789114,Comida rápida,CMX
47789126,Taquería en local,CMX
47789157,Corrientazo s/desayuno,BAQ
47789197,Fonda s/desayuno,CMX
47789607,Juguería/Comida saludable,CMX
47790229,Prato do dia c/café da manhã,SPO
47790264,Cafetería,CMX
47790280,Lanches,SPO
47790305,Corrientazo s/desayuno,BOG
47790345,Panadería/Pastelería,BOG
47790351,Comida rápida,CMX
47790365,Corrientazo s/desayuno,BOG
47790653,Panadería/Pastelería/Cafetería,BAQ
47790662,Fonda c/desayuno,CMX
47790705,Fonda c/desayuno,CMX
47790707,Prato do dia c/café da manhã,SPO
47790739,Taquería en local,CMX
47790753,Comida especializada,CMX
47790761,Comida rápida,CMX
47790784,Juguería/Comida saludable,CMX
47791842,Taquería en local,CMX
47792054,Prato do dia s/café da manhã,SPO
47792530,Taquería en calle,CMX
47792541,Panadería/Pastelería,BOG
47792551,Corrientazo s/desayuno,BOG
47792680,Lanches,SPO
47793444,Taquería en calle,CMX
47794115,Cafetería,BOG
47794187,Juguería/Comida saludable,CMX
47794204,Comida rápida,BOG
47794206,Juguería/Comida saludable,CMX
47794224,Panadería/Pastelería,BOG
47794251,Fonda c/desayuno,CMX
47794275,Fonda c/desayuno,CMX
47794383,Fonda s/desayuno,CMX
47794411,Comida rápida,CMX
47794426,Parrilla/Asadero,BOG
47794472,Taquería en calle,CMX
47794476,Juguería/Comida saludable,CMX
47794486,Corrientazo s/desayuno,BAQ
47794496,Fonda s/desayuno,CMX
47794515,Fonda s/desayuno,CMX
47794524,Corrientazo c/desayuno,BOG
47794542,Corrientazo s/desayuno,BOG
47794571,Corrientazo c/desayuno,BOG
47795214,Comida rápida,CMX
47795237,Cafetería,BOG
47795254,Taquería en local,CMX
47795296,Corrientazo s/desayuno,BOG
47795896,Fonda c/desayuno,CMX
47795945,Comida rápida,CMX
47795980,Taquería en calle,CMX
47796083,Comida rápida,BOG
47796102,Comida rápida,BOG
47796104,Comida rápida,CMX
47796107,Juguería/Comida saludable,CMX
47796139,Lanches,SPO
47796151,Comida rápida,CMX
47796174,Parrilla/Asadero,BOG
47796180,Panadería/Pastelería,CMX
47796553,Corrientazo s/desayuno,BOG
47797023,Fonda c/desayuno,CMX
47797057,Corrientazo c/desayuno,BOG
47797077,Panadería/Pastelería/Cafetería,BAQ
47797203,Comida brasileira y saudavel,SPO
47797211,Taquería en local,CMX
47797222,Comida rápida,BOG
47797261,Parrilla/Asadero,BOG
47797320,Comida rápida,BOG
47797690,Comida rápida,CMX
47797800,Taquería en calle,CMX
47797847,Fonda c/desayuno,CMX
47797850,Parrilla/Asadero,BOG
47797866,Prato do dia s/café da manhã,SPO
47797868,Corrientazo c/desayuno,BOG
47797897,Corrientazo c/desayuno,BOG
47797906,Comida rápida,BOG
47798052,Corrientazo s/desayuno,BOG
47798078,Comida especializada,BAQ
47798093,Panadería/Pastelería,CMX
47798205,Panadería/Pastelería,BOG
47798214,Fonda s/desayuno,CMX
47798239,Comida rápida,BOG
47798262,Taquería en calle,CMX
47798275,Corrientazo s/desayuno,BOG
47798638,Comida rápida,BAQ
47798644,Parrilla/Asadero,BOG
47798675,Corrientazo s/desayuno,BAQ
47798851,Corrientazo s/desayuno,BOG
47799013,Comida rápida,BOG
47799077,Comida rápida,BOG
47799336,Comida rápida,CMX
47799387,Fonda c/desayuno,CMX
47799543,Comida rápida,BOG
47803610,Comida especializada,BAQ
47803687,Comida rápida,BOG
47804481,Corrientazo s/desayuno,BAQ
47804534,Comida rápida,CMX
47804539,Comida rápida,BOG
47804746,Panadería/Pastelería/Cafetería,BAQ
47805308,Taquería en calle,CMX
47805311,Comida rápida,BOG
47806075,Panadería/Pastelería,BOG
47808141,Prato do dia s/café da manhã,SPO
47808570,Panadería/Pastelería,CMX
47882055,Comida rápida,BOG
47884783,Comida especializada,BOG
47885153,Padaria/Cafeteria/Bolos,SPO
47885233,Empanadas/Arepas,BOG
47885291,Comida por quilo,SPO
47886132,Comida por quilo,SPO
47886134,Taquería en calle,CMX
47886163,Comida brasileira y saudavel,SPO
47886184,Juguería/Comida saludable,CMX
47886672,Empanadas/Arepas,BOG
47886804,Comida por quilo,SPO
47886844,Comida de mar y Colombiana,BAQ
47887161,Panadería/Pastelería,CMX
47887189,Panadería/Pastelería,BOG
47887741,Comida especializada,BOG
47887749,Panadería/Pastelería,BOG
47887794,Panadería/Pastelería,BOG
47887831,Comida rápida,BAQ
47887847,Panadería/Pastelería,BOG
47887884,Corrientazo s/desayuno,BAQ
47887892,Panadería/Pastelería,CMX
47888565,Lanches,SPO
47888575,Juguería/Comida saludable,CMX
47888743,Empanadas/Arepas,BOG
47888745,Fonda c/desayuno,CMX
47889023,Cafetería,BOG
47889031,Comida por quilo,SPO
47889033,Lanches,SPO
47889049,Comida por quilo,SPO
47889086,Panadería/Pastelería,CMX
47889195,Taquería en calle,CMX
47889840,Corrientazo c/desayuno,BOG
47889870,Comida por quilo,SPO
47889894,Comida internacional/Grill,SPO
47889922,Corrientazo c/desayuno,BOG
47889927,Taquería en calle,CMX
47889935,Panadería/Pastelería,CMX
47889957,Panadería/Pastelería,BOG
47890215,Corrientazo s/desayuno,BOG
47890299,Fritos,BAQ
47890715,Comida rápida,CMX
47890745,Juguería/Comida saludable,CMX
47890774,Parrilla/Asadero,BOG
47890797,Cafetería,BOG
47891018,Fonda c/desayuno,CMX
47891046,Comida rápida,CMX
47891050,Panadería/Pastelería,BOG
47891096,Padaria/Cafeteria/Bolos,SPO
47891099,Panadería/Pastelería,BOG
47891314,Panadería/Pastelería,CMX
47891371,Prato do dia s/café da manhã,SPO
47891379,Empanadas/Arepas,BOG
47891398,Taquería en local,CMX
47892116,Fonda c/desayuno,CMX
47892169,Comida rápida,BAQ
47892221,Comida por quilo,SPO
47892236,Panadería/Pastelería,BOG
47892239,Cafetería,BOG
47892254,Corrientazo c/desayuno,BOG
47892275,Comida por quilo,SPO
47892425,Juguería/Comida saludable,CMX
47892475,Corrientazo s/desayuno,BOG
47892606,Taquería en local,CMX
47892629,Fonda s/desayuno,CMX
47892632,Fonda c/desayuno,CMX
47892656,Lanches,SPO
47892688,Parrilla/Asadero,BOG
47892695,Panadería/Pastelería,CMX
47892909,Prato do dia c/café da manhã,SPO
47892915,Corrientazo c/desayuno,BOG
47892937,Corrientazo c/desayuno,BOG
47892961,Panadería/Pastelería,BOG
47892980,Corrientazo c/desayuno,BOG
