20220325_CWB_NB_tuberculos_W12,20220325_CWB_NB_verduras_W12,20220325_CWB_NB_frutas_W12,20220325_CWB_NB_legumes_W12,20220325_CWB_NB_leite_W12,20220325_CWB_NB_ovos_W12,20220325_CWB_NB_detergentesabaoelava-louas_W12,20220325_CWB_NB_feijao_W12
115502612.0,118465783.0,,,123198785.0,132006837.0,127210672.0,126653912.0
110571031.0,110482682.0,,,127759682.0,127939513.0,124253363.0,132060636.0
116080163.0,121748733.0,,,121851203.0,115528634.0,123116727.0,120708577.0
117440035.0,121736445.0,,,125373764.0,115467200.0,123708602.0,124417509.0
112934437.0,115477762.0,,,120573253.0,128553924.0,125584575.0,112977382.0
109880871.0,111619334.0,,,121832771.0,123657159.0,125351108.0,125353447.0
117993001.0,118492437.0,,,131525955.0,114179019.0,116100298.0,130893297.0
111844912.0,113050902.0,,,130241874.0,127917003.0,124234959.0,131429877.0
123264565.0,117267734.0,,,128488799.0,123151317.0,117902546.0,127919612.0
112346681.0,112799011.0,,,109868397.0,118428631.0,117982422.0,115336703.0
127360574.0,110513450.0,,,124210543.0,111764450.0,117996759.0,109323778.0
127211071.0,129054000.0,,,111711601.0,123784163.0,116554971.0,116069891.0
127786575.0,124376377.0,,,124255603.0,124359652.0,127802587.0,118560258.0
120798818.0,123198785.0,,,124317045.0,118436845.0,110513375.0,127784454.0
109280871.0,121832771.0,,,124419447.0,127996911.0,121277670.0,110571031.0
120673915.0,131525955.0,,,124370302.0,109847539.0,120636649.0,116080163.0
117395070.0,125353296.0,,,109823370.0,121164787.0,123700462.0,112934437.0
110511749.0,130241874.0,,,110486926.0,116020219.0,125598958.0,109880871.0
128384650.0,109868397.0,,,127923604.0,117791743.0,131011826.0,117993001.0
110587542.0,124255603.0,,,109317532.0,117320704.0,111645940.0,123264565.0
127985304.0,128398713.0,,,116266406.0,128386048.0,118465783.0,125865534.0
127198882.0,124370302.0,,,130350514.0,127288322.0,110482682.0,127211071.0
114106030.0,109823370.0,,,123233715.0,112358404.0,121748733.0,127360574.0
117370554.0,110486926.0,,,117319102.0,110457863.0,121736445.0,124206661.0
117991109.0,127923604.0,,,117245381.0,121754631.0,127907073.0,116530764.0
109840071.0,124880282.0,,,130788806.0,115385356.0,115477762.0,127786575.0
109301455.0,109317532.0,,,115553737.0,112331792.0,115496203.0,122644071.0
127340246.0,130387384.0,,,128560585.0,120710165.0,115463439.0,128370283.0
121226972.0,117319102.0,,,116075980.0,129057813.0,109821203.0,117395070.0
110491360.0,117245381.0,,,110388691.0,117414935.0,118492437.0,109848195.0
113573607.0,130788806.0,,,110353876.0,121771035.0,113050902.0,110511749.0
112815849.0,115553737.0,,,127784409.0,116079645.0,125443369.0,128384650.0
112488190.0,128560585.0,,,132060636.0,116657184.0,110513450.0,110587542.0
110538498.0,110353876.0,,,120708577.0,125623335.0,129054000.0,127985304.0
112236290.0,126653912.0,,,110495203.0,111791145.0,124241209.0,114106030.0
116029189.0,127784409.0,,,112977382.0,115575850.0,123198785.0,117993139.0
130369288.0,132060636.0,,,120630761.0,125436977.0,127759682.0,117370554.0
111832842.0,124417509.0,,,125341165.0,117425206.0,121832771.0,117991109.0
113663757.0,112977382.0,,,131429877.0,127153205.0,131525955.0,124319429.0
121927442.0,120630761.0,,,124882427.0,106748982.0,125353296.0,109840071.0
125351698.0,125341165.0,,,110460412.0,117601338.0,130241874.0,121136839.0
125359897.0,130893297.0,,,127919612.0,124755002.0,121314654.0,109301455.0
117321498.0,131429877.0,,,115336703.0,123147324.0,128488799.0,128478929.0
112224027.0,124882427.0,,,109323778.0,119006271.0,127221093.0,110491360.0
124362526.0,127919612.0,,,118560258.0,109816902.0,109868397.0,113573607.0
127375137.0,115336703.0,,,127784454.0,111625287.0,115404142.0,112815849.0
123651877.0,109323778.0,,,115502612.0,115391562.0,124210543.0,116643563.0
110380840.0,116069891.0,,,110571031.0,112815179.0,111711601.0,115558128.0
116010794.0,118560258.0,,,128960029.0,113396816.0,124255603.0,112488190.0
124337965.0,127784454.0,,,116080163.0,118371410.0,124419447.0,110538498.0
123746096.0,121716238.0,,,117440035.0,113673300.0,128398713.0,112236290.0
123828017.0,110571031.0,,,112934437.0,127290452.0,124370302.0,115357443.0
127905598.0,116080163.0,,,109880871.0,116259926.0,109823370.0,116029189.0
127805251.0,112934437.0,,,118464040.0,121119830.0,110486926.0,111832842.0
114077508.0,109880871.0,,,117993001.0,123182166.0,127923604.0,113663757.0
127354692.0,117993001.0,,,111844912.0,125480031.0,124880282.0,121927442.0
118374218.0,111844912.0,,,123264565.0,123112544.0,109317532.0,125351698.0
127436631.0,123264565.0,,,125865534.0,123716705.0,120733096.0,125359897.0
111753056.0,125865534.0,,,127360574.0,117965922.0,130350514.0,117321498.0
123230049.0,127211071.0,,,121849413.0,125490275.0,123233715.0,112224027.0
132241249.0,127360574.0,,,124206661.0,127937631.0,130387384.0,118495003.0
127199077.0,116530764.0,,,116530764.0,109892709.0,117319102.0,117233434.0
125423466.0,127786575.0,,,122644071.0,123173996.0,130788806.0,127375137.0
117915499.0,120798818.0,,,120673915.0,117951597.0,115553737.0,123651877.0
128595818.0,117395070.0,,,110515836.0,109290609.0,110388691.0,116010794.0
121147247.0,110511749.0,,,117395070.0,120689777.0,110353876.0,124337965.0
117438322.0,111867534.0,,,110511749.0,124275832.0,126653912.0,50562870.0
126623602.0,110587542.0,,,128538249.0,131982459.0,127784409.0,117524281.0
129101686.0,127198882.0,,,128384650.0,115405960.0,110495203.0,127905598.0
110505848.0,114106030.0,,,111867534.0,114162828.0,112977382.0,127805251.0
127963007.0,114144950.0,,,110587542.0,110455953.0,125353447.0,114077508.0
112363392.0,117370554.0,,,121722527.0,115524760.0,130893297.0,123184965.0
123582337.0,117991109.0,,,116080289.0,127161497.0,131429877.0,109256518.0
126650246.0,124319429.0,,,117462694.0,116032673.0,124882427.0,127354692.0
127944583.0,109840071.0,,,117370554.0,125496482.0,127919612.0,118374218.0
112873352.0,121136839.0,,,117991109.0,117474472.0,115336703.0,116318030.0
118478733.0,109301455.0,,,124319429.0,121160873.0,109323778.0,127436631.0
111638415.0,127340246.0,,,109840071.0,118488235.0,116069891.0,111753056.0
127236002.0,121226972.0,,,109301455.0,127210672.0,118560258.0,132241249.0
116428706.0,110491360.0,,,128478929.0,124253363.0,110571031.0,117817194.0
125366183.0,113573607.0,,,110491360.0,124939443.0,128960029.0,117915499.0
112306093.0,112815849.0,,,113573607.0,123116727.0,116080163.0,125423466.0
110374831.0,116643563.0,,,116643563.0,117402808.0,112934437.0,128595818.0
128415663.0,112488190.0,,,114028267.0,117255355.0,109880871.0,130432879.0
128403380.0,110538498.0,,,112488190.0,125584575.0,117993001.0,117438322.0
123144125.0,112236290.0,,,110538498.0,115432644.0,111844912.0,126623602.0
118042560.0,115357443.0,,,112236290.0,125351108.0,112346681.0,112383859.0
130357184.0,116029189.0,,,116029189.0,126708937.0,125865534.0,129101686.0
127911874.0,130369288.0,,,130369288.0,116100298.0,127211071.0,110505848.0
109266883.0,111832842.0,,,118466322.0,115340492.0,127360574.0,126650246.0
123717573.0,113663757.0,,,121927442.0,124234959.0,121849413.0,127944583.0
128374725.0,125351698.0,,,125351698.0,117902546.0,116530764.0,112873352.0
124250061.0,125359897.0,,,113624854.0,113560787.0,127786575.0,118478733.0
115451876.0,117321498.0,,,117233434.0,117982422.0,120798818.0,111638415.0
131426301.0,112224027.0,,,112224027.0,117996759.0,122644071.0,121749404.0
,118495003.0,,,118495003.0,116554971.0,110515836.0,116428706.0
,124362526.0,,,124362526.0,127802587.0,117395070.0,112306093.0
,127375137.0,,,127375137.0,110513375.0,110511749.0,110374831.0
,126732066.0,,,123651877.0,111762656.0,128538249.0,128415663.0
,123651877.0,,,110380840.0,121277670.0,128384650.0,128403380.0
,110380840.0,,,116010794.0,132150502.0,111867534.0,118042560.0
,123746096.0,,,123746096.0,120636649.0,110587542.0,109266883.0
,123828017.0,,,117524281.0,123700462.0,123199127.0,123717573.0
,125468468.0,,,127905598.0,125598958.0,127985304.0,128374725.0
,50562870.0,,,115527487.0,131011826.0,127198882.0,117860309.0
,117524281.0,,,114077508.0,111645940.0,114106030.0,116551655.0
,115386172.0,,,118374218.0,124421364.0,117370554.0,123588604.0
,127905598.0,,,109817681.0,118465783.0,117991109.0,131426301.0
,127805251.0,,,117364561.0,110482682.0,124319429.0,
,114077508.0,,,127436631.0,121748733.0,109840071.0,
,123184965.0,,,115533662.0,121736445.0,121136839.0,
,127354692.0,,,120715102.0,127907073.0,109301455.0,
,118374218.0,,,111753056.0,115477762.0,128478929.0,
,116318030.0,,,132241249.0,111619334.0,127340246.0,
,127436631.0,,,117817194.0,109821203.0,121226972.0,
,111753056.0,,,117915499.0,118492437.0,110491360.0,
,123230049.0,,,125423466.0,113050902.0,113573607.0,
,132241249.0,,,128595818.0,117267734.0,112815849.0,
,125423466.0,,,130432879.0,112799011.0,116643563.0,
,117915499.0,,,112383859.0,125443369.0,114028267.0,
,128595818.0,,,129101686.0,110513450.0,110538498.0,
,121147247.0,,,110505848.0,129054000.0,115357443.0,
,130432879.0,,,127963007.0,124241209.0,125388547.0,
,117438322.0,,,112363392.0,124376377.0,116029189.0,
,126623602.0,,,123582337.0,123198785.0,130369288.0,
,112383859.0,,,127944583.0,121851203.0,111832842.0,
,129101686.0,,,112873352.0,125373764.0,118466322.0,
,110505848.0,,,117888918.0,120573253.0,121927442.0,
,127963007.0,,,126074780.0,121832771.0,125351698.0,
,112363392.0,,,123066271.0,131525955.0,113624854.0,
,123582337.0,,,127236002.0,125353296.0,121863961.0,
,126650246.0,,,124360614.0,130241874.0,117321498.0,
,127944583.0,,,110374831.0,127221093.0,112224027.0,
,117366669.0,,,128415663.0,109868397.0,117233434.0,
,111638415.0,,,128403380.0,115404142.0,125359897.0,
,123066271.0,,,123144125.0,124210543.0,123651877.0,
,116428706.0,,,130357184.0,124255603.0,116340519.0,
,124360614.0,,,109266883.0,124317045.0,110380840.0,
,125366183.0,,,115451876.0,128398713.0,116010794.0,
,112306093.0,,,116551655.0,124370302.0,123746096.0,
,110374831.0,,,123588604.0,109823370.0,125468468.0,
,128415663.0,,,131426301.0,110486926.0,117524281.0,
,111628211.0,,,,127923604.0,127905598.0,
,130357184.0,,,,120616344.0,115527487.0,
,127911874.0,,,,124880282.0,127805251.0,
,109266883.0,,,,109317532.0,114077508.0,
,123717573.0,,,,116266406.0,127354692.0,
,128374725.0,,,,120733096.0,109256518.0,
,124250061.0,,,,130350514.0,118374218.0,
,115451876.0,,,,130387384.0,109817681.0,
,131426301.0,,,,117319102.0,115533662.0,
,,,,,117245381.0,120715102.0,
,,,,,130788806.0,111753056.0,
,,,,,115553737.0,132241249.0,
,,,,,128560585.0,110530410.0,
,,,,,116075980.0,117817194.0,
,,,,,110388691.0,117915499.0,
,,,,,110353876.0,128595818.0,
,,,,,126653912.0,121147247.0,
,,,,,127784409.0,130432879.0,
,,,,,132060636.0,117438322.0,
,,,,,120708577.0,124778354.0,
,,,,,110495203.0,126623602.0,
,,,,,124417509.0,112383859.0,
,,,,,125353447.0,129101686.0,
,,,,,120630761.0,110505848.0,
,,,,,125341165.0,125519736.0,
,,,,,130893297.0,127963007.0,
,,,,,131429877.0,112363392.0,
,,,,,124882427.0,123582337.0,
,,,,,110460412.0,127944583.0,
,,,,,127919612.0,112873352.0,
,,,,,115336703.0,111638415.0,
,,,,,109323778.0,117888918.0,
,,,,,116069891.0,121749404.0,
,,,,,118560258.0,126074780.0,
,,,,,127784454.0,112940962.0,
,,,,,121716238.0,127236002.0,
,,,,,115502612.0,124360614.0,
,,,,,110571031.0,125366183.0,
,,,,,128960029.0,112306093.0,
,,,,,116080163.0,110374831.0,
,,,,,117440035.0,128415663.0,
,,,,,112934437.0,111628211.0,
,,,,,109880871.0,128403380.0,
,,,,,118464040.0,123160506.0,
,,,,,117993001.0,123144125.0,
,,,,,111844912.0,130357184.0,
,,,,,123264565.0,127911874.0,
,,,,,112346681.0,109266883.0,
,,,,,125865534.0,123717573.0,
,,,,,127360574.0,128374725.0,
,,,,,120749634.0,124250061.0,
,,,,,124206661.0,117860309.0,
,,,,,116530764.0,115451876.0,
,,,,,127786575.0,116551655.0,
,,,,,120798818.0,123588604.0,
,,,,,109280871.0,131426301.0,
,,,,,122644071.0,,
,,,,,115519093.0,,
,,,,,120673915.0,,
,,,,,110515836.0,,
,,,,,117395070.0,,
,,,,,109848195.0,,
,,,,,110511749.0,,
,,,,,128538249.0,,
,,,,,128384650.0,,
,,,,,111867534.0,,
,,,,,110587542.0,,
,,,,,127985304.0,,
,,,,,121722527.0,,
,,,,,127198882.0,,
,,,,,117462694.0,,
,,,,,114106030.0,,
,,,,,117993139.0,,
,,,,,114144950.0,,
,,,,,117370554.0,,
,,,,,117991109.0,,
,,,,,109840071.0,,
,,,,,109301455.0,,
,,,,,128478929.0,,
,,,,,127340246.0,,
,,,,,121226972.0,,
,,,,,110491360.0,,
,,,,,115607268.0,,
,,,,,113573607.0,,
,,,,,112815849.0,,
,,,,,116643563.0,,
,,,,,114028267.0,,
,,,,,112488190.0,,
,,,,,110538498.0,,
,,,,,112236290.0,,
,,,,,115357443.0,,
,,,,,116029189.0,,
,,,,,130369288.0,,
,,,,,111832842.0,,
,,,,,113663757.0,,
,,,,,118466322.0,,
,,,,,121927442.0,,
,,,,,125351698.0,,
,,,,,113624854.0,,
,,,,,112224027.0,,
,,,,,118495003.0,,
,,,,,117233434.0,,
,,,,,124362526.0,,
,,,,,125359897.0,,
,,,,,127375137.0,,
,,,,,126732066.0,,
,,,,,123651877.0,,
,,,,,116340519.0,,
,,,,,110380840.0,,
,,,,,116010794.0,,
,,,,,124337965.0,,
,,,,,123746096.0,,
,,,,,125468468.0,,
,,,,,117524281.0,,
,,,,,115386172.0,,
,,,,,127905598.0,,
,,,,,115527487.0,,
,,,,,127805251.0,,
,,,,,114077508.0,,
,,,,,123184965.0,,
,,,,,109256518.0,,
,,,,,127354692.0,,
,,,,,118374218.0,,
,,,,,116318030.0,,
,,,,,109817681.0,,
,,,,,117364561.0,,
,,,,,127436631.0,,
,,,,,115533662.0,,
,,,,,120715102.0,,
,,,,,111753056.0,,
,,,,,123230049.0,,
,,,,,132241249.0,,
,,,,,127199077.0,,
,,,,,110530410.0,,
,,,,,117817194.0,,
,,,,,117915499.0,,
,,,,,125423466.0,,
,,,,,121147247.0,,
,,,,,130432879.0,,
,,,,,117438322.0,,
,,,,,124778354.0,,
,,,,,126623602.0,,
,,,,,112383859.0,,
,,,,,129101686.0,,
,,,,,110505848.0,,
,,,,,127963007.0,,
,,,,,112363392.0,,
,,,,,123582337.0,,
,,,,,126650246.0,,
,,,,,127944583.0,,
,,,,,112873352.0,,
,,,,,117366669.0,,
,,,,,118478733.0,,
,,,,,111638415.0,,
,,,,,117888918.0,,
,,,,,121749404.0,,
,,,,,126074780.0,,
,,,,,123066271.0,,
,,,,,112940962.0,,
,,,,,127236002.0,,
,,,,,116428706.0,,
,,,,,124360614.0,,
,,,,,125366183.0,,
,,,,,112306093.0,,
,,,,,128415663.0,,
,,,,,111628211.0,,
,,,,,128403380.0,,
,,,,,123160506.0,,
,,,,,123144125.0,,
,,,,,118042560.0,,
,,,,,130357184.0,,
,,,,,127911874.0,,
,,,,,109266883.0,,
,,,,,128374725.0,,
,,,,,124250061.0,,
,,,,,117860309.0,,
,,,,,115451876.0,,
,,,,,116551655.0,,
,,,,,115496957.0,,
