20220407_MDE_NB_bebidassinalcohol_W14,20220407_MDE_NB_vasos_W14,20220407_MDE_NB_cubiertosypitillos_W14,20220407_MDE_NB_contenedores_W14,20220407_MDE_NB_platosybandejas_W14,20220407_MDE_NB_empaqueyenvoltura_W14,20220407_MDE_NB_verduras_W14,20220407_MDE_NB_frutas_W14,20220407_MDE_NB_tuberculos_W14,20220407_MDE_NB_huevos_W14,20220407_MDE_NB_leches_W14,20220407_MDE_NB_cremas_W14,20220407_MDE_NB_derivadoslacteos_W14
128610723.0,130879809.0,130765364.0,123257449.0,119779872.0,124428853.0,118524673.0,120230445.0,137085493.0,138619354.0,118035015.0,120230445.0,132272667.0
129507751.0,133232960.0,124428853.0,128377450.0,120230445.0,137085493.0,124816132.0,126732849.0,139158072.0,130986462.0,124912203.0,123793971.0,118018591.0
121921959.0,124852547.0,137085493.0,119620209.0,123793971.0,125030966.0,126798596.0,123793971.0,123234873.0,118520287.0,137122379.0,130765364.0,119779872.0
125895079.0,123058500.0,125030966.0,124854901.0,130765364.0,139158072.0,130999052.0,130765364.0,117328442.0,132700640.0,139096657.0,124428853.0,120230445.0
118026665.0,118053190.0,139158072.0,121229942.0,124428853.0,128971319.0,120685329.0,137085493.0,125434427.0,132108771.0,130032210.0,137085493.0,123793971.0
119591339.0,118964551.0,128971319.0,120173180.0,137085493.0,132088385.0,132879121.0,135236149.0,135961151.0,124418531.0,139137618.0,139158072.0,130765364.0
123808173.0,124389706.0,132088385.0,118493821.0,125030966.0,126702145.0,120107800.0,128971319.0,138140224.0,120117748.0,119681619.0,128971319.0,124428853.0
127252912.0,134695246.0,126702145.0,121913982.0,139158072.0,120615491.0,119745313.0,139158072.0,132088385.0,120238582.0,125575765.0,132088385.0,137085493.0
118036913.0,121268559.0,120615491.0,125399684.0,128971319.0,118035015.0,123802417.0,123234873.0,123038274.0,128619005.0,132084311.0,126702145.0,125030966.0
125393330.0,120056146.0,118035015.0,117965447.0,132088385.0,124912203.0,121369395.0,117328442.0,126702145.0,137159166.0,121229912.0,118035015.0,139158072.0
125530547.0,119583059.0,124912203.0,137159303.0,126702145.0,137122379.0,133210936.0,125434427.0,129014337.0,120273406.0,133153369.0,124912203.0,128971319.0
118389170.0,120127828.0,137122379.0,136659599.0,120615491.0,139096657.0,120261444.0,135961151.0,119601734.0,120236546.0,136024664.0,137122379.0,132088385.0
126673336.0,130894165.0,139096657.0,127189654.0,118035015.0,130032210.0,133190472.0,138140224.0,118035015.0,118399491.0,133517915.0,139096657.0,126702145.0
119667128.0,118090070.0,130032210.0,123794074.0,124912203.0,139137618.0,124289865.0,132088385.0,124912203.0,134066698.0,118919772.0,130032210.0,120615491.0
124598715.0,120179031.0,139137618.0,138736285.0,137122379.0,119681619.0,124515152.0,126702145.0,137122379.0,119605771.0,132899424.0,139137618.0,118035015.0
129577415.0,128739671.0,119681619.0,121856676.0,139096657.0,125575765.0,133198674.0,129014337.0,139096657.0,120621579.0,123257449.0,119681619.0,124912203.0
120648136.0,125014361.0,125575765.0,132022950.0,130032210.0,132084311.0,120093525.0,119601734.0,130032210.0,133251600.0,121295471.0,125575765.0,137122379.0
120574411.0,124475735.0,132084311.0,134120107.0,139137618.0,121229912.0,119595862.0,118035015.0,125575765.0,129479185.0,119620209.0,132084311.0,139096657.0
120689099.0,126042462.0,121229912.0,125846193.0,119681619.0,133153369.0,130806622.0,124912203.0,132084311.0,131592723.0,124854901.0,121229912.0,130032210.0
118004173.0,118503778.0,133153369.0,118018738.0,125575765.0,136024664.0,124390246.0,137122379.0,139176536.0,137171480.0,121229942.0,133153369.0,139137618.0
135043534.0,137150822.0,136024664.0,118588087.0,132084311.0,133517915.0,120265579.0,130032210.0,136024664.0,127822361.0,120173180.0,136024664.0,125575765.0
118540751.0,135248231.0,118919772.0,136757943.0,121229912.0,118919772.0,132303725.0,139137618.0,127380059.0,130857501.0,121913982.0,133517915.0,132084311.0
118391249.0,123093354.0,132899424.0,138642104.0,133153369.0,132899424.0,125010799.0,119681619.0,133517915.0,118018591.0,120078975.0,118919772.0,121229912.0
130550226.0,124465514.0,123257449.0,119632569.0,136024664.0,123257449.0,126856052.0,125575765.0,127847005.0,119779872.0,125399684.0,132899424.0,133153369.0
118018520.0,135973230.0,128377450.0,133944010.0,133517915.0,121295471.0,122006392.0,130976343.0,132899424.0,118413859.0,117965447.0,123257449.0,136024664.0
138619354.0,121213297.0,119620209.0,125924045.0,118919772.0,119620209.0,119735165.0,139176536.0,118491746.0,125110824.0,137159303.0,128377450.0,133517915.0
130986462.0,118899059.0,124854901.0,124441295.0,132899424.0,124854901.0,124255101.0,121229912.0,124377707.0,125549099.0,136659599.0,121295471.0,118919772.0
132700640.0,120121718.0,121229942.0,123695834.0,123257449.0,121229942.0,119755648.0,136024664.0,119620209.0,120230445.0,127189654.0,119620209.0,132899424.0
119687649.0,121225595.0,120173180.0,128467688.0,128377450.0,120173180.0,134112129.0,127847005.0,124854901.0,118069806.0,138736285.0,124854901.0,123257449.0
124418531.0,122354046.0,121913982.0,133223146.0,119620209.0,118493821.0,129051523.0,132899424.0,121229942.0,128010800.0,121856676.0,121229942.0,128377450.0
132196843.0,121213311.0,120078975.0,125592299.0,124854901.0,121913982.0,118072199.0,118491746.0,118004341.0,126732849.0,132022950.0,120173180.0,121295471.0
120117748.0,128051586.0,125399684.0,134124267.0,121229942.0,120078975.0,135089048.0,129501797.0,117963381.0,123793971.0,131101350.0,118493821.0,119620209.0
118946300.0,120136068.0,117965447.0,126890733.0,120173180.0,125399684.0,131003289.0,123257449.0,122038905.0,137085493.0,118043303.0,121913982.0,124854901.0
128619005.0,124371335.0,137159303.0,118637299.0,118493821.0,117965447.0,132772762.0,119620209.0,117987963.0,135236149.0,134120107.0,120078975.0,121229942.0
124432894.0,125606279.0,136659599.0,132285173.0,121913982.0,137159303.0,135107480.0,124854901.0,120173180.0,125030966.0,125846193.0,125399684.0,120173180.0
118018561.0,121248138.0,127189654.0,135963383.0,120078975.0,136659599.0,128494510.0,121229942.0,138549886.0,139158072.0,118018738.0,117965447.0,121913982.0
119656964.0,129489290.0,129974938.0,130810622.0,125399684.0,127189654.0,124335028.0,118004341.0,124476031.0,123234873.0,118588087.0,137159303.0,120078975.0
135268870.0,121323927.0,123794074.0,129839877.0,117965447.0,129974938.0,130782132.0,117963381.0,128395908.0,128971319.0,136757943.0,136659599.0,125399684.0
134066698.0,127271322.0,138736285.0,118924038.0,137159303.0,123794074.0,123720642.0,122038905.0,125399684.0,125434427.0,138642104.0,127189654.0,117965447.0
120281611.0,128625050.0,124879523.0,119653130.0,136659599.0,138736285.0,132068294.0,117987963.0,128592518.0,119724604.0,128508602.0,129974938.0,137159303.0
127355405.0,132733343.0,121856676.0,130999052.0,127189654.0,124879523.0,128519113.0,121913982.0,137159303.0,135961151.0,119632569.0,123794074.0,136659599.0
133251600.0,124440993.0,132022950.0,136577805.0,129974938.0,121856676.0,124883924.0,122346113.0,118901390.0,126702145.0,124457669.0,138736285.0,127189654.0
132217363.0,133147042.0,131101350.0,120685329.0,123794074.0,132022950.0,137169877.0,128395908.0,136659599.0,120615491.0,133944010.0,121856676.0,129974938.0
137171480.0,129507751.0,118043303.0,132879121.0,138736285.0,131101350.0,117980118.0,125399684.0,126360208.0,119601734.0,125924045.0,132022950.0,123794074.0
130857501.0,121921959.0,134120107.0,124388117.0,124879523.0,118043303.0,124453853.0,137159303.0,136604306.0,137122379.0,124441295.0,131101350.0,138736285.0
119779872.0,125895079.0,125846193.0,131498774.0,121856676.0,134120107.0,121385951.0,118901390.0,120298130.0,130032210.0,132756182.0,118043303.0,124879523.0
131058209.0,124416424.0,118018738.0,120218392.0,132022950.0,125846193.0,126784479.0,136659599.0,123794074.0,139137618.0,123695834.0,134120107.0,121856676.0
118413859.0,118026665.0,118588087.0,134513431.0,131101350.0,118588087.0,132774879.0,126360208.0,138736285.0,119681619.0,128467688.0,125846193.0,132022950.0
126761510.0,119591339.0,136757943.0,124400408.0,118043303.0,136757943.0,132039652.0,120298130.0,120105633.0,125575765.0,133223146.0,118018738.0,131101350.0
125110824.0,123808173.0,138642104.0,120107800.0,134120107.0,138642104.0,127826917.0,123794074.0,132213410.0,133986901.0,125592299.0,118588087.0,118043303.0
125549099.0,120281518.0,119632569.0,129168176.0,125846193.0,119632569.0,127439856.0,138736285.0,121856676.0,130976343.0,118911725.0,136757943.0,134120107.0
118069806.0,127252912.0,133944010.0,121369395.0,118018738.0,124457669.0,120132596.0,120105633.0,125057703.0,139176536.0,126890733.0,138642104.0,125846193.0
128010800.0,118036913.0,125924045.0,122344244.0,118588087.0,133944010.0,122729464.0,132090530.0,130792104.0,121229912.0,132682477.0,128508602.0,118018738.0
123793971.0,118911410.0,124441295.0,132924214.0,136757943.0,125924045.0,135162874.0,121186979.0,134120107.0,136024664.0,118637299.0,119632569.0,118588087.0
130765364.0,125530547.0,132756182.0,118002487.0,138642104.0,124441295.0,132244483.0,121856676.0,121338541.0,127380059.0,132285173.0,124457669.0,136757943.0
137085493.0,118389170.0,123695834.0,133210936.0,128508602.0,132756182.0,126018563.0,132213410.0,133954224.0,133517915.0,135963383.0,133944010.0,138642104.0
128971319.0,126794166.0,128467688.0,125514562.0,119632569.0,123695834.0,120806408.0,125057703.0,118053557.0,127847005.0,130810622.0,125924045.0,128508602.0
139158072.0,126673336.0,133223146.0,125989701.0,124457669.0,128467688.0,137110540.0,129100456.0,118588087.0,118919772.0,129839877.0,124441295.0,119632569.0
128428600.0,119667128.0,125592299.0,133190472.0,133944010.0,133223146.0,130851853.0,121338541.0,136757943.0,118491746.0,118924038.0,132756182.0,124457669.0
123234873.0,124598715.0,118911725.0,118416202.0,125924045.0,125592299.0,132092942.0,138697391.0,138642104.0,123257449.0,119653130.0,123695834.0,133944010.0
125434427.0,129577415.0,126890733.0,132645708.0,124441295.0,118911725.0,124417036.0,133954224.0,119632569.0,128377450.0,130999052.0,128467688.0,125924045.0
120666686.0,120648136.0,132682477.0,124515152.0,132756182.0,129098478.0,124271630.0,118053557.0,131054271.0,124279403.0,136577805.0,133223146.0,124441295.0
135961151.0,120574411.0,118637299.0,133198674.0,123695834.0,126890733.0,134638609.0,129120950.0,124457669.0,121295471.0,132879121.0,125592299.0,132756182.0
138140224.0,120689099.0,132285173.0,128619356.0,128467688.0,132682477.0,119585816.0,138642104.0,133944010.0,119620209.0,124388117.0,118911725.0,123695834.0
132088385.0,135043534.0,135963383.0,130806622.0,133223146.0,118637299.0,133960733.0,128508602.0,129522384.0,124854901.0,120259350.0,126890733.0,128467688.0
126702145.0,118391249.0,130810622.0,118514532.0,125592299.0,132285173.0,130849821.0,131054271.0,133933786.0,118004341.0,131498774.0,132682477.0,133223146.0
120615491.0,130550226.0,129839877.0,125010799.0,118911725.0,135963383.0,124922913.0,124457669.0,123695834.0,122038905.0,120218392.0,118637299.0,125592299.0
121821762.0,138576339.0,118924038.0,132797302.0,129098478.0,130810622.0,130780195.0,133944010.0,125373148.0,117987963.0,134513431.0,132285173.0,134124267.0
119601734.0,124316122.0,119653130.0,124990330.0,126890733.0,129839877.0,134673445.0,133933786.0,129026791.0,121913982.0,124400408.0,135963383.0,118911725.0
118035015.0,138619354.0,130999052.0,119735165.0,132682477.0,118924038.0,123663399.0,123695834.0,133223146.0,138549886.0,120107800.0,130810622.0,129098478.0
137122379.0,118520287.0,136577805.0,119755648.0,118637299.0,119653130.0,133997608.0,125373148.0,131754731.0,124476031.0,129168176.0,129839877.0,126890733.0
139096657.0,119687649.0,120685329.0,134112129.0,132285173.0,130999052.0,133139497.0,119716575.0,134124267.0,122346113.0,123802417.0,118924038.0,132682477.0
139137618.0,130828769.0,132879121.0,119690116.0,135963383.0,136577805.0,122358854.0,128467688.0,126890733.0,128395908.0,121369395.0,119653130.0,118637299.0
119681619.0,132196843.0,124388117.0,118072199.0,130810622.0,120685329.0,130868301.0,119720682.0,129098478.0,125399684.0,122344244.0,130999052.0,132285173.0
125575765.0,123210220.0,120259350.0,123081609.0,129839877.0,132879121.0,139289696.0,133223146.0,135191279.0,117965447.0,118002487.0,136577805.0,135963383.0
133986901.0,120117748.0,131498774.0,125064074.0,118924038.0,124388117.0,118426739.0,132682477.0,126855920.0,137159303.0,133210936.0,120685329.0,130810622.0
130976343.0,120238582.0,120218392.0,120923028.0,119653130.0,120259350.0,130993277.0,135191279.0,135963383.0,124312205.0,130016062.0,132879121.0,129839877.0
121229912.0,118913527.0,134513431.0,119706520.0,130999052.0,131498774.0,121379967.0,126855920.0,118561527.0,118901390.0,125436736.0,124388117.0,118924038.0
133153369.0,137159166.0,124400408.0,131003289.0,136577805.0,120218392.0,137118848.0,133937904.0,132262649.0,136659599.0,125514562.0,120259350.0,119653130.0
136024664.0,132325887.0,120107800.0,132772762.0,120685329.0,134513431.0,119690369.0,118637299.0,120138496.0,136604306.0,125989701.0,131498774.0,130999052.0
118919772.0,118016512.0,129168176.0,135107480.0,132879121.0,120107800.0,118969477.0,135963383.0,118524673.0,120298130.0,133190472.0,120218392.0,136577805.0
132899424.0,124432894.0,121369395.0,125399964.0,124388117.0,129168176.0,118416518.0,118524673.0,124816132.0,129974938.0,124289865.0,134513431.0,120685329.0
129501797.0,120236546.0,122344244.0,129033117.0,120259350.0,123802417.0,135083144.0,124816132.0,126798596.0,123794074.0,118416202.0,124400408.0,132879121.0
123257449.0,118399491.0,132924214.0,135082914.0,131498774.0,121369395.0,136561810.0,126798596.0,130999052.0,120322714.0,132645708.0,120107800.0,124388117.0
128377450.0,118018561.0,118002487.0,125137832.0,120218392.0,122344244.0,138042518.0,121940740.0,120685329.0,138736285.0,124515152.0,129168176.0,120259350.0
124377707.0,119656964.0,133210936.0,126935981.0,134513431.0,118002487.0,129129625.0,130999052.0,132879121.0,130845345.0,133198674.0,123802417.0,131498774.0
121295471.0,120273406.0,130016062.0,133899182.0,124400408.0,133210936.0,128468125.0,124824334.0,131029789.0,120105633.0,119595862.0,121369395.0,120218392.0
119620209.0,134066698.0,125436736.0,124335028.0,120107800.0,130016062.0,123704480.0,120107800.0,123706158.0,124879523.0,128619356.0,122344244.0,134513431.0
118004341.0,119605771.0,125514562.0,130782132.0,129168176.0,125436736.0,132777125.0,119745313.0,123802417.0,132090530.0,130806622.0,132924214.0,124400408.0
121229942.0,120281611.0,125989701.0,127800251.0,123802417.0,125514562.0,118432934.0,121461540.0,121369395.0,121186979.0,125010799.0,118002487.0,120107800.0
117963381.0,133251600.0,133190472.0,128476092.0,121369395.0,125989701.0,130995369.0,123802417.0,133210936.0,132213410.0,124990330.0,133210936.0,129168176.0
117987963.0,129479185.0,124289865.0,123720642.0,122344244.0,133190472.0,120097964.0,121369395.0,125436736.0,118043303.0,119735165.0,130016062.0,123802417.0
121913982.0,132217363.0,118416202.0,132068294.0,132924214.0,124289865.0,127241391.0,122344244.0,120261444.0,125057703.0,134112129.0,125436736.0,121369395.0
124476031.0,137171480.0,132645708.0,124883924.0,118002487.0,118416202.0,119682223.0,133190472.0,133190472.0,130792104.0,118072199.0,125514562.0,122344244.0
122346113.0,127822361.0,124515152.0,129156058.0,133210936.0,132645708.0,120106180.0,124289865.0,124289865.0,134120107.0,125064074.0,133190472.0,132924214.0
128395908.0,130857501.0,133198674.0,124462043.0,125436736.0,124515152.0,118475973.0,132645708.0,132645708.0,131009197.0,120923028.0,124289865.0,118002487.0
128592518.0,118018591.0,119595862.0,127783902.0,125514562.0,133198674.0,128433356.0,124515152.0,133198674.0,138697391.0,119706520.0,118416202.0,133210936.0
137159303.0,119779872.0,128619356.0,126784479.0,125989701.0,119595862.0,128982220.0,133198674.0,120093525.0,125846193.0,131003289.0,132645708.0,130016062.0
125921933.0,131058209.0,130806622.0,119677921.0,133190472.0,128619356.0,129504466.0,120093525.0,128619356.0,129120950.0,132772762.0,124515152.0,125436736.0
118901390.0,118413859.0,118514532.0,132039652.0,124289865.0,130806622.0,128453845.0,128619356.0,130806622.0,136757943.0,135107480.0,133198674.0,125514562.0
136659599.0,126761510.0,125010799.0,122438631.0,118416202.0,118514532.0,121244894.0,130806622.0,124390246.0,138642104.0,125399964.0,119595862.0,125989701.0
126360208.0,125110824.0,132797302.0,127439856.0,132645708.0,125010799.0,120124645.0,124390246.0,125010799.0,119632569.0,129033117.0,128619356.0,133190472.0
120605336.0,121707048.0,124990330.0,128005104.0,124515152.0,132797302.0,125005034.0,120265579.0,126856052.0,118528704.0,135082914.0,130806622.0,124289865.0
123794074.0,120230445.0,119735165.0,120132596.0,133198674.0,124990330.0,123061487.0,119741298.0,122006392.0,133163716.0,125137832.0,118514532.0,118416202.0
120322714.0,118069806.0,119755648.0,119768054.0,119595862.0,129151867.0,138546423.0,122006392.0,125090682.0,129522384.0,126935981.0,125010799.0,132645708.0
130845345.0,128010800.0,134112129.0,134521850.0,128619356.0,119735165.0,128967941.0,119735165.0,119735165.0,133933786.0,133899182.0,132797302.0,124515152.0
120105633.0,123793971.0,119690116.0,135259134.0,130806622.0,119755648.0,136006926.0,124255101.0,124255101.0,123695834.0,124335028.0,124990330.0,133198674.0
121186979.0,130765364.0,118072199.0,118416387.0,118514532.0,134112129.0,120173841.0,119755648.0,119755648.0,122354394.0,130782132.0,129151867.0,119595862.0
124879523.0,125030966.0,123081609.0,132244483.0,125010799.0,119690116.0,128048408.0,134112129.0,129051523.0,119716575.0,127800251.0,119735165.0,128619356.0
121856676.0,128971319.0,125064074.0,126018563.0,132797302.0,118072199.0,125938974.0,129051523.0,119690116.0,118901472.0,128476092.0,119755648.0,130806622.0
132090530.0,139158072.0,120923028.0,127386630.0,124990330.0,123081609.0,132255009.0,119690116.0,118072199.0,128467688.0,123720642.0,134112129.0,118514532.0
118043303.0,123234873.0,119706520.0,128017416.0,129151867.0,125064074.0,133909793.0,118072199.0,136788876.0,119720682.0,132068294.0,118072199.0,125010799.0
130792104.0,117328442.0,131003289.0,138155017.0,119735165.0,120923028.0,127808802.0,123081609.0,126831512.0,125592299.0,127280080.0,123081609.0,132797302.0
134120107.0,125434427.0,132772762.0,128402444.0,119755648.0,119706520.0,122389798.0,136788876.0,135089048.0,134124267.0,118051796.0,125064074.0,124990330.0
131009197.0,119724604.0,135107480.0,137110540.0,134112129.0,131003289.0,119698726.0,126831512.0,131003289.0,118911725.0,124883924.0,120923028.0,129151867.0
138697391.0,120666686.0,125399964.0,124417036.0,119690116.0,132772762.0,121838886.0,135089048.0,132772762.0,129098478.0,129156058.0,119706520.0,119735165.0
118018738.0,135961151.0,129033117.0,132092942.0,118072199.0,135107480.0,118045992.0,131003289.0,125137832.0,126890733.0,124453853.0,131003289.0,119755648.0
128432818.0,138140224.0,135082914.0,133960733.0,123081609.0,125399964.0,128671018.0,135107480.0,126935981.0,126855920.0,127783902.0,132772762.0,134112129.0
129120950.0,126702145.0,125137832.0,134673445.0,125064074.0,129033117.0,132068659.0,128494510.0,133899182.0,135191279.0,121385951.0,135107480.0,119690116.0
136757943.0,129014337.0,126935981.0,123663399.0,120923028.0,135082914.0,120751418.0,124335028.0,128494510.0,133937904.0,126784479.0,125399964.0,118072199.0
119632569.0,120615491.0,133899182.0,133997608.0,131003289.0,125137832.0,135247167.0,130782132.0,124335028.0,132285173.0,119677921.0,129033117.0,123081609.0
131054271.0,119601734.0,124335028.0,133522494.0,132772762.0,126935981.0,128443724.0,127800251.0,130782132.0,135963383.0,120132579.0,135082914.0,125064074.0
118528704.0,118035015.0,130782132.0,124355657.0,135107480.0,133899182.0,124368204.0,128476092.0,127800251.0,118561527.0,132039652.0,126935981.0,120923028.0
133163716.0,137122379.0,127800251.0,130868301.0,125399964.0,124335028.0,128990541.0,120937406.0,134060988.0,132262649.0,122438631.0,133899182.0,119706520.0
124457669.0,130032210.0,128476092.0,118887501.0,129033117.0,130782132.0,121949528.0,124971970.0,120937406.0,132094715.0,118522863.0,124335028.0,131003289.0
133944010.0,119681619.0,123720642.0,117912659.0,135082914.0,127800251.0,138575194.0,123720642.0,124971970.0,130810622.0,127439856.0,130782132.0,132772762.0
132756182.0,125575765.0,132068294.0,133157972.0,125137832.0,128476092.0,119735643.0,132068294.0,123720642.0,120138496.0,128005104.0,127800251.0,135107480.0
123695834.0,128531029.0,127280080.0,135279702.0,126935981.0,123720642.0,129021284.0,128519113.0,132068294.0,124816132.0,120132596.0,128476092.0,125399964.0
122354394.0,130976343.0,118051796.0,123221080.0,133899182.0,132068294.0,124274021.0,120261582.0,119745480.0,126798596.0,119768054.0,123720642.0,129033117.0
125373148.0,132084311.0,124883924.0,131638366.0,124335028.0,127280080.0,133975399.0,118447054.0,128519113.0,121940740.0,122729464.0,132068294.0,135082914.0
120621790.0,121229912.0,129156058.0,120616031.0,130782132.0,118051796.0,123127144.0,124883924.0,124883924.0,119653130.0,134521850.0,124883924.0,125137832.0
128467688.0,133986901.0,124462043.0,139289696.0,127800251.0,129156058.0,119764332.0,137169877.0,117980118.0,136577805.0,135259134.0,129156058.0,126935981.0
119720682.0,127380059.0,124453853.0,131429485.0,128476092.0,124462043.0,133895538.0,117980118.0,131541975.0,124824334.0,118416387.0,124462043.0,133899182.0
131754731.0,118919772.0,121385951.0,125555831.0,123720642.0,124453853.0,132175227.0,126784479.0,124308440.0,132879121.0,132244483.0,124453853.0,124335028.0
133223146.0,127847005.0,126784479.0,124982395.0,132068294.0,127783902.0,130979195.0,132774879.0,129584088.0,124388117.0,126018563.0,121385951.0,130782132.0
134124267.0,132899424.0,119677921.0,120259710.0,127280080.0,121385951.0,125414786.0,122438631.0,129156058.0,120259350.0,127386630.0,126784479.0,127800251.0
126890733.0,118491746.0,120132579.0,137118848.0,118051796.0,126784479.0,134520195.0,132148205.0,124462043.0,120218392.0,138155017.0,119677921.0,128476092.0
132682477.0,129501797.0,132039652.0,128996480.0,124883924.0,119677921.0,118037899.0,127439856.0,124453853.0,120107800.0,128402444.0,120132579.0,123720642.0
118637299.0,118409830.0,122438631.0,119690369.0,129156058.0,120132579.0,127954318.0,127257586.0,121385951.0,121461540.0,137110540.0,132039652.0,132068294.0
126835444.0,123257449.0,127439856.0,118969477.0,124462043.0,132039652.0,126647696.0,120132596.0,126784479.0,123706158.0,130851853.0,122438631.0,127280080.0
132285173.0,128377450.0,128005104.0,118416518.0,124453853.0,122438631.0,138661269.0,122729464.0,132774879.0,123802417.0,124417036.0,118522863.0,118051796.0
132094715.0,124279403.0,120132596.0,135083144.0,127783902.0,118522863.0,124331416.0,135162874.0,132039652.0,121369395.0,119714829.0,127439856.0,124883924.0
130810622.0,121295471.0,119768054.0,125019281.0,121385951.0,127439856.0,128402845.0,134521850.0,122438631.0,122344244.0,132092942.0,128005104.0,129156058.0
118524673.0,119620209.0,122729464.0,136561810.0,126784479.0,128005104.0,129484198.0,120138747.0,127257586.0,119675700.0,133960733.0,120132596.0,124462043.0
124816132.0,118004341.0,134521850.0,119641234.0,119677921.0,120132596.0,123065766.0,120196094.0,120132596.0,132924214.0,125899810.0,119768054.0,124453853.0
126798596.0,121229942.0,135259134.0,132773014.0,120132579.0,119768054.0,129527212.0,132244483.0,122729464.0,118002487.0,134673445.0,122729464.0,127783902.0
118924038.0,117963381.0,124449793.0,124814487.0,132039652.0,122729464.0,134542776.0,126018563.0,135162874.0,133210936.0,123663399.0,134521850.0,121385951.0
129839877.0,122038905.0,118416387.0,118396058.0,122438631.0,134521850.0,135065020.0,129235972.0,134521850.0,125436736.0,133997608.0,135259134.0,126784479.0
130999052.0,117987963.0,132244483.0,128468125.0,127439856.0,135259134.0,121273788.0,127386630.0,120196094.0,125514562.0,121820199.0,124449793.0,119677921.0
136577805.0,118493821.0,126018563.0,129143967.0,128005104.0,124449793.0,132312513.0,132340741.0,132244483.0,120261444.0,135992365.0,118416387.0,120132579.0
124824334.0,138549886.0,127386630.0,123704480.0,120132596.0,118416387.0,124347848.0,120806408.0,129235972.0,132645708.0,121205819.0,132244483.0,132039652.0
120685329.0,122346113.0,128017416.0,119665828.0,119768054.0,132244483.0,133162455.0,126807051.0,127386630.0,126651213.0,133522494.0,126018563.0,122438631.0
132879121.0,128395908.0,138155017.0,118432934.0,122729464.0,126018563.0,132154840.0,137110540.0,120806408.0,124515152.0,118580295.0,127386630.0,127439856.0
120109844.0,125399684.0,128402444.0,130995369.0,134521850.0,127386630.0,118939097.0,130851853.0,124417036.0,120093525.0,124355657.0,128017416.0,128005104.0
124388117.0,117965447.0,137110540.0,119682223.0,135259134.0,128017416.0,119647711.0,124417036.0,124271630.0,119595862.0,130868301.0,138155017.0,120132596.0
131498774.0,125921933.0,130851853.0,139216048.0,124449793.0,138155017.0,120827359.0,124271630.0,134638609.0,124390246.0,117912659.0,128402444.0,119768054.0
134513431.0,118901390.0,124417036.0,119706804.0,118416387.0,128402444.0,132081121.0,134638609.0,130849821.0,132303725.0,133157972.0,137110540.0,122729464.0
120218392.0,136659599.0,119714829.0,117957817.0,132244483.0,137110540.0,131726818.0,133960733.0,124922913.0,119741298.0,135279702.0,130851853.0,134521850.0
117967637.0,124312205.0,132092942.0,126969028.0,126018563.0,130851853.0,127296995.0,124922913.0,130780195.0,126856052.0,123221080.0,124417036.0,135259134.0
120107800.0,126360208.0,125899810.0,117978308.0,127386630.0,124417036.0,125464036.0,130780195.0,134673445.0,132797302.0,139289696.0,119714829.0,124449793.0
131029789.0,136604306.0,134673445.0,135140557.0,128017416.0,119714829.0,118906342.0,134673445.0,123663399.0,122006392.0,121791585.0,132092942.0,118416387.0
120687390.0,120298130.0,123663399.0,125908178.0,138155017.0,132092942.0,133926378.0,123663399.0,121820199.0,123833210.0,131429485.0,133960733.0,132244483.0
119745313.0,120605336.0,133997608.0,129504466.0,128402444.0,133960733.0,137133558.0,133997608.0,133139497.0,124990330.0,136639610.0,125899810.0,126018563.0
132053804.0,129974938.0,121820199.0,118559961.0,137110540.0,125899810.0,127397368.0,133139497.0,124402736.0,119735165.0,120259710.0,134673445.0,127386630.0
123802417.0,120322714.0,135992365.0,126641371.0,130851853.0,134673445.0,120716794.0,121820199.0,122358854.0,119755648.0,137118848.0,123663399.0,128017416.0
121369395.0,138736285.0,121205819.0,118449375.0,124417036.0,123663399.0,122004996.0,124402736.0,130868301.0,134112129.0,128996480.0,133997608.0,138155017.0
122344244.0,130845345.0,133522494.0,120124645.0,119714829.0,133997608.0,120634888.0,133522494.0,118887501.0,129051523.0,119690369.0,121820199.0,128402444.0
119675700.0,120105633.0,118580295.0,127431909.0,132092942.0,121820199.0,120262156.0,130788414.0,117912659.0,119690116.0,118969477.0,135992365.0,137110540.0
132924214.0,124879523.0,124355657.0,129856742.0,133960733.0,135992365.0,125371917.0,122358854.0,133157972.0,118072199.0,118416518.0,121205819.0,130851853.0
130016062.0,121856676.0,130868301.0,131032296.0,125899810.0,121205819.0,123858444.0,130868301.0,123221080.0,123081609.0,119628934.0,133522494.0,124417036.0
125436736.0,132213410.0,118887501.0,129504489.0,134673445.0,133522494.0,124378637.0,117912659.0,131578969.0,125064074.0,125416583.0,118580295.0,119714829.0
125514562.0,132022950.0,117912659.0,118564075.0,123663399.0,118580295.0,132077076.0,133157972.0,120616031.0,136788876.0,135083144.0,124355657.0,132092942.0
120261444.0,131101350.0,133157972.0,123061487.0,133997608.0,124355657.0,128028196.0,126004310.0,139289696.0,119618451.0,125019281.0,130868301.0,133960733.0
125989701.0,130792104.0,135279702.0,132703487.0,121820199.0,130868301.0,124401193.0,135279702.0,121791585.0,120923028.0,136561810.0,118887501.0,125899810.0
133190472.0,134120107.0,123221080.0,128967941.0,135992365.0,118887501.0,129029678.0,123221080.0,120798314.0,126831512.0,119641234.0,117912659.0,134673445.0
118416202.0,124299949.0,120616031.0,135976199.0,121205819.0,117912659.0,131087925.0,139289696.0,118426739.0,135089048.0,126030994.0,133157972.0,123663399.0
