offer_name,offer_description,discount,automatically_consider_offer,start_date,end_date,max_uses_per_order,max_uses_per_customer,customer_segment_id,sku_id
20220711_BOG_other_NB_granos_W28_prueba,prueba_granos_no_top_references,10,true,11-07-2022,31-07-2022,20,1,,226074#226197#308840#226189#226083#234640#226203
