ciudad,mes,week::multi-filter,category::multi-filter,subcategoria,microsegment,GMV ALL,%_GMV SD/ALL,%_GMV SDMS/ALL,Orders ALL,PEN_orders ALL,%_orders SD/ALL,%_orders SDMS/ALL,Users ALL,PEN_users ALL,%_users SD/ALL,%_users SDMS/ALL,SPEND ALL,SPEND SD,SPEND SDMS,AOV ALL,AOV SD,AOV SDMS,ARPU ALL,ARPU SD,Contribution ARPU by SD,ARPU SDMS,Contribution ARPU by SDMS,SD_GMV,SD_DISCOUNT,SD DISCOUNT_OVER_GMV,SDMS_GMV,SDMS_DISCOUNT,SDMS DISCOUNT_OVER_GMV
BAQ,2022-07-01 00:00,28,Bebidas,Gaseosas,parrillaasadero,7927.170377619048,22.086833047135084,0.5653439735132899,462,8.95696006203955,1.7060876308646762,0.07754943776657619,437,12.0385674931129,2.424242424242415,0.11019283746556431,18.13997798082162,19.89614643939394,11.203945,17.15837744073387,19.89614643939394,11.203945,2.18379349245704,0.4823308227731846,22.086833047134977,0.01234594490358122,0.5653439735132872,1750.8608866666668,146.86029969999998,8.387890826643362,44.81578,3.5784333,0.20438136046392077
BAQ,2022-07-01 00:00,27,Bebidas,Jugos,,611.8964133333334,0,0,37,0.689269746646796,0,0,37,0.994891099757999,0,0,16.5377409009009,,,16.5377409009009,,,0.164532512324101,0,0,0,0,,,,,,
SPO,2022-07-01 00:00,30,Laticínios e Ovos,Laticínios,padariacafeteriabolos,17479.48447657726,3.2192378803908315,3.02960467203785,854,4.33744730560211,0.14221138706892164,0.11681649652089991,799,5.78231292517007,0.20263424518743672,0.16644955854682303,21.876701472562278,20.09664948453608,23.02431645002241,20.467780417537774,20.09664948453608,23.02431645002241,1.26497933684884,0.04072269399095458,3.2192378803908306,0.03832387308948586,3.029604672037849,562.7061855670103,55.84534,9.924422626299638,529.5592783505155,52.5103,9.331743873952274
SPO,2022-07-01 00:00,30,Laticínios e Ovos,Laticínios,pizzacomidaitaliana,17479.48447657726,3.2192378803908315,0.010586785133149899,854,4.33744730560211,0.14221138706892164,0.0050789781096043434,799,5.78231292517007,0.20263424518743672,0.0072369373281227405,21.876701472562278,20.09664948453608,1.8505154639175259,20.467780417537774,20.09664948453608,1.8505154639175259,1.26497933684884,0.04072269399095458,3.2192378803908306,0.00013392064437093114,0.010586785133149895,562.7061855670103,55.84534,9.924422626299638,1.8505154639175259,0.18556,0.032976356890944906
SPO,2022-07-01 00:00,30,Laticínios e Ovos,Laticínios,sucosacai,17479.48447657726,3.2192378803908315,0.17904642321983177,854,4.33744730560211,0.14221138706892164,0.020315912438417374,799,5.78231292517007,0.20263424518743672,0.028947749312490962,21.876701472562278,20.09664948453608,7.82409793814433,20.467780417537774,20.09664948453608,7.82409793814433,1.26497933684884,0.04072269399095458,3.2192378803908306,0.0022649002570977947,0.17904642321983172,562.7061855670103,55.84534,9.924422626299638,31.29639175257732,3.14948,0.5597023954564192
SPO,2022-07-01 00:00,28,Laticínios e Ovos,Queijos,comidabrasileiraysaudavel,250945.78023768615,12.256671323743188,2.5002587445344653,2263,8.63872346923194,0.8360054970224458,0.1603298213467704,1941,12.1191308691309,1.367382617382621,0.2622377622377629,129.28685226052866,140.4456597467401,149.38794796269022,110.89075573914545,140.4456597467401,149.38794796269022,15.6684428220333,1.920429538245265,12.256671323743262,0.3917516117902726,2.50025874453448,30757.59948453608,4306.9456,14.002866518127957,6274.29381443299,878.60051,2.8565314742515313
SPO,2022-07-01 00:00,28,Laticínios e Ovos,Queijos,comidainternacionalgrill,250945.78023768615,12.256671323743188,0.1323190088144383,2263,8.63872346923194,0.8360054970224458,0.0267216368911284,1941,12.1191308691309,1.367382617382621,0.04370629370629382,129.28685226052866,140.4456597467401,47.43556701030928,110.89075573914545,140.4456597467401,47.43556701030928,15.6684428220333,1.920429538245265,12.256671323743262,0.02073232823877159,0.13231900881443906,30757.59948453608,4306.9456,14.002866518127957,332.04896907216494,46.5,0.15118214938515825
SPO,2022-07-01 00:00,28,Laticínios e Ovos,Queijos,lanches,250945.78023768615,12.256671323743188,5.00554486166292,2263,8.63872346923194,0.8360054970224458,0.33592914948847136,1941,12.1191308691309,1.367382617382621,0.5494505494505509,129.28685226052866,140.4456597467401,142.7409500937207,110.89075573914545,140.4456597467401,142.7409500937207,15.6684428220333,1.920429538245265,12.256671323743262,0.784290934580885,5.005544861662948,30757.59948453608,4306.9456,14.002866518127957,12561.203608247422,1758.85773,5.718449292131189
SPO,2022-07-01 00:00,28,Laticínios e Ovos,Queijos,padariacafeteriabolos,250945.78023768615,12.256671323743188,4.217629352672604,2263,8.63872346923194,0.8360054970224458,0.2939380058024124,1941,12.1191308691309,1.367382617382621,0.480769230769232,129.28685226052866,140.4456597467401,137.4540634623109,110.89075573914545,140.4456597467401,137.4540634623109,15.6684428220333,1.920429538245265,12.256671323743262,0.6608368435688041,4.217629352672629,30757.59948453608,4306.9456,14.002866518127957,10583.962886597938,1482.11108,4.818682552730284
SPO,2022-07-01 00:00,28,Laticínios e Ovos,Queijos,pizzacomidaitaliana,250945.78023768615,12.256671323743188,0.4009193560587619,2263,8.63872346923194,0.8360054970224458,0.019086883493663144,1941,12.1191308691309,1.367382617382621,0.0312187812187813,129.28685226052866,140.4456597467401,201.2180412371134,110.89075573914545,140.4456597467401,201.2180412371134,15.6684428220333,1.920429538245265,12.256671323743262,0.06281782006653157,0.40091935605876416,30757.59948453608,4306.9456,14.002866518127957,1006.090206185567,140.87628,0.4580210496297932
CMX,2022-07-01 00:00,30,Desechables,Empaque & Envoltura,comidarapida,3790.000521104742,13.547662721808065,1.2127026894363284,237,2.23563814734459,0.5471181963965663,0.03773228940665975,232,2.77114190157668,0.69278547539417,0.047778308647873795,16.336209142692855,8.852698064724803,11.490359562272017,15.991563380188785,8.852698064724803,11.490359562272017,0.452699536682363,0.06133020637291421,13.547662721808042,0.005489899456412805,1.2127026894363262,513.4564877540386,35.59769,6.932951642253353,45.96143824908807,3.20635,0.6244638204933813
CMX,2022-07-01 00:00,30,Desechables,Empaque & Envoltura,fonda,3790.000521104742,13.547662721808065,5.731628894827741,237,2.23563814734459,0.5471181963965663,0.23582680879162343,232,2.77114190157668,0.69278547539417,0.2986144290492112,16.336209142692855,8.852698064724803,8.689150599270453,15.991563380188785,8.852698064724803,8.689150599270453,0.452699536682363,0.06133020637291421,13.547662721808042,0.02594705745123758,5.731628894827731,513.4564877540386,35.59769,6.932951642253353,217.22876498176134,15.15216,2.951011499782305
CMX,2022-07-01 00:00,30,Desechables,Empaque & Envoltura,other,3790.000521104742,13.547662721808065,5.58525210535224,237,2.23563814734459,0.5471181963965663,0.2263937364399585,232,2.77114190157668,0.69278547539417,0.28666985188724275,16.336209142692855,8.852698064724803,8.820045162410977,15.991563380188785,8.852698064724803,8.820045162410977,0.452699536682363,0.06133020637291421,13.547662721808042,0.025284410403471468,5.58525210535223,513.4564877540386,35.59769,6.932951642253353,211.68108389786346,14.54768,2.8332838997973253
CMX,2022-07-01 00:00,30,Desechables,Empaque & Envoltura,panaderiapasteleria,3790.000521104742,13.547662721808065,1.0180790321917568,237,2.23563814734459,0.5471181963965663,0.047165361758324684,232,2.77114190157668,0.69278547539417,0.05972288580984224,16.336209142692855,8.852698064724803,7.717040125065138,15.991563380188785,8.852698064724803,7.717040125065138,0.452699536682363,0.06133020637291421,13.547662721808042,0.0046088390617923585,1.0180790321917546,513.4564877540386,35.59769,6.932951642253353,38.58520062532569,2.6915,0.5241924221803408
CMX,2022-07-01 00:00,28,Desechables,Rappi,,8.795726941115165,0,0,1,0.00701016473887136,0,0,1,0.00972384286269934,0,0,8.795726941115165,,,8.795726941115165,,,0.00085528266638615,0,0,0,0,,,,,,
CMX,2022-07-01 00:00,28,Desechables,Bolsas,cafeteria,1649.4455445544554,13.47116816616255,2.1494424200530378,283,1.9838766211006,0.37153873116018304,0.05608131791097102,266,2.58654220147802,0.5056398288603648,0.07779074290159459,6.200923099828779,4.2730689060808915,4.431735278791037,5.8284294860581465,4.192444964456723,4.431735278791037,0.160389492858271,0.021606338303792882,13.471168166162501,0.003447479796803602,2.1494424200530298,222.19958311620636,15.50441,6.977695359532459,35.4538822303283,2.4742,1.113503439250846
CMX,2022-07-01 00:00,28,Desechables,Bolsas,comidaespecializada,1649.4455445544554,13.47116816616255,0.4552511210677329,283,1.9838766211006,0.37153873116018304,0.007010164738871377,266,2.58654220147802,0.5056398288603648,0.009723842862699323,6.200923099828779,4.2730689060808915,7.5091193329859305,5.8284294860581465,4.192444964456723,7.5091193329859305,0.160389492858271,0.021606338303792882,13.471168166162501,0.0007301749643121274,0.45525112106773125,222.19958311620636,15.50441,6.977695359532459,7.5091193329859305,0.52371,0.23569351150677414
CMX,2022-07-01 00:00,28,Desechables,Bolsas,comidarapida,1649.4455445544554,13.47116816616255,0.9105022421354658,283,1.9838766211006,0.37153873116018304,0.014020329477742755,266,2.58654220147802,0.5056398288603648,0.019447685725398647,6.200923099828779,4.2730689060808915,7.5091193329859305,5.8284294860581465,4.192444964456723,7.5091193329859305,0.160389492858271,0.021606338303792882,13.471168166162501,0.0014603499286242549,0.9105022421354625,222.19958311620636,15.50441,6.977695359532459,15.018238665971861,1.04742,0.4713870230135483
CMX,2022-07-01 00:00,28,Desechables,Bolsas,jugueriacomidasaludable,1649.4455445544554,13.47116816616255,2.2857334218772016,283,1.9838766211006,0.37153873116018304,0.042060988433228266,266,2.58654220147802,0.5056398288603648,0.05834305717619594,6.200923099828779,4.2730689060808915,6.283654681257599,5.8284294860581465,4.192444964456723,6.283654681257599,0.160389492858271,0.021606338303792882,13.471168166162501,0.0036660762434408338,2.285733421877193,222.19958311620636,15.50441,6.977695359532459,37.701928087545596,2.63105,1.184093130644628
CMX,2022-07-01 00:00,28,Desechables,Bolsas,other,1649.4455445544554,13.47116816616255,5.393983355690449,283,1.9838766211006,0.37153873116018304,0.2173151069050127,266,2.58654220147802,0.5056398288603648,0.301439128743679,6.200923099828779,4.2730689060808915,2.8700263914337105,5.8284294860581465,4.192444964456723,2.8700263914337105,0.160389492858271,0.021606338303792882,13.471168166162501,0.008651382549051427,5.393983355690429,222.19958311620636,15.50441,6.977695359532459,88.97081813444503,6.20948,2.7945506975827916
CMX,2022-07-01 00:00,28,Desechables,Bolsas,panaderiapasteleria,1649.4455445544554,13.47116816616255,2.276255605338665,283,1.9838766211006,0.37153873116018304,0.035050823694356886,266,2.58654220147802,0.5056398288603648,0.03889537145079729,6.200923099828779,4.2730689060808915,9.386399166232414,5.8284294860581465,4.192444964456723,7.5091193329859305,0.160389492858271,0.021606338303792882,13.471168166162501,0.003650874821560638,2.2762556053386565,222.19958311620636,15.50441,6.977695359532459,37.545596664929654,2.61855,1.1784675575338708
CMX,2022-07-01 00:00,26,Desechables,Bolsas,cafeteria,280.1613019601555,3.118132245481018,0.8022252669267258,48,1.75310445580716,0.1095690284879475,0.0365230094959825,48,1.8058690744921,0.11286681715575625,0.037622272385252085,5.8366937908365735,2.9119332985930177,2.2475247524752477,5.8366937908365735,2.9119332985930177,2.2475247524752477,0.105403048141518,0.003286606431820563,3.1181322454810267,0.0008455698843022004,0.802225266926728,8.735799895779053,0.60968,6.979097590073968,2.2475247524752477,0.15685,1.7954852660462892
CMX,2022-07-01 00:00,26,Desechables,Bolsas,comidaespecializada,280.1613019601555,3.118132245481018,0.7568408558137831,48,1.75310445580716,0.1095690284879475,0.0365230094959825,48,1.8058690744921,0.11286681715575625,0.037622272385252085,5.8366937908365735,2.9119332985930177,2.120375195414278,5.8366937908365735,2.9119332985930177,2.120375195414278,0.105403048141518,0.003286606431820563,3.1181322454810267,0.000797733331608081,0.7568408558137852,8.735799895779053,0.60968,6.979097590073968,2.120375195414278,0.14799,1.6940635289906942
CMX,2022-07-01 00:00,26,Desechables,Bolsas,other,280.1613019601555,3.118132245481018,1.5590661227405085,48,1.75310445580716,0.1095690284879475,0.0365230094959825,48,1.8058690744921,0.11286681715575625,0.037622272385252085,5.8366937908365735,2.9119332985930177,4.3678999478895255,5.8366937908365735,2.9119332985930177,4.3678999478895255,0.105403048141518,0.003286606431820563,3.1181322454810267,0.0016433032159102812,1.5590661227405131,8.735799895779053,0.60968,6.979097590073968,4.3678999478895255,0.30484,3.489548795036984
CMX,2022-07-01 00:00,28,Bebidas,Jugos,,2570.0771979453584,0,0,284,1.99088678583947,0,0,265,2.57681835861532,0,0,9.698404520548522,,,9.049567598399149,,,0.249910268178273,0,0,0,0,,,,,,
SPO,2022-07-01 00:00,30,Mercearia,Arroz,comidainternacionalgrill,85472.15845606284,3.2138396806042597,0.15343212918243232,3052,15.5010411905125,0.5180557671796445,0.03047386865762615,2725,19.7206542191345,0.7381676074685207,0.043421623968736514,31.365929708646913,26.930766120881344,21.8569587628866,28.005294382720457,26.930766120881344,21.8569587628866,6.18556654045903,0.19879419194745276,3.213839680604265,0.009490646445022424,0.15343212918243257,2746.938144329897,149.99223999999998,5.46034282969229,131.14175257731958,7.35051,0.2675892071021906
SPO,2022-07-01 00:00,30,Mercearia,Arroz,comidaporquilo,85472.15845606284,3.2138396806042597,0.2565675401139169,3052,15.5010411905125,0.5180557671796445,0.07618467164406537,2725,19.7206542191345,0.7381676074685207,0.10855405992184128,31.365929708646913,26.930766120881344,14.619587628865979,28.005294382720457,26.930766120881344,14.619587628865979,6.18556654045903,0.19879419194745276,3.213839680604265,0.01587015591496527,0.25656754011391736,2746.938144329897,149.99223999999998,5.46034282969229,219.29381443298968,13.14175,0.4784144858567927
SPO,2022-07-01 00:00,30,Mercearia,Arroz,pizzacomidaitaliana,85472.15845606284,3.2138396806042597,0.030741909026883195,3052,15.5010411905125,0.5180557671796445,0.010157956219208716,2725,19.7206542191345,0.7381676074685207,0.014473874656245504,31.365929708646913,26.930766120881344,13.137886597938145,28.005294382720457,26.930766120881344,13.137886597938145,6.18556654045903,0.19879419194745276,3.213839680604265,0.0019015612386652438,0.03074190902688324,2746.938144329897,149.99223999999998,5.46034282969229,26.27577319587629,1.57989,0.05751458230907514
SPO,2022-07-01 00:00,30,Mercearia,Arroz,pratododia,85472.15845606284,3.2138396806042597,2.709521603024254,3052,15.5010411905125,0.5180557671796445,0.37584438011072246,2725,19.7206542191345,0.7381676074685207,0.5355333622810836,31.365929708646913,26.930766120881344,31.29576483700195,28.005294382720457,26.930766120881344,31.29576483700195,6.18556654045903,0.19879419194745276,3.213839680604265,0.16759926168317762,2.7095216030242573,2746.938144329897,149.99223999999998,5.46034282969229,2315.8865979381444,124.65463,4.537948197243041
SPO,2022-07-01 00:00,30,Mercearia,Arroz,sucosacai,85472.15845606284,3.2138396806042597,0.06357649925677344,3052,15.5010411905125,0.5180557671796445,0.02539489054802179,2725,19.7206542191345,0.7381676074685207,0.03618468664061376,31.365929708646913,26.930766120881344,10.868041237113403,28.005294382720457,26.930766120881344,10.868041237113403,6.18556654045903,0.19879419194745276,3.213839680604265,0.003932566665622168,0.06357649925677354,2746.938144329897,149.99223999999998,5.46034282969229,54.34020618556701,3.26546,0.11887635718119141
SPO,2022-07-01 00:00,28,Mercearia,"Azeites, Óleos e Vinagres",comidaporquilo,232687.85215780782,5.299168794612627,0.574294885013339,6220,23.744083066117,1.8972362192701204,0.1755993281417013,5171,32.2864635364635,3.10314685314685,0.28721278721278687,44.99861770601582,24.809903521933435,29.05031376064545,37.40962253340962,24.809903521933435,29.05031376064545,14.5284622975654,0.7698877404096468,5.299168794612631,0.08343621584600958,0.5742948850133394,12330.522050400918,846.10308,6.861859348221916,1336.3144329896907,93.49484,0.7582391047016545
SPO,2022-07-01 00:00,28,Mercearia,"Azeites, Óleos e Vinagres",lanches,232687.85215780782,5.299168794612627,1.2775289348406624,6220,23.744083066117,1.8972362192701204,0.5420674912200344,5171,32.2864635364635,3.10314685314685,0.8866133866133856,44.99861770601582,24.809903521933435,20.93418759982576,37.40962253340962,24.809903521933435,20.93418759982576,14.5284622975654,0.7698877404096468,5.299168794612631,0.18560530963881458,1.277528934840663,12330.522050400918,846.10308,6.861859348221916,2972.6546391752577,197.96907,1.6055205869694964
SPO,2022-07-01 00:00,28,Mercearia,"Azeites, Óleos e Vinagres",padariacafeteriabolos,232687.85215780782,5.299168794612627,1.083138827770659,6220,23.744083066117,1.8972362192701204,0.3626507863796005,5171,32.2864635364635,3.10314685314685,0.5931568431568425,44.99861770601582,24.809903521933435,26.529815518176886,37.40962253340962,24.809903521933435,26.529815518176886,14.5284622975654,0.7698877404096468,5.299168794612631,0.15736341622295213,1.08313882777066,12330.522050400918,846.10308,6.861859348221916,2520.332474226804,173.06443,1.403545034773065
SPO,2022-07-01 00:00,28,Mercearia,"Azeites, Óleos e Vinagres",pizzacomidaitaliana,232687.85215780782,5.299168794612627,0.10742899746850229,6220,23.744083066117,1.8972362192701204,0.03435639028859373,5171,32.2864635364635,3.10314685314685,0.05619380619380613,44.99861770601582,24.809903521933435,27.774914089347078,37.40962253340962,24.809903521933435,27.774914089347078,14.5284622975654,0.7698877404096468,5.299168794612631,0.01560778139386385,0.10742899746850235,12330.522050400918,846.10308,6.861859348221916,249.9742268041237,17.50773,0.14198693233293191
SPO,2022-07-01 00:00,28,Mercearia,"Azeites, Óleos e Vinagres",pratododia,232687.85215780782,5.299168794612627,2.2567771495194644,6220,23.744083066117,1.8972362192701204,0.7825622232401905,5171,32.2864635364635,3.10314685314685,1.2799700299700285,44.99861770601582,24.809903521933435,25.61583549856117,37.40962253340962,24.809903521933435,25.61583549856117,14.5284622975654,0.7698877404096468,5.299168794612631,0.3278750173080066,2.2567771495194653,12330.522050400918,846.10308,6.861859348221916,5251.24627720504,364.06701,2.952567689444768
SPO,2022-07-01 00:00,31,Mercearia,Massas e Molhos,,185.61855670103094,0,0,9,4.63917525773196,0,0,9,4.81283422459893,0,0,20.624284077892327,,,20.624284077892327,,,0.99261260267931,0,0,0,0,,,,,,
GDL,2022-07-01 00:00,28,Lácteos & Huevos,Mantequillas,other,1124.3569567483064,21.715382679509702,21.715382679509702,69,2.08964264082374,0.6056935190793449,0.6056935190793449,65,2.58861011549184,0.7964954201513355,0.7964954201513355,17.297799334589328,12.207920792079207,12.207920792079207,16.295028358671107,12.207920792079207,12.207920792079207,0.447772583332659,0.09723553000461352,21.715382679509734,0.09723553000461352,21.715382679509734,244.15841584158414,11.39082,4.665339902676399,244.15841584158414,11.39082,4.665339902676399
GDL,2022-07-01 00:00,29,Lácteos & Huevos,Huevos,other,3597.173527879104,4.743548289896995,4.743548289896995,88,2.53529242293287,0.17286084701815024,0.17286084701815024,79,3.06796116504854,0.23300970873786378,0.23300970873786378,45.53384212505195,28.43894389438944,28.43894389438944,40.876971907717085,28.43894389438944,28.43894389438944,1.39696059335111,0.06626550033644132,4.743548289896983,0.06626550033644132,4.743548289896983,170.63366336633663,13.65085,8.000091969362888,170.63366336633663,13.65085,8.000091969362888
GDL,2022-07-01 00:00,30,Aseo e Higiene,Implementos de Aseo,,29.402292860865035,0,0,12,0.535953550692273,0,0,12,0.656455142231947,0,0,2.450191071738753,,,2.450191071738753,,,0.0160844052849371,0,0,0,0,,,,,,
BHZ,2022-07-01 00:00,29,Limpeza e Higiene,Utensílios de Limpeza,other,647.2236071488649,17.544540131732884,17.544540131732884,297,5.02368064952639,0.8964817320703657,0.8964817320703657,294,7.68225764306245,1.3848967859942511,1.3848967859942511,2.2014408406423978,2.142498216948713,2.142498216948713,2.1792040644742925,2.142498216948713,2.142498216948713,0.169120357237749,0.029671388946506866,17.544540131732866,0.029671388946506866,17.544540131732866,113.55240549828179,8.96134,7.891809918668432,113.55240549828179,8.96134,7.891809918668432
BHZ,2022-07-01 00:00,28,Limpeza e Higiene,"Detergente, Sabão e Lava-Louças",other,6985.961299296351,13.978180918017793,13.978180918017793,861,14.1845140032949,2.438220757825372,2.438220757825372,821,20.9438775510204,3.775510204081631,3.775510204081631,8.50908806248033,6.598042630259125,6.598042630259125,8.113776189658944,6.598042630259125,6.598042630259125,1.78213298451438,0.2491097727750893,13.97818091801775,0.2491097727750893,13.97818091801775,976.5103092783505,88.15979,9.028044984507213,976.5103092783505,88.15979,9.028044984507213
CWB,2022-07-01 00:00,26,Bebidas,Refrigerantes e Energéticos,,1446.201030927835,0,0,40,8.83002207505519,0,0,40,9.1743119266055,0,0,36.155025773195874,,,36.155025773195874,,,3.3169748415776,0,0,0,0,,,,,,
PBC,2022-07-01 00:00,26,Aseo e Higiene,"Detergente, Jabón & Lavatrastes",,294.77808382341993,0,0,66,9.2436974789916,0,0,66,9.45558739255014,0,0,4.4663346033851505,,,4.4663346033851505,,,0.422318171666791,0,0,0,0,,,,,,
MDE,2022-07-01 00:00,31,Lácteos & Huevos,Leches,,13.333333333333334,0,0,1,3.33333333333333,0,0,1,3.33333333333333,0,0,13.333333333333334,,,13.333333333333334,,,0.444444444444444,0,0,0,0,,,,,,
PBC,2022-07-01 00:00,27,Desechables,Bolsas,,285.5825951016154,0,0,77,2.27743271221532,0,0,73,2.93644408688656,0,0,3.9120903438577455,,,3.708864871449551,,,0.114876345575871,0,0,0,0,,,,,,
VCP,2022-07-01 00:00,27,Mercearia,Feijão,,2562.488013418426,0,0,135,10.9400324149109,0,0,125,12.8073770491803,0,0,20.499904107347405,,,18.98139269198834,,,2.62550001374839,0,0,0,0,,,,,,
VCP,2022-07-01 00:00,31,Mercearia,Arroz,,32.029209621993125,0,0,5,15.625,0,0,5,15.625,0,0,6.405841924398626,,,6.405841924398626,,,1.00091280068729,0,0,0,0,,,,,,
PBC,2022-07-01 00:00,30,Lácteos & Huevos,Huevos,other,5844.815007816571,8.479699006793746,8.479699006793746,149,6.21092121717382,0.7503126302626091,0.7503126302626091,138,7.12074303405573,0.928792569659443,0.928792569659443,42.35373194069979,27.53459556481964,27.53459556481964,39.22694636118504,27.53459556481964,27.53459556481964,3.01590041683002,0.2557392776918233,8.479699006793734,0.2557392776918233,8.479699006793734,495.62272016675354,39.64981,7.999998463883924,495.62272016675354,39.64981,7.999998463883924
GDL,2022-07-01 00:00,28,"Carne, Pollo & Pescados",Pollo,other,4154.878139656071,6.068728030612861,6.068728030612861,120,3.63416111447607,0.5754088431253778,0.5754088431253778,105,4.1816009557945,0.7566706491437666,0.7566706491437666,39.57026799672448,13.270960752584953,13.270960752584953,34.623984497133925,13.270960752584953,13.270960752584953,1.65467070476148,0.10041746487419906,6.068728030612846,0.10041746487419906,6.068728030612846,252.14825429911411,37.82371,15.000583726084866,252.14825429911411,37.82371,15.000583726084866
GDL,2022-07-01 00:00,26,"Carne, Pollo & Pescados",Pollo,other,801.3824387701928,2.275737816016083,2.275737816016083,40,5.77200577200577,0.28860028860028847,0.28860028860028847,40,5.86510263929619,0.29325513196480946,0.29325513196480946,20.03456096925482,9.118681605002605,9.118681605002605,20.03456096925482,9.118681605002605,9.118681605002605,1.17504756417917,0.026741001774201197,2.2757378160160804,0.026741001774201197,2.2757378160160804,18.23736321000521,2.73668,15.005897335523967,18.23736321000521,2.73668,15.005897335523967
MDE,2022-07-01 00:00,30,Aseo e Higiene,Implementos de Aseo,,1.29948,0,0,1,0.0483091787439614,0,0,1,0.0603864734299517,0,0,1.29948,,,1.29948,,,0.000784710144927536,0,0,0,0,,,,,,
CWB,2022-07-01 00:00,28,Mercearia,Doces e Sobremesas,,203.0,0,0,14,0.53970701619121,0,0,14,0.841852074564041,0,0,14.5,,,14.5,,,0.122068550811786,0,0,0,0,,,,,,
CWB,2022-07-01 00:00,26,Mercearia,Doces e Sobremesas,,3.38659793814433,0,0,2,0.441501103752759,0,0,2,0.458715596330275,0,0,1.693298969072165,,,1.693298969072165,,,0.00776742646363379,0,0,0,0,,,,,,
CWB,2022-07-01 00:00,29,Mercearia,Temperos,,449.83431516936673,0,0,136,5.3312426499412,0,0,132,7.89946140035907,0,0,3.4078357209800507,,,3.3076052585982847,,,0.269200667366467,0,0,0,0,,,,,,
PBC,2022-07-01 00:00,26,"Carne, Pollo & Pescados",Res,,87.30797290255342,0,0,8,1.12044817927171,0,0,8,1.14613180515759,0,0,10.913496612819177,,,10.913496612819177,,,0.125083055734317,0,0,0,0,,,,,,
BAQ,2022-07-01 00:00,29,Abarrotes,Arroz,comidademarycolombiana,85096.4319047619,0.12797246319549394,0.004265748773183132,1509,28.7922152261019,0.496088532722763,0.01908032818164473,1290,35.7737104825291,0.7210205213532996,0.027731558513588446,65.96622628276117,4.188461538461539,3.63,56.392599009119884,4.188461538461539,3.63,23.598566806645,0.03019966722129782,0.12797246319549394,0.0010066555740432606,0.004265748773183131,108.9,6.534000000000001,6.000000000000001,3.63,0.2178,0.2
BAQ,2022-07-01 00:00,29,Abarrotes,Arroz,comidarapida,85096.4319047619,0.12797246319549394,0.02986024141228192,1509,28.7922152261019,0.496088532722763,0.07632131272657892,1290,35.7737104825291,0.7210205213532996,0.11092623405435378,65.96622628276117,4.188461538461539,6.3525,56.392599009119884,4.188461538461539,6.3525,23.598566806645,0.03019966722129782,0.12797246319549394,0.0070465890183028235,0.029860241412281913,108.9,6.534000000000001,6.000000000000001,25.41,1.5246,1.4
BAQ,2022-07-01 00:00,29,Abarrotes,Arroz,corrientazo,85096.4319047619,0.12797246319549394,0.04692323650501445,1509,28.7922152261019,0.496088532722763,0.19080328181644732,1290,35.7737104825291,0.7210205213532996,0.27731558513588445,65.96622628276117,4.188461538461539,3.993,56.392599009119884,4.188461538461539,3.993,23.598566806645,0.03019966722129782,0.12797246319549394,0.011073211314475867,0.04692323650501443,108.9,6.534000000000001,6.000000000000001,39.93,2.3958,2.1999999999999997
BAQ,2022-07-01 00:00,29,Abarrotes,Arroz,fritos,85096.4319047619,0.12797246319549394,0.008531497546366264,1509,28.7922152261019,0.496088532722763,0.03816065636328946,1290,35.7737104825291,0.7210205213532996,0.05546311702717689,65.96622628276117,4.188461538461539,3.63,56.392599009119884,4.188461538461539,3.63,23.598566806645,0.03019966722129782,0.12797246319549394,0.002013311148086521,0.008531497546366262,108.9,6.534000000000001,6.000000000000001,7.26,0.4356,0.4
BAQ,2022-07-01 00:00,29,Abarrotes,Arroz,other,85096.4319047619,0.12797246319549394,0.02986024141228192,1509,28.7922152261019,0.496088532722763,0.13356229727151311,1290,35.7737104825291,0.7210205213532996,0.19412090959511913,65.96622628276117,4.188461538461539,3.63,56.392599009119884,4.188461538461539,3.63,23.598566806645,0.03019966722129782,0.12797246319549394,0.0070465890183028235,0.029860241412281913,108.9,6.534000000000001,6.000000000000001,25.41,1.5246,1.4
BAQ,2022-07-01 00:00,29,Abarrotes,Arroz,panaderiapasteleriacafeteria,85096.4319047619,0.12797246319549394,0.004265748773183132,1509,28.7922152261019,0.496088532722763,0.01908032818164473,1290,35.7737104825291,0.7210205213532996,0.027731558513588446,65.96622628276117,4.188461538461539,3.63,56.392599009119884,4.188461538461539,3.63,23.598566806645,0.03019966722129782,0.12797246319549394,0.0010066555740432606,0.004265748773183131,108.9,6.534000000000001,6.000000000000001,3.63,0.2178,0.2
BAQ,2022-07-01 00:00,29,Abarrotes,Arroz,parrillaasadero,85096.4319047619,0.12797246319549394,0.004265748773183132,1509,28.7922152261019,0.496088532722763,0.01908032818164473,1290,35.7737104825291,0.7210205213532996,0.027731558513588446,65.96622628276117,4.188461538461539,3.63,56.392599009119884,4.188461538461539,3.63,23.598566806645,0.03019966722129782,0.12797246319549394,0.0010066555740432606,0.004265748773183131,108.9,6.534000000000001,6.000000000000001,3.63,0.2178,0.2
