20220325_BOG_NB_pollo_W12,20220325_BOG_NB_res_W12,20220325_BOG_NB_cerdo_W12,20220325_BOG_NB_pescadosymariscoscongelado_W12,20220325_BOG_NB_embutidos_W12
115082598.0,40895686.0,16319796.0,-211845.0,105432129.0
16401766.0,-228151.0,127829308.0,17974398.0,17466436.0
123766131.0,51102921.0,90260796.0,94930050.0,120751175.0
-244358.0,69665998.0,123258174.0,42796162.0,17466440.0
23774589.0,7439567.0,19416406.0,102810754.0,80004171.0
-244354.0,18629842.0,128157015.0,127878277.0,129500244.0
-211584.0,16467156.0,16450907.0,12207240.0,110445653.0
39241099.0,114656477.0,114099548.0,-228214.0,-244647.0
16516497.0,-244514.0,17679708.0,15189142.0,35652698.0
-227944.0,106874078.0,15467870.0,93815971.0,-244646.0
-244328.0,-244512.0,117572959.0,103171236.0,131515483.0
-244327.0,55575777.0,-244387.0,126665899.0,-211874.0
122750371.0,117359844.0,120145245.0,56394925.0,-244638.0
16467364.0,110642408.0,115082598.0,108430517.0,-228244.0
17597861.0,15811822.0,16401766.0,88343737.0,116769914.0
-244316.0,16352506.0,-227983.0,127960254.0,-211845.0
15418793.0,-211716.0,123766131.0,19776702.0,94930050.0
130827689.0,45532413.0,-244358.0,-211773.0,42796162.0
15959473.0,16352511.0,-244354.0,-228155.0,102810754.0
84952503.0,12961026.0,-211584.0,40895686.0,127878277.0
-244295.0,-228086.0,39241099.0,-228151.0,12207240.0
-244292.0,62604557.0,116065680.0,51102921.0,-228214.0
16106940.0,117540110.0,16516497.0,-244533.0,15189142.0
114017730.0,-244465.0,-227944.0,69665998.0,93815971.0
103679430.0,-211695.0,-244327.0,7439567.0,103171236.0
-244280.0,104793365.0,122750371.0,18629842.0,126665899.0
-244277.0,15140121.0,16467364.0,16467156.0,56394925.0
-211508.0,19776798.0,17597861.0,103826646.0,108430517.0
114099664.0,130221343.0,-244316.0,114656477.0,88343737.0
-244265.0,76449060.0,15418793.0,-244514.0,127960254.0
101680602.0,-244444.0,130827689.0,106874078.0,19776702.0
69600734.0,-211674.0,-244306.0,-244512.0,-211773.0
118146527.0,19350824.0,15959473.0,55575777.0,-228155.0
-244253.0,16319796.0,84952503.0,117359844.0,40895686.0
-211484.0,127829308.0,-244295.0,110642408.0,-228151.0
114640361.0,90260796.0,-244292.0,15811822.0,51102921.0
119735799.0,123258174.0,16106940.0,16352506.0,-244533.0
129271288.0,36701503.0,114017730.0,-211716.0,69665998.0
24266235.0,19416406.0,-244280.0,45532413.0,7439567.0
39962112.0,128157015.0,-244277.0,16352511.0,18629842.0
16713220.0,16450907.0,86361547.0,12961026.0,16467156.0
-244218.0,114099548.0,-211508.0,-228086.0,103826646.0
-244217.0,17679708.0,114099664.0,62604557.0,114656477.0
86869519.0,15467870.0,21349844.0,117540110.0,-244514.0
57460241.0,117572959.0,101680602.0,-244465.0,106874078.0
127895058.0,-244387.0,69600734.0,-211695.0,-244512.0
115344916.0,115082598.0,118146527.0,118015251.0,55575777.0
-227817.0,16401766.0,-244253.0,104793365.0,37455074.0
-227816.0,16467304.0,-211484.0,15140121.0,117359844.0
-227811.0,-227983.0,114640361.0,19776798.0,110642408.0
39683629.0,123766131.0,-211477.0,130221343.0,15811822.0
18777645.0,-244358.0,119735799.0,-244449.0,16352506.0
118572596.0,23774589.0,129271288.0,76449060.0,-211716.0
17450550.0,107840894.0,24266235.0,-244444.0,45532413.0
15550006.0,-244354.0,39962112.0,-211674.0,16352511.0
19662401.0,-211584.0,130745858.0,19350824.0,12961026.0
-227774.0,15238534.0,16713220.0,16319796.0,62604557.0
103974468.0,39241099.0,-244218.0,127829308.0,117540110.0
128648772.0,116065680.0,-244217.0,90260796.0,-244465.0
16860742.0,16516497.0,86869519.0,123258174.0,-211695.0
-227769.0,-227944.0,57460241.0,36701503.0,118015251.0
20399689.0,-244328.0,127895058.0,87639375.0,104793365.0
61556300.0,-244327.0,115344916.0,19416406.0,19776798.0
105907789.0,122750371.0,-227816.0,128157015.0,130221343.0
111445582.0,16467364.0,-227811.0,16450907.0,-244449.0
-211373.0,17597861.0,39683629.0,114099548.0,76449060.0
16270933.0,-244316.0,18777645.0,17679708.0,-244444.0
114181720.0,15418793.0,118572596.0,15467870.0,-211674.0
37226078.0,130827689.0,17450550.0,117572959.0,19350824.0
114034276.0,15959473.0,15550006.0,-244387.0,16319796.0
84461156.0,84952503.0,-244166.0,120145245.0,90260796.0
-211354.0,-244295.0,-227774.0,115082598.0,123258174.0
16123501.0,-244292.0,103974468.0,16401766.0,36701503.0
104826478.0,16106940.0,128648772.0,16467304.0,19416406.0
21022317.0,114017730.0,16860742.0,-227983.0,128157015.0
120079982.0,103679430.0,132073031.0,123766131.0,16450907.0
15713903.0,-244280.0,20399689.0,-244358.0,114099548.0
17122930.0,-244277.0,61556300.0,23774589.0,17679708.0
-211342.0,86361547.0,105907789.0,107840894.0,15467870.0
18466422.0,-211508.0,111445582.0,-244354.0,117572959.0
16352891.0,114099664.0,-211373.0,-211584.0,-244387.0
40535682.0,-244265.0,16270933.0,15238534.0,120145245.0
115394187.0,101680602.0,114181720.0,39241099.0,115082598.0
110036624.0,69600734.0,114034276.0,16516497.0,16401766.0
97912465.0,118146527.0,84461156.0,-227944.0,16467304.0
95782551.0,-244253.0,39863909.0,-244328.0,-227983.0
32409241.0,-211484.0,-211354.0,-244327.0,-244358.0
19777182.0,114640361.0,16123501.0,122750371.0,23774589.0
15681184.0,-211477.0,104826478.0,16467364.0,107840894.0
15419041.0,119735799.0,21022317.0,17597861.0,-244354.0
117327522.0,24266235.0,120079982.0,-244316.0,-211584.0
114247342.0,39962112.0,15713903.0,15418793.0,15238534.0
111675057.0,130745858.0,17122930.0,130827689.0,39241099.0
-244047.0,16713220.0,-211342.0,-244306.0,116065680.0
16647861.0,-244218.0,-211334.0,15959473.0,16516497.0
15566523.0,-244217.0,16352891.0,84952503.0,-227944.0
-211271.0,86869519.0,40535682.0,-244295.0,-244328.0
-227651.0,57460241.0,115394187.0,-244292.0,-244327.0
119637694.0,127895058.0,110036624.0,16106940.0,16467364.0
-227646.0,115344916.0,97912465.0,114017730.0,17597861.0
7898819.0,-227817.0,95782551.0,-244280.0,-244316.0
-211262.0,-227816.0,32409241.0,-244277.0,15418793.0
15713990.0,-227811.0,19777182.0,86361547.0,130827689.0
119883470.0,39683629.0,15681184.0,-211508.0,-244306.0
-227632.0,18777645.0,6358689.0,114099664.0,15959473.0
121161425.0,122340915.0,15419041.0,21349844.0,84952503.0
15795931.0,118572596.0,117327522.0,-244265.0,-244295.0
17909471.0,17450550.0,119654052.0,101680602.0,-244292.0
130549474.0,15550006.0,114247342.0,69600734.0,16106940.0
106481380.0,-244166.0,111675057.0,118146527.0,114017730.0
37930724.0,19662401.0,-244047.0,-244253.0,103679430.0
117409512.0,-227774.0,16647861.0,-211484.0,-244280.0
123356904.0,103974468.0,79136440.0,114640361.0,-244277.0
121226991.0,128648772.0,129042105.0,-211477.0,-211508.0
121784048.0,16860742.0,-211271.0,119735799.0,114099664.0
-243985.0,132073031.0,-227651.0,129271288.0,101680602.0
-243981.0,20399689.0,119637694.0,24266235.0,69600734.0
6637300.0,61556300.0,-227646.0,39962112.0,118146527.0
120227573.0,101484109.0,7898819.0,130745858.0,-244253.0
17172221.0,105907789.0,-211262.0,16713220.0,-211484.0
18695935.0,111445582.0,15713990.0,-244218.0,114640361.0
130811653.0,-211373.0,119883470.0,-244217.0,-211477.0
-243960.0,16270933.0,22021843.0,86869519.0,119735799.0
79005451.0,114181720.0,-244008.0,57460241.0,129271288.0
100828957.0,37226078.0,15795931.0,127895058.0,24266235.0
15992619.0,114034276.0,32605918.0,115344916.0,39962112.0
106317611.0,84461156.0,17909471.0,-227817.0,-244218.0
16156469.0,39863909.0,130549474.0,-227816.0,-244217.0
18646846.0,-211354.0,106481380.0,-227811.0,86869519.0
19056446.0,16123501.0,37930724.0,39683629.0,57460241.0
84494144.0,104826478.0,117409512.0,18777645.0,115344916.0
-243903.0,21022317.0,123356904.0,122340915.0,-227817.0
117868354.0,120079982.0,121226991.0,118572596.0,-227816.0
23824194.0,15713903.0,121784048.0,17450550.0,-227811.0
127895363.0,17122930.0,-243985.0,15550006.0,39683629.0
15681345.0,-211342.0,-243981.0,-244166.0,18777645.0
104384323.0,16352891.0,6637300.0,-244165.0,122340915.0
128042831.0,16057981.0,120227573.0,19662401.0,118572596.0
38094676.0,40535682.0,12273403.0,-227774.0,17450550.0
-227499.0,115394187.0,17172221.0,103974468.0,15550006.0
17532763.0,110036624.0,18695935.0,128648772.0,-244166.0
-227478.0,97912465.0,130811653.0,16860742.0,-244165.0
108398446.0,95782551.0,79005451.0,-227769.0,19662401.0
-211088.0,32409241.0,-243941.0,132073031.0,-227774.0
125994869.0,19777182.0,15992619.0,20399689.0,16860742.0
-227466.0,15681184.0,106317611.0,61556300.0,-227769.0
-227460.0,6358689.0,16156469.0,101484109.0,132073031.0
125437820.0,117327522.0,98289468.0,105907789.0,20399689.0
