20220328_BOG_NB_tuberculos_W13,20220328_BOG_NB_verduras_W13,20220328_BOG_NB_frutas_W13,20220328_BOG_NB_huevos_W13,20220328_BOG_NB_aceitesygrasas_W13,20220328_BOG_NB_vasos_W13,20220328_BOG_NB_contenedores_W13,20220328_BOG_NB_papelytoallas_W13
121389575.0,17531289.0,81412386.0,-245264.0,42262767.0,98419241.0,106578184.0,35840291.0
23609866.0,102637977.0,16384291.0,123208178.0,102596850.0,15565357.0,70893834.0,16146723.0
125911563.0,104030633.0,35840291.0,-228876.0,44261619.0,103662126.0,31146250.0,-204506.0
132694538.0,129573292.0,16146723.0,117850614.0,111059189.0,90915394.0,-204530.0,80666918.0
14402063.0,32702897.0,-204506.0,16155127.0,125018359.0,131170890.0,-253679.0,121299238.0
132121108.0,53576120.0,80666918.0,-245254.0,19292413.0,16745039.0,112951570.0,41582889.0
128991764.0,120717756.0,47997229.0,-212479.0,30351616.0,128975441.0,104317205.0,130851114.0
16155158.0,-253507.0,16417071.0,30458370.0,133210369.0,118915667.0,16818456.0,131760427.0
118161959.0,112017870.0,127795506.0,113656321.0,-253692.0,94896726.0,-237288.0,113451307.0
103662126.0,17859025.0,15679800.0,132071942.0,31146250.0,130925148.0,126705948.0,19652905.0
115442224.0,110158293.0,16924985.0,121389575.0,47022348.0,20480605.0,81412386.0,47997229.0
19350068.0,99852760.0,114647359.0,23609866.0,-204530.0,81904221.0,16384291.0,16417071.0
90915394.0,17539546.0,126738752.0,125911563.0,130982160.0,94995048.0,35840291.0,127795506.0
124273218.0,113557979.0,102637889.0,132694538.0,-253679.0,132334195.0,16146723.0,15679800.0
131170890.0,110461410.0,43737410.0,14402063.0,112951570.0,35865205.0,-204506.0,16924985.0
15565391.0,98755045.0,15663427.0,128991764.0,104317205.0,108937845.0,80666918.0,15327548.0
129073743.0,-245264.0,7389507.0,16155158.0,16818456.0,126812795.0,121299238.0,-253635.0
128975441.0,-228876.0,106332485.0,-212458.0,-237288.0,-245122.0,19652905.0,120234304.0
94896726.0,15540726.0,15663430.0,15958567.0,38879515.0,-228735.0,131760427.0,-229054.0
130925148.0,117850614.0,114032968.0,118161959.0,81412386.0,34194056.0,113451307.0,7389507.0
20480605.0,-237065.0,-212663.0,37470760.0,16384291.0,132170378.0,47997229.0,43737410.0
132334195.0,15327736.0,110616906.0,98419241.0,35840291.0,-212339.0,15679800.0,106332485.0
35865205.0,16867837.0,38388046.0,15565357.0,16146723.0,-245093.0,-253635.0,30351687.0
108937845.0,-212479.0,18202959.0,103662126.0,80666918.0,130532018.0,114647359.0,114032968.0
126812795.0,30458370.0,120160593.0,115442224.0,121299238.0,130859707.0,19341632.0,110616906.0
34194056.0,121389575.0,114090324.0,19350068.0,-237272.0,130974398.0,102637889.0,38388046.0
132170378.0,132694538.0,55730520.0,90915394.0,41582889.0,116196035.0,-229054.0,18202959.0
21496467.0,125911563.0,104743258.0,124273218.0,19652905.0,41861829.0,7389507.0,120160593.0
-245093.0,14402063.0,125419866.0,131170890.0,131760427.0,105906886.0,126738752.0,114090324.0
130532018.0,15327760.0,97935711.0,16745039.0,47997229.0,16024263.0,106332485.0,55730520.0
-245063.0,132121108.0,131629410.0,15565391.0,16417071.0,104022725.0,43737410.0,97935711.0
130859707.0,-220649.0,-253595.0,129073743.0,127795506.0,-245049.0,30351687.0,75620704.0
130974398.0,-253408.0,132129125.0,128975441.0,16924985.0,128975566.0,114032968.0,-253595.0
116196035.0,118161959.0,121962863.0,118915667.0,15327548.0,115557074.0,-212663.0,132129125.0
41861829.0,95281707.0,-229005.0,94896726.0,-253635.0,22414036.0,110616906.0,52240745.0
105906886.0,65987116.0,15532408.0,81904221.0,114647359.0,117506777.0,18202959.0,81813865.0
16024263.0,22290991.0,19292539.0,132334195.0,120234304.0,131564251.0,115425615.0,121962863.0
104022725.0,19350068.0,116162940.0,35865205.0,102637889.0,39846622.0,120160593.0,-229005.0
128975566.0,-220613.0,15450493.0,108937845.0,-229054.0,15712991.0,114090324.0,15532408.0
-245038.0,37921340.0,54886782.0,34194056.0,15663427.0,15270626.0,55730520.0,20046201.0
115557074.0,132751932.0,107356543.0,132170378.0,7389507.0,44581610.0,104743258.0,19292539.0
22414036.0,65610303.0,110616957.0,-212339.0,106332485.0,107528938.0,125419866.0,116162940.0
117506777.0,126820930.0,-228984.0,21496467.0,-237243.0,41140973.0,42516831.0,18055549.0
131564251.0,90915394.0,16122250.0,118063764.0,30351687.0,16351996.0,75620704.0,54886782.0
39846622.0,124273218.0,125944206.0,-245093.0,114032968.0,98632452.0,131629410.0,107356543.0
15712991.0,53928514.0,110363023.0,38077094.0,-212663.0,32408327.0,-253595.0,15450493.0
15270626.0,15557187.0,16843153.0,130532018.0,110616906.0,110445322.0,132129125.0,39223682.0
107528938.0,18997829.0,109871505.0,-245063.0,18202959.0,32752403.0,52240745.0,17170822.0
41140973.0,131170890.0,44564882.0,130974398.0,115425615.0,42599188.0,81813865.0,44245384.0
16351996.0,15565391.0,49029526.0,41861829.0,120160593.0,4178710.0,121962863.0,16122250.0
131449598.0,128975441.0,17531289.0,105906886.0,114090324.0,91718426.0,46735727.0,-204401.0
98632452.0,14819925.0,126714266.0,16024263.0,55730520.0,20415261.0,-229005.0,15196559.0
32408327.0,94896726.0,102637977.0,104022725.0,42516831.0,44663582.0,15532408.0,16843153.0
124437255.0,15884885.0,16687515.0,-245049.0,97935711.0,-244946.0,22192505.0,44564882.0
110445322.0,130925148.0,78635418.0,128975566.0,75620704.0,106562357.0,19292539.0,49029526.0
42599188.0,20480605.0,88195488.0,-245038.0,131629410.0,44368702.0,116162940.0,17531289.0
4178710.0,45605469.0,104030633.0,115557074.0,132129125.0,48563023.0,15450493.0,16687515.0
123388694.0,94995048.0,15737258.0,22414036.0,52240745.0,-228519.0,110616957.0,40214942.0
91718426.0,32006764.0,113615276.0,131564251.0,46735727.0,127271772.0,107356543.0,15450527.0
20415261.0,132334195.0,-220755.0,-245027.0,-229005.0,105628511.0,-228984.0,88195488.0
44663582.0,35865205.0,129573292.0,15712991.0,15532408.0,120374111.0,125944206.0,97771935.0
40764198.0,-220552.0,32702897.0,15270626.0,22192505.0,122700641.0,-204401.0,104030633.0
132088616.0,126812795.0,-204366.0,107528938.0,20046201.0,24757090.0,15196559.0,15737258.0
-244946.0,-220549.0,131064246.0,41140973.0,19292539.0,129663847.0,16843153.0,113615276.0
106562357.0,124314240.0,53576120.0,15827695.0,18055549.0,45351784.0,44564882.0,-220755.0
107856696.0,34194056.0,129114553.0,16351996.0,54886782.0,16843625.0,-245355.0,129573292.0
44368702.0,18064029.0,19161530.0,131449598.0,107356543.0,16925545.0,49029526.0,24166831.0
48563023.0,16458398.0,120717756.0,39486210.0,110616957.0,-244884.0,17531289.0,32702897.0
-228519.0,19784362.0,-253507.0,98632452.0,39223682.0,12288880.0,126714266.0,131064246.0
127271772.0,118432437.0,131187134.0,32408327.0,17170822.0,102007664.0,102637977.0,53576120.0
105628511.0,-236874.0,122012107.0,124437255.0,-228984.0,15270772.0,16687515.0,129114553.0
23102304.0,104751805.0,112017870.0,110445322.0,44245384.0,107053944.0,78635418.0,19161530.0
120374111.0,130974398.0,17859025.0,32752403.0,16122250.0,57574267.0,15450527.0,120717756.0
122700641.0,21209791.0,-245293.0,42599188.0,110363023.0,131679105.0,97771935.0,-253507.0
24757090.0,41861829.0,99852760.0,4178710.0,-204401.0,118080390.0,104030633.0,131187134.0
129663847.0,105906886.0,32506329.0,20415261.0,16843153.0,50660231.0,129573292.0,26370495.0
45351784.0,16024263.0,17539546.0,44663582.0,109871505.0,39355272.0,32702897.0,42148291.0
16843625.0,104022725.0,113557979.0,40764198.0,15196559.0,23659399.0,131064246.0,18399692.0
16925545.0,128975566.0,18055645.0,-244946.0,49029526.0,116769675.0,53576120.0,112017870.0
39355244.0,-253233.0,98755045.0,106562357.0,17531289.0,7832462.0,19161530.0,17859025.0
99124077.0,23618254.0,121250278.0,107856696.0,102637977.0,14877589.0,120717756.0,-245293.0
-244884.0,19161807.0,16867818.0,100860729.0,78635418.0,29213599.0,-253507.0,110158293.0
12288880.0,-245038.0,56181231.0,44368702.0,109257118.0,101188521.0,131187134.0,17539546.0
107053944.0,115557074.0,-245264.0,132285259.0,88195488.0,120701871.0,26370495.0,-220709.0
57574267.0,117506777.0,21717488.0,-228519.0,113615276.0,32326582.0,42148291.0,113557979.0
18793344.0,131564251.0,123208178.0,127271772.0,-220755.0,22184889.0,18399692.0,18055645.0
131679105.0,39846622.0,40083954.0,105628511.0,129573292.0,-228416.0,112017870.0,113484255.0
24740738.0,65807071.0,-228876.0,23102304.0,32702897.0,130548677.0,-245293.0,110461410.0
118080390.0,131015391.0,15540726.0,120374111.0,131064246.0,39928773.0,110158293.0,-245278.0
39355272.0,15712991.0,117850614.0,122700641.0,53576120.0,127222726.0,99852760.0,121250278.0
23659399.0,15270626.0,-237065.0,24757090.0,129114553.0,105808840.0,17539546.0,15958504.0
116769675.0,117367522.0,15327736.0,129663847.0,120717756.0,127255498.0,-220709.0,-245264.0
14877589.0,18064103.0,16867837.0,16843625.0,-253507.0,32506828.0,113557979.0,21717488.0
15680405.0,107528938.0,-212479.0,16925545.0,53584318.0,14484429.0,18055645.0,123208178.0
29213599.0,41140973.0,-253436.0,99124077.0,26370495.0,128156622.0,113484255.0,40083954.0
101188521.0,16351996.0,132071942.0,-244884.0,42148291.0,42173402.0,110461410.0,-228876.0
120701871.0,98632452.0,121389575.0,12288880.0,122012107.0,130974682.0,-245278.0,15540726.0
22184889.0,15540996.0,17555977.0,15270772.0,112017870.0,76334045.0,16499170.0,16155127.0
-228416.0,103899913.0,125911563.0,107053944.0,17859025.0,104088544.0,98755045.0,117850614.0
130548677.0,4178710.0,14402063.0,57574267.0,110158293.0,-211996.0,15958504.0,-237065.0
39928773.0,20415261.0,15327760.0,18793344.0,99852760.0,21693416.0,104432105.0,15327736.0
127222726.0,44663582.0,132121108.0,131679105.0,32506329.0,-244759.0,43598319.0,17097212.0
105808840.0,116777759.0,128991764.0,24740738.0,17539546.0,-244753.0,-245264.0,16867837.0
127255498.0,132088616.0,16155158.0,118080390.0,116154841.0,121226226.0,21717488.0,-212479.0
14484429.0,-236755.0,87630358.0,50660231.0,18055645.0,15549431.0,123208178.0,19276291.0
128156622.0,-244946.0,-220649.0,39355272.0,119611869.0,-228360.0,40083954.0,-253436.0
42173402.0,22766383.0,-212458.0,23659399.0,113484255.0,-244744.0,-228876.0,121389575.0
130974682.0,89056058.0,-253408.0,116769675.0,110461410.0,-244739.0,15540726.0,17555977.0
76334045.0,61825851.0,118161959.0,7832462.0,-245278.0,103072769.0,16155127.0,-220660.0
104088544.0,44368702.0,65987116.0,14877589.0,16499170.0,120259589.0,117850614.0,14402063.0
21693416.0,-220344.0,15565357.0,15680405.0,98755045.0,120194058.0,-237065.0,15327760.0
-244759.0,10412873.0,22290991.0,29213599.0,121250278.0,77825035.0,15327736.0,132121108.0
121226226.0,48563023.0,19350068.0,101188521.0,15958504.0,-244725.0,17097212.0,-253420.0
15549431.0,103932758.0,-220613.0,-244819.0,16867818.0,113001493.0,16867837.0,-212458.0
-228360.0,130786136.0,37921340.0,32326582.0,-245264.0,103007256.0,-212479.0,-220649.0
-244744.0,127271772.0,132751932.0,22184889.0,21717488.0,41600028.0,30458370.0,21357077.0
103072769.0,42247005.0,65610303.0,-228416.0,123208178.0,-244707.0,19276291.0,32604697.0
120259589.0,132686686.0,90915394.0,130548677.0,-228876.0,15926318.0,-253436.0,-253413.0
77825035.0,105628511.0,124273218.0,39928773.0,15540726.0,17695791.0,113656321.0,44245534.0
113001493.0,23102304.0,53928514.0,127222726.0,16155127.0,123765808.0,132071942.0,16892447.0
103007256.0,122700641.0,15557187.0,127255498.0,117850614.0,-211920.0,121389575.0,-253408.0
41600028.0,120374111.0,18997829.0,32506828.0,-237065.0,106939449.0,17555977.0,-237023.0
-244707.0,19587944.0,131170890.0,128156622.0,-245254.0,16483387.0,132694538.0,123626017.0
15926318.0,16843625.0,129073743.0,42173402.0,15327736.0,105432129.0,125911563.0,118161959.0
17695791.0,16925545.0,128975441.0,130974682.0,17097212.0,17466436.0,-220660.0,37470760.0
123765808.0,-244884.0,122364497.0,-212004.0,-212479.0,120751175.0,14402063.0,23503404.0
6210608.0,99124077.0,14819925.0,76334045.0,19276291.0,17466440.0,15327760.0,15565357.0
47301680.0,12288880.0,94896726.0,104088544.0,121389575.0,80004171.0,21357077.0,103662126.0
-211920.0,107053944.0,133145173.0,21693416.0,23609866.0,-244647.0,87630358.0,22290991.0
19186739.0,57574267.0,15884885.0,-244759.0,125911563.0,35652698.0,-220649.0,106291762.0
106939449.0,20915067.0,98869849.0,-244753.0,-220660.0,-244646.0,-212458.0,-204235.0
16483387.0,107701119.0,130925148.0,121226226.0,132694538.0,131515483.0,32604697.0,-220613.0
105432129.0,131679105.0,20480605.0,15549431.0,14402063.0,-244642.0,-253413.0,37921340.0
17466436.0,118080390.0,45605469.0,-228360.0,128991764.0,-211874.0,-253408.0,132751932.0
120751175.0,23659399.0,102556259.0,-244744.0,21357077.0,133203059.0,118161959.0,65610303.0
17466440.0,39355272.0,17457768.0,-244739.0,16155158.0,116393080.0,37470760.0,90915394.0
35652698.0,39691145.0,32006764.0,103072769.0,87630358.0,116769914.0,98419241.0,53928514.0
-244646.0,116769675.0,35865205.0,120259589.0,-212458.0,-211845.0,95281707.0,31130180.0
131515483.0,21209997.0,108937845.0,120194058.0,-253413.0,17974398.0,23503404.0,15557187.0
-211874.0,14877589.0,-220552.0,77825035.0,-253408.0,94930050.0,65987116.0,18997829.0
133203059.0,114959253.0,-220549.0,-244725.0,-237023.0,42796162.0,22290991.0,131170890.0
116393080.0,-236639.0,113533565.0,113001493.0,118161959.0,102810754.0,106291762.0,18047565.0
116769914.0,6480805.0,73212544.0,16745494.0,37470760.0,127878277.0,-204235.0,16745039.0
-211845.0,101188521.0,34194056.0,103007256.0,98419241.0,12207240.0,-220613.0,15565391.0
94930050.0,120701871.0,132170378.0,41600028.0,23503404.0,-228214.0,37921340.0,129073743.0
42796162.0,-236625.0,15884942.0,-244707.0,15565357.0,38044814.0,132751932.0,128975441.0
102810754.0,112337846.0,118063764.0,15926318.0,103662126.0,15189142.0,65610303.0,118915667.0
12207240.0,22184889.0,-220522.0,17695791.0,22290991.0,93815971.0,126820930.0,122364497.0
-228214.0,-236611.0,104407706.0,123765808.0,106291762.0,126665899.0,90915394.0,15884885.0
38044814.0,103211972.0,-245093.0,-211920.0,-204235.0,108430517.0,53928514.0,94896726.0
15189142.0,130548677.0,18064029.0,19186739.0,-220613.0,88343737.0,15557187.0,54157911.0
103171236.0,127222726.0,16458398.0,106939449.0,37921340.0,127960254.0,18997829.0,98869849.0
108430517.0,18113476.0,-236892.0,16483387.0,132751932.0,19776702.0,131170890.0,37216857.0
88343737.0,105808840.0,19784362.0,105432129.0,65610303.0,40895686.0,16745039.0,130925148.0
