20220328_BOG_NB_tuberculos_W13,20220328_BOG_NB_verduras_W13,20220328_BOG_NB_frutas_W13,20220328_BOG_NB_huevos_W13,20220328_BOG_NB_aceitesygrasas_W13,20220328_BOG_NB_vasos_W13,20220328_BOG_NB_contenedores_W13,20220328_BOG_NB_papelytoallas_W13
63785890.0,13068731.0,125568721.0,15534831.0,16713220.0,16173956.0,-252369.0,-244165.0
43731892.0,15911358.0,121161425.0,58002160.0,-244217.0,-242811.0,19342895.0,15918647.0
18566069.0,32491967.0,22021843.0,117869301.0,-203254.0,18369415.0,15509041.0,122381881.0
-242762.0,-226878.0,118621907.0,131681015.0,127895058.0,-242803.0,122340915.0,-235969.0
30641087.0,121342403.0,118417108.0,-226556.0,117810707.0,-210032.0,118572596.0,19662401.0
108432324.0,100772302.0,47212247.0,41732868.0,115344916.0,132156311.0,30631473.0,-227774.0
131451844.0,15911376.0,-252199.0,117394183.0,-227817.0,-210018.0,15279670.0,23782979.0
126979025.0,118917585.0,15795931.0,15747847.0,-227816.0,84151200.0,17450550.0,128648772.0
106351574.0,36391382.0,123791067.0,30640918.0,-203239.0,63785890.0,15550006.0,-252347.0
113478615.0,76868056.0,17909471.0,21138203.0,-227811.0,-210003.0,-235981.0,16860742.0
105630681.0,41298393.0,37930724.0,117803806.0,38381086.0,103123890.0,-244166.0,-227769.0
-209943.0,119769566.0,131606249.0,37341982.0,-252382.0,43731892.0,17327669.0,132073031.0
114215913.0,111880674.0,15541997.0,41470756.0,16606759.0,18566069.0,15918647.0,-244153.0
27544555.0,-243223.0,126838509.0,40061737.0,106964520.0,-242762.0,122381881.0,20399689.0
-209939.0,-243220.0,15394542.0,106859313.0,39683629.0,30641087.0,-235969.0,117990983.0
-209930.0,85576178.0,121784048.0,-242895.0,18777645.0,-209982.0,-227774.0,61556300.0
115608567.0,-226824.0,33957617.0,122473265.0,-252370.0,108432324.0,23782979.0,105907789.0
-209928.0,71920124.0,120227573.0,15747893.0,15509041.0,131451844.0,103974468.0,111445582.0
124865528.0,16017924.0,118449914.0,-242889.0,-235981.0,106351574.0,-252347.0,88729165.0
52775932.0,-251386.0,12273403.0,82266936.0,118572596.0,113478615.0,16860742.0,-235954.0
126045183.0,15272456.0,43591420.0,17845063.0,17327669.0,105630681.0,132073031.0,-211373.0
85806084.0,-251381.0,17172221.0,-210104.0,15279670.0,114215913.0,-244153.0,128607827.0
16763919.0,14502412.0,71263996.0,31837002.0,15476279.0,27544555.0,20399689.0,16270933.0
125078551.0,37915150.0,18695935.0,15059787.0,17450550.0,-209939.0,117990983.0,6284886.0
126782488.0,125422099.0,74917635.0,21515091.0,122381881.0,-209930.0,61556300.0,114181720.0
87411736.0,15993365.0,130811653.0,18516821.0,-244166.0,-209928.0,105907789.0,19687002.0
113495065.0,23783957.0,51111687.0,40094552.0,-244165.0,124865528.0,111445582.0,37226078.0
97487901.0,16509470.0,-243960.0,89672538.0,19662401.0,52775932.0,88729165.0,119645794.0
125062177.0,42379812.0,79005451.0,-226463.0,128648772.0,126045183.0,-235954.0,114034276.0
24185900.0,103500325.0,122316560.0,48466787.0,16860742.0,85806084.0,-211373.0,84461156.0
114019376.0,126593582.0,-235759.0,105450343.0,-227769.0,16763919.0,128607827.0,39863909.0
36703287.0,16116273.0,132146961.0,-210070.0,132073031.0,125078551.0,114181720.0,-211351.0
105516097.0,14404153.0,114616092.0,66030443.0,-244153.0,126782488.0,19687002.0,16123501.0
20925510.0,-251334.0,30000931.0,116312941.0,117990983.0,87411736.0,117352028.0,104826478.0
40520778.0,118909497.0,129525543.0,27364211.0,61556300.0,113495065.0,37226078.0,-252305.0
117525578.0,101952066.0,15992619.0,15534968.0,105907789.0,97487901.0,121792097.0,21022317.0
-226226.0,16738888.0,106317611.0,21941112.0,111445582.0,125062177.0,119645794.0,120079982.0
105876562.0,56183372.0,16156469.0,-242817.0,88729165.0,-209880.0,114034276.0,114239090.0
-242605.0,32508495.0,98289468.0,121179010.0,-235954.0,24185900.0,84461156.0,15713903.0
12962910.0,38988367.0,59795261.0,16173956.0,-211373.0,114019376.0,-211351.0,-211342.0
112888927.0,120130133.0,18646846.0,-242811.0,124888661.0,36703287.0,16123501.0,109602415.0
32885858.0,16124503.0,19056446.0,-242803.0,16270933.0,105516097.0,104826478.0,130885238.0
132664425.0,-218534.0,43591488.0,-210032.0,6284886.0,20925510.0,120079982.0,64169591.0
15764588.0,24103514.0,84494144.0,132156311.0,114181720.0,40520778.0,109602415.0,16180854.0
18992241.0,132074074.0,45164354.0,-210018.0,19687002.0,117525578.0,17122930.0,15197818.0
88755322.0,18704993.0,127895363.0,84151200.0,117352028.0,-226226.0,18466422.0,16352891.0
127929470.0,131689057.0,127838018.0,63785890.0,37226078.0,105876562.0,64169591.0,18622075.0
131468423.0,40757861.0,-243903.0,-210003.0,121792097.0,-242605.0,16180854.0,40535682.0
121359502.0,114289256.0,15681345.0,103123890.0,119645794.0,12962910.0,-211334.0,-252278.0
31755407.0,-251286.0,104384323.0,43731892.0,114034276.0,112888927.0,16352891.0,115394187.0
19270805.0,-226708.0,104458047.0,18566069.0,84461156.0,32885858.0,18622075.0,97912465.0
-226153.0,100649582.0,128042831.0,-242762.0,39863909.0,15764588.0,117384828.0,-252266.0
-209769.0,-226705.0,-227499.0,30641087.0,-211354.0,-242578.0,15197818.0,95782551.0
22891678.0,107842172.0,19507031.0,-209982.0,-211351.0,-242575.0,130279042.0,32409241.0
15535264.0,114182785.0,17532763.0,108432324.0,16123501.0,18992241.0,123094659.0,-252260.0
16354469.0,-234875.0,103507811.0,131451844.0,104826478.0,88755322.0,-252278.0,131524252.0
16616616.0,15510155.0,16246628.0,126979025.0,-252305.0,31755407.0,-252277.0,19777182.0
40651956.0,101501585.0,33974119.0,113478615.0,21022317.0,19270805.0,115394187.0,-252257.0
15649974.0,114625171.0,-227478.0,105630681.0,120079982.0,-226153.0,97912465.0,15681184.0
108842169.0,-226669.0,-252052.0,-209943.0,114239090.0,-209769.0,24241812.0,119654052.0
128634043.0,131041945.0,108398446.0,114215913.0,15713903.0,22891678.0,-252266.0,17409703.0
-209731.0,16353947.0,129525614.0,27544555.0,17122930.0,15535264.0,32409241.0,40429228.0
72797380.0,-243036.0,68626288.0,-209939.0,-211342.0,132713636.0,16000666.0,114247342.0
23071941.0,-234838.0,-219276.0,-209930.0,109602415.0,16354469.0,-252260.0,111675057.0
40062150.0,119687853.0,125994869.0,-209928.0,64169591.0,16616616.0,131524252.0,-244047.0
133156039.0,132213422.0,-227466.0,124865528.0,-211334.0,15649974.0,-252257.0,32884403.0
-226098.0,17861309.0,117622649.0,52775932.0,16352891.0,111234232.0,119654052.0,41477811.0
121212116.0,32705216.0,-227460.0,8981501.0,18622075.0,42388664.0,125413033.0,16647861.0
103468245.0,16706248.0,42395518.0,126045183.0,117384828.0,108842169.0,40429228.0,79136440.0
126667990.0,-218421.0,13379456.0,23071747.0,15197818.0,128634043.0,114247342.0,129042105.0
15535328.0,44575435.0,17180544.0,85806084.0,41477757.0,-209731.0,111675057.0,38225592.0
16485612.0,88468171.0,52561801.0,16763919.0,115394187.0,72797380.0,-244047.0,15566523.0
40062212.0,41847502.0,115410828.0,125078551.0,110036624.0,23071941.0,41477811.0,-211271.0
16272647.0,52243150.0,103614349.0,126782488.0,97912465.0,-226098.0,79136440.0,-227651.0
117443848.0,11864794.0,114042770.0,87411736.0,24241812.0,43338959.0,129042105.0,119637694.0
19778829.0,39955166.0,110462867.0,39930905.0,16000666.0,121212116.0,24159928.0,24094399.0
15977741.0,47303390.0,111822739.0,113495065.0,-252260.0,103468245.0,15566523.0,-227646.0
103533839.0,88681185.0,16025493.0,97487901.0,131524252.0,126667990.0,38225592.0,7898819.0
15420687.0,16583394.0,15656854.0,125062177.0,19777182.0,15535328.0,-227651.0,-211262.0
15420693.0,129878758.0,103483287.0,-209880.0,15681184.0,132320486.0,119637694.0,120899267.0
121949467.0,18991848.0,15959962.0,24185900.0,119654052.0,16485612.0,-211271.0,37922502.0
16239900.0,129125099.0,117589916.0,114019376.0,17409703.0,40062212.0,-227646.0,15713990.0
-209636.0,23489261.0,120309669.0,36703287.0,125413033.0,16272647.0,7898819.0,131188423.0
16665886.0,129583854.0,35841963.0,105516097.0,40429228.0,19778829.0,15771330.0,99231434.0
112348452.0,15534831.0,113485740.0,20925510.0,37365422.0,15977741.0,-211262.0,17114830.0
129682723.0,58002160.0,117598123.0,40520778.0,114247342.0,103533839.0,37922502.0,119883470.0
16108839.0,117402352.0,-219212.0,117525578.0,15394478.0,15420687.0,120899267.0,-203057.0
127831342.0,117869301.0,48744373.0,-226226.0,111675057.0,15420693.0,15713990.0,125568721.0
43830576.0,131681015.0,130410426.0,105876562.0,-244047.0,16239900.0,131188423.0,21145298.0
35441969.0,116763391.0,132687804.0,-242605.0,32884403.0,-209636.0,99231434.0,22021843.0
-225998.0,19049219.0,16492478.0,12962910.0,41477811.0,16665886.0,119883470.0,118621907.0
44682545.0,41732868.0,16033728.0,112888927.0,16647861.0,112348452.0,-203057.0,121161425.0
131517744.0,117394183.0,128468932.0,32885858.0,255669.0,129682723.0,125568721.0,118417108.0
21794102.0,15747847.0,15927237.0,132664425.0,-211271.0,127831342.0,21145298.0,47212247.0
15895864.0,126274321.0,48465861.0,15764588.0,-227651.0,43830576.0,22021843.0,-244008.0
-225990.0,30640918.0,129509317.0,-242578.0,119637694.0,-225998.0,118621907.0,32605918.0
124865850.0,117803806.0,19580870.0,18992241.0,24094399.0,44682545.0,118417108.0,17909471.0
19647805.0,37341982.0,42076105.0,15289462.0,-227646.0,131517744.0,47212247.0,130549474.0
105467199.0,-251104.0,123733961.0,88755322.0,7898819.0,21794102.0,32605918.0,106481380.0
-209589.0,-251103.0,15058893.0,131468423.0,-211262.0,15895864.0,17909471.0,37930724.0
131812686.0,15633186.0,-235568.0,19270805.0,15713990.0,-225990.0,130549474.0,117409512.0
39095636.0,41470756.0,113543124.0,-226153.0,131188423.0,124865850.0,106481380.0,126838509.0
-242347.0,16624425.0,18696156.0,-209769.0,99231434.0,19647805.0,37930724.0,15394542.0
131632478.0,106859313.0,18991069.0,15535264.0,119883470.0,105467199.0,117409512.0,-243985.0
97783136.0,15747893.0,12675040.0,132713636.0,-203057.0,-209589.0,131606249.0,33957617.0
115395935.0,-242889.0,114223075.0,16354469.0,121161425.0,131812686.0,15541997.0,-252174.0
89574757.0,106105657.0,128059367.0,16616616.0,21145298.0,39095636.0,-243985.0,-252173.0
44371305.0,105130809.0,111364074.0,40651956.0,22021843.0,-242347.0,121784048.0,-243981.0
-209559.0,40897347.0,-251925.0,15649974.0,118621907.0,-242343.0,-252174.0,120227573.0
16403821.0,20392771.0,113518572.0,111234232.0,118417108.0,21237087.0,-252173.0,87262966.0
-209549.0,-251066.0,21137396.0,42388664.0,47212247.0,97783136.0,-243981.0,118449914.0
126782839.0,17845063.0,127272949.0,128634043.0,-244008.0,115395935.0,120227573.0,12273403.0
16354685.0,31837002.0,17172470.0,-209731.0,15795931.0,89574757.0,87262966.0,43591420.0
46173565.0,15059787.0,113403892.0,-209730.0,32605918.0,44371305.0,6637300.0,17172221.0
16567676.0,42986317.0,104089592.0,72797380.0,17909471.0,-209559.0,118449914.0,71263996.0
119688575.0,37022542.0,-210942.0,23071941.0,130549474.0,16403821.0,71263996.0,18695935.0
103140738.0,21515091.0,-243702.0,40062150.0,106481380.0,-209549.0,17172221.0,74917635.0
44240267.0,18516821.0,37971982.0,133156039.0,37930724.0,126782839.0,18695935.0,130811653.0
96996748.0,40094552.0,57190421.0,-226098.0,117409512.0,-242310.0,74917635.0,51111687.0
15650190.0,114666336.0,116803605.0,43338959.0,131606249.0,16731516.0,130811653.0,-235759.0
77073808.0,48466787.0,18376730.0,121212116.0,126838509.0,46173565.0,79005451.0,132146961.0
101600656.0,16493411.0,128002075.0,103468245.0,15394542.0,16567676.0,-235759.0,15394581.0
15355280.0,105450343.0,117426204.0,126667990.0,121226991.0,119688575.0,132146961.0,-243941.0
15437203.0,133163882.0,117426218.0,15535328.0,121784048.0,44240267.0,15394581.0,114616092.0
-225894.0,66030443.0,122021932.0,132320486.0,33957617.0,96996748.0,-243941.0,100828957.0
-242277.0,116312941.0,121751597.0,16485612.0,-252174.0,77073808.0,114616092.0,100714274.0
111349148.0,-201872.0,120678450.0,40062212.0,-252173.0,101600656.0,100828957.0,30000931.0
17632670.0,38062962.0,-243660.0,117443848.0,-243985.0,15437203.0,100714274.0,129525543.0
1281440.0,27364211.0,124274741.0,19778829.0,120227573.0,107302292.0,129525543.0,15992619.0
36687272.0,15534968.0,129042486.0,103533839.0,-243981.0,-225894.0,15992619.0,-252117.0
108400044.0,-242817.0,-251850.0,15420687.0,6637300.0,-242277.0,-252117.0,106317611.0
118885805.0,17607557.0,23513144.0,15420693.0,118449914.0,17632670.0,106317611.0,96053044.0
-209490.0,18369415.0,-243644.0,121949467.0,12273403.0,1281440.0,96053044.0,20227894.0
30870962.0,56961930.0,115304516.0,16665886.0,43591420.0,36687272.0,50456375.0,50456375.0
-225870.0,-242803.0,131672138.0,112348452.0,17172221.0,108400044.0,42059578.0,42059578.0
16731573.0,-210032.0,104343631.0,129682723.0,71263996.0,118885805.0,44492602.0,44492602.0
132648383.0,100838295.0,-243633.0,16108839.0,18695935.0,-209490.0,98289468.0,98289468.0
91327936.0,45640604.0,114632785.0,127831342.0,74917635.0,16731573.0,59795261.0,59795261.0
48188868.0,43019164.0,-210858.0,43830576.0,130811653.0,-225864.0,18646846.0,18646846.0
-209462.0,-210018.0,-251815.0,35441969.0,-243960.0,132648383.0,104458047.0,19056446.0
-225834.0,63785890.0,63309916.0,-225998.0,79005451.0,91327936.0,43591488.0,43591488.0
125504986.0,256936.0,-219044.0,44682545.0,122316560.0,-209462.0,84494144.0,84494144.0
131599835.0,-234582.0,12609628.0,131517744.0,-235759.0,56217035.0,117868354.0,23824194.0
115559900.0,131083181.0,126814305.0,21794102.0,114616092.0,-225834.0,23824194.0,45164354.0
-242211.0,64580529.0,23709794.0,-225990.0,100828957.0,125504986.0,127895363.0,-252093.0
120802783.0,43731892.0,72181860.0,124865850.0,100714274.0,131599835.0,45164354.0,127838018.0
-242209.0,34188214.0,114985062.0,19647805.0,30000931.0,115559900.0,127838018.0,-243903.0
131599841.0,-242762.0,-251801.0,105467199.0,129525543.0,-242211.0,-243903.0,15681345.0
109432293.0,133180344.0,43223145.0,-209589.0,15992619.0,115461598.0,15681345.0,104458047.0
45452785.0,125905849.0,117893228.0,131812686.0,-252117.0,120802783.0,104384323.0,16066380.0
-242190.0,30641087.0,131442802.0,39095636.0,106317611.0,-242209.0,16066380.0,128526156.0
15388154.0,108432324.0,120113266.0,-242347.0,-252111.0,131599841.0,128526156.0,128042831.0
127307259.0,38644684.0,85248122.0,-242343.0,96053044.0,109432293.0,105523022.0,-202929.0
-242177.0,113478615.0,-251781.0,131632478.0,16156469.0,-242190.0,128042831.0,-243884.0
68980226.0,23653335.0,124266619.0,17534304.0,20227894.0,15388154.0,-202929.0,-227499.0
15715845.0,105630681.0,17451131.0,97783136.0,50456375.0,127307259.0,38094676.0,19507031.0
15388174.0,110062565.0,37488767.0,115395935.0,42059578.0,-242177.0,-227499.0,17532763.0
127356431.0,27544555.0,65423487.0,89574757.0,44492602.0,15715845.0,-243884.0,-219293.0
30346770.0,-209939.0,-202622.0,44371305.0,98289468.0,15388174.0,19507031.0,103507811.0
123768341.0,-234511.0,36808838.0,16403821.0,59795261.0,127356431.0,17532763.0,-235676.0
123178534.0,42494963.0,19581062.0,-209549.0,18646846.0,30346770.0,114272093.0,16246628.0
116461096.0,-209928.0,30525577.0,126782839.0,19056446.0,89230868.0,-219293.0,-227478.0
91360815.0,124865528.0,121792651.0,-242310.0,43591488.0,120131094.0,103507811.0,64595818.0
96800306.0,15608826.0,-251761.0,16731516.0,84494144.0,123178534.0,-235676.0,-252052.0
15470134.0,52775932.0,130803855.0,16354685.0,117868354.0,116461096.0,16246628.0,108398446.0
16846393.0,85806084.0,128419985.0,16567676.0,23824194.0,96800306.0,64595818.0,129525614.0
43126340.0,97086469.0,16017560.0,119688575.0,-252093.0,-242125.0,-252052.0,114747247.0
16141893.0,15608840.0,115452059.0,103140738.0,127838018.0,-242124.0,108398446.0,98232178.0
115625542.0,-201710.0,126601372.0,44240267.0,-243903.0,15470134.0,129525614.0,-219276.0
15584839.0,128625688.0,129976485.0,15650190.0,15681345.0,16846393.0,68626288.0,125994869.0
132681293.0,87411736.0,17402023.0,77073808.0,104458047.0,48107068.0,114747247.0,-227466.0
-242097.0,39930905.0,-210772.0,101600656.0,128526156.0,43126340.0,98232178.0,117622649.0
42520148.0,113495065.0,44665006.0,15355280.0,-202929.0,16141893.0,-219276.0,109736138.0
132140642.0,97487901.0,117377202.0,15437203.0,-243884.0,115625542.0,125994869.0,22194043.0
16453233.0,125062177.0,-227149.0,107302292.0,19507031.0,15584839.0,-227466.0,-227460.0
38555257.0,101968932.0,15272120.0,-225894.0,17532763.0,132681293.0,117622649.0,125437820.0
-242053.0,24185900.0,44558521.0,-242277.0,114272093.0,-242097.0,22194043.0,42395518.0
-209284.0,114306093.0,43813050.0,111349148.0,-219293.0,42520148.0,-227460.0,13379456.0
16371328.0,40512567.0,-243519.0,17632670.0,103507811.0,132140642.0,125437820.0,106235779.0
21237377.0,-201673.0,35834055.0,1281440.0,-235676.0,81907308.0,42395518.0,-252028.0
133271169.0,105516097.0,15706312.0,36687272.0,33974119.0,16453233.0,17180544.0,36169603.0
116854403.0,20925510.0,105916616.0,108400044.0,64595818.0,-242060.0,106235779.0,16025481.0
114200212.0,40520778.0,105629899.0,118885805.0,-252052.0,38555257.0,-252028.0,103614349.0
121802389.0,117525578.0,-218932.0,30870962.0,129525614.0,-225670.0,36169603.0,-252019.0
15584917.0,19262540.0,116713678.0,-225870.0,114747247.0,-242053.0,16025481.0,15992720.0
27545240.0,-226226.0,125044943.0,-225864.0,-211088.0,111857276.0,115410828.0,110462867.0
113430171.0,103607377.0,132352213.0,132648383.0,98232178.0,-209284.0,103614349.0,111822739.0
-225635.0,105876562.0,94906584.0,-209462.0,-219276.0,16371328.0,-252019.0,16025493.0
15535781.0,20048989.0,47671512.0,56217035.0,125994869.0,21237377.0,110462867.0,15656854.0
113561253.0,12962910.0,109881562.0,-225834.0,-227466.0,133271169.0,41166739.0,15959962.0
15191718.0,32885858.0,117860569.0,125504986.0,19277689.0,116854403.0,16025493.0,117589916.0
16125612.0,132664425.0,118900958.0,131599835.0,117622649.0,15584917.0,111822739.0,35841963.0
103157428.0,-250773.0,21948639.0,115559900.0,22194043.0,27545240.0,103483287.0,113485740.0
21221056.0,15764588.0,-251679.0,-242211.0,-227460.0,113430171.0,15959962.0,117598123.0
107302596.0,-218003.0,-202523.0,120802783.0,125437820.0,-225635.0,117589916.0,-243794.0
61656773.0,102313073.0,16238822.0,-242209.0,42395518.0,16125612.0,120309669.0,117688238.0
118378183.0,18992241.0,-202520.0,131599841.0,17180544.0,103157428.0,35841963.0,66013105.0
107024073.0,88755322.0,15165672.0,109432293.0,36169603.0,21221056.0,113485740.0,-219212.0
-225588.0,15232124.0,16820465.0,45452785.0,-252028.0,107302596.0,117598123.0,48744373.0
23629519.0,104410239.0,101525746.0,-242190.0,16025481.0,61656773.0,-243794.0,-243786.0
36556497.0,28667007.0,132131060.0,127307259.0,129017737.0,107024073.0,66013105.0,-219207.0
126815954.0,112405635.0,8603893.0,-242177.0,115410828.0,119754444.0,-219212.0,16426938.0
43339475.0,62893188.0,-251655.0,15715845.0,103614349.0,43339475.0,-251979.0,130410426.0
37359316.0,47492234.0,40765694.0,15388174.0,-252019.0,37359316.0,48744373.0,-243779.0
20467414.0,31755407.0,114665726.0,127356431.0,17491854.0,-209193.0,-219207.0,16492478.0
12619486.0,19270805.0,120285438.0,30346770.0,15992720.0,-225576.0,130410426.0,16033728.0
15994593.0,-226153.0,128059650.0,15863316.0,111822739.0,12619486.0,132687804.0,128468932.0
129945315.0,-209769.0,90679556.0,89230868.0,16025493.0,15994593.0,-243779.0,15927237.0
-241941.0,22891678.0,126372100.0,120131094.0,103483287.0,129945315.0,16492478.0,48465861.0
130223859.0,15535264.0,77900038.0,123768341.0,52676504.0,-241945.0,128468932.0,19580870.0
13012731.0,15707298.0,38537480.0,123178534.0,15959962.0,42700521.0,15927237.0,-243769.0
132599551.0,132713636.0,16623881.0,116461096.0,117589916.0,-241941.0,48465861.0,42076105.0
107400970.0,16354469.0,13404426.0,38522408.0,35841963.0,16682733.0,129509317.0,91375561.0
113086219.0,118910118.0,-251636.0,96800306.0,113485740.0,113692400.0,91375561.0,15058893.0
113594126.0,116419754.0,47687957.0,-242124.0,117598123.0,130223859.0,15058893.0,-235568.0
130780951.0,-250699.0,12208406.0,16846393.0,117688238.0,13012731.0,113543124.0,113543124.0
127209240.0,131017910.0,85346583.0,48107068.0,66013105.0,132599551.0,39831516.0,39831516.0
15978265.0,15649974.0,61294873.0,43126340.0,-219212.0,107400970.0,18696156.0,18696156.0
-209121.0,16854201.0,-243421.0,115625542.0,-219207.0,113086219.0,18991069.0,18991069.0
107712289.0,113618105.0,103180580.0,15584839.0,16426938.0,130780951.0,12675040.0,12675040.0
16846632.0,128634043.0,127330596.0,132681293.0,130410426.0,127209240.0,128059367.0,111364074.0
129044265.0,131099833.0,127813926.0,-242097.0,132687804.0,15978265.0,-251925.0,-251925.0
17911597.0,-209731.0,49768746.0,42520148.0,-243779.0,-209121.0,38520814.0,38520814.0
-241861.0,-250689.0,41494830.0,132140642.0,16492478.0,107712289.0,21137396.0,113403892.0
-241857.0,28732611.0,17410354.0,16076395.0,16033728.0,16846632.0,127272949.0,17172470.0
126340939.0,72797380.0,30353716.0,16453233.0,15927237.0,129044265.0,17172470.0,104089592.0
132648782.0,23071941.0,18794804.0,38555257.0,48465861.0,17911597.0,113403892.0,-219138.0
123375439.0,132279495.0,54520118.0,111857276.0,42076105.0,-241861.0,104089592.0,-235520.0
91098967.0,-217912.0,-251592.0,-209284.0,123733961.0,-241857.0,-219138.0,-210943.0
131796823.0,37465290.0,40757561.0,16371328.0,91375561.0,101207874.0,-235520.0,-210942.0
39112540.0,131116234.0,45639994.0,21237377.0,18065356.0,132648782.0,-210942.0,-251900.0
120672096.0,121212116.0,-218821.0,133271169.0,15058893.0,123375439.0,105531397.0,105531397.0
112004968.0,42708180.0,121792829.0,116854403.0,-235568.0,91098967.0,-251897.0,-227320.0
16650090.0,103468245.0,128624961.0,121802389.0,39831516.0,131796823.0,-227320.0,37971982.0
15716206.0,126667990.0,123095362.0,15584917.0,18696156.0,39112540.0,37971982.0,15181840.0
129634163.0,47574229.0,15567172.0,27545240.0,12675040.0,120672096.0,15181840.0,15550480.0
130797431.0,129051868.0,85084485.0,-225635.0,111364074.0,112004968.0,15550480.0,-243694.0
111284088.0,15535328.0,131647814.0,113561253.0,-251925.0,16650090.0,57190421.0,57190421.0
-241800.0,-217881.0,39504202.0,15191718.0,113518572.0,15716206.0,18376730.0,-243685.0
96522108.0,16485612.0,-251573.0,16125612.0,38520814.0,129634163.0,-243685.0,117426204.0
123670397.0,104017138.0,15681866.0,103157428.0,16467953.0,130797431.0,16394268.0,-251863.0
17600390.0,102608116.0,-210609.0,21221056.0,113403892.0,111284088.0,117426204.0,122021932.0
67637129.0,40062212.0,38865232.0,107302596.0,17172470.0,-241800.0,-251863.0,121751597.0
16125836.0,-250616.0,110627154.0,118378183.0,104089592.0,96522108.0,110028841.0,19589165.0
20598670.0,19778829.0,15395154.0,107024073.0,-219138.0,123670397.0,121751597.0,-251857.0
-241777.0,103533839.0,65243476.0,119754444.0,-210943.0,132222851.0,-243662.0,-243662.0
57462678.0,15420687.0,15329618.0,23629519.0,-210942.0,17600390.0,120678450.0,120678450.0
38408087.0,114715923.0,35662170.0,36556497.0,-251897.0,67637129.0,-243660.0,-243660.0
107745181.0,15420693.0,-251553.0,126815954.0,-227320.0,16125836.0,124274741.0,-251850.0
-241746.0,98856215.0,132098400.0,43339475.0,-243702.0,20598670.0,-251850.0,23513144.0
-241737.0,15772954.0,15190367.0,37359316.0,15181840.0,16027538.0,23513144.0,20473916.0
-241736.0,71773467.0,114649442.0,20467414.0,15550480.0,79679380.0,20473916.0,-243644.0
44584889.0,16665886.0,121899363.0,-209193.0,-243694.0,-225387.0,-243644.0,115304516.0
83087289.0,129682723.0,106940772.0,-225576.0,57190421.0,57462678.0,115304516.0,131672138.0
108842938.0,112348452.0,15436133.0,12619486.0,18376730.0,107745181.0,104343631.0,104343631.0
-225348.0,16108839.0,116714802.0,15994593.0,128002075.0,-225376.0,-243633.0,-243633.0
-208962.0,52817191.0,84060520.0,129945315.0,-243685.0,-241746.0,114632785.0,126683220.0
103059406.0,15396136.0,118884715.0,42700521.0,117426204.0,-241737.0,126683220.0,-210856.0
119721945.0,127831342.0,121792875.0,-241941.0,-251863.0,83087289.0,-210856.0,63309916.0
89968611.0,126594351.0,127330669.0,16682733.0,117426218.0,108842938.0,63309916.0,-219044.0
6328292.0,53013809.0,15477107.0,113692400.0,110028841.0,-225348.0,-219044.0,12609628.0
121458659.0,32615730.0,31140212.0,130223859.0,122021932.0,-208962.0,12609628.0,126814305.0
131010539.0,21794102.0,16181622.0,13012731.0,-243662.0,103059406.0,-227231.0,72181860.0
34443245.0,20475190.0,105531770.0,132599551.0,120678450.0,16158680.0,126814305.0,114985062.0
41357300.0,-201411.0,103156091.0,39358216.0,124274741.0,119721945.0,72181860.0,-251801.0
-225292.0,105467199.0,110455164.0,107400970.0,-251850.0,89968611.0,114985062.0,-251800.0
110137337.0,-209589.0,16361857.0,113086219.0,23513144.0,6328292.0,-251801.0,43223145.0
87216128.0,131812686.0,121801090.0,113594126.0,20473916.0,131010539.0,-251800.0,117893228.0
107515912.0,39095636.0,113682818.0,-241903.0,-243644.0,34443245.0,43223145.0,17598575.0
16273434.0,-242347.0,-218750.0,130780951.0,115304516.0,-225292.0,117893228.0,-235408.0
36294692.0,15920470.0,15485315.0,127209240.0,131672138.0,110137337.0,17598575.0,131442802.0
-225243.0,97783136.0,86272390.0,15978265.0,104343631.0,87216128.0,131442802.0,85248122.0
15732782.0,43724129.0,116730247.0,-209121.0,126683220.0,107515912.0,120113266.0,-251781.0
-241606.0,27536740.0,20474251.0,107712289.0,-210858.0,113463305.0,85248122.0,17451131.0
96423997.0,89574757.0,43608461.0,16846632.0,-210856.0,-241650.0,-251781.0,37488767.0
20598852.0,44371305.0,99961236.0,129044265.0,-251815.0,16273434.0,124266619.0,-202622.0
121950277.0,-217751.0,110455188.0,16207661.0,63309916.0,36294692.0,17451131.0,36808838.0
15241302.0,-209559.0,18639256.0,17911597.0,128092253.0,15732782.0,65423487.0,19581062.0
11194459.0,16403821.0,117705113.0,-241861.0,12609628.0,-241606.0,30525577.0,30525577.0
15061086.0,31747441.0,113076635.0,-241857.0,-227231.0,96423997.0,-251765.0,-251765.0
127848545.0,126782839.0,-226916.0,115478345.0,126814305.0,20598852.0,121792651.0,-251761.0
17322082.0,119688575.0,44378528.0,126340939.0,23709794.0,121950277.0,-251761.0,16017560.0
103125101.0,44240267.0,39258535.0,132648782.0,72181860.0,15241302.0,130803855.0,22194330.0
90673269.0,15650190.0,104303016.0,123375439.0,114985062.0,-241578.0,16017560.0,115452059.0
47304823.0,101600656.0,35850666.0,131796823.0,-251801.0,15454294.0,115452059.0,126601372.0
43323515.0,15355280.0,133540269.0,39112540.0,-251800.0,15061086.0,126601372.0,113805469.0
19665020.0,126725522.0,127936947.0,22024029.0,43223145.0,45813857.0,113805469.0,-243553.0
15716481.0,15437203.0,40503734.0,120672096.0,117893228.0,127848545.0,114231461.0,-210781.0
