20220420_SPO_NB_tuberculos_W16,20220420_SPO_NB_verduras_W16,20220420_SPO_NB_frutas_W16,20220420_SPO_NB_legumes_W16,20220420_SPO_NB_leite_W16,20220420_SPO_NB_ovos_W16,20220420_SPO_NB_detergentesabaoelava-louas_W16,20220420_SPO_NB_feijao_W16
131760368.0,145328407.0,145906052.0,139276715.0,135082415.0,145314127.0,109322658.0,142287212.0
126230769.0,113502494.0,129616276.0,144648620.0,143172026.0,139829585.0,142938536.0,140394861.0
142452980.0,78088480.0,143083925.0,135082415.0,143929794.0,142307666.0,139276715.0,145199468.0
143145207.0,145350949.0,145129881.0,143172026.0,143069638.0,141746513.0,135082415.0,134582643.0
140349690.0,52592934.0,109322658.0,143929794.0,146100683.0,145420627.0,143069638.0,143114614.0
130898176.0,139307308.0,142938536.0,145037762.0,139280848.0,32887127.0,146100683.0,142217591.0
136519937.0,146000173.0,139276715.0,143069638.0,142410213.0,142246237.0,139280848.0,143077756.0
139696391.0,143558960.0,144648620.0,143006154.0,108085734.0,142299485.0,126386641.0,19874173.0
145142029.0,142944569.0,140286384.0,139280848.0,143933925.0,142225771.0,142410213.0,145129881.0
146200850.0,143630649.0,143929794.0,126386641.0,145207796.0,142287212.0,108085734.0,138568090.0
138191125.0,136780093.0,143069638.0,139860443.0,143589878.0,140394861.0,143933925.0,109322658.0
136782102.0,140755261.0,139280848.0,122825179.0,142275081.0,145199468.0,143589878.0,139276715.0
142225685.0,140226885.0,126386641.0,145242589.0,139756049.0,134582643.0,140308997.0,135082415.0
143638808.0,143184200.0,139860443.0,143014366.0,142303773.0,143114614.0,142275081.0,143151545.0
130486552.0,145305930.0,122825179.0,143686113.0,142406178.0,142217591.0,139756049.0,143172026.0
145410328.0,124500301.0,143014366.0,142410213.0,142357029.0,143036791.0,145109520.0,143606204.0
141666587.0,145314127.0,143686113.0,138701290.0,142930471.0,143077756.0,145138193.0,143929794.0
113502494.0,144677200.0,143030760.0,143243774.0,38109746.0,19874173.0,143204892.0,143069638.0
145166623.0,141746513.0,143526376.0,142275081.0,139846196.0,35414399.0,142303773.0,146100683.0
78088480.0,142307666.0,138701290.0,139756049.0,146158139.0,145129881.0,142406178.0,139280848.0
145350949.0,145213779.0,139364842.0,132540952.0,141374016.0,138568090.0,142357029.0,126386641.0
143501611.0,143026516.0,139360748.0,142303773.0,140395078.0,142938536.0,142930471.0,142410213.0
139307308.0,145332565.0,143589878.0,142406178.0,141738566.0,139276715.0,38109746.0,108085734.0
146000173.0,145420627.0,143243774.0,141679140.0,140276298.0,135082415.0,139846196.0,143933925.0
143565108.0,32887127.0,143141381.0,123079205.0,139092564.0,143151545.0,146158139.0,145207796.0
146123063.0,143599962.0,142275081.0,142930471.0,143610453.0,143172026.0,141374016.0,143589878.0
143630649.0,142299485.0,50977295.0,141539885.0,143647316.0,143606204.0,140395078.0,140308997.0
136780093.0,139725159.0,143127056.0,141208111.0,143008344.0,143929794.0,141738566.0,142275081.0
140755261.0,142225771.0,142445077.0,128440883.0,146023000.0,143069638.0,140276298.0,139756049.0
146112833.0,139250035.0,143657493.0,139846196.0,145097309.0,146100683.0,139092564.0,145109520.0
140226885.0,143114614.0,132540952.0,146158139.0,141697646.0,139280848.0,143610453.0,145138193.0
145305930.0,142217591.0,143204892.0,141374016.0,146018927.0,126386641.0,143647316.0,143204892.0
124500301.0,143036791.0,142303773.0,141781573.0,139281041.0,142410213.0,143008344.0,142303773.0
145314127.0,139221369.0,123079205.0,140395078.0,114356883.0,108085734.0,146023000.0,142406178.0
144677200.0,143077756.0,142930471.0,143215175.0,131007129.0,143933925.0,124367456.0,142357029.0
141746513.0,19874173.0,128440883.0,145156683.0,130327194.0,145207796.0,141697646.0,142930471.0
142307666.0,145906052.0,141781573.0,141621836.0,139694754.0,143589878.0,143077998.0,38109746.0
145213779.0,145275277.0,140395078.0,141781584.0,145089187.0,140308997.0,139281041.0,139846196.0
143026516.0,129616276.0,141621836.0,142404177.0,138736296.0,142275081.0,114356883.0,146158139.0
145332565.0,143083925.0,142469708.0,143596112.0,142987945.0,139756049.0,131007129.0,141374016.0
145420627.0,138568090.0,143596112.0,139092564.0,139391664.0,145109520.0,130327194.0,140395078.0
32887127.0,109322658.0,142404177.0,143610453.0,143205049.0,145138193.0,139694754.0,141738566.0
142299485.0,142938536.0,143610453.0,143647316.0,142430906.0,143204892.0,145089187.0,140276298.0
139110753.0,139276715.0,58849882.0,143008344.0,140284603.0,142303773.0,138736296.0,143610453.0
139725159.0,144648620.0,145097309.0,124367456.0,145097404.0,142406178.0,142987945.0,143647316.0
139250035.0,135082415.0,39926367.0,141605474.0,145863358.0,142930471.0,132330155.0,143008344.0
143114614.0,140286384.0,124367456.0,143575651.0,145171145.0,38109746.0,139391664.0,146023000.0
142217591.0,143151545.0,141785697.0,134523500.0,38384336.0,139846196.0,143205049.0,145097309.0
143036791.0,143172026.0,143575651.0,143077998.0,141198049.0,146158139.0,142430906.0,124367456.0
139221369.0,139280848.0,134523500.0,142283380.0,143082213.0,141374016.0,140284603.0,141697646.0
143077756.0,126386641.0,141697646.0,56380024.0,139993832.0,140395078.0,145097404.0,143077998.0
19874173.0,140245459.0,142494318.0,143497864.0,139813609.0,141738566.0,145863358.0,139281041.0
145906052.0,139860443.0,146018927.0,95701646.0,138830569.0,140276298.0,145171145.0,114356883.0
145275277.0,122825179.0,146045553.0,139281041.0,131031795.0,139092564.0,38384336.0,131007129.0
145844622.0,143014366.0,142283380.0,114356883.0,127795963.0,143610453.0,143512282.0,130327194.0
129616276.0,143686113.0,56380024.0,143542933.0,139272956.0,143647316.0,141198049.0,139694754.0
143083925.0,143933925.0,143104648.0,133167765.0,108884734.0,143008344.0,140231394.0,145089187.0
138568090.0,143030760.0,143497864.0,142981783.0,143049472.0,146023000.0,143082213.0,138736296.0
142207392.0,143526376.0,139281041.0,143567512.0,139846402.0,145097309.0,139813609.0,132330155.0
109322658.0,138701290.0,143542933.0,131007129.0,142930702.0,124367456.0,138830569.0,139391664.0
143591842.0,139364842.0,142981783.0,143051431.0,143074066.0,141697646.0,131031795.0,143205049.0
139270568.0,139360748.0,130327194.0,138736296.0,136643357.0,143077998.0,127795963.0,142430906.0
139276715.0,143589878.0,139074203.0,146205358.0,143729437.0,146018927.0,139272956.0,140284603.0
144648620.0,143243774.0,145089187.0,142430906.0,86373155.0,142283380.0,108884734.0,145863358.0
135082415.0,140308997.0,138736296.0,145283770.0,110367547.0,139281041.0,139846402.0,145171145.0
139143600.0,142275081.0,132330155.0,145097404.0,139789126.0,114356883.0,142930702.0,38384336.0
140286384.0,50977295.0,142430906.0,143018702.0,139297609.0,131007129.0,142988046.0,143512282.0
143172026.0,139756049.0,145283770.0,38384336.0,119288650.0,130327194.0,143074066.0,141198049.0
143606204.0,142445077.0,145097404.0,143010514.0,145298251.0,144351905.0,136643357.0,143082213.0
145037762.0,132540952.0,139242176.0,141198049.0,139776845.0,139694754.0,143729437.0,139993832.0
143069638.0,142981660.0,143018702.0,117824227.0,145183574.0,145089187.0,86373155.0,139813609.0
139280848.0,143204892.0,38384336.0,140507882.0,143057753.0,138736296.0,139838266.0,138830569.0
126386641.0,142303773.0,143010514.0,141675242.0,139240282.0,142987945.0,110367547.0,131031795.0
140245459.0,142406178.0,141198049.0,146152172.0,143020891.0,132330155.0,139789126.0,127795963.0
139860443.0,141679140.0,143526628.0,131031795.0,139240286.0,139391664.0,145298251.0,139272956.0
122825179.0,123079205.0,139993832.0,127795963.0,139977568.0,143205049.0,139776845.0,108884734.0
145242589.0,142930471.0,140507882.0,139272956.0,143553379.0,142430906.0,145961813.0,143049472.0
143014366.0,141539885.0,131031795.0,144370432.0,145003365.0,140284603.0,145183574.0,139846402.0
143686113.0,141208111.0,127795963.0,139846402.0,130368367.0,145097404.0,143057753.0,142930702.0
142410213.0,38109746.0,139272956.0,142990082.0,145208175.0,38384336.0,139240282.0,142988046.0
143933925.0,128440883.0,144370432.0,145357571.0,142988150.0,143512282.0,143020891.0,143074066.0
143526376.0,139846196.0,142396162.0,34994949.0,141771649.0,141198049.0,139977568.0,136643357.0
138701290.0,146158139.0,34994949.0,142930702.0,132920209.0,140231394.0,143553379.0,143729437.0
139364842.0,141374016.0,142930702.0,142988046.0,141763475.0,143082213.0,145003365.0,86373155.0
139360748.0,141781573.0,139225885.0,133163806.0,140260247.0,139993832.0,141603690.0,139838266.0
145207796.0,140395078.0,133163806.0,139377439.0,145208223.0,139813609.0,130368367.0,110367547.0
143589878.0,141738566.0,139377439.0,138525471.0,57566114.0,138830569.0,145208175.0,142537532.0
143243774.0,143215175.0,138525471.0,143645475.0,141603747.0,131031795.0,141771649.0,139789126.0
143141381.0,140276298.0,143645475.0,139762471.0,141706160.0,127795963.0,132920209.0,139297609.0
142275081.0,145156683.0,139762471.0,142363434.0,139801542.0,139272956.0,141763475.0,119288650.0
50977295.0,141621836.0,142363434.0,64174904.0,139584460.0,143049472.0,117486487.0,145298251.0
145109520.0,142469708.0,64174904.0,110367547.0,126038990.0,139846402.0,145208223.0,139776845.0
139756049.0,141781584.0,110367547.0,141658944.0,143086549.0,142930702.0,57566114.0,145961813.0
143149586.0,142404177.0,141658944.0,139789126.0,120669143.0,142988046.0,141603747.0,143057753.0
142445077.0,143596112.0,86043456.0,139889480.0,146039772.0,143074066.0,143139764.0,139240282.0
143563286.0,139092564.0,139789126.0,119288650.0,143553503.0,136643357.0,143549374.0,143020891.0
132540952.0,143610453.0,139889480.0,145298251.0,142423008.0,143729437.0,139801542.0,142201691.0
142981660.0,143008344.0,145298251.0,145972045.0,123655139.0,86373155.0,139584460.0,139240286.0
143204892.0,145097309.0,145972045.0,141810511.0,139211757.0,139838266.0,142164947.0,139977568.0
142303773.0,39926367.0,141810511.0,142277457.0,143533038.0,110367547.0,143086549.0,143553379.0
142406178.0,124367456.0,142277457.0,141933403.0,145859579.0,142537532.0,120669143.0,145003365.0
141679140.0,140261986.0,139240282.0,143020891.0,123864063.0,139789126.0,146039772.0,141603690.0
123079205.0,143575651.0,143305563.0,142201691.0,105899014.0,139297609.0,142423008.0,130368367.0
142930471.0,145529445.0,139240286.0,139240286.0,134837264.0,119288650.0,142373858.0,145208175.0
141208111.0,134523500.0,139643750.0,146008930.0,138269712.0,145298251.0,123655139.0,142988150.0
128440883.0,142494318.0,130368367.0,143553379.0,142406680.0,139776845.0,139211757.0,141771649.0
139846196.0,143077998.0,145320819.0,139643750.0,138142746.0,145961813.0,143533038.0,132920209.0
146158139.0,142283380.0,145177475.0,141603690.0,146039834.0,143057753.0,139322355.0,141763475.0
141374016.0,56380024.0,143080329.0,130368367.0,142976029.0,139240282.0,145859579.0,140260247.0
141781573.0,142424700.0,132920209.0,138607472.0,142349342.0,143020891.0,123864063.0,117486487.0
140395078.0,143104648.0,141763475.0,145320819.0,140964905.0,139240286.0,105899014.0,145208223.0
141738566.0,143497864.0,146123669.0,141771649.0,143717417.0,139977568.0,134837264.0,57566114.0
143215175.0,95701646.0,117486487.0,145177475.0,145130542.0,145003365.0,138269712.0,143139764.0
145156683.0,139281041.0,143129499.0,141763475.0,139932719.0,141603690.0,138142746.0,139584460.0
141621836.0,114356883.0,142437280.0,146123669.0,141694004.0,130368367.0,146039834.0,126038990.0
142469708.0,143542933.0,141603747.0,143129499.0,143553590.0,145208175.0,145118236.0,142164947.0
141781584.0,133167765.0,143139764.0,145208223.0,142402615.0,142988150.0,142349342.0,143086549.0
142404177.0,142981783.0,142425018.0,142437280.0,61940800.0,141771649.0,140964905.0,146039772.0
143596112.0,143567512.0,131853249.0,141706160.0,139809865.0,132920209.0,145130542.0,143553503.0
139092564.0,131007129.0,140241858.0,143633330.0,145142866.0,141763475.0,139932719.0,142423008.0
143610453.0,130327194.0,135920579.0,143139764.0,143606874.0,140260247.0,141694004.0,123655139.0
143008344.0,142477983.0,139801542.0,142425018.0,143639662.0,117486487.0,143553590.0,140231653.0
146023000.0,138736296.0,139584460.0,131853249.0,139318383.0,145208223.0,142402615.0,139211757.0
58849882.0,142987945.0,126038990.0,140241858.0,128517245.0,57566114.0,139809865.0,143533038.0
145097309.0,132330155.0,142164947.0,135920579.0,143062145.0,141603747.0,145142866.0,139322355.0
39926367.0,146205358.0,129461206.0,110885828.0,137127044.0,141706160.0,89998441.0,123864063.0
124367456.0,143205049.0,146039772.0,139584460.0,45606021.0,143139764.0,143639662.0,141321219.0
140261986.0,142430906.0,142373858.0,139889613.0,137327758.0,143549374.0,139318383.0,105899014.0
141605474.0,140284603.0,129604588.0,126038990.0,139695250.0,139801542.0,128517245.0,134837264.0
143575651.0,145097404.0,139211757.0,142164947.0,143103128.0,139584460.0,143062145.0,138269712.0
145529445.0,145283770.0,141863931.0,129461206.0,143144088.0,126038990.0,143598721.0,142406680.0
136800870.0,143018702.0,129272833.0,120669143.0,95696029.0,142164947.0,137127044.0,138142746.0
134523500.0,38384336.0,143174676.0,139725786.0,142386334.0,143086549.0,45606021.0,146039834.0
141697646.0,143010514.0,140266520.0,146039772.0,142468254.0,120669143.0,137327758.0,145118236.0
142494318.0,145078994.0,142406680.0,142423008.0,143000738.0,146039772.0,139695250.0,142976029.0
143077998.0,141198049.0,138142746.0,123655139.0,143615142.0,142423008.0,143144087.0,142349342.0
146018927.0,117824227.0,146039834.0,140231653.0,142242984.0,142373858.0,143103128.0,140964905.0
146045553.0,143526628.0,145118236.0,129604588.0,143479976.0,123655139.0,143144088.0,143717417.0
142283380.0,142379747.0,34196509.0,143533038.0,145122472.0,140231653.0,95696029.0,145130542.0
56380024.0,143082213.0,142349342.0,139322355.0,132142251.0,139211757.0,142468254.0,139932719.0
142424700.0,140507882.0,143682591.0,142248960.0,143623340.0,143533038.0,143000738.0,141694004.0
143104648.0,141675242.0,132594724.0,129272833.0,71050423.0,139322355.0,143615142.0,143553590.0
143497864.0,146152172.0,143717417.0,141321219.0,140268735.0,145859579.0,143479976.0,142402615.0
95701646.0,131031795.0,145994798.0,143072262.0,139850944.0,123864063.0,145122472.0,61940800.0
139281041.0,127795963.0,143936576.0,139828231.0,145306821.0,141321219.0,132142251.0,139809865.0
143542933.0,139272956.0,141859908.0,138269712.0,143000788.0,105899014.0,143623340.0,139314250.0
142981783.0,144370432.0,139809865.0,143174676.0,139822296.0,138269712.0,71050423.0,143606874.0
143567512.0,139846402.0,143326286.0,140266520.0,85935324.0,142406680.0,140268735.0,143639662.0
130327194.0,142396162.0,143606874.0,138142746.0,140879074.0,138142746.0,145306821.0,139318383.0
144351905.0,145357571.0,140393563.0,142976029.0,143987954.0,146039834.0,143000788.0,128517245.0
145089187.0,34994949.0,145345634.0,142349342.0,139822324.0,145118236.0,85935324.0,143062145.0
143051431.0,142930702.0,89998441.0,143682591.0,141731075.0,142976029.0,140879074.0,143598721.0
138736296.0,142988046.0,139318383.0,132594724.0,143942915.0,142349342.0,143987954.0,137127044.0
142987945.0,143010584.0,117304431.0,145994798.0,143480074.0,140964905.0,139822324.0,45606021.0
132330155.0,143174425.0,144624751.0,143553590.0,146183439.0,143717417.0,141731075.0,137327758.0
146205358.0,139225885.0,139840630.0,61940800.0,146154770.0,145130542.0,39834887.0,139695250.0
139391664.0,133163806.0,128613504.0,143936576.0,142996756.0,139932719.0,143480074.0,143144087.0
139819701.0,139377439.0,143598721.0,141859908.0,142357781.0,145994798.0,146183439.0,143103128.0
143205049.0,138525471.0,143002756.0,143326286.0,140301590.0,141694004.0,146154770.0,143144088.0
142430906.0,144268065.0,45606021.0,140393563.0,46339350.0,143553590.0,142996756.0,95696029.0
145283770.0,143645475.0,137127044.0,89998441.0,145831188.0,142402615.0,46339350.0,142386334.0
145097404.0,139762471.0,142228615.0,139318383.0,142218526.0,61940800.0,145831188.0,142468254.0
140286659.0,142363434.0,137327758.0,117304431.0,139760928.0,139809865.0,142218526.0,143000738.0
143596227.0,142297903.0,143666319.0,144624751.0,141612320.0,139314250.0,139760928.0,143615142.0
143928003.0,64174904.0,139695250.0,139840630.0,145265953.0,145142866.0,141612320.0,142242984.0
135936715.0,139838266.0,101129366.0,138767487.0,145990965.0,143606874.0,145990965.0,143479976.0
143018702.0,110367547.0,95696029.0,128613504.0,139818306.0,89998441.0,124781891.0,132142251.0
38384336.0,141658944.0,142386334.0,143598721.0,124781891.0,143639662.0,143549768.0,143623340.0
143010514.0,145255235.0,145333408.0,143002756.0,142263621.0,139318383.0,143103311.0,71050423.0
145078994.0,139789126.0,143000738.0,45606021.0,143103311.0,128517245.0,142951761.0,140268735.0
143551189.0,139889480.0,143479976.0,137127044.0,142202193.0,143062145.0,142222677.0,139850944.0
139733723.0,139297609.0,132142251.0,142228615.0,142951761.0,143598721.0,141583707.0,145306821.0
141198049.0,119288650.0,143623340.0,137327758.0,142222677.0,137127044.0,145245534.0,143000788.0
142379747.0,145298251.0,71050423.0,143666319.0,145290581.0,45606021.0,140240225.0,139822296.0
117824227.0,145972045.0,142503111.0,139695250.0,146154837.0,137327758.0,142325091.0,85935324.0
143526628.0,141810511.0,128531658.0,101129366.0,141583707.0,139695250.0,143578467.0,140879074.0
139993832.0,138546000.0,130895051.0,95696029.0,145245534.0,143144087.0,140219761.0,139822324.0
140507882.0,142277457.0,130763982.0,143000738.0,140240225.0,143103128.0,143000950.0,141731075.0
141675242.0,143057753.0,143000788.0,143615142.0,142325091.0,143144088.0,141788535.0,143942915.0
146152172.0,139240282.0,139822296.0,143479976.0,143578467.0,95696029.0,143631742.0,39834887.0
131031795.0,141933403.0,140879074.0,132142251.0,130966885.0,142386334.0,139097474.0,143480074.0
127795963.0,143305563.0,135392487.0,143623340.0,140219761.0,142468254.0,140277128.0,146183439.0
139272956.0,139240286.0,45907177.0,128531658.0,143000950.0,143000738.0,141813136.0,142996756.0
144370432.0,139977568.0,139877611.0,130895051.0,141788535.0,143615142.0,143656340.0,142357781.0
139846402.0,146008930.0,146107631.0,130763982.0,143631742.0,142242984.0,142939545.0,140301590.0
142396162.0,143553379.0,138849542.0,139822296.0,139097474.0,143479976.0,139314591.0,46339350.0
142990082.0,145003365.0,143543558.0,140879074.0,140277128.0,145122472.0,143009190.0,145831188.0
34994949.0,139643750.0,143645958.0,139877611.0,143017355.0,132142251.0,123274666.0,142218526.0
145357571.0,141603690.0,139377929.0,143942915.0,141813136.0,143623340.0,133518770.0,139760928.0
142930702.0,130368367.0,143480074.0,138849542.0,143656340.0,71050423.0,141710779.0,141612320.0
