20220420_SPO_NB_tuberculos_W16,20220420_SPO_NB_verduras_W16,20220420_SPO_NB_frutas_W16,20220420_SPO_NB_legumes_W16,20220420_SPO_NB_leite_W16,20220420_SPO_NB_ovos_W16,20220420_SPO_NB_detergentesabaoelava-louas_W16,20220420_SPO_NB_feijao_W16
142988046.0,138607472.0,142990603.0,143543558.0,141731221.0,140268735.0,144729548.0,145265953.0
143010584.0,145208175.0,39834887.0,143645958.0,143119768.0,139850944.0,143906269.0,145990965.0
139225885.0,145177475.0,132304141.0,139377929.0,142939545.0,145306821.0,142972382.0,139818306.0
136643357.0,143080329.0,129019151.0,143480074.0,139314591.0,143000788.0,145987053.0,124781891.0
139377439.0,145218447.0,146154770.0,138681611.0,140350886.0,139822296.0,67810800.0,139236676.0
138525471.0,145943440.0,142996756.0,132304141.0,143009190.0,85935324.0,126948851.0,142263621.0
143729437.0,132920209.0,145831188.0,129019151.0,123274666.0,140879074.0,37455351.0,146117955.0
144268065.0,141763475.0,46339350.0,146183439.0,142427567.0,143987954.0,141919739.0,143549768.0
143645475.0,146123669.0,129682712.0,145831188.0,133518770.0,139822324.0,143046145.0,143103311.0
139762471.0,140260247.0,139760928.0,140301590.0,140264888.0,141731075.0,142214668.0,142202193.0
142363434.0,142269339.0,145265953.0,46339350.0,141710779.0,143942915.0,143013390.0,142951761.0
142297903.0,143129499.0,124781891.0,129682712.0,145307068.0,39834887.0,123184656.0,142222677.0
64174904.0,145208223.0,142263621.0,139760928.0,139245004.0,143480074.0,139990546.0,145290581.0
139838266.0,142437280.0,143549768.0,141612320.0,143906269.0,146183439.0,134583828.0,137569623.0
110367547.0,141603747.0,142568777.0,145265953.0,100402658.0,146154770.0,131024405.0,146154837.0
142537532.0,143633330.0,142220621.0,142417191.0,145987053.0,142996756.0,63768091.0,141583707.0
145287994.0,143139764.0,131513678.0,124781891.0,67810800.0,142357781.0,143123996.0,145245534.0
141658944.0,141720505.0,143527253.0,142263621.0,126948851.0,140301590.0,146019868.0,140240225.0
86043456.0,142425018.0,146154837.0,143549768.0,37455351.0,46339350.0,128448041.0,142325091.0
145255235.0,143549374.0,141583707.0,142568777.0,141919739.0,145831188.0,141620778.0,143578467.0
139789126.0,131853249.0,145245534.0,142458186.0,143570428.0,142218526.0,139843118.0,130966885.0
139889480.0,140241858.0,141565282.0,142220621.0,146175487.0,139760928.0,143918643.0,141825387.0
139297609.0,135920579.0,143510883.0,143527253.0,143046145.0,141612320.0,133547577.0,140219761.0
119288650.0,110885828.0,142376292.0,145290581.0,143631876.0,145265953.0,144012857.0,143000950.0
145298251.0,139584460.0,130966885.0,146154837.0,142214668.0,145990965.0,119567933.0,141788535.0
140348236.0,126038990.0,145460580.0,141583707.0,143013390.0,139818306.0,146032190.0,143631742.0
139688781.0,142164947.0,143002990.0,143097181.0,145876497.0,124781891.0,142390855.0,139097474.0
145972045.0,129461206.0,143256947.0,145245534.0,139990546.0,139236676.0,141694540.0,140277128.0
141810511.0,120669143.0,36388211.0,141565282.0,134583828.0,142263621.0,142452303.0,143017355.0
138546000.0,139725786.0,141788535.0,143510883.0,131024405.0,146117955.0,145274450.0,143656340.0
142277457.0,142423008.0,123370876.0,130966885.0,139785750.0,143549768.0,139257433.0,141731221.0
145183574.0,123655139.0,143631742.0,143002990.0,63768091.0,143103311.0,145184360.0,143119768.0
139240282.0,140231653.0,143656340.0,143256947.0,143123996.0,142202193.0,141624943.0,142939545.0
141933403.0,129604588.0,143076757.0,36388211.0,146019868.0,142951761.0,143062645.0,139314591.0
143020891.0,139211757.0,141731221.0,143109495.0,128448041.0,142222677.0,142210684.0,123274666.0
143305563.0,143533038.0,143119768.0,123370876.0,141620778.0,145290581.0,141670018.0,140264888.0
139240286.0,139322355.0,142939545.0,143631742.0,139843118.0,137569623.0,142231189.0,141710779.0
144776028.0,141863931.0,143605151.0,143017355.0,145409583.0,146154837.0,136738457.0,145307068.0
139977568.0,145859579.0,139320741.0,142425485.0,143918643.0,141583707.0,139785883.0,139245004.0
143553379.0,123864063.0,143009190.0,143656340.0,133547577.0,145245534.0,146007711.0,144729548.0
139643750.0,142248960.0,127274410.0,143076757.0,143042107.0,140240225.0,141620897.0,143906269.0
141603690.0,129272833.0,133518770.0,141731221.0,119567933.0,142325091.0,142190243.0,142972382.0
130368367.0,142351360.0,145956274.0,143119768.0,120968768.0,143578467.0,139728549.0,100402658.0
138607472.0,143072262.0,143556024.0,142939545.0,142390855.0,130966885.0,59008684.0,145987053.0
145208175.0,139828231.0,135228870.0,143605151.0,141694540.0,140219761.0,139081388.0,67810800.0
145320819.0,105899014.0,142249415.0,139320741.0,142452303.0,143000950.0,130340530.0,126948851.0
142988150.0,143051787.0,140225992.0,143009190.0,145274450.0,141788535.0,143124149.0,37455351.0
145177475.0,143174676.0,124272075.0,127274410.0,139257433.0,143631742.0,143836855.0,141919739.0
143080329.0,140266520.0,144729548.0,133518770.0,111711852.0,139097474.0,46544572.0,143570428.0
145218447.0,138142746.0,126397901.0,143556024.0,143062645.0,140277128.0,139105988.0,146175487.0
145943440.0,145118236.0,139849178.0,141710779.0,143074939.0,143017355.0,146101956.0,143046145.0
132920209.0,142976029.0,125558235.0,145882562.0,142210684.0,141813136.0,142280393.0,142214668.0
141763475.0,142349342.0,143906269.0,135228870.0,120505989.0,143656340.0,143570634.0,143013390.0
146123669.0,143682591.0,142972382.0,142249415.0,143160969.0,141731221.0,139765454.0,123184656.0
140260247.0,132594724.0,140238312.0,140225992.0,142231189.0,143119768.0,133228238.0,145876497.0
117486487.0,143717417.0,143195629.0,124272075.0,136738457.0,142939545.0,143574739.0,139990546.0
142269339.0,145130542.0,143904237.0,139245004.0,139785883.0,139314591.0,140330711.0,134583828.0
143129499.0,145994798.0,145987053.0,126397901.0,146007711.0,140350886.0,23066329.0,131024405.0
145208223.0,143553590.0,67810800.0,144729548.0,142190243.0,143009190.0,142427866.0,139785750.0
142437280.0,142402615.0,37455351.0,139849178.0,139728549.0,123274666.0,146077407.0,63768091.0
141603747.0,61940800.0,141919739.0,142972382.0,59008684.0,142427567.0,143681248.0,143123996.0
141706160.0,141859908.0,146175487.0,100402658.0,139081388.0,133518770.0,141190884.0,146019868.0
143633330.0,139314250.0,139132417.0,140238312.0,130340530.0,140264888.0,142194407.0,128448041.0
143139764.0,143326286.0,143046145.0,143195629.0,143124149.0,141710779.0,48355047.0,141620778.0
141720505.0,145142866.0,143543811.0,143904237.0,143836855.0,145307068.0,43701993.0,139843118.0
142425018.0,140393563.0,142214668.0,67810800.0,46544572.0,139245004.0,143062767.0,145409583.0
143549374.0,140405858.0,123184656.0,146124273.0,146101956.0,144729548.0,143574774.0,143918643.0
131853249.0,145345634.0,145071634.0,126948851.0,142280393.0,143906269.0,143017719.0,133547577.0
140241858.0,89998441.0,131024405.0,37455351.0,145880781.0,142972382.0,143996664.0,140273213.0
135920579.0,145976426.0,139785750.0,141919739.0,139765454.0,100402658.0,141330173.0,119567933.0
110885828.0,143639662.0,131915291.0,139132417.0,133228238.0,145987053.0,143562501.0,146032190.0
139801542.0,139318383.0,63768091.0,143046145.0,143574739.0,67810800.0,146061062.0,120968768.0
139584460.0,117304431.0,47300128.0,143543811.0,142427866.0,126948851.0,145090317.0,142452303.0
139889613.0,144624751.0,140766757.0,124919300.0,146077407.0,37455351.0,142219024.0,145274450.0
126038990.0,139840630.0,128448041.0,142982660.0,143681248.0,141919739.0,143218453.0,145184360.0
143086549.0,138767487.0,143011370.0,142214668.0,142501603.0,143570428.0,139892505.0,141624943.0
129461206.0,128613504.0,143918643.0,123184656.0,141190884.0,146175487.0,142231323.0,143062645.0
120669143.0,143062145.0,143042107.0,145071634.0,142194407.0,143046145.0,94504740.0,143074939.0
139725786.0,143598721.0,137428540.0,134583828.0,48355047.0,143631876.0,141801253.0,142210684.0
146039772.0,143002756.0,141667907.0,131024405.0,43701993.0,142214668.0,139917105.0,141670018.0
143553503.0,45606021.0,141694540.0,131915291.0,143062767.0,143013390.0,139777850.0,120505989.0
142423008.0,137127044.0,142452303.0,63768091.0,145221361.0,123184656.0,143603516.0,143160969.0
145353696.0,142228615.0,145274450.0,143123996.0,143017719.0,139990546.0,47687488.0,136738457.0
123655139.0,137327758.0,139861588.0,146019868.0,143996664.0,134583828.0,142346052.0,139785883.0
140231653.0,143666319.0,20586081.0,47300128.0,141330173.0,131024405.0,136451908.0,141620897.0
129604588.0,139695250.0,142990945.0,140766757.0,143562501.0,139785750.0,140441423.0,142190243.0
139211757.0,101129366.0,145184360.0,128448041.0,146061062.0,63768091.0,139728733.0,59008684.0
143533038.0,143144088.0,136248940.0,143042107.0,145090317.0,143123996.0,146057057.0,139081388.0
139322355.0,95696029.0,111711852.0,140273213.0,142219024.0,146019868.0,143578991.0,130340530.0
141863931.0,142386334.0,127241840.0,120968768.0,143218453.0,128448041.0,145336178.0,143836855.0
145859579.0,142468254.0,140492400.0,141667907.0,139892505.0,141620778.0,140285811.0,46544572.0
123864063.0,145333408.0,56372851.0,142390855.0,142231323.0,139843118.0,143595386.0,139105988.0
142248960.0,145304737.0,132103803.0,142452303.0,94504740.0,145409583.0,145135487.0,146101956.0
129272833.0,143000738.0,141670018.0,139861588.0,141801253.0,143918643.0,146126720.0,142280393.0
142351360.0,134106276.0,120505989.0,20586081.0,139917105.0,133547577.0,135194501.0,145880781.0
143072262.0,143615142.0,143160969.0,142990945.0,139777850.0,144012857.0,142247822.0,139765454.0
139828231.0,142242984.0,136588951.0,145184360.0,47687488.0,143042107.0,139921296.0,133228238.0
143051787.0,143479976.0,142163607.0,136248940.0,142346052.0,140273213.0,123791251.0,143574739.0
138269712.0,132142251.0,136738457.0,111711852.0,136451908.0,119567933.0,143951763.0,140330711.0
143174676.0,143623340.0,145931928.0,127241840.0,141637455.0,146032190.0,142387102.0,23066329.0
140266520.0,71050423.0,139218587.0,140492400.0,140470096.0,120968768.0,141768607.0,142427866.0
142406680.0,139850944.0,146007711.0,143568496.0,145164118.0,142390855.0,143595425.0,146077407.0
138142746.0,142503111.0,141620897.0,56372851.0,139728733.0,141694540.0,128010147.0,142501603.0
146039834.0,128531658.0,140299939.0,132103803.0,146057057.0,142452303.0,59783076.0,141190884.0
142976029.0,130895051.0,142190243.0,143074939.0,142235497.0,145274450.0,141715368.0,142194407.0
34196509.0,130763982.0,139081388.0,141670018.0,143578991.0,139257433.0,99399597.0,48355047.0
139881503.0,142351570.0,143031981.0,120505989.0,145336178.0,145184360.0,133093297.0,43701993.0
142349342.0,139822296.0,143650482.0,143160969.0,140285811.0,111711852.0,143275959.0,142391017.0
143682591.0,140879074.0,130340530.0,138575503.0,134584185.0,141624943.0,141641655.0,143910634.0
132594724.0,142347490.0,87223990.0,67243671.0,143595386.0,143062645.0,143574967.0,143062767.0
143717417.0,135392487.0,138534583.0,136588951.0,145135487.0,143074939.0,139765689.0,145221361.0
145130542.0,145263848.0,143836855.0,136738457.0,146126720.0,142210684.0,132577208.0,143017719.0
145994798.0,139877611.0,139071168.0,142163607.0,135194501.0,141670018.0,143583170.0,141330173.0
143553590.0,139173099.0,142421697.0,145931928.0,145332107.0,120505989.0,128563145.0,143562501.0
142402615.0,142994671.0,143908546.0,143109792.0,142247822.0,143160969.0,139765718.0,146061062.0
146082878.0,141610228.0,139105988.0,141620897.0,143951763.0,142231189.0,143017945.0,145090317.0
61940800.0,143092992.0,142280393.0,139081388.0,142387102.0,136738457.0,126592987.0,142219024.0
143936576.0,141731075.0,133228238.0,143031981.0,141768607.0,139785883.0,145983460.0,143218453.0
141859908.0,143942915.0,38383313.0,87223990.0,143595425.0,146007711.0,128571379.0,139892505.0
139314250.0,143543558.0,140330711.0,138534583.0,128010147.0,141620897.0,140949492.0,142231323.0
143326286.0,143645958.0,23066329.0,143836855.0,59783076.0,139728549.0,142936074.0,145889055.0
145142866.0,143480074.0,146077407.0,142421697.0,141715368.0,59008684.0,140253198.0,94504740.0
143606874.0,138681611.0,143681248.0,139105988.0,99399597.0,139081388.0,145336334.0,141801253.0
140393563.0,132304141.0,142501603.0,146101956.0,133093297.0,130340530.0,146106389.0,139777850.0
140287073.0,129019151.0,141190884.0,142280393.0,143574967.0,143124149.0,145549349.0,143603516.0
141823074.0,146183439.0,142194407.0,143570634.0,132577208.0,143836855.0,139929643.0,47687488.0
140405858.0,146154770.0,43701993.0,133228238.0,143583170.0,46544572.0,140339250.0,142346052.0
145345634.0,142996756.0,26959595.0,38383313.0,128563145.0,139105988.0,136755252.0,136451908.0
89998441.0,142357781.0,84643574.0,143574739.0,143017945.0,146101956.0,143050806.0,141637455.0
145976426.0,140301590.0,143017719.0,140330711.0,126592987.0,142280393.0,145086523.0,140470096.0
139318383.0,46339350.0,143996664.0,23066329.0,145983460.0,143570634.0,129009737.0,145164118.0
117304431.0,129682712.0,145874680.0,146077407.0,128571379.0,145880781.0,143530064.0,139728733.0
139840630.0,145831188.0,141330173.0,143681248.0,142456820.0,139765454.0,145938514.0,146057057.0
128517245.0,139760928.0,141684480.0,142194407.0,145901576.0,133228238.0,130472026.0,142235497.0
138767487.0,141612320.0,143562501.0,43701993.0,140253198.0,143574739.0,139716703.0,143578991.0
128613504.0,142417191.0,90840843.0,143910634.0,143116303.0,140330711.0,143636582.0,145336178.0
143598721.0,145990965.0,143617821.0,26959595.0,145336334.0,23066329.0,139798635.0,140285811.0
143002756.0,139818306.0,145889055.0,143062767.0,142239762.0,146077407.0,145361016.0,145135487.0
45606021.0,124781891.0,94504740.0,84643574.0,146106389.0,143681248.0,142411921.0,135194501.0
137127044.0,146117955.0,145088296.0,143017719.0,143112215.0,142501603.0,143145106.0,145332107.0
142228615.0,142263621.0,143281960.0,143996664.0,141625375.0,141190884.0,50563226.0,142247822.0
137327758.0,143084869.0,145276715.0,141330173.0,145549349.0,142194407.0,142977179.0,139921296.0
143666319.0,142994759.0,146022194.0,141684480.0,139929643.0,48355047.0,141678755.0,123791251.0
139695250.0,143549768.0,136451908.0,140328705.0,140339250.0,43701993.0,19806390.0,143951763.0
101129366.0,142568777.0,143060804.0,143562501.0,143050806.0,142391017.0,140925112.0,142387102.0
143144087.0,142458186.0,143060807.0,146061062.0,129009737.0,143910634.0,145189048.0,141768607.0
143103128.0,142220621.0,132882249.0,90840843.0,143530064.0,143062767.0,139716795.0,143595425.0
143144088.0,131513678.0,142434122.0,142231323.0,145938514.0,145221361.0,139839680.0,128010147.0
95696029.0,143103311.0,24158027.0,143617821.0,145107031.0,143574774.0,123676865.0,59783076.0
142386334.0,143527253.0,130740046.0,145088296.0,130472026.0,143017719.0,141686981.0,141715368.0
142468254.0,145290581.0,141637455.0,146022194.0,139716703.0,143996664.0,142239941.0,99399597.0
145304737.0,141692250.0,140441423.0,136451908.0,140331104.0,141330173.0,126748873.0,133093297.0
143615142.0,141583707.0,145907543.0,143060804.0,139798635.0,143562501.0,142285010.0,143275959.0
142242984.0,143097181.0,139710300.0,143060807.0,142411921.0,146061062.0,108583138.0,141641655.0
143479976.0,145245534.0,143195998.0,130740046.0,143145106.0,145090317.0,139917539.0,143574967.0
132142251.0,141565282.0,146057057.0,141637455.0,142366875.0,142219024.0,141854947.0,139765689.0
62311596.0,142325091.0,134584185.0,140441423.0,142977179.0,143218453.0,142178530.0,143587256.0
143623340.0,143510883.0,143595386.0,139206487.0,142416031.0,139892505.0,142375142.0,132577208.0
71050423.0,130966885.0,145135487.0,139710300.0,141678755.0,142231323.0,132085991.0,143583170.0
139850944.0,145460580.0,121782151.0,146057057.0,19806390.0,145889055.0,143526120.0,128563145.0
142503111.0,145272173.0,139071373.0,145336178.0,140925112.0,141801253.0,144718055.0,139765718.0
128531658.0,142359918.0,139921296.0,129466228.0,145189048.0,139917105.0,143145195.0,143017945.0
130895051.0,143002990.0,123791251.0,145135487.0,123676865.0,139777850.0,141650158.0,126592987.0
130763982.0,143256947.0,142983068.0,135194501.0,141686981.0,143603516.0,143145207.0,145983460.0
142351570.0,36388211.0,127938461.0,121782151.0,142239941.0,142346052.0,130898176.0,146253809.0
143000788.0,143000950.0,142387102.0,139071373.0,142285010.0,136451908.0,139696391.0,128571379.0
139822296.0,143109495.0,141768607.0,139921296.0,143522009.0,141637455.0,146200850.0,142456820.0
85935324.0,123370876.0,145149852.0,123791251.0,140269786.0,140470096.0,145410328.0,140949492.0
140879074.0,143631742.0,128010147.0,146010003.0,108583138.0,140441423.0,141666587.0,145901576.0
142347490.0,139097474.0,59783076.0,142983068.0,141854947.0,145164118.0,78088480.0,142936074.0
135392487.0,140277128.0,99399597.0,127938461.0,142375142.0,139728733.0,139307308.0,140253198.0
145263848.0,143017355.0,133093297.0,142387102.0,132085991.0,146057057.0,146000173.0,145336334.0
45907177.0,142425485.0,145362866.0,137922465.0,144718055.0,142235497.0,143558960.0,142239762.0
139877611.0,141856148.0,143540150.0,128010147.0,143145195.0,143578991.0,146123063.0,146106389.0
139173099.0,143076757.0,143275959.0,59783076.0,141650158.0,145336178.0,142944569.0,143112215.0
142994671.0,141731221.0,141641655.0,141715368.0,142452980.0,140285811.0,136780093.0,145549349.0
146107631.0,143656340.0,143574967.0,133093297.0,130898176.0,134584185.0,42359108.0,140339250.0
143987954.0,143119768.0,143908791.0,145362866.0,139696391.0,143595386.0,143911239.0,136755252.0
141610228.0,142939545.0,132577208.0,143540150.0,146200850.0,145135487.0,124500301.0,143050806.0
143092992.0,143605151.0,54599612.0,143275959.0,145328407.0,146126720.0,145213779.0,145086523.0
143543558.0,139320741.0,143155135.0,141641655.0,141666587.0,135194501.0,139200853.0,145283135.0
143645958.0,143009190.0,132022208.0,143574967.0,78088480.0,145332107.0,145332565.0,129009737.0
39834887.0,127274410.0,143185860.0,139765689.0,143501611.0,142247822.0,143599962.0,143530064.0
139377929.0,142427567.0,128563145.0,143155135.0,139307308.0,139921296.0,139110753.0,145938514.0
143480074.0,140283313.0,137936853.0,132022208.0,146000173.0,123791251.0,139725159.0,145107031.0
138681611.0,133518770.0,139765718.0,145985474.0,146123063.0,143951763.0,139250035.0,130472026.0
132304141.0,145956274.0,130953188.0,143185860.0,142944569.0,142387102.0,139221369.0,139716703.0
129019151.0,143556024.0,145983460.0,128563145.0,136780093.0,141768607.0,145308033.0,143636582.0
146183439.0,141710779.0,144261103.0,137936853.0,42359108.0,137922465.0,145906052.0,139798635.0
146154770.0,145882562.0,128571379.0,139765718.0,143911239.0,143595425.0,145275277.0,142411921.0
142996756.0,135228870.0,140949492.0,126592987.0,124500301.0,128010147.0,145844622.0,143145106.0
142357781.0,142249415.0,145948661.0,143126499.0,144677200.0,59783076.0,129616276.0,50563226.0
140301590.0,124272075.0,145891318.0,128571379.0,145213779.0,141715368.0,142207392.0,142366875.0
46339350.0,139245004.0,120647673.0,145948661.0,143026516.0,99399597.0,139270568.0,142416031.0
129682712.0,126397901.0,145551359.0,120647673.0,145332565.0,133093297.0,142338474.0,141678755.0
145831188.0,144729548.0,,145551359.0,143599962.0,143275959.0,144648620.0,143136932.0
125082908.0,139849178.0,,,139110753.0,141641655.0,139143600.0,19806390.0
139760928.0,125558235.0,,,139725159.0,143574967.0,140286384.0,140925112.0
141612320.0,142972382.0,,,139250035.0,139765689.0,143133117.0,145189048.0
145265953.0,140873183.0,,,139221369.0,143587256.0,145037762.0,139716795.0
142417191.0,140238312.0,,,145308033.0,132577208.0,143006154.0,139839680.0
145990965.0,143195629.0,,,145275277.0,143583170.0,140245459.0,123676865.0
143174966.0,143904237.0,,,145844622.0,143185860.0,139860443.0,141686981.0
124781891.0,145987053.0,,,142207392.0,128563145.0,122825179.0,142239941.0
146117955.0,67810800.0,,,143591842.0,139765718.0,143014366.0,126748873.0
142263621.0,146124273.0,,,139270568.0,143017945.0,143686113.0,50890959.0
143084869.0,37455351.0,,,142338474.0,126592987.0,142252518.0,143522009.0
142994759.0,141919739.0,,,144648620.0,145983460.0,143030760.0,140269786.0
143549768.0,146175487.0,,,139143600.0,146253809.0,143526376.0,108583138.0
142568777.0,139132417.0,,,140286384.0,128571379.0,138701290.0,141854947.0
142458186.0,143046145.0,,,143133117.0,142456820.0,139364842.0,142375142.0
142220621.0,143543811.0,,,145037762.0,140949492.0,139360748.0,132085991.0
131513678.0,124919300.0,,,143006154.0,145901576.0,143243774.0,143526120.0
143103311.0,142982660.0,,,140245459.0,142936074.0,143141381.0,143145195.0
142222677.0,143105546.0,,,139860443.0,140253198.0,50977295.0,141650158.0
143527253.0,142214668.0,,,122825179.0,143116303.0,143149586.0,142452980.0
145290581.0,143013390.0,,,143014366.0,145336334.0,142445077.0,143145207.0
146154837.0,123184656.0,,,143686113.0,142239762.0,143563286.0,130898176.0
141583707.0,145876497.0,,,142252518.0,146106389.0,143657493.0,139696391.0
143097181.0,145071634.0,,,143030760.0,143112215.0,132540952.0,146200850.0
145245534.0,134583828.0,,,143526376.0,141625375.0,142981660.0,145328407.0
142325091.0,131024405.0,,,138701290.0,145549349.0,141679140.0,145410328.0
142376292.0,143625748.0,,,139364842.0,139929643.0,123079205.0,141666587.0
130966885.0,131915291.0,,,139360748.0,140339250.0,141539885.0,113502494.0
143578467.0,63768091.0,,,143243774.0,143050806.0,141208111.0,78088480.0
143510883.0,143123996.0,,,143141381.0,145086523.0,39672369.0,143501611.0
145460580.0,146019868.0,,,50977295.0,145283135.0,128440883.0,139307308.0
145272173.0,145169953.0,,,143149586.0,129009737.0,141781573.0,146000173.0
142359918.0,143990307.0,,,142445077.0,143530064.0,141757000.0,143558960.0
143002990.0,140766757.0,,,143563286.0,145938514.0,142469708.0,146123063.0
141679986.0,128448041.0,,,132540952.0,145107031.0,142404177.0,142944569.0
143256947.0,143011370.0,,,142981660.0,130472026.0,143596112.0,136780093.0
36388211.0,145409583.0,,,142359070.0,139716703.0,58849882.0,42359108.0
141788535.0,143918643.0,,,141679140.0,140331104.0,39926367.0,143911239.0
143109495.0,143042107.0,,,123079205.0,143636582.0,141785697.0,124500301.0
123370876.0,120968768.0,,,141208111.0,139798635.0,140261986.0,144677200.0
143631742.0,141667907.0,,,39672369.0,145361016.0,141605474.0,143026516.0
143017355.0,145153605.0,,,128440883.0,142411921.0,143575651.0,145332565.0
142425485.0,142390855.0,,,141781573.0,143145106.0,136800870.0,143599962.0
143656340.0,141694540.0,,,143215175.0,50563226.0,134523500.0,139110753.0
143076757.0,142452303.0,,,141757000.0,142366875.0,142494318.0,139725159.0
141731221.0,143658577.0,,,145156683.0,142977179.0,146045553.0,139250035.0
143119768.0,139861588.0,,,141621836.0,142416031.0,143104648.0,139221369.0
142939545.0,20586081.0,,,142469708.0,141678755.0,143497864.0,145308033.0
139314591.0,142990945.0,,,142404177.0,143136932.0,95701646.0,145906052.0
143605151.0,140234340.0,,,143596112.0,19806390.0,143542933.0,145275277.0
139320741.0,145116772.0,,,58849882.0,140925112.0,133167765.0,145844622.0
143009190.0,145184360.0,,,39926367.0,145189048.0,137161367.0,129616276.0
123274666.0,136248940.0,,,141785697.0,139716795.0,143567512.0,143083925.0
127274410.0,111711852.0,,,141605474.0,139839680.0,142981783.0,142207392.0
142427567.0,127241840.0,,,143575651.0,123676865.0,139074203.0,143591842.0
133518770.0,140492400.0,,,145529445.0,141686981.0,142477983.0,139270568.0
145956274.0,143568496.0,,,136800870.0,142239941.0,143051431.0,142338474.0
143556024.0,56372851.0,,,134523500.0,126748873.0,146205358.0,144648620.0
141710779.0,141618809.0,,,142494318.0,50890959.0,143559346.0,139143600.0
145307068.0,132103803.0,,,146045553.0,142285010.0,139819701.0,140286384.0
145882562.0,143074939.0,,,56380024.0,143522009.0,125409978.0,143133117.0
135228870.0,141670018.0,,,142424700.0,140269786.0,145283770.0,145037762.0
142249415.0,120505989.0,,,143104648.0,108583138.0,139242176.0,143006154.0
140225992.0,143160969.0,,,143497864.0,139917539.0,140286659.0,140245459.0
124272075.0,138575503.0,,,95701646.0,141854947.0,143596227.0,139860443.0
144729548.0,136588951.0,,,143542933.0,142178530.0,135936715.0,122825179.0
126397901.0,142163607.0,,,137161367.0,142375142.0,143010514.0,145242589.0
142253523.0,136738457.0,,,143567512.0,132085991.0,143551189.0,143014366.0
143171031.0,145931928.0,,,142981783.0,143526120.0,141642456.0,143686113.0
139849178.0,139218587.0,,,139074203.0,144718055.0,139733723.0,142252518.0
125558235.0,139785883.0,,,142477983.0,143145195.0,117824227.0,143030760.0
143906269.0,119697052.0,,,143051431.0,141650158.0,142379747.0,143526376.0
142972382.0,141620897.0,,,143559346.0,142452980.0,143526628.0,138701290.0
100402658.0,142190243.0,,,139819701.0,143145207.0,140507882.0,139364842.0
140238312.0,47677099.0,,,125409978.0,130898176.0,141675242.0,139360748.0
143146474.0,139081388.0,,,145283770.0,139696391.0,142412523.0,143243774.0
143195629.0,143650482.0,,,139242176.0,146200850.0,146152172.0,143141381.0
143904237.0,130340530.0,,,140286659.0,145328407.0,139807488.0,50977295.0
145987053.0,87223990.0,,,143596227.0,145410328.0,144370432.0,143149586.0
140295664.0,138534583.0,,,143928003.0,141666587.0,142990082.0,142445077.0
67810800.0,143836855.0,,,143018702.0,113502494.0,145357571.0,143563286.0
126948851.0,139071168.0,,,143010514.0,78088480.0,138504983.0,143657493.0
37455351.0,122719937.0,,,145078994.0,143501611.0,139225885.0,132540952.0
140434936.0,143908546.0,,,143551189.0,139307308.0,133163806.0,142981660.0
141919739.0,139105988.0,,,141642456.0,146000173.0,139377439.0,142359070.0
146046461.0,140267205.0,,,139733723.0,146123063.0,138525471.0,141679140.0
146175487.0,136507076.0,,,117824227.0,142944569.0,143645475.0,123079205.0
139132417.0,146101956.0,,,143526628.0,42359108.0,138558246.0,141539885.0
143046145.0,142280393.0,,,140507882.0,143911239.0,139762471.0,141208111.0
143543811.0,143570634.0,,,141675242.0,124500301.0,139828008.0,39672369.0
142982660.0,145880781.0,,,146152172.0,144677200.0,142363434.0,128440883.0
143631876.0,139765454.0,,,145119994.0,145213779.0,142297903.0,141781573.0
143105546.0,133228238.0,,,139807488.0,143026516.0,126016307.0,141757000.0
142214668.0,38383313.0,,,144370432.0,139200853.0,64174904.0,145156683.0
123184656.0,143574739.0,,,142396162.0,145332565.0,145287994.0,141621836.0
139990546.0,140330711.0,,,145357571.0,143599962.0,145328954.0,142469708.0
145071634.0,23066329.0,,,34994949.0,139110753.0,141658944.0,141781584.0
134583828.0,146077407.0,,,138504983.0,139725159.0,86043456.0,142404177.0
131024405.0,143681248.0,,,143174425.0,139250035.0,145255235.0,143596112.0
143625748.0,142501603.0,,,139225885.0,139221369.0,139889480.0,58849882.0
131915291.0,141190884.0,,,133163806.0,145308033.0,140348236.0,146225757.0
63768091.0,140267237.0,,,139377439.0,145906052.0,139688781.0,39926367.0
143123996.0,142194407.0,,,138525471.0,145275277.0,145972045.0,140261986.0
146019868.0,43701993.0,,,144268065.0,145844622.0,138546000.0,141605474.0
47300128.0,142391017.0,,,140249890.0,129616276.0,132086615.0,143575651.0
143990307.0,26959595.0,,,143645475.0,143083925.0,143154009.0,145529445.0
140766757.0,143910634.0,,,138558246.0,142207392.0,143305563.0,136800870.0
143650343.0,129048303.0,,,139828008.0,143591842.0,144776028.0,134523500.0
128448041.0,141680368.0,,,142363434.0,139270568.0,146008930.0,142494318.0
145409583.0,143062767.0,,,64174904.0,142338474.0,139643750.0,56380024.0
143918643.0,84643574.0,,,145287994.0,144648620.0,138607472.0,143104648.0
143042107.0,143017719.0,,,145328954.0,139143600.0,140229489.0,143497864.0
137428540.0,143574774.0,,,145255235.0,140286384.0,145320819.0,95701646.0
119567933.0,143996664.0,,,139889480.0,143133117.0,143166343.0,133167765.0
146032190.0,141330173.0,,,140348236.0,145037762.0,145218447.0,143567512.0
120968768.0,145915647.0,,,139688781.0,143006154.0,146123669.0,142981783.0
