20220420_SPO_NB_bebidas,20220420_SPO_NB_congelados,20220420_SPO_NB_laticinioseovos,20220420_SPO_NB_limpezaehigiene,20220420_SPO_NB_descartaveis
139320741.0,140253198.0,143527253.0,134583828.0,130898176.0
140350886.0,143116303.0,145290581.0,131024405.0,139696391.0
143009190.0,145336334.0,146154837.0,143625748.0,146200850.0
123274666.0,142239762.0,141692250.0,131915291.0,145410328.0
142427567.0,146106389.0,141583707.0,63768091.0,141666587.0
140283313.0,143112215.0,143097181.0,146019868.0,113502494.0
133518770.0,141625375.0,145245534.0,145460767.0,78088480.0
140264888.0,139929643.0,140240225.0,47300128.0,143501611.0
143556024.0,140339250.0,142325091.0,145169953.0,146000173.0
135228870.0,136755252.0,142376292.0,141696547.0,143558960.0
124272075.0,143050806.0,130966885.0,143924771.0,146123063.0
144729548.0,145086523.0,143578467.0,143650343.0,142944569.0
140373453.0,145283135.0,143510883.0,128448041.0,136780093.0
143171031.0,129009737.0,145272173.0,143011370.0,42359108.0
141180376.0,145938514.0,142359918.0,139843118.0,143911239.0
125558235.0,145107031.0,143002990.0,143918643.0,124500301.0
143906269.0,130472026.0,140219761.0,129486390.0,144677200.0
140873183.0,140331104.0,143256947.0,73465399.0,145213779.0
100402658.0,143636582.0,36388211.0,133547577.0,143026516.0
143146474.0,139798635.0,143000950.0,144012857.0,145332565.0
143904237.0,145361016.0,141788535.0,119567933.0,139110753.0
126948851.0,50563226.0,143631742.0,146032190.0,139725159.0
37455351.0,142366875.0,140277128.0,141667907.0,139250035.0
146046461.0,142977179.0,143017355.0,141694540.0,139221369.0
146175487.0,142416031.0,142425485.0,142452303.0,145308033.0
143543811.0,141678755.0,141813136.0,143658577.0,129616276.0
124919300.0,143136932.0,141856148.0,145274450.0,143083925.0
142982660.0,19806390.0,143076757.0,139257433.0,143591842.0
123184656.0,140925112.0,143656340.0,142990945.0,139270568.0
145876497.0,145189048.0,143119768.0,135188068.0,142338474.0
139990546.0,139716795.0,139314591.0,145184360.0,144648620.0
145071634.0,139839680.0,143605151.0,136248940.0,139143600.0
143625748.0,141686981.0,139320741.0,141624943.0,140286384.0
131024405.0,142239941.0,140350886.0,140492400.0,145037762.0
139785750.0,126748873.0,143009190.0,143568496.0,140245459.0
131915291.0,50890959.0,123274666.0,143062645.0,139860443.0
63768091.0,142285010.0,127274410.0,141618809.0,122825179.0
146019868.0,143522009.0,142427567.0,132103803.0,143014366.0
47300128.0,108583138.0,140283313.0,138575503.0,143686113.0
145169953.0,139917539.0,133518770.0,140000912.0,142252518.0
141696547.0,141854947.0,140264888.0,67243671.0,143030760.0
143924771.0,142178530.0,143556024.0,136588951.0,143526376.0
140766757.0,132085991.0,141710779.0,136738457.0,138701290.0
128448041.0,143526120.0,145307068.0,142425753.0,139364842.0
141620778.0,143145195.0,145882562.0,139218587.0,139360748.0
139843118.0,142452980.0,135228870.0,139785883.0,143243774.0
143918643.0,143145207.0,140225992.0,119697052.0,50977295.0
129486390.0,130898176.0,124272075.0,142163607.0,142445077.0
73465399.0,139696391.0,139245004.0,143150749.0,143563286.0
133547577.0,145328407.0,140373453.0,143109792.0,132540952.0
144012857.0,145410328.0,126397901.0,141620897.0,142359070.0
137428540.0,141666587.0,143171031.0,146007711.0,141679140.0
140273213.0,113502494.0,139849178.0,140299939.0,123079205.0
119567933.0,78088480.0,125558235.0,142190243.0,141539885.0
120968768.0,143501611.0,143906269.0,139728549.0,141208111.0
145153605.0,146000173.0,140873183.0,59008684.0,39672369.0
142390855.0,143558960.0,100402658.0,139081388.0,128440883.0
143658577.0,146123063.0,140238312.0,143650482.0,141781573.0
145274450.0,142944569.0,143146474.0,143124149.0,143215175.0
139861588.0,136780093.0,143195629.0,138534583.0,141757000.0
139257433.0,42359108.0,143904237.0,143836855.0,145156683.0
142990945.0,143911239.0,145987053.0,46544572.0,141621836.0
135188068.0,124500301.0,140295664.0,139071168.0,142469708.0
143093348.0,144677200.0,67810800.0,122719937.0,141781584.0
145116772.0,143026516.0,146124273.0,143908546.0,143596112.0
145184360.0,145332565.0,126948851.0,139828932.0,58849882.0
136248940.0,143599962.0,140434936.0,140267205.0,146225757.0
111711852.0,139725159.0,141919739.0,142280393.0,39926367.0
141624943.0,139250035.0,143570428.0,142298828.0,141785697.0
127241840.0,145308033.0,146175487.0,133228238.0,140261986.0
143568496.0,145906052.0,139132417.0,38383313.0,143575651.0
143062645.0,145275277.0,143046145.0,143574739.0,145529445.0
142210684.0,145844622.0,124919300.0,140330711.0,136800870.0
141670018.0,129616276.0,142982660.0,142958296.0,134523500.0
120505989.0,142207392.0,143631876.0,23066329.0,142494318.0
140000912.0,143591842.0,143105546.0,142352094.0,146045553.0
142231189.0,139270568.0,142214668.0,146077407.0,56380024.0
67243671.0,142338474.0,143013390.0,143681248.0,142424700.0
136588951.0,144648620.0,139990546.0,141190884.0,143497864.0
142425753.0,139143600.0,145071634.0,140267237.0,95701646.0
146007711.0,140286384.0,134583828.0,142194407.0,143542933.0
143109792.0,143133117.0,131024405.0,48355047.0,133167765.0
141620897.0,145037762.0,139785750.0,43701993.0,137161367.0
140299939.0,143006154.0,131915291.0,26959595.0,143567512.0
142190243.0,140245459.0,63768091.0,129048303.0,142981783.0
59008684.0,139860443.0,143123996.0,143062767.0,143051431.0
139081388.0,122825179.0,145460767.0,84643574.0,146205358.0
130340530.0,145242589.0,145169953.0,143017719.0,143559346.0
138534583.0,143014366.0,141696547.0,143574774.0,139819701.0
46544572.0,142252518.0,143924771.0,143996664.0,145283770.0
142421697.0,143030760.0,140766757.0,145874680.0,139242176.0
143908546.0,143526376.0,143990307.0,137846518.0,140286659.0
122719937.0,138701290.0,143650343.0,141330173.0,143596227.0
139105988.0,139364842.0,128448041.0,145915647.0,143928003.0
140267205.0,139360748.0,141620778.0,143562501.0,135936715.0
139828932.0,143243774.0,143011370.0,146061062.0,143018702.0
136507076.0,143141381.0,139843118.0,90840843.0,143010514.0
143570634.0,50977295.0,145409583.0,142219024.0,145078994.0
142298828.0,143149586.0,143918643.0,143218453.0,143551189.0
145880781.0,142445077.0,129486390.0,146042650.0,141642456.0
133228238.0,143563286.0,73465399.0,143617821.0,139733723.0
38383313.0,143657493.0,133547577.0,78520100.0,142379747.0
142966481.0,132540952.0,142192185.0,145088296.0,140507882.0
143574739.0,142981660.0,143042107.0,143281960.0,146152172.0
140330711.0,142359070.0,119567933.0,139777850.0,145119994.0
142958296.0,141679140.0,120968768.0,47687488.0,139807488.0
23066329.0,123079205.0,141667907.0,142346052.0,144370432.0
142427866.0,141539885.0,140295750.0,136451908.0,145357571.0
142352094.0,141208111.0,142390855.0,143060804.0,34994949.0
143681248.0,39672369.0,141694540.0,143060807.0,139115279.0
142501603.0,128440883.0,142452303.0,142434122.0,138504983.0
48355047.0,141781573.0,145274450.0,24158027.0,143010584.0
43701993.0,143215175.0,140234340.0,145141582.0,143174425.0
142391017.0,141757000.0,143093348.0,140441423.0,133163806.0
26959595.0,145156683.0,145116772.0,130740046.0,139377439.0
134573802.0,141621836.0,136248940.0,139206487.0,144268065.0
141680368.0,142469708.0,111711852.0,139710300.0,140249890.0
145221361.0,141781584.0,127241840.0,139728733.0,143645475.0
84643574.0,142404177.0,140492400.0,143195998.0,138558246.0
143574774.0,58849882.0,56372851.0,146057057.0,142363434.0
143996664.0,39926367.0,141618809.0,143578991.0,142297903.0
145874680.0,141785697.0,132103803.0,145336178.0,126016307.0
137846518.0,140261986.0,142210684.0,140285811.0,64174904.0
140328705.0,141605474.0,143074939.0,129466228.0,145328954.0
139181830.0,143575651.0,120505989.0,143595386.0,141658944.0
90840843.0,145529445.0,143160969.0,143564669.0,86043456.0
145090317.0,136800870.0,140000912.0,145135487.0,145255235.0
145927950.0,134523500.0,142231189.0,146126720.0,139889480.0
142966548.0,139205235.0,136588951.0,135194501.0,140348236.0
143218453.0,56380024.0,145931928.0,121782151.0,139688781.0
146042650.0,143104648.0,136738457.0,139071373.0,141810511.0
145889055.0,143497864.0,142425753.0,142247822.0,138546000.0
78520100.0,143542933.0,139218587.0,139921296.0,140344144.0
94504740.0,133167765.0,139785883.0,123791251.0,132086615.0
143281960.0,143567512.0,119697052.0,146010003.0,143154009.0
145276715.0,142981783.0,143150749.0,143052695.0,143305563.0
146022194.0,143051431.0,140299939.0,127938461.0,144776028.0
139777850.0,146205358.0,139728549.0,142387102.0,146008930.0
142346052.0,143559346.0,59008684.0,141768607.0,139643750.0
24158027.0,139819701.0,139081388.0,128010147.0,138607472.0
140441423.0,125409978.0,143650482.0,59783076.0,140229489.0
145164118.0,145283770.0,130340530.0,141715368.0,145320819.0
145907543.0,139242176.0,143124149.0,99399597.0,145177475.0
139728733.0,140286659.0,87223990.0,133093297.0,143080329.0
143195998.0,143596227.0,143836855.0,145362866.0,145218447.0
146057057.0,143928003.0,46544572.0,143275959.0,146123669.0
68595555.0,135936715.0,139071168.0,141641655.0,142269339.0
142235497.0,143018702.0,142421697.0,143574967.0,143129499.0
140353390.0,143010514.0,122719937.0,139765689.0,142437280.0
140285811.0,145078994.0,139828932.0,143908791.0,143633330.0
143564669.0,143551189.0,140267205.0,143583170.0,142425018.0
146126720.0,139733723.0,146101956.0,128563145.0,131853249.0
135194501.0,117824227.0,142280393.0,141778894.0,140241858.0
121782151.0,142379747.0,142298828.0,142991310.0,135920579.0
145332107.0,143526628.0,145880781.0,137936853.0,139889613.0
139071373.0,140507882.0,139765454.0,139765718.0,138087375.0
142247822.0,141675242.0,133228238.0,126592987.0,129461206.0
139921296.0,142412523.0,38383313.0,130953188.0,139250682.0
123791251.0,146152172.0,142966481.0,145983460.0,141863931.0
143951763.0,144370432.0,143574739.0,144261103.0,129272833.0
143052695.0,142396162.0,142352094.0,128571379.0,142351360.0
145149852.0,145357571.0,146077407.0,140949492.0,143072262.0
127938461.0,34994949.0,143681248.0,145190903.0,139828231.0
142387102.0,139115279.0,142501603.0,120647673.0,143051787.0
137922465.0,138504983.0,141190884.0,,87571469.0
99399597.0,143010584.0,140267237.0,,143174676.0
143540150.0,143174425.0,142194407.0,,140266520.0
143275959.0,133163806.0,48355047.0,,145345562.0
141641655.0,139377439.0,129048303.0,,34196509.0
132577208.0,138525471.0,143062767.0,,143682591.0
143155135.0,144268065.0,145221361.0,,132594724.0
132022208.0,140249890.0,84643574.0,,146082878.0
145985474.0,143645475.0,143017719.0,,143936576.0
143185860.0,138558246.0,141330173.0,,141859908.0
141778894.0,139762471.0,145915647.0,,143326286.0
142991310.0,139828008.0,143562501.0,,143592527.0
145264595.0,142363434.0,139181830.0,,140393563.0
137936853.0,142297903.0,146061062.0,,140287073.0
126592987.0,126016307.0,145090317.0,,145976426.0
130953188.0,145287994.0,142966548.0,,117304431.0
145983460.0,145328954.0,143218453.0,,144624751.0
107347944.0,141658944.0,139892505.0,,139840630.0
144261103.0,86043456.0,146042650.0,,138767487.0
146253809.0,145255235.0,142231323.0,,128613504.0
128571379.0,145972045.0,143617821.0,,143002756.0
142456820.0,141810511.0,78520100.0,,142228615.0
140949492.0,140344144.0,141801253.0,,143666319.0
145891318.0,142277457.0,145088296.0,,139734160.0
145190903.0,132086615.0,145276715.0,,101129366.0
145948661.0,143154009.0,139917105.0,,145333408.0
145551359.0,143305563.0,146022194.0,,145304737.0
,139643750.0,139777850.0,,134106276.0
,138607472.0,142346052.0,,62311596.0
,140229489.0,136451908.0,,128531658.0
,145177475.0,143060804.0,,130895051.0
,143080329.0,143060807.0,,130763982.0
,145218447.0,132882249.0,,142351570.0
,145943440.0,24158027.0,,135392487.0
,146123669.0,130740046.0,,145263848.0
,142269339.0,141637455.0,,142380265.0
,143129499.0,140470096.0,,139877611.0
,142437280.0,145164118.0,,139173099.0
,143633330.0,139206487.0,,142994671.0
,141720505.0,145907543.0,,141610228.0
,131853249.0,139710300.0,,143092992.0
,140241858.0,139728733.0,,143543558.0
,110885828.0,143195998.0,,138681611.0
,139889613.0,146057057.0,,129019151.0
,138087375.0,68595555.0,,129682712.0
,129461206.0,142235497.0,,40074522.0
,139725786.0,140353390.0,,125082908.0
,145353696.0,143578991.0,,143174966.0
,129604588.0,134584185.0,,143084869.0
,145071086.0,143595386.0,,142994759.0
,139975668.0,145135487.0,,142568777.0
,139250682.0,146126720.0,,142220621.0
,141863931.0,135194501.0,,143527253.0
,142248960.0,121782151.0,,141692250.0
,142351360.0,138833801.0,,143097181.0
,143072262.0,145332107.0,,141565282.0
,139828231.0,142247822.0,,143510883.0
,143051787.0,146010003.0,,142376292.0
,87571469.0,143052695.0,,145460580.0
,143174676.0,143089561.0,,145272173.0
,140266520.0,145149852.0,,143002990.0
,34196509.0,141768607.0,,141679986.0
,139881503.0,143595425.0,,143256947.0
,143682591.0,128010147.0,,36388211.0
,132594724.0,59783076.0,,143109495.0
,146082878.0,141715368.0,,123370876.0
,143936576.0,133093297.0,,142425485.0
,141859908.0,145362866.0,,141856148.0
,143326286.0,143540150.0,,143076757.0
,143592527.0,143574967.0,,143605151.0
,140393563.0,143908791.0,,139320741.0
,140287073.0,138665913.0,,127274410.0
,141823074.0,132577208.0,,140283313.0
,43019363.0,54599612.0,,145956274.0
,140405858.0,132022208.0,,143556024.0
,145345634.0,143583170.0,,145882562.0
,145976426.0,145985474.0,,135228870.0
,144624751.0,128563145.0,,142249415.0
,143522939.0,141778894.0,,124272075.0
,138767487.0,142991310.0,,140373453.0
,128613504.0,145264595.0,,126397901.0
,143002756.0,143017945.0,,142253523.0
,142228615.0,126592987.0,,143171031.0
,143666319.0,143126499.0,,141180376.0
,139734160.0,130953188.0,,139849178.0
,101129366.0,145983460.0,,125558235.0
,145304737.0,107347944.0,,140873183.0
,134106276.0,144261103.0,,140238312.0
,62311596.0,142456820.0,,143146474.0
,142503111.0,145948661.0,,143195629.0
,128531658.0,145891318.0,,143904237.0
,130895051.0,120647673.0,,140295664.0
,130763982.0,,,146124273.0
,142351570.0,,,140434936.0
,142408914.0,,,139132417.0
,142347490.0,,,124919300.0
,135392487.0,,,142982660.0
,145263848.0,,,143105546.0
,142380265.0,,,145071634.0
,139877611.0,,,143625748.0
,139173099.0,,,131915291.0
,142994671.0,,,145460767.0
,146107631.0,,,47300128.0
,141610228.0,,,145169953.0
,143092992.0,,,141696547.0
,143543558.0,,,143924771.0
,139377929.0,,,140766757.0
,138681611.0,,,143650343.0
,142990603.0,,,143011370.0
,132304141.0,,,129486390.0
,129019151.0,,,73465399.0
,129682712.0,,,142192185.0
,40074522.0,,,137428540.0
,125082908.0,,,145153605.0
,142417191.0,,,143547974.0
,143174966.0,,,143658577.0
,143084869.0,,,20586081.0
,142994759.0,,,142990945.0
,142568777.0,,,140234340.0
,142458186.0,,,135188068.0
,142220621.0,,,143093348.0
,143527253.0,,,136248940.0
,141692250.0,,,140492400.0
,143097181.0,,,141618809.0
,141565282.0,,,132103803.0
,143510883.0,,,140000912.0
,145460580.0,,,67243671.0
,145272173.0,,,136588951.0
,142359918.0,,,142425753.0
,143002990.0,,,142163607.0
,141679986.0,,,139218587.0
,143256947.0,,,119697052.0
,36388211.0,,,143150749.0
,143109495.0,,,140299939.0
,123370876.0,,,47677099.0
,142425485.0,,,143650482.0
,141856148.0,,,87223990.0
,143076757.0,,,138534583.0
,139320741.0,,,139071168.0
,127274410.0,,,142421697.0
,140283313.0,,,122719937.0
,145956274.0,,,139828932.0
,143556024.0,,,140267205.0
,145882562.0,,,142298828.0
,135228870.0,,,38383313.0
,142249415.0,,,142966481.0
,140225992.0,,,142958296.0
,124272075.0,,,140267237.0
,140373453.0,,,134573802.0
,142941646.0,,,26959595.0
,126397901.0,,,129048303.0
,142253523.0,,,141680368.0
,143171031.0,,,84643574.0
,139849178.0,,,137846518.0
,125558235.0,,,145915647.0
,140873183.0,,,141684480.0
,140238312.0,,,139181830.0
,143146474.0,,,90840843.0
,143195629.0,,,145927950.0
,143904237.0,,,142966548.0
,140295664.0,,,146042650.0
,146124273.0,,,143617821.0
,140434936.0,,,78520100.0
,146046461.0,,,145088296.0
,139132417.0,,,143281960.0
,143543811.0,,,145276715.0
,142982660.0,,,146022194.0
,145071634.0,,,143060804.0
,131915291.0,,,143060807.0
,145460767.0,,,24158027.0
,47300128.0,,,145141582.0
,145169953.0,,,130740046.0
,143924771.0,,,145907543.0
,140766757.0,,,139710300.0
,143990307.0,,,143195998.0
,143650343.0,,,143564669.0
,143011370.0,,,121782151.0
,129486390.0,,,138833801.0
,73465399.0,,,139071373.0
,142192185.0,,,146010003.0
,141667907.0,,,143052695.0
,145153605.0,,,143089561.0
,140295750.0,,,142983068.0
,143547974.0,,,127938461.0
,143658577.0,,,145362866.0
,139861588.0,,,143540150.0
,20586081.0,,,143908791.0
,142990945.0,,,54599612.0
,140234340.0,,,143155135.0
,135188068.0,,,132022208.0
,143093348.0,,,145985474.0
,145116772.0,,,141778894.0
,136248940.0,,,142991310.0
,127241840.0,,,137936853.0
,140492400.0,,,130953188.0
,143568496.0,,,107347944.0
,56372851.0,,,144261103.0
,141618809.0,,,145948661.0
,132103803.0,,,145891318.0
,138575503.0,,,145190903.0
,140000912.0,,,120647673.0
,136588951.0,,,145551359.0
,142425753.0,,,
,142163607.0,,,
,139218587.0,,,
,119697052.0,,,
,143150749.0,,,
,145931928.0,,,
,143109792.0,,,
,140299939.0,,,
,47677099.0,,,
,143031981.0,,,
,143650482.0,,,
,87223990.0,,,
,138534583.0,,,
,139071168.0,,,
,142421697.0,,,
,143908546.0,,,
,122719937.0,,,
,139828932.0,,,
,140267205.0,,,
,136507076.0,,,
,142298828.0,,,
,38383313.0,,,
,142966481.0,,,
,142352094.0,,,
,140267237.0,,,
,134573802.0,,,
,26959595.0,,,
,129048303.0,,,
,141680368.0,,,
,84643574.0,,,
,137846518.0,,,
,145874680.0,,,
,145915647.0,,,
,141684480.0,,,
,140328705.0,,,
,139181830.0,,,
,90840843.0,,,
,145927950.0,,,
,142966548.0,,,
,146042650.0,,,
,143617821.0,,,
,78520100.0,,,
,145088296.0,,,
,143281960.0,,,
,145276715.0,,,
,143060804.0,,,
,143060807.0,,,
,132882249.0,,,
,145141582.0,,,
,130740046.0,,,
,145907543.0,,,
,139710300.0,,,
,143195998.0,,,
,68595555.0,,,
,140353390.0,,,
,143564669.0,,,
,138833801.0,,,
,139071373.0,,,
,146010003.0,,,
,143052695.0,,,
,143089561.0,,,
,142983068.0,,,
,127938461.0,,,
,145149852.0,,,
,145362866.0,,,
,143540150.0,,,
,143908791.0,,,
,138665913.0,,,
,54599612.0,,,
,143155135.0,,,
,132022208.0,,,
,145985474.0,,,
,142991310.0,,,
,145264595.0,,,
,137936853.0,,,
,143126499.0,,,
,130953188.0,,,
,107347944.0,,,
,144261103.0,,,
,145948661.0,,,
,145190903.0,,,
,120647673.0,,,
,145551359.0,,,
