20220420_SPO_NB_bebidas,20220420_SPO_NB_congelados,20220420_SPO_NB_laticinioseovos,20220420_SPO_NB_limpezaehigiene,20220420_SPO_NB_descartaveis
146157884.0,35414399.0,146157884.0,145213779.0,126386641.0
136780093.0,145129881.0,140755261.0,145420627.0,142410213.0
140755261.0,138568090.0,146112833.0,32887127.0,108085734.0
146112833.0,109322658.0,42359108.0,142299485.0,143933925.0
42359108.0,142938536.0,140226885.0,139110753.0,143589878.0
140226885.0,139276715.0,143911239.0,139725159.0,140308997.0
126214468.0,135082415.0,145305930.0,142287212.0,142275081.0
143184200.0,143172026.0,124500301.0,140394861.0,139756049.0
145314127.0,143606204.0,145314127.0,145199468.0,145109520.0
144677200.0,143929794.0,144677200.0,139250035.0,143204892.0
139829585.0,143069638.0,141746513.0,134582643.0,142303773.0
142307666.0,126386641.0,145213779.0,143036791.0,142406178.0
141746513.0,142410213.0,143026516.0,139221369.0,142357029.0
145213779.0,108085734.0,145332565.0,143077756.0,142930471.0
145332565.0,143933925.0,145420627.0,19874173.0,139846196.0
145420627.0,145207796.0,32887127.0,35414399.0,146158139.0
32887127.0,140308997.0,143599962.0,145308033.0,141374016.0
142299485.0,142275081.0,142246237.0,145275277.0,140395078.0
145199468.0,139756049.0,139110753.0,129616276.0,141738566.0
140394861.0,145109520.0,139725159.0,142207392.0,140276298.0
19874173.0,145138193.0,145199468.0,109322658.0,143610453.0
35414399.0,143204892.0,140394861.0,142938536.0,143647316.0
145308033.0,142303773.0,139250035.0,139270568.0,143008344.0
145906052.0,142406178.0,134582643.0,142338474.0,146023000.0
145275277.0,142357029.0,143036791.0,139276715.0,124367456.0
145844622.0,142930471.0,139221369.0,144648620.0,141697646.0
129616276.0,38109746.0,143077756.0,135082415.0,143077998.0
143083925.0,139846196.0,19874173.0,140286384.0,146018927.0
145129881.0,146158139.0,35414399.0,145037762.0,142283380.0
138568090.0,141374016.0,145308033.0,143006154.0,139281041.0
142207392.0,140395078.0,145275277.0,146100683.0,114356883.0
109322658.0,141738566.0,145844622.0,139280848.0,131007129.0
142938536.0,140276298.0,145129881.0,140245459.0,144351905.0
139270568.0,139092564.0,138568090.0,139860443.0,139694754.0
139276715.0,143610453.0,142207392.0,122825179.0,145089187.0
144648620.0,143647316.0,143591842.0,143014366.0,138736296.0
143151545.0,145097309.0,142938536.0,143686113.0,142987945.0
143606204.0,124367456.0,139270568.0,142410213.0,139391664.0
143929794.0,141697646.0,142338474.0,108085734.0,143205049.0
145037762.0,143077998.0,135082415.0,142252518.0,142430906.0
146100683.0,146018927.0,139143600.0,143526376.0,140284603.0
139280848.0,142283380.0,140286384.0,143933925.0,145097404.0
126386641.0,114356883.0,143172026.0,138701290.0,145171145.0
139860443.0,131007129.0,143133117.0,139364842.0,38384336.0
145242589.0,130327194.0,143929794.0,139360748.0,143512282.0
143686113.0,144351905.0,145037762.0,143589878.0,141198049.0
142410213.0,139694754.0,143069638.0,143243774.0,138830569.0
108085734.0,145089187.0,143006154.0,143141381.0,131031795.0
138701290.0,138736296.0,146100683.0,142275081.0,127795963.0
139364842.0,142987945.0,139280848.0,50977295.0,139272956.0
139360748.0,132330155.0,140245459.0,145109520.0,143049472.0
145207796.0,143205049.0,139860443.0,139756049.0,139846402.0
143589878.0,142430906.0,122825179.0,143149586.0,142930702.0
143243774.0,140284603.0,143014366.0,142445077.0,136643357.0
140308997.0,145097404.0,143686113.0,143563286.0,143729437.0
143141381.0,145863358.0,142410213.0,143657493.0,86373155.0
142275081.0,145171145.0,108085734.0,132540952.0,139838266.0
50977295.0,38384336.0,142252518.0,142981660.0,110367547.0
143127056.0,143512282.0,143030760.0,143204892.0,139789126.0
145109520.0,141198049.0,143526376.0,142303773.0,139297609.0
143149586.0,140231394.0,138701290.0,142406178.0,119288650.0
145138193.0,143082213.0,139364842.0,141679140.0,145298251.0
142445077.0,139993832.0,139360748.0,142357029.0,139776845.0
142981660.0,139813609.0,143933925.0,142930471.0,145961813.0
143204892.0,138830569.0,145207796.0,141539885.0,145183574.0
142359070.0,131031795.0,143589878.0,141208111.0,143057753.0
141679140.0,127795963.0,143243774.0,39672369.0,139240282.0
123079205.0,139272956.0,142275081.0,38109746.0,143020891.0
142357029.0,108884734.0,50977295.0,128440883.0,142201691.0
141539885.0,143049472.0,139756049.0,146158139.0,139240286.0
141208111.0,139846402.0,142445077.0,141374016.0,139977568.0
39672369.0,142930702.0,132540952.0,140395078.0,143553379.0
38109746.0,142988046.0,142981660.0,142469708.0,145003365.0
128440883.0,143074066.0,142303773.0,143596112.0,141603690.0
146158139.0,136643357.0,142359070.0,139092564.0,130368367.0
141781573.0,143729437.0,142406178.0,143610453.0,142988150.0
140395078.0,86373155.0,123079205.0,143647316.0,141771649.0
141738566.0,139838266.0,142930471.0,143008344.0,141763475.0
141757000.0,110367547.0,141208111.0,146023000.0,140260247.0
143215175.0,142537532.0,38109746.0,58849882.0,117486487.0
140276298.0,139789126.0,128440883.0,39926367.0,145208223.0
141621836.0,139297609.0,139846196.0,124367456.0,57566114.0
141781584.0,119288650.0,146158139.0,141785697.0,141603747.0
143596112.0,145298251.0,141374016.0,140261986.0,141706160.0
139092564.0,139776845.0,141781573.0,143575651.0,143139764.0
143610453.0,145961813.0,140395078.0,136800870.0,143549374.0
143647316.0,145183574.0,141738566.0,134523500.0,139584460.0
58849882.0,143057753.0,141757000.0,141697646.0,126038990.0
146225757.0,139240282.0,140276298.0,142494318.0,142164947.0
39926367.0,143020891.0,145156683.0,146045553.0,143086549.0
124367456.0,139240286.0,141621836.0,143497864.0,120669143.0
141785697.0,139977568.0,143596112.0,139281041.0,143553503.0
140261986.0,143553379.0,142404177.0,114356883.0,142423008.0
141605474.0,145003365.0,139092564.0,143542933.0,142373858.0
145529445.0,141603690.0,143647316.0,133167765.0,123655139.0
136800870.0,145208175.0,143008344.0,137161367.0,140231653.0
134523500.0,142988150.0,146023000.0,142981783.0,139211757.0
143077998.0,132920209.0,58849882.0,131007129.0,139322355.0
146018927.0,141763475.0,145097309.0,139074203.0,145859579.0
146045553.0,140260247.0,141785697.0,142477983.0,123864063.0
142283380.0,117486487.0,141605474.0,145089187.0,105899014.0
143104648.0,145208223.0,143575651.0,143051431.0,134837264.0
95701646.0,57566114.0,145529445.0,138736296.0,138269712.0
139281041.0,141603747.0,136800870.0,142987945.0,142406680.0
114356883.0,143139764.0,134523500.0,146205358.0,138142746.0
143542933.0,143549374.0,141697646.0,143559346.0,146039834.0
133167765.0,139801542.0,142494318.0,139819701.0,145118236.0
137161367.0,139584460.0,146018927.0,143205049.0,142976029.0
143567512.0,126038990.0,146045553.0,125409978.0,142349342.0
131007129.0,142164947.0,56380024.0,140284603.0,140964905.0
130327194.0,143086549.0,143104648.0,142430906.0,143717417.0
144351905.0,120669143.0,143497864.0,145097404.0,145130542.0
139694754.0,143553503.0,95701646.0,145283770.0,139932719.0
145089187.0,142423008.0,139281041.0,145863358.0,145994798.0
143051431.0,142373858.0,114356883.0,139242176.0,141694004.0
142987945.0,123655139.0,143542933.0,140286659.0,143553590.0
132330155.0,140231653.0,142981783.0,143596227.0,142402615.0
146205358.0,139211757.0,143567512.0,145171145.0,61940800.0
139391664.0,143533038.0,131007129.0,135936715.0,139809865.0
143559346.0,139322355.0,130327194.0,38384336.0,139314250.0
139819701.0,145859579.0,139074203.0,141642456.0,145142866.0
143205049.0,123864063.0,142477983.0,143512282.0,143639662.0
125409978.0,105899014.0,139694754.0,139733723.0,139318383.0
140284603.0,134837264.0,145089187.0,141198049.0,128517245.0
142430906.0,138269712.0,143051431.0,117824227.0,143062145.0
145097404.0,142406680.0,138736296.0,138830569.0,143598721.0
145283770.0,145118236.0,142987945.0,140507882.0,137127044.0
145863358.0,142976029.0,139391664.0,141675242.0,45606021.0
139242176.0,142349342.0,143559346.0,142412523.0,137327758.0
143928003.0,140964905.0,139819701.0,146152172.0,139695250.0
145171145.0,143717417.0,125409978.0,131031795.0,143144087.0
135936715.0,145130542.0,140284603.0,127795963.0,143103128.0
143018702.0,139932719.0,142430906.0,139272956.0,95696029.0
145078994.0,141694004.0,145097404.0,139807488.0,143000738.0
141642456.0,143553590.0,145283770.0,144370432.0,143615142.0
139733723.0,142402615.0,140286659.0,139846402.0,143479976.0
141198049.0,61940800.0,143596227.0,142990082.0,145122472.0
140231394.0,139314250.0,143928003.0,145357571.0,132142251.0
142379747.0,145142866.0,143018702.0,142930702.0,143623340.0
143526628.0,143606874.0,38384336.0,142988046.0,71050423.0
117824227.0,89998441.0,143010514.0,138504983.0,140268735.0
143082213.0,143639662.0,145078994.0,139225885.0,139850944.0
139993832.0,139318383.0,141642456.0,133163806.0,145306821.0
139813609.0,128517245.0,141198049.0,139377439.0,143000788.0
140507882.0,143062145.0,117824227.0,136643357.0,85935324.0
142412523.0,143598721.0,143526628.0,143729437.0,140879074.0
131031795.0,137127044.0,139813609.0,86373155.0,143987954.0
145119994.0,45606021.0,138830569.0,143645475.0,139822324.0
139272956.0,139695250.0,140507882.0,138558246.0,143942915.0
139807488.0,143144087.0,141675242.0,139762471.0,39834887.0
139846402.0,143103128.0,146152172.0,139828008.0,143480074.0
142396162.0,95696029.0,131031795.0,142363434.0,146154770.0
142990082.0,142386334.0,145119994.0,142297903.0,142357781.0
34994949.0,142468254.0,127795963.0,126016307.0,46339350.0
142930702.0,143000738.0,139272956.0,64174904.0,145831188.0
143074066.0,143615142.0,139807488.0,139838266.0,142218526.0
138504983.0,142242984.0,143049472.0,110367547.0,139760928.0
139225885.0,143479976.0,139846402.0,145287994.0,141612320.0
133163806.0,145122472.0,142396162.0,145328954.0,145265953.0
136643357.0,132142251.0,145357571.0,141658944.0,145990965.0
143729437.0,143623340.0,34994949.0,139789126.0,139236676.0
86373155.0,140268735.0,144370432.0,139889480.0,142263621.0
138558246.0,139850944.0,142930702.0,145298251.0,143549768.0
139762471.0,145306821.0,143074066.0,140348236.0,137569623.0
139828008.0,143000788.0,138504983.0,145972045.0,146154837.0
142297903.0,85935324.0,143174425.0,145183574.0,141583707.0
126016307.0,140879074.0,139225885.0,132086615.0,145245534.0
64174904.0,143987954.0,133163806.0,143057753.0,140240225.0
139838266.0,139822324.0,139377439.0,139240282.0,142325091.0
110367547.0,141731075.0,138525471.0,144776028.0,143578467.0
145287994.0,39834887.0,143729437.0,139977568.0,130966885.0
145328954.0,143480074.0,140249890.0,143553379.0,141825387.0
141658944.0,146183439.0,144268065.0,145003365.0,140219761.0
86043456.0,146154770.0,143645475.0,139643750.0,143000950.0
145255235.0,142996756.0,138558246.0,141603690.0,143631742.0
139789126.0,142357781.0,139828008.0,130368367.0,139097474.0
139889480.0,140301590.0,142363434.0,138607472.0,141813136.0
119288650.0,145831188.0,64174904.0,140229489.0,143656340.0
140348236.0,142218526.0,145287994.0,145208175.0,143119768.0
139688781.0,139760928.0,110367547.0,145218447.0,139314591.0
139776845.0,141612320.0,145328954.0,141763475.0,140350886.0
138546000.0,145265953.0,139789126.0,146123669.0,143009190.0
145961813.0,139818306.0,139889480.0,117486487.0,123274666.0
145183574.0,124781891.0,139297609.0,143129499.0,133518770.0
139240282.0,139236676.0,145298251.0,142437280.0,140264888.0
142201691.0,142263621.0,140348236.0,57566114.0,144729548.0
146008930.0,146117955.0,139688781.0,141603747.0,143906269.0
143553379.0,143549768.0,139776845.0,143139764.0,142972382.0
145003365.0,143103311.0,145972045.0,143549374.0,100402658.0
139643750.0,142202193.0,140344144.0,131853249.0,145987053.0
141603690.0,142951761.0,143057753.0,140241858.0,67810800.0
145208175.0,142222677.0,139240282.0,135920579.0,126948851.0
140229489.0,145290581.0,141933403.0,110885828.0,37455351.0
142988150.0,137569623.0,143020891.0,139584460.0,141919739.0
141771649.0,141583707.0,143154009.0,138087375.0,143570428.0
145177475.0,145245534.0,139240286.0,142164947.0,146175487.0
143166343.0,140240225.0,143305563.0,143086549.0,143046145.0
143080329.0,142325091.0,139977568.0,129461206.0,143631876.0
145218447.0,143578467.0,145003365.0,120669143.0,142214668.0
145943440.0,130966885.0,139643750.0,142423008.0,143013390.0
132920209.0,141825387.0,130368367.0,145353696.0,123184656.0
141763475.0,140219761.0,138607472.0,142373858.0,145876497.0
146123669.0,143000950.0,140229489.0,139211757.0,134583828.0
140260247.0,141788535.0,145320819.0,145071086.0,131024405.0
117486487.0,143631742.0,142988150.0,139322355.0,63768091.0
142269339.0,139097474.0,141771649.0,139975668.0,143123996.0
142437280.0,140277128.0,143166343.0,141863931.0,146019868.0
57566114.0,141813136.0,145218447.0,145859579.0,128448041.0
141603747.0,143656340.0,132920209.0,123864063.0,141620778.0
143139764.0,141731221.0,141763475.0,129272833.0,145409583.0
142425018.0,143119768.0,146123669.0,143072262.0,143918643.0
143549374.0,142939545.0,140260247.0,139828231.0,133547577.0
131853249.0,139314591.0,142269339.0,87571469.0,144012857.0
135920579.0,140350886.0,143129499.0,134837264.0,143042107.0
110885828.0,143009190.0,145208223.0,138269712.0,140273213.0
139584460.0,123274666.0,142437280.0,143174676.0,119567933.0
139889613.0,142427567.0,57566114.0,138142746.0,146032190.0
126038990.0,140264888.0,141603747.0,145118236.0,120968768.0
138087375.0,141710779.0,141706160.0,34196509.0,142390855.0
129461206.0,145307068.0,143633330.0,142349342.0,141694540.0
120669143.0,139245004.0,141720505.0,143682591.0,142452303.0
143553503.0,144729548.0,142425018.0,132594724.0,145274450.0
142423008.0,142972382.0,131853249.0,140964905.0,139257433.0
145353696.0,100402658.0,140241858.0,145130542.0,145184360.0
142373858.0,145987053.0,135920579.0,143553590.0,111711852.0
129604588.0,67810800.0,110885828.0,142402615.0,141624943.0
139211757.0,126948851.0,139801542.0,146082878.0,143062645.0
145071086.0,37455351.0,139584460.0,141859908.0,143074939.0
139322355.0,141919739.0,138087375.0,139809865.0,142210684.0
141863931.0,143570428.0,143086549.0,143326286.0,141670018.0
145859579.0,146175487.0,120669143.0,143592527.0,120505989.0
142351360.0,143046145.0,145353696.0,145142866.0,143160969.0
129272833.0,142214668.0,123655139.0,140405858.0,142231189.0
141321219.0,143013390.0,129604588.0,145976426.0,136738457.0
139828231.0,123184656.0,139211757.0,143639662.0,139785883.0
87571469.0,145876497.0,143533038.0,139318383.0,146007711.0
134837264.0,139990546.0,145071086.0,117304431.0,141620897.0
138269712.0,131024405.0,139975668.0,144624751.0,142190243.0
140266520.0,139785750.0,139250682.0,139840630.0,139728549.0
142406680.0,63768091.0,141863931.0,143598721.0,59008684.0
145345562.0,141620778.0,145859579.0,143002756.0,139081388.0
138142746.0,139843118.0,123864063.0,45606021.0,130340530.0
146039834.0,145409583.0,142248960.0,137127044.0,143124149.0
34196509.0,143918643.0,129272833.0,142228615.0,143836855.0
143682591.0,144012857.0,142351360.0,137327758.0,46544572.0
132594724.0,143042107.0,105899014.0,143666319.0,139105988.0
140964905.0,140273213.0,139828231.0,139734160.0,146101956.0
145130542.0,119567933.0,143051787.0,139695250.0,142280393.0
139932719.0,146032190.0,87571469.0,101129366.0,143570634.0
145994798.0,120968768.0,138269712.0,143144087.0,145880781.0
141694004.0,141694540.0,143174676.0,143103128.0,133228238.0
143553590.0,142452303.0,142406680.0,143144088.0,140330711.0
142402615.0,145274450.0,145345562.0,95696029.0,23066329.0
146082878.0,145184360.0,138142746.0,145333408.0,142427866.0
61940800.0,111711852.0,142976029.0,145304737.0,146077407.0
143936576.0,141624943.0,34196509.0,143000738.0,143681248.0
139809865.0,143062645.0,139881503.0,134106276.0,142501603.0
139314250.0,143074939.0,142349342.0,143479976.0,141190884.0
143326286.0,142210684.0,140964905.0,145122472.0,142194407.0
143592527.0,120505989.0,139932719.0,132142251.0,48355047.0
145142866.0,143160969.0,141694004.0,62311596.0,43701993.0
143606874.0,142231189.0,143553590.0,143623340.0,143910634.0
140393563.0,136738457.0,142402615.0,71050423.0,143062767.0
140287073.0,139785883.0,61940800.0,145306821.0,145221361.0
141823074.0,146007711.0,141859908.0,142503111.0,143574774.0
43019363.0,141620897.0,145142866.0,130895051.0,143017719.0
145345634.0,142190243.0,143606874.0,130763982.0,143996664.0
89998441.0,139728549.0,140393563.0,142351570.0,141330173.0
143639662.0,59008684.0,141823074.0,142408914.0,143562501.0
117304431.0,139081388.0,43019363.0,140879074.0,145090317.0
144624751.0,130340530.0,140405858.0,135392487.0,142219024.0
139840630.0,143124149.0,145345634.0,145263848.0,143218453.0
143522939.0,143836855.0,145976426.0,45907177.0,145889055.0
138767487.0,46544572.0,143639662.0,139173099.0,94504740.0
143598721.0,139105988.0,117304431.0,146107631.0,141801253.0
137127044.0,146101956.0,144624751.0,143987954.0,139777850.0
45606021.0,142280393.0,139840630.0,139822324.0,143603516.0
137327758.0,143570634.0,128517245.0,141610228.0,47687488.0
143666319.0,145880781.0,128613504.0,143092992.0,142346052.0
143144088.0,139765454.0,143062145.0,138849542.0,136451908.0
95696029.0,133228238.0,143002756.0,143543558.0,141637455.0
142386334.0,143574739.0,45606021.0,143645958.0,140470096.0
145333408.0,140330711.0,137127044.0,39834887.0,140441423.0
143000738.0,23066329.0,142228615.0,143480074.0,145164118.0
134106276.0,142427866.0,137327758.0,132304141.0,139728733.0
143615142.0,146077407.0,139734160.0,129019151.0,142235497.0
142242984.0,143681248.0,139695250.0,146154770.0,143578991.0
143479976.0,142501603.0,143103128.0,46339350.0,145336178.0
145122472.0,141190884.0,143144088.0,129682712.0,140285811.0
71050423.0,48355047.0,142468254.0,40074522.0,134584185.0
140268735.0,43701993.0,145304737.0,125082908.0,143595386.0
145306821.0,142391017.0,143000738.0,139760928.0,145135487.0
142503111.0,143910634.0,134106276.0,141612320.0,146126720.0
130895051.0,143062767.0,143615142.0,143174966.0,145332107.0
130763982.0,145221361.0,142242984.0,142994759.0,142247822.0
143000788.0,143574774.0,145122472.0,143549768.0,123791251.0
139822296.0,143017719.0,132142251.0,142568777.0,141768607.0
85935324.0,143996664.0,62311596.0,142220621.0,143595425.0
140879074.0,141330173.0,143623340.0,131513678.0,128010147.0
135392487.0,143562501.0,71050423.0,143527253.0,59783076.0
145263848.0,146061062.0,140268735.0,141692250.0,133093297.0
142380265.0,145090317.0,139850944.0,141583707.0,143275959.0
45907177.0,143218453.0,145306821.0,145245534.0,141641655.0
139173099.0,139892505.0,142503111.0,140240225.0,143574967.0
146107631.0,142231323.0,128531658.0,141565282.0,139765689.0
139822324.0,145889055.0,130895051.0,142325091.0,143587256.0
141731075.0,94504740.0,130763982.0,142376292.0,143185860.0
143942915.0,141801253.0,142351570.0,143578467.0,128563145.0
138849542.0,139777850.0,142408914.0,143510883.0,126592987.0
143645958.0,143603516.0,143000788.0,145272173.0,145983460.0
39834887.0,142346052.0,85935324.0,140219761.0,146253809.0
139377929.0,136451908.0,140879074.0,143256947.0,128571379.0
138681611.0,140470096.0,142347490.0,36388211.0,140949492.0
132304141.0,140441423.0,135392487.0,143000950.0,145901576.0
146183439.0,145164118.0,145263848.0,143109495.0,142936074.0
146154770.0,139728733.0,142380265.0,123370876.0,145336334.0
145831188.0,142235497.0,45907177.0,143631742.0,142239762.0
140301590.0,143578991.0,142994671.0,139097474.0,146106389.0
46339350.0,145336178.0,143987954.0,141813136.0,141625375.0
129682712.0,140285811.0,139822324.0,141856148.0,145549349.0
40074522.0,134584185.0,141610228.0,143076757.0,139929643.0
125082908.0,143595386.0,143092992.0,143656340.0,136755252.0
142218526.0,145135487.0,141731075.0,142939545.0,143050806.0
139760928.0,135194501.0,143942915.0,139314591.0,145086523.0
139959585.0,145332107.0,138849542.0,143605151.0,145283135.0
124781891.0,142247822.0,143543558.0,139320741.0,129009737.0
139236676.0,139921296.0,143645958.0,123274666.0,143530064.0
146117955.0,123791251.0,139377929.0,127274410.0,130472026.0
143549768.0,143951763.0,143480074.0,140283313.0,139716703.0
142568777.0,142387102.0,142990603.0,133518770.0,143636582.0
142220621.0,141768607.0,132304141.0,143556024.0,145361016.0
143103311.0,137922465.0,129019151.0,135228870.0,143145106.0
142202193.0,143595425.0,146183439.0,142249415.0,50563226.0
142222677.0,128010147.0,146154770.0,124272075.0,142366875.0
145290581.0,59783076.0,145831188.0,144729548.0,142416031.0
137569623.0,141715368.0,142357781.0,140373453.0,141678755.0
146154837.0,99399597.0,140301590.0,143171031.0,143136932.0
141692250.0,133093297.0,46339350.0,141180376.0,19806390.0
145245534.0,143275959.0,40074522.0,139849178.0,140925112.0
141565282.0,141641655.0,142218526.0,125558235.0,145189048.0
143510883.0,143574967.0,139760928.0,143906269.0,139716795.0
142376292.0,143587256.0,141612320.0,142972382.0,139839680.0
141825387.0,132577208.0,142417191.0,140238312.0,123676865.0
142359918.0,143583170.0,145990965.0,143195629.0,141686981.0
140219761.0,143185860.0,143174966.0,145987053.0,142239941.0
141679986.0,128563145.0,139818306.0,67810800.0,50890959.0
143000950.0,139765718.0,124781891.0,126948851.0,143522009.0
141788535.0,143017945.0,142263621.0,37455351.0,140269786.0
143109495.0,126592987.0,143084869.0,140434936.0,108583138.0
139097474.0,145983460.0,142568777.0,141919739.0,139917539.0
140277128.0,146253809.0,142458186.0,146046461.0,141854947.0
142425485.0,128571379.0,142220621.0,139132417.0,142178530.0
141813136.0,142456820.0,143103311.0,142982660.0,132085991.0
141856148.0,140949492.0,142202193.0,142214668.0,141650158.0
139314591.0,145901576.0,142951761.0,123184656.0,142452980.0
143605151.0,142936074.0,142222677.0,145071634.0,143145207.0
