20220420_SPO_NB_frango_W16,20220420_SPO_NB_suinos_W16,20220420_SPO_NB_embutidos_W16,20220420_SPO_NB_carnevermelha_W16,20220420_SPO_NB_peixesefrutosdomar_W16
128010147.0,140285811.0,123791251.0,141637455.0,142219024.0
59783076.0,134584185.0,143951763.0,140470096.0,143218453.0
141715368.0,143595386.0,142387102.0,145164118.0,139892505.0
99399597.0,145135487.0,141768607.0,139728733.0,142231323.0
133093297.0,146126720.0,137922465.0,146057057.0,145889055.0
143275959.0,135194501.0,143595425.0,142235497.0,94504740.0
143574967.0,145332107.0,128010147.0,143578991.0,141801253.0
143587256.0,142247822.0,59783076.0,145336178.0,139917105.0
132577208.0,139921296.0,99399597.0,140285811.0,139777850.0
143583170.0,123791251.0,133093297.0,143595386.0,143603516.0
143185860.0,143951763.0,143275959.0,145135487.0,142346052.0
128563145.0,142387102.0,141641655.0,146126720.0,136451908.0
143017945.0,141768607.0,143574967.0,135194501.0,141637455.0
126592987.0,137922465.0,139765689.0,142247822.0,140470096.0
145983460.0,143595425.0,143587256.0,139921296.0,140441423.0
146253809.0,128010147.0,132577208.0,123791251.0,145164118.0
128571379.0,59783076.0,143583170.0,143951763.0,139728733.0
142456820.0,141715368.0,143185860.0,142387102.0,146057057.0
140949492.0,99399597.0,128563145.0,141768607.0,142235497.0
145901576.0,133093297.0,139765718.0,137922465.0,143578991.0
142936074.0,143275959.0,143017945.0,143595425.0,145336178.0
140253198.0,141641655.0,126592987.0,128010147.0,140285811.0
143116303.0,143574967.0,145983460.0,59783076.0,134584185.0
145336334.0,139765689.0,146253809.0,141715368.0,143595386.0
142239762.0,143587256.0,128571379.0,99399597.0,145135487.0
146106389.0,132577208.0,142456820.0,133093297.0,146126720.0
143112215.0,143583170.0,140949492.0,143275959.0,135194501.0
141625375.0,143185860.0,145901576.0,141641655.0,145332107.0
145549349.0,128563145.0,143116303.0,143574967.0,142247822.0
140339250.0,139765718.0,145336334.0,139765689.0,139921296.0
136755252.0,143017945.0,142239762.0,143587256.0,123791251.0
143050806.0,126592987.0,146106389.0,132577208.0,143951763.0
145086523.0,145983460.0,143112215.0,143583170.0,142387102.0
145283135.0,146253809.0,141625375.0,143185860.0,141768607.0
129009737.0,128571379.0,145549349.0,128563145.0,137922465.0
143530064.0,142456820.0,140339250.0,139765718.0,143595425.0
145938514.0,140949492.0,136755252.0,143017945.0,128010147.0
145107031.0,145901576.0,143050806.0,126592987.0,59783076.0
130472026.0,142936074.0,145086523.0,145983460.0,141715368.0
139716703.0,140253198.0,145283135.0,146253809.0,99399597.0
140331104.0,143116303.0,129009737.0,128571379.0,133093297.0
143636582.0,145336334.0,143530064.0,142456820.0,143275959.0
139798635.0,142239762.0,145938514.0,140949492.0,141641655.0
145361016.0,146106389.0,145107031.0,145901576.0,143574967.0
142411921.0,143112215.0,130472026.0,142936074.0,139765689.0
143145106.0,141625375.0,139716703.0,140253198.0,143587256.0
50563226.0,145549349.0,140331104.0,143116303.0,132577208.0
142366875.0,140339250.0,143636582.0,145336334.0,143583170.0
142977179.0,136755252.0,139798635.0,142239762.0,143185860.0
141678755.0,143050806.0,145361016.0,146106389.0,128563145.0
143136932.0,145086523.0,142411921.0,143112215.0,139765718.0
19806390.0,145283135.0,143145106.0,141625375.0,143017945.0
140925112.0,129009737.0,50563226.0,145549349.0,126592987.0
145189048.0,143530064.0,142366875.0,139929643.0,145983460.0
139716795.0,145938514.0,142977179.0,140339250.0,146253809.0
139839680.0,145107031.0,142416031.0,136755252.0,128571379.0
141686981.0,130472026.0,141678755.0,143050806.0,142456820.0
142239941.0,139716703.0,143136932.0,145086523.0,140949492.0
126748873.0,140331104.0,19806390.0,145283135.0,145901576.0
50890959.0,143636582.0,140925112.0,129009737.0,142936074.0
142285010.0,139798635.0,145189048.0,143530064.0,143116303.0
143522009.0,145361016.0,139716795.0,145938514.0,145336334.0
140269786.0,142411921.0,139839680.0,145107031.0,142239762.0
108583138.0,143145106.0,123676865.0,130472026.0,146106389.0
139917539.0,50563226.0,141686981.0,139716703.0,143112215.0
141854947.0,142366875.0,142239941.0,140331104.0,141625375.0
142178530.0,142977179.0,126748873.0,143636582.0,145549349.0
142375142.0,142416031.0,50890959.0,139798635.0,139929643.0
143526120.0,141678755.0,142285010.0,145361016.0,140339250.0
143145195.0,143136932.0,143522009.0,142411921.0,136755252.0
141650158.0,19806390.0,140269786.0,143145106.0,143050806.0
142452980.0,140925112.0,108583138.0,50563226.0,145086523.0
143145207.0,145189048.0,139917539.0,142366875.0,145283135.0
139696391.0,139716795.0,141854947.0,142977179.0,129009737.0
146200850.0,139839680.0,142178530.0,142416031.0,143530064.0
145328407.0,123676865.0,142375142.0,141678755.0,145938514.0
141666587.0,141686981.0,132085991.0,143136932.0,145107031.0
78088480.0,142239941.0,143526120.0,19806390.0,130472026.0
143501611.0,126748873.0,144718055.0,140925112.0,139716703.0
139307308.0,50890959.0,143145195.0,145189048.0,140331104.0
146000173.0,142285010.0,141650158.0,139716795.0,143636582.0
143558960.0,143522009.0,142452980.0,139839680.0,139798635.0
146123063.0,140269786.0,143145207.0,123676865.0,145361016.0
142944569.0,108583138.0,130898176.0,141686981.0,142411921.0
136780093.0,139917539.0,139696391.0,142239941.0,143145106.0
42359108.0,141854947.0,146200850.0,126748873.0,50563226.0
143911239.0,142178530.0,145328407.0,50890959.0,142366875.0
124500301.0,142375142.0,145410328.0,142285010.0,142977179.0
144677200.0,132085991.0,78088480.0,143522009.0,142416031.0
145213779.0,143526120.0,143501611.0,140269786.0,141678755.0
143026516.0,144718055.0,139307308.0,108583138.0,143136932.0
139200853.0,143145195.0,146000173.0,139917539.0,19806390.0
145332565.0,141650158.0,143558960.0,141854947.0,140925112.0
143599962.0,142452980.0,146123063.0,142178530.0,145189048.0
139110753.0,143145207.0,142944569.0,142375142.0,139716795.0
139725159.0,130898176.0,136780093.0,132085991.0,139839680.0
139250035.0,139696391.0,42359108.0,143526120.0,123676865.0
145308033.0,146200850.0,143911239.0,143145195.0,141686981.0
145906052.0,145328407.0,124500301.0,141650158.0,142239941.0
145275277.0,145410328.0,144677200.0,142452980.0,126748873.0
145844622.0,141666587.0,145213779.0,143145207.0,50890959.0
129616276.0,113502494.0,143026516.0,130898176.0,142285010.0
143083925.0,78088480.0,139200853.0,139696391.0,143522009.0
142207392.0,143501611.0,145332565.0,146200850.0,140269786.0
143591842.0,139307308.0,143599962.0,145328407.0,108583138.0
139270568.0,146000173.0,139110753.0,145410328.0,139917539.0
142338474.0,143558960.0,139725159.0,141666587.0,141854947.0
144648620.0,146123063.0,139250035.0,113502494.0,142178530.0
139143600.0,142944569.0,145308033.0,78088480.0,142375142.0
140286384.0,136780093.0,145906052.0,143501611.0,132085991.0
143133117.0,42359108.0,145275277.0,139307308.0,143526120.0
145037762.0,143911239.0,145844622.0,146000173.0,144718055.0
143006154.0,124500301.0,129616276.0,143558960.0,143145195.0
140245459.0,144677200.0,143083925.0,136780093.0,141650158.0
122825179.0,145213779.0,143591842.0,42359108.0,142452980.0
145242589.0,143026516.0,139270568.0,143911239.0,143145207.0
143014366.0,139200853.0,142338474.0,124500301.0,130898176.0
142252518.0,145332565.0,144648620.0,144677200.0,139696391.0
143030760.0,143599962.0,139143600.0,145213779.0,146200850.0
143526376.0,139725159.0,140286384.0,143026516.0,145328407.0
139364842.0,139250035.0,143133117.0,139200853.0,145410328.0
139360748.0,139221369.0,145037762.0,145332565.0,141666587.0
143243774.0,145308033.0,143006154.0,143599962.0,113502494.0
143141381.0,145906052.0,140245459.0,139110753.0,78088480.0
50977295.0,145275277.0,139860443.0,139725159.0,143501611.0
143149586.0,145844622.0,122825179.0,139250035.0,139307308.0
143563286.0,129616276.0,145242589.0,139221369.0,146000173.0
143657493.0,143083925.0,143014366.0,145308033.0,143558960.0
132540952.0,142207392.0,143686113.0,145906052.0,146123063.0
142981660.0,143591842.0,142252518.0,145275277.0,142944569.0
142359070.0,139270568.0,143030760.0,145844622.0,136780093.0
141679140.0,142338474.0,143526376.0,129616276.0,42359108.0
123079205.0,144648620.0,138701290.0,143083925.0,143911239.0
141208111.0,139143600.0,139364842.0,142207392.0,124500301.0
128440883.0,140286384.0,139360748.0,143591842.0,145213779.0
141781573.0,143133117.0,143243774.0,139270568.0,143026516.0
143215175.0,145037762.0,143141381.0,142338474.0,139200853.0
141757000.0,143006154.0,50977295.0,144648620.0,145332565.0
145156683.0,140245459.0,143149586.0,139143600.0,143599962.0
141621836.0,139860443.0,142445077.0,140286384.0,139110753.0
142469708.0,122825179.0,143563286.0,143133117.0,139725159.0
141781584.0,145242589.0,143657493.0,145037762.0,139250035.0
142404177.0,143014366.0,132540952.0,143006154.0,139221369.0
143596112.0,143686113.0,142981660.0,140245459.0,145308033.0
58849882.0,142252518.0,142359070.0,139860443.0,145906052.0
146225757.0,143030760.0,141679140.0,122825179.0,145275277.0
141785697.0,143526376.0,123079205.0,145242589.0,145844622.0
140261986.0,138701290.0,141539885.0,143014366.0,129616276.0
141605474.0,139364842.0,141208111.0,143686113.0,143083925.0
143575651.0,139360748.0,39672369.0,142252518.0,142207392.0
145529445.0,143243774.0,128440883.0,143030760.0,143591842.0
136800870.0,143141381.0,141781573.0,143526376.0,139270568.0
142494318.0,50977295.0,143215175.0,138701290.0,142338474.0
146045553.0,143149586.0,141757000.0,139364842.0,144648620.0
139205235.0,142445077.0,145156683.0,139360748.0,139143600.0
56380024.0,143563286.0,141621836.0,143243774.0,140286384.0
142424700.0,143657493.0,142404177.0,143141381.0,143133117.0
143497864.0,132540952.0,143596112.0,50977295.0,145037762.0
95701646.0,142981660.0,58849882.0,143149586.0,143006154.0
143542933.0,142359070.0,146225757.0,143563286.0,140245459.0
133167765.0,141679140.0,39926367.0,143657493.0,139860443.0
143567512.0,123079205.0,141785697.0,132540952.0,122825179.0
142981783.0,141539885.0,140261986.0,142981660.0,145242589.0
139074203.0,141208111.0,141605474.0,142359070.0,143014366.0
142477983.0,39672369.0,143575651.0,141679140.0,143686113.0
143051431.0,128440883.0,145529445.0,123079205.0,142252518.0
146205358.0,141781573.0,136800870.0,141539885.0,143030760.0
143559346.0,143215175.0,134523500.0,141208111.0,143526376.0
139819701.0,145156683.0,142494318.0,39672369.0,138701290.0
145283770.0,141621836.0,146045553.0,128440883.0,139364842.0
140286659.0,142469708.0,139205235.0,141781573.0,139360748.0
143596227.0,141781584.0,56380024.0,143215175.0,143243774.0
143928003.0,142404177.0,142424700.0,141757000.0,143141381.0
135936715.0,143596112.0,143104648.0,145156683.0,50977295.0
143018702.0,58849882.0,143497864.0,141621836.0,143149586.0
143010514.0,146225757.0,95701646.0,142469708.0,142445077.0
145078994.0,141785697.0,143542933.0,141781584.0,143563286.0
141642456.0,140261986.0,133167765.0,142404177.0,143657493.0
139733723.0,141605474.0,143567512.0,143596112.0,132540952.0
117824227.0,143575651.0,142981783.0,58849882.0,142981660.0
142379747.0,145529445.0,139074203.0,146225757.0,142359070.0
143526628.0,136800870.0,142477983.0,39926367.0,141679140.0
140507882.0,134523500.0,143051431.0,141785697.0,123079205.0
141675242.0,142494318.0,146205358.0,140261986.0,141539885.0
142412523.0,146045553.0,143559346.0,141605474.0,141208111.0
146152172.0,139205235.0,139819701.0,143575651.0,39672369.0
145119994.0,56380024.0,125409978.0,145529445.0,128440883.0
139807488.0,142424700.0,145283770.0,136800870.0,141781573.0
144370432.0,143104648.0,139242176.0,134523500.0,143215175.0
142990082.0,143497864.0,140286659.0,142494318.0,141757000.0
145357571.0,95701646.0,143596227.0,146045553.0,145156683.0
34994949.0,143542933.0,143928003.0,139205235.0,141621836.0
139115279.0,133167765.0,135936715.0,56380024.0,142469708.0
138504983.0,143567512.0,143018702.0,143104648.0,141781584.0
143010584.0,142981783.0,143010514.0,143497864.0,142404177.0
143174425.0,139074203.0,145078994.0,95701646.0,143596112.0
139225885.0,142477983.0,141642456.0,143542933.0,58849882.0
133163806.0,143051431.0,117824227.0,133167765.0,146225757.0
139377439.0,146205358.0,142379747.0,143567512.0,39926367.0
138525471.0,143559346.0,143526628.0,142981783.0,141785697.0
144268065.0,139819701.0,140507882.0,139074203.0,140261986.0
140249890.0,125409978.0,141675242.0,142477983.0,141605474.0
143645475.0,145283770.0,142412523.0,143051431.0,143575651.0
138558246.0,139242176.0,146152172.0,146205358.0,145529445.0
139762471.0,140286659.0,145119994.0,143559346.0,136800870.0
139828008.0,143596227.0,139807488.0,139819701.0,134523500.0
142363434.0,143928003.0,144370432.0,125409978.0,142494318.0
142297903.0,135936715.0,142396162.0,140286659.0,146045553.0
126016307.0,143018702.0,145357571.0,143596227.0,139205235.0
64174904.0,143010514.0,34994949.0,143928003.0,56380024.0
145287994.0,145078994.0,139115279.0,135936715.0,142424700.0
145328954.0,141642456.0,138504983.0,143018702.0,143104648.0
141658944.0,139733723.0,143010584.0,143010514.0,143497864.0
86043456.0,117824227.0,143174425.0,145078994.0,95701646.0
145255235.0,142379747.0,139225885.0,143551189.0,143542933.0
140348236.0,143526628.0,133163806.0,141642456.0,133167765.0
139688781.0,140507882.0,139377439.0,139733723.0,137161367.0
145972045.0,141675242.0,138525471.0,117824227.0,143567512.0
141810511.0,142412523.0,143645475.0,142379747.0,142981783.0
138546000.0,146152172.0,138558246.0,143526628.0,139074203.0
140344144.0,145119994.0,139762471.0,140507882.0,142477983.0
142277457.0,139807488.0,139828008.0,141675242.0,143051431.0
132086615.0,144370432.0,142363434.0,142412523.0,146205358.0
143154009.0,142396162.0,142297903.0,146152172.0,143559346.0
141933403.0,142990082.0,126016307.0,145119994.0,139819701.0
143305563.0,145357571.0,64174904.0,139807488.0,125409978.0
144776028.0,34994949.0,145287994.0,144370432.0,145283770.0
146008930.0,139115279.0,145328954.0,142396162.0,139242176.0
139643750.0,138504983.0,141658944.0,142990082.0,140286659.0
140229489.0,143010584.0,86043456.0,145357571.0,143596227.0
145320819.0,143174425.0,145255235.0,34994949.0,143928003.0
145177475.0,139225885.0,139889480.0,139115279.0,135936715.0
143166343.0,133163806.0,140348236.0,138504983.0,143018702.0
143080329.0,139377439.0,139688781.0,143010584.0,143010514.0
145218447.0,138525471.0,145972045.0,143174425.0,145078994.0
145943440.0,144268065.0,141810511.0,139225885.0,143551189.0
146123669.0,140249890.0,138546000.0,133163806.0,141642456.0
142269339.0,143645475.0,140344144.0,139377439.0,139733723.0
143129499.0,138558246.0,142277457.0,138525471.0,117824227.0
142437280.0,139762471.0,132086615.0,144268065.0,142379747.0
143633330.0,139828008.0,143154009.0,143645475.0,143526628.0
141720505.0,142363434.0,141933403.0,138558246.0,140507882.0
142425018.0,142297903.0,143305563.0,139762471.0,141675242.0
131853249.0,126016307.0,144776028.0,139828008.0,142412523.0
140241858.0,64174904.0,146008930.0,142363434.0,146152172.0
110885828.0,145287994.0,139643750.0,142297903.0,145119994.0
139889613.0,145328954.0,138607472.0,126016307.0,139807488.0
138087375.0,141658944.0,140229489.0,64174904.0,144370432.0
129461206.0,86043456.0,145320819.0,145287994.0,142396162.0
139725786.0,145255235.0,145177475.0,145328954.0,142990082.0
145353696.0,139889480.0,143166343.0,141658944.0,145357571.0
129604588.0,145972045.0,145218447.0,86043456.0,34994949.0
145071086.0,141810511.0,145943440.0,145255235.0,139115279.0
139975668.0,138546000.0,146123669.0,139889480.0,138504983.0
139250682.0,140344144.0,142269339.0,139688781.0,143010584.0
141863931.0,142277457.0,143129499.0,145972045.0,143174425.0
142248960.0,132086615.0,142437280.0,141810511.0,139225885.0
142351360.0,143154009.0,143633330.0,138546000.0,139377439.0
143072262.0,141933403.0,141720505.0,140344144.0,138525471.0
139828231.0,143305563.0,142425018.0,142277457.0,144268065.0
143051787.0,144776028.0,131853249.0,132086615.0,140249890.0
87571469.0,146008930.0,140241858.0,143154009.0,143645475.0
143174676.0,139643750.0,110885828.0,141933403.0,138558246.0
140266520.0,138607472.0,139889613.0,143305563.0,139762471.0
145345562.0,140229489.0,138087375.0,144776028.0,139828008.0
34196509.0,145320819.0,129461206.0,146008930.0,142363434.0
139881503.0,145177475.0,139725786.0,139643750.0,142297903.0
143682591.0,143080329.0,145353696.0,138607472.0,126016307.0
132594724.0,145218447.0,129604588.0,140229489.0,64174904.0
146082878.0,145943440.0,145071086.0,145320819.0,145287994.0
143936576.0,146123669.0,139975668.0,145177475.0,145328954.0
141859908.0,142269339.0,139250682.0,143166343.0,141658944.0
143326286.0,143129499.0,141863931.0,143080329.0,86043456.0
143592527.0,142437280.0,142248960.0,145218447.0,145255235.0
140393563.0,143633330.0,129272833.0,145943440.0,139889480.0
140287073.0,141720505.0,143072262.0,146123669.0,139688781.0
141823074.0,131853249.0,139828231.0,142269339.0,145972045.0
43019363.0,140241858.0,143051787.0,143129499.0,141810511.0
140405858.0,135920579.0,87571469.0,142437280.0,138546000.0
145345634.0,110885828.0,143174676.0,143633330.0,140344144.0
145976426.0,139889613.0,140266520.0,141720505.0,142277457.0
117304431.0,129461206.0,145345562.0,142425018.0,132086615.0
144624751.0,139725786.0,34196509.0,131853249.0,143154009.0
139840630.0,145353696.0,139881503.0,140241858.0,141933403.0
143522939.0,129604588.0,143682591.0,135920579.0,143305563.0
138767487.0,145071086.0,132594724.0,110885828.0,144776028.0
128613504.0,139975668.0,146082878.0,139889613.0,146008930.0
143002756.0,139250682.0,143936576.0,129461206.0,139643750.0
142228615.0,141863931.0,141859908.0,139725786.0,138607472.0
143666319.0,142248960.0,143326286.0,145353696.0,140229489.0
139734160.0,129272833.0,143592527.0,129604588.0,145320819.0
101129366.0,142351360.0,140393563.0,145071086.0,145177475.0
145333408.0,139828231.0,140287073.0,139975668.0,143166343.0
145304737.0,143051787.0,141823074.0,139250682.0,143080329.0
134106276.0,87571469.0,43019363.0,141863931.0,145218447.0
142503111.0,143174676.0,140405858.0,142248960.0,145943440.0
128531658.0,140266520.0,145345634.0,129272833.0,146123669.0
130895051.0,145345562.0,145976426.0,142351360.0,142269339.0
130763982.0,34196509.0,117304431.0,143072262.0,143129499.0
142351570.0,139881503.0,144624751.0,139828231.0,142437280.0
142408914.0,143682591.0,139840630.0,143051787.0,143633330.0
142347490.0,132594724.0,143522939.0,87571469.0,141720505.0
135392487.0,146082878.0,138767487.0,143174676.0,142425018.0
145263848.0,143936576.0,128613504.0,140266520.0,131853249.0
142380265.0,141859908.0,143002756.0,145345562.0,140241858.0
139877611.0,143326286.0,142228615.0,34196509.0,135920579.0
139173099.0,143592527.0,143666319.0,139881503.0,110885828.0
142994671.0,140393563.0,139734160.0,143682591.0,139889613.0
146107631.0,140287073.0,101129366.0,132594724.0,138087375.0
141610228.0,141823074.0,145333408.0,146082878.0,129461206.0
143092992.0,43019363.0,145304737.0,143936576.0,139725786.0
138849542.0,140405858.0,134106276.0,141859908.0,145353696.0
143543558.0,145976426.0,62311596.0,143326286.0,129604588.0
143645958.0,117304431.0,142503111.0,143592527.0,145071086.0
139377929.0,144624751.0,128531658.0,140393563.0,139975668.0
138681611.0,139840630.0,130895051.0,140287073.0,139250682.0
142990603.0,143522939.0,130763982.0,141823074.0,141863931.0
132304141.0,138767487.0,142351570.0,43019363.0,142248960.0
129019151.0,128613504.0,142408914.0,140405858.0,129272833.0
129682712.0,143002756.0,142347490.0,145976426.0,142351360.0
40074522.0,142228615.0,135392487.0,117304431.0,143072262.0
125082908.0,143666319.0,145263848.0,144624751.0,139828231.0
139959585.0,139734160.0,142380265.0,139840630.0,143051787.0
142417191.0,101129366.0,45907177.0,143522939.0,87571469.0
143174966.0,145333408.0,139173099.0,138767487.0,143174676.0
143084869.0,145304737.0,142994671.0,128613504.0,140266520.0
142994759.0,134106276.0,146107631.0,143002756.0,145345562.0
142458186.0,62311596.0,141610228.0,142228615.0,34196509.0
142220621.0,142503111.0,143092992.0,143666319.0,139881503.0
131513678.0,128531658.0,138849542.0,139734160.0,143682591.0
143527253.0,130895051.0,143543558.0,101129366.0,132594724.0
141692250.0,130763982.0,143645958.0,145333408.0,146082878.0
143097181.0,142351570.0,139377929.0,145304737.0,143936576.0
141565282.0,142408914.0,138681611.0,134106276.0,141859908.0
143510883.0,142347490.0,142990603.0,62311596.0,143326286.0
145460580.0,135392487.0,132304141.0,142503111.0,143592527.0
145272173.0,145263848.0,129019151.0,128531658.0,140393563.0
142359918.0,142380265.0,129682712.0,130895051.0,140287073.0
143002990.0,45907177.0,40074522.0,130763982.0,141823074.0
141679986.0,139877611.0,125082908.0,142351570.0,43019363.0
36388211.0,139173099.0,139959585.0,142408914.0,140405858.0
143109495.0,142994671.0,142417191.0,142347490.0,145345634.0
123370876.0,146107631.0,143174966.0,135392487.0,145976426.0
142425485.0,141610228.0,143084869.0,145263848.0,117304431.0
141856148.0,143092992.0,142994759.0,142380265.0,144624751.0
143076757.0,138849542.0,142568777.0,45907177.0,139840630.0
139320741.0,143543558.0,142458186.0,139877611.0,143522939.0
127274410.0,143645958.0,143527253.0,139173099.0,138767487.0
140283313.0,139377929.0,141692250.0,142994671.0,128613504.0
145956274.0,138681611.0,143097181.0,146107631.0,143002756.0
143556024.0,142990603.0,141565282.0,141610228.0,142228615.0
145882562.0,132304141.0,143510883.0,143092992.0,143666319.0
135228870.0,129019151.0,142376292.0,138849542.0,139734160.0
142249415.0,129682712.0,145460580.0,143543558.0,101129366.0
140225992.0,40074522.0,145272173.0,139377929.0,145333408.0
124272075.0,125082908.0,143002990.0,138681611.0,145304737.0
140373453.0,139959585.0,143256947.0,142990603.0,134106276.0
142941646.0,142417191.0,36388211.0,132304141.0,62311596.0
126397901.0,143174966.0,143109495.0,129019151.0,142503111.0
142253523.0,143084869.0,123370876.0,129682712.0,128531658.0
143171031.0,142994759.0,142425485.0,40074522.0,130895051.0
141180376.0,142568777.0,141856148.0,125082908.0,130763982.0
139849178.0,142458186.0,143076757.0,139959585.0,142351570.0
125558235.0,142220621.0,143605151.0,142417191.0,142408914.0
140873183.0,143527253.0,139320741.0,143174966.0,142347490.0
140238312.0,141692250.0,127274410.0,143084869.0,135392487.0
143146474.0,143097181.0,140283313.0,142994759.0,145263848.0
143195629.0,141565282.0,145956274.0,142568777.0,142380265.0
143904237.0,142376292.0,143556024.0,142458186.0,45907177.0
140295664.0,145460580.0,145882562.0,142220621.0,139877611.0
146124273.0,145272173.0,135228870.0,131513678.0,139173099.0
140434936.0,142359918.0,142249415.0,141692250.0,142994671.0
146046461.0,143002990.0,140225992.0,143097181.0,146107631.0
139132417.0,141679986.0,124272075.0,141565282.0,141610228.0
143543811.0,36388211.0,140373453.0,143510883.0,143092992.0
124919300.0,143109495.0,142941646.0,142376292.0,138849542.0
142982660.0,123370876.0,126397901.0,145460580.0,143543558.0
143105546.0,142425485.0,142253523.0,145272173.0,143645958.0
145071634.0,141856148.0,143171031.0,142359918.0,139377929.0
143625748.0,143076757.0,141180376.0,143002990.0,138681611.0
145460767.0,143605151.0,139849178.0,141679986.0,142990603.0
47300128.0,139320741.0,125558235.0,143256947.0,132304141.0
145169953.0,127274410.0,140873183.0,36388211.0,129019151.0
141696547.0,140283313.0,140238312.0,143109495.0,129682712.0
143924771.0,145956274.0,143195629.0,123370876.0,40074522.0
140766757.0,143556024.0,143904237.0,142425485.0,125082908.0
143990307.0,145882562.0,140295664.0,141856148.0,139959585.0
143650343.0,135228870.0,146124273.0,143076757.0,142417191.0
143011370.0,142249415.0,140434936.0,143605151.0,143174966.0
139234868.0,140225992.0,146046461.0,139320741.0,143084869.0
129486390.0,124272075.0,139132417.0,127274410.0,142994759.0
73465399.0,140373453.0,143543811.0,140283313.0,142568777.0
142192185.0,142941646.0,124919300.0,145956274.0,142458186.0
137428540.0,126397901.0,142982660.0,143556024.0,142220621.0
141667907.0,142253523.0,143105546.0,145882562.0,131513678.0
145153605.0,143171031.0,143625748.0,135228870.0,143527253.0
140295750.0,139849178.0,131915291.0,142249415.0,141692250.0
143547974.0,125558235.0,145460767.0,140225992.0,143097181.0
143658577.0,140873183.0,47300128.0,124272075.0,141565282.0
20586081.0,140238312.0,145169953.0,140373453.0,143510883.0
142990945.0,143195629.0,141696547.0,142941646.0,142376292.0
143093348.0,143904237.0,143924771.0,126397901.0,145460580.0
145116772.0,146124273.0,140766757.0,142253523.0,145272173.0
127241840.0,140434936.0,143990307.0,143171031.0,142359918.0
140492400.0,146046461.0,143650343.0,141180376.0,143002990.0
143568496.0,139132417.0,143011370.0,139849178.0,141679986.0
56372851.0,143543811.0,139234868.0,125558235.0,143256947.0
141618809.0,124919300.0,129486390.0,140873183.0,36388211.0
132103803.0,142982660.0,73465399.0,140238312.0,143109495.0
138575503.0,143105546.0,137428540.0,143146474.0,123370876.0
140000912.0,145071634.0,141667907.0,143195629.0,142425485.0
67243671.0,143625748.0,145153605.0,143904237.0,141856148.0
136588951.0,131915291.0,143547974.0,140295664.0,143076757.0
142425753.0,145460767.0,143658577.0,146124273.0,143605151.0
142163607.0,47300128.0,139861588.0,140434936.0,139320741.0
139218587.0,145169953.0,20586081.0,146046461.0,127274410.0
119697052.0,141696547.0,142990945.0,139132417.0,140283313.0
143150749.0,143924771.0,140234340.0,143543811.0,145956274.0
145931928.0,140766757.0,143093348.0,124919300.0,143556024.0
143109792.0,143990307.0,145116772.0,142982660.0,145882562.0
140299939.0,143650343.0,136248940.0,143105546.0,135228870.0
47677099.0,143011370.0,127241840.0,145071634.0,142249415.0
143031981.0,129486390.0,140492400.0,143625748.0,140225992.0
143650482.0,73465399.0,143568496.0,131915291.0,124272075.0
87223990.0,142192185.0,56372851.0,145460767.0,142941646.0
138534583.0,137428540.0,141618809.0,47300128.0,126397901.0
139071168.0,141667907.0,132103803.0,141696547.0,142253523.0
142421697.0,145153605.0,138575503.0,140766757.0,143171031.0
143908546.0,140295750.0,140000912.0,143990307.0,141180376.0
122719937.0,143547974.0,67243671.0,143650343.0,139849178.0
139828932.0,143658577.0,136588951.0,143011370.0,125558235.0
140267205.0,139861588.0,142425753.0,139234868.0,140873183.0
136507076.0,20586081.0,139218587.0,129486390.0,140238312.0
142298828.0,142990945.0,119697052.0,73465399.0,143195629.0
38383313.0,140234340.0,143150749.0,142192185.0,143904237.0
142966481.0,143093348.0,145931928.0,141667907.0,140295664.0
142958296.0,145116772.0,143109792.0,145153605.0,146124273.0
142352094.0,136248940.0,140299939.0,140295750.0,140434936.0
140267237.0,127241840.0,47677099.0,143547974.0,146046461.0
26959595.0,140492400.0,143031981.0,143658577.0,139132417.0
129048303.0,143568496.0,143650482.0,20586081.0,143543811.0
141680368.0,56372851.0,87223990.0,142990945.0,124919300.0
84643574.0,141618809.0,138534583.0,140234340.0,142982660.0
137846518.0,132103803.0,139071168.0,135188068.0,143105546.0
145915647.0,138575503.0,142421697.0,143093348.0,145071634.0
141684480.0,140000912.0,143908546.0,145116772.0,143625748.0
140328705.0,67243671.0,122719937.0,136248940.0,131915291.0
90840843.0,136588951.0,139828932.0,127241840.0,145460767.0
145927950.0,142425753.0,140267205.0,140492400.0,47300128.0
142966548.0,142163607.0,136507076.0,143568496.0,145169953.0
146042650.0,139218587.0,142298828.0,56372851.0,141696547.0
143617821.0,119697052.0,38383313.0,141618809.0,143924771.0
78520100.0,143150749.0,142966481.0,132103803.0,140766757.0
145088296.0,145931928.0,142352094.0,138575503.0,143990307.0
143281960.0,143109792.0,140267237.0,140000912.0,143650343.0
145276715.0,140299939.0,134573802.0,67243671.0,143011370.0
146022194.0,47677099.0,26959595.0,136588951.0,139234868.0
143060804.0,143031981.0,129048303.0,142425753.0,129486390.0
143060807.0,143650482.0,141680368.0,142163607.0,73465399.0
132882249.0,87223990.0,84643574.0,139218587.0,142192185.0
142434122.0,138534583.0,137846518.0,119697052.0,137428540.0
24158027.0,139071168.0,145874680.0,143150749.0,141667907.0
145141582.0,142421697.0,145915647.0,145931928.0,145153605.0
