customer_id,week,business_type,gmv
-240389,3,1.0,322906.9700000
-240389,4,1.0,158112.7900000
-240389,5,1.0,474251.4600000
-240389,7,1.0,313203.1800000
-240389,8,1.0,302986.8700000
-240389,9,1.0,201715.7000000
-240389,10,1.0,701871.4500000
-240389,11,1.0,212385.3500000
-240389,12,1.0,137137.0000000
-240259,1,1.0,200729.8300000
-240259,2,1.0,110992.0400000
-240259,3,1.0,189923.9000000
-240259,4,1.0,79152.8500000
-240259,5,1.0,263237.4700000
-240259,6,1.0,319064.4400000
-240259,7,1.0,472177.3500000
-240259,8,1.0,571552.3100000
-240259,9,1.0,445012.8900000
-240259,10,1.0,289496.5300000
-240259,11,1.0,381719.2200000
-240259,12,1.0,745640.7600000
-239988,1,1.0,101040.0000000
-239988,3,1.0,157080.3600000
-239988,5,1.0,154594.6700000
-239988,7,1.0,313203.1800000
-239988,8,1.0,151493.4300000
-239988,11,1.0,328217.3600000
-239919,7,1.0,247013.6800000
-239919,8,1.0,198759.4300000
-239919,9,1.0,671472.5900000
-239919,10,1.0,366498.0700000
-239919,11,1.0,286252.2500000
-239919,12,1.0,193274.3400000
-239535,5,1.0,365781.1100000
-239535,8,1.0,344106.1300000
-239535,9,1.0,677463.9600000
-239535,11,1.0,296036.3700000
-239436,1,1.0,69761.3500000
-239436,3,1.0,163131.6400000
-239436,4,1.0,55474.7000000
-239436,5,1.0,197707.8200000
-239436,6,1.0,127229.6100000
-239436,7,1.0,105180.3400000
-239436,8,1.0,204322.1200000
-239436,9,1.0,246297.7000000
-239436,10,1.0,294025.4300000
-239436,11,1.0,309611.1700000
-239227,7,1.0,528604.5700000
-239227,8,1.0,315390.0000000
-239227,9,1.0,508054.8700000
-239043,1,1.0,245572.4300000
-239043,2,1.0,718410.3000000
-239043,3,1.0,381630.6400000
-239043,4,1.0,296373.1000000
-239043,5,1.0,413291.1900000
-239043,6,1.0,202158.0200000
-239043,7,1.0,226024.5500000
-239043,8,1.0,772539.1600000
-239043,9,1.0,909864.5000000
-239043,10,1.0,663738.9800000
-239031,1,1.0,111010.0000000
-239031,2,1.0,327372.5800000
-239031,6,1.0,214377.4500000
-239031,7,1.0,312979.0400000
-239031,8,1.0,513131.7300000
-239031,9,1.0,363293.5300000
-239031,10,1.0,163509.5100000
-239031,11,1.0,170592.7100000
-239031,12,1.0,99272.4100000
-238688,1,1.0,1077823.8700000
-238688,2,1.0,687260.3500000
-238688,3,1.0,1319259.1200000
-238688,4,1.0,1121678.8300000
-238688,5,1.0,1152840.5400000
-238688,6,1.0,1511946.9800000
-238688,7,1.0,1323118.9600000
-238688,8,1.0,999986.6400000
-238688,9,1.0,1248164.8400000
-238688,10,1.0,1273971.5200000
-238688,11,1.0,1179722.2700000
-238615,3,1.0,159224.7400000
-238615,7,1.0,209606.0900000
-238615,8,1.0,303131.6300000
-238615,11,1.0,446812.2700000
-237774,3,1.0,256508.7900000
-237774,4,1.0,457819.9000000
-237774,5,1.0,120660.5800000
-237774,6,1.0,258576.0000000
-237774,7,1.0,269201.1900000
-237774,8,1.0,713361.6700000
-237774,9,1.0,495071.8500000
-237774,10,1.0,364828.0700000
-237774,11,1.0,252586.6800000
-236322,4,1.0,304786.3000000
-236322,8,1.0,156912.8000000
-236322,11,1.0,198498.3900000
-235280,2,1.0,287844.3800000
-235280,3,1.0,97323.0000000
-235280,8,1.0,517516.1900000
-235280,9,1.0,285601.6900000
-235280,10,1.0,277020.5800000
-235280,11,1.0,244981.4900000
-235280,12,1.0,76393.1500000
-234798,3,2.0,231000.0000000
-234798,5,2.0,197072.1700000
-234798,6,2.0,239100.0000000
-234798,8,2.0,431930.7200000
-234798,9,2.0,197330.0000000
-234798,10,2.0,132596.0000000
-234798,11,2.0,164751.8500000
-232750,2,1.0,318145.6100000
-232750,4,1.0,318299.6400000
-232750,5,1.0,23700.0000000
-232750,6,1.0,231730.0000000
-232750,7,1.0,332377.0300000
-232750,8,1.0,146596.0000000
-232750,9,1.0,460394.8700000
-232750,10,1.0,81863.4300000
-232750,11,1.0,328217.3700000
-227046,1,1.0,338281.5000000
-227046,3,1.0,77616.3600000
-227046,6,1.0,96488.2400000
-227046,7,1.0,82325.5800000
-227046,8,1.0,228442.8900000
-227046,9,1.0,80333.6300000
-227046,10,1.0,62612.7900000
-227046,11,1.0,64198.3600000
-226920,1,1.0,3274511.7500000
-226920,2,1.0,1632924.7400000
-226920,3,1.0,2485978.6800000
-226920,4,1.0,6359358.7100000
-226920,5,1.0,3583003.0400000
-226920,6,1.0,3120454.7100000
-226920,7,1.0,2706222.2800000
-226920,8,1.0,4331006.5500000
-226920,9,1.0,2194310.5100000
-226920,10,1.0,3987673.7700000
-226920,11,1.0,4002544.6700000
-226920,12,1.0,2801308.2400000
-225870,1,1.0,351148.7700000
-225870,2,1.0,350975.8000000
-225870,3,1.0,159073.8500000
-225870,4,1.0,158188.2600000
-225870,5,1.0,304070.6000000
-225870,6,1.0,219042.8100000
-225870,7,1.0,100564.4400000
-225870,8,1.0,259807.4300000
-225870,9,1.0,376405.6100000
-225870,11,1.0,101268.4000000
-225625,1,1.0,284710.3000000
-225625,2,1.0,96054.4300000
-225625,3,1.0,207048.8100000
-225625,5,1.0,108834.1200000
-225625,6,1.0,57415.9600000
-225625,7,1.0,228728.0100000
-225625,8,1.0,779789.9800000
-225625,9,1.0,513526.0200000
-225625,10,1.0,120780.0000000
-225625,11,1.0,228447.5500000
-225625,12,1.0,159267.0700000
-224117,2,1.0,159072.8000000
-224117,3,1.0,169200.0000000
-224117,4,1.0,220748.2600000
-224117,6,1.0,115805.0000000
-224117,7,1.0,113064.9500000
-224117,8,1.0,302986.8700000
-224117,9,1.0,107270.0000000
-224117,11,1.0,164108.6800000
-224117,12,1.0,103190.0000000
-223527,1,1.0,418851.1500000
-223527,2,1.0,502087.8300000
-223527,3,1.0,188223.8500000
-223527,4,1.0,88768.4400000
-223527,5,1.0,427234.9800000
-223527,6,1.0,563754.1400000
-223527,7,1.0,396449.4900000
-223527,8,1.0,426310.9100000
-223527,9,1.0,354336.1800000
-223527,10,1.0,169410.7200000
-223527,11,1.0,242836.7900000
-223527,12,1.0,710265.4000000
-222925,5,1.0,153088.3500000
-222925,6,1.0,192436.9600000
-222925,7,1.0,343322.5900000
-222925,8,1.0,417863.6300000
-222925,11,1.0,147692.1100000
-222925,12,1.0,155730.5000000
-222896,2,1.0,401858.0000000
-222896,3,1.0,264701.2500000
-222896,4,1.0,105605.0000000
-222896,5,1.0,257572.1900000
-222896,6,1.0,229594.3700000
-222896,8,1.0,419393.2100000
-222896,9,1.0,296280.7700000
-222896,11,1.0,158317.2400000
-222196,2,1.0,242061.6400000
-222196,4,1.0,217467.0000000
-222196,7,1.0,57883.0000000
-222196,8,1.0,232200.2200000
-222196,9,1.0,149717.0000000
-222196,10,1.0,121574.6400000
-222196,11,1.0,1654598.0000000
-222196,12,1.0,1716035.2300000
-220958,1,1.0,371505.5500000
-220958,3,1.0,214849.5900000
-220958,4,1.0,228995.7800000
-220958,5,1.0,204103.0000000
-220958,6,1.0,199764.8100000
-220958,7,1.0,280977.8200000
-220958,8,1.0,801899.1000000
-220958,9,1.0,481225.4700000
-220958,10,1.0,407552.4900000
-220958,11,1.0,183799.1800000
-217584,2,1.0,164238.0400000
-217584,3,1.0,609251.5700000
-217584,4,1.0,448078.4800000
-217584,5,1.0,175327.4200000
-217584,6,1.0,575532.7000000
-217584,8,1.0,735589.9500000
-217584,10,1.0,743930.1500000
-217584,11,1.0,1174471.6100000
-217122,1,1.0,1459033.6400000
-217122,2,1.0,540703.7700000
-217122,3,1.0,978834.7000000
-217122,4,1.0,524343.3400000
-217122,5,1.0,914747.7400000
-217122,6,1.0,330230.8900000
-217122,7,1.0,826063.0300000
-217122,8,1.0,894287.4200000
-217122,9,1.0,873509.0200000
-217122,10,1.0,576472.2400000
-217122,11,1.0,1431694.2000000
-217122,12,1.0,1085600.6900000
-216622,1,1.0,312000.0000000
-216622,2,1.0,90650.0000000
-216622,3,1.0,156000.0000000
-216622,4,1.0,242297.2300000
-216622,5,1.0,157700.0000000
-216622,6,1.0,318800.0000000
-216622,7,1.0,230500.0000000
-216622,8,1.0,1383570.9000000
-216622,9,1.0,239313.7900000
-216622,10,1.0,181000.0000000
-216622,11,1.0,520832.6800000
-216622,12,1.0,170592.7100000
-216325,1,1.0,4356792.8800000
-216325,2,1.0,3193973.2400000
-216325,3,1.0,5959004.0400000
-216325,4,1.0,5211081.8200000
-216325,5,1.0,4988606.7400000
-216325,6,1.0,4786744.0300000
-216325,7,1.0,6039474.9000000
-216325,8,1.0,6145933.0400000
-216325,9,1.0,5359119.4800000
-216325,10,1.0,7950332.9400000
-216325,11,1.0,5124905.6800000
-216325,12,1.0,2191530.4100000
-215718,1,1.0,173116.2800000
-215718,2,1.0,62825.9500000
-215718,3,1.0,66852.0000000
-215718,4,1.0,75447.5000000
-215718,5,1.0,117110.0000000
-215718,6,1.0,128197.4300000
-215718,7,1.0,198240.7600000
-215718,8,1.0,325643.1300000
-215718,9,1.0,106701.1000000
-215718,10,1.0,195229.8700000
-215718,11,1.0,68398.5000000
-215718,12,1.0,183420.3800000
-215204,1,1.0,92732.2800000
-215204,2,1.0,79500.0000000
-215204,3,1.0,355345.4700000
-215204,4,1.0,319057.2000000
-215204,6,1.0,297233.7600000
-215204,7,1.0,343543.7600000
-215204,8,1.0,852242.9000000
-215204,9,1.0,1025723.3700000
-215204,11,1.0,334415.2200000
-215049,7,1.0,313053.7600000
-215049,8,1.0,157451.7800000
-215049,9,1.0,294246.0000000
-215049,10,1.0,317228.0000000
-215049,11,1.0,318523.0000000
-214421,6,1.0,86574.3700000
-214421,7,1.0,222574.3700000
-214421,8,1.0,311912.3400000
-214421,9,1.0,109858.5000000
-214421,10,1.0,89799.7800000
-214421,12,1.0,109055.1700000
-214366,1,1.0,102404.4000000
-214366,2,1.0,54411.3400000
-214366,3,1.0,144131.2600000
-214366,4,1.0,158853.4900000
-214366,5,1.0,70093.8500000
-214366,6,1.0,137710.1700000
-214366,7,1.0,324489.7400000
-214366,8,1.0,260008.9900000
-214366,9,1.0,308566.0900000
-214366,10,1.0,182526.3500000
-214366,11,1.0,124668.0300000
-214366,12,1.0,268258.5900000
-214277,1,1.0,514751.0800000
-214277,2,1.0,318531.8400000
-214277,3,1.0,501159.8200000
-214277,4,1.0,566504.1900000
-214277,5,1.0,494749.6200000
-214277,6,1.0,399292.0900000
-214277,7,1.0,404357.7000000
-214277,8,1.0,362170.6300000
-214277,9,1.0,279251.6200000
-214277,10,1.0,750867.4300000
-214277,11,1.0,253960.7400000
-214277,12,1.0,304948.2400000
-214270,8,8.0,149258.0000000
-213145,1,1.0,258068.0000000
-213145,2,1.0,333900.0200000
-213145,3,1.0,499043.9200000
-213145,5,1.0,310988.1000000
-213145,6,1.0,182795.8200000
-213145,8,1.0,254373.4300000
-213145,9,1.0,91293.0000000
-213145,10,1.0,497018.0000000
-213145,11,1.0,318170.4700000
-213145,12,1.0,535632.7100000
-212644,1,1.0,159148.7700000
-212644,2,1.0,370198.4900000
-212644,4,1.0,755907.4900000
-212644,5,1.0,965816.3500000
-212644,6,1.0,386451.0000000
-212644,7,1.0,201388.3200000
-212644,8,1.0,720719.6000000
-212644,9,1.0,109205.7500000
-212644,10,1.0,120131.2300000
-212644,11,1.0,327019.0300000
-212644,12,1.0,48881.8000000
-212464,2,1.0,320588.1400000
-212464,3,1.0,306623.0000000
-212464,4,1.0,135667.3000000
-212464,5,1.0,158435.2600000
-212464,6,1.0,163561.0000000
-212464,7,1.0,496942.1700000
-212464,8,1.0,297151.4300000
-212464,9,1.0,146371.0000000
-212464,10,1.0,158231.0000000
-212464,11,1.0,173164.2700000
-212464,12,1.0,355236.8900000
-212004,1,1.0,1730139.5600000
-212004,2,1.0,458994.9200000
-212004,3,1.0,191202.3100000
-212004,4,1.0,60039.0000000
-212004,5,1.0,239491.3700000
-212004,6,1.0,206661.5500000
-212004,7,1.0,395389.6800000
-212004,8,1.0,817604.2500000
-212004,9,1.0,361236.3500000
-212004,10,1.0,332077.4300000
-212004,11,1.0,943115.0200000
-212004,12,1.0,759262.7000000
-211097,1,1.0,164244.9800000
-211097,2,1.0,878831.8700000
-211097,4,1.0,396472.0000000
-211097,5,1.0,150239.3000000
-211097,6,1.0,256546.0000000
-211097,7,1.0,162686.6700000
-211097,8,1.0,147282.0000000
-211097,9,1.0,272662.0000000
-211097,11,1.0,274793.0000000
-210218,1,1.0,193569.5100000
-210218,2,1.0,79770.0000000
-210218,3,1.0,77000.0000000
-210218,4,1.0,427885.0000000
-210218,6,1.0,269973.4800000
-210218,7,1.0,121820.6300000
-210218,8,1.0,386302.0800000
-210218,9,1.0,350685.1300000
-210218,10,1.0,150118.8000000
-210218,11,1.0,62520.5000000
-210218,12,1.0,90500.0000000
-209559,5,1.0,78850.0000000
-209559,7,1.0,71750.0000000
-209559,8,1.0,151493.4300000
-209559,11,1.0,90500.0000000
-207596,2,1.0,377518.5600000
-207596,3,1.0,54360.1700000
-207596,6,1.0,156601.5900000
-207596,8,1.0,464512.2900000
-207596,9,1.0,329474.5900000
-207596,10,1.0,285579.1100000
-207596,11,1.0,342089.8400000
-207596,12,1.0,213605.7100000
-206937,1,1.0,1063647.3000000
-206937,2,1.0,524162.9600000
-206937,3,1.0,603193.0000000
-206937,4,1.0,663757.7000000
-206937,5,1.0,353352.8000000
-206937,6,1.0,762319.1100000
-206937,7,1.0,355526.2700000
-206937,8,1.0,768910.4300000
-206937,9,1.0,532788.4200000
-206937,10,1.0,976955.7000000
-206937,11,1.0,889028.3800000
-206937,12,1.0,547063.6400000
-205932,1,1.0,172217.5000000
-205932,2,1.0,318145.6100000
-205932,3,1.0,159224.7400000
-205932,6,1.0,99409.0100000
-205932,7,1.0,71587.9000000
-205932,8,1.0,374261.4900000
-205932,9,1.0,481986.8700000
-205932,10,1.0,312953.7300000
-205932,11,1.0,293878.1500000
-205932,12,1.0,147328.7800000
-205703,1,1.0,739444.9900000
-205703,2,1.0,719974.4200000
-205703,3,1.0,540437.6300000
-205703,5,1.0,499067.1700000
-205703,6,1.0,435893.2700000
-205703,7,1.0,612402.3500000
-205703,8,1.0,893562.2300000
-205703,9,1.0,905998.1600000
-205703,10,1.0,671615.4600000
-205703,11,1.0,807887.9700000
-205703,12,1.0,451607.9200000
-204810,1,1.0,553094.0400000
-204810,2,1.0,609392.2600000
-204810,3,1.0,530367.5000000
-204810,4,1.0,102645.5600000
-204810,5,1.0,184504.5600000
-204810,6,1.0,320259.3700000
-204810,7,1.0,298668.6900000
-204810,8,1.0,413105.8100000
-204810,9,1.0,222103.6200000
-204810,10,1.0,464617.1000000
-204810,11,1.0,533898.1000000
-204563,2,1.0,148604.8500000
-204563,6,1.0,134600.0000000
-204563,8,1.0,302986.8700000
-204563,9,1.0,302986.8700000
-204563,10,1.0,471019.0300000
-204563,11,1.0,328217.3700000
-204070,1,1.0,159148.7700000
-204070,6,1.0,154594.6700000
-204070,7,1.0,80690.3300000
-204070,8,1.0,151493.4300000
-204070,11,1.0,180994.9900000
-203914,1,1.0,726512.3500000
-203914,2,1.0,222690.0000000
-203914,3,1.0,1127853.9300000
-203914,4,1.0,524282.6500000
-203914,5,1.0,590126.1700000
-203914,6,1.0,882437.5000000
-203914,7,1.0,537410.0000000
-203914,8,1.0,1381127.3800000
-203914,9,1.0,1472733.3700000
-203914,10,1.0,515575.0000000
-203914,11,1.0,827784.2700000
-203914,12,1.0,486717.8600000
-203013,6,1.0,163200.1400000
-203013,7,1.0,194972.2200000
-203013,8,1.0,302986.8700000
-203013,9,1.0,302986.8700000
-203013,10,1.0,855953.7300000
-202211,3,1.0,168470.0000000
-202211,5,1.0,55240.8200000
-202211,6,1.0,209628.5200000
-202211,7,1.0,130420.4300000
-202211,8,1.0,315964.8700000
-202211,10,1.0,196466.0000000
-202211,11,1.0,213567.0400000
-202211,12,1.0,211277.7100000
-201580,1,1.0,300709.0000000
-201580,2,1.0,125280.0000000
-201580,3,1.0,280560.0000000
-201580,4,1.0,294320.0000000
-201580,5,1.0,450150.4300000
-201580,6,1.0,372951.5900000
-201580,7,1.0,90689.0000000
-201580,8,1.0,415903.4300000
-201580,9,1.0,432958.2800000
-201580,10,1.0,503187.3500000
-201580,11,1.0,284860.2800000
-201580,12,1.0,270687.0000000
6358689,1,1.0,861017.5700000
6358689,2,1.0,634056.4500000
6358689,3,1.0,402127.8100000
6358689,4,1.0,295392.4300000
6358689,5,1.0,936200.9800000
6358689,6,1.0,602641.6500000
6358689,7,1.0,612393.1600000
6358689,8,1.0,568739.2700000
6358689,9,1.0,158247.2900000
6358689,10,1.0,735198.3600000
6358689,11,1.0,313790.3100000
6622530,1,2.0,78000.0000000
6622530,2,2.0,78000.0000000
6622530,3,2.0,120057.7700000
6622530,4,2.0,77000.0000000
6622530,5,2.0,271944.6700000
6622530,8,2.0,606263.2600000
6622530,9,2.0,371296.8700000
6622530,10,2.0,1126500.0000000
7828119,1,1.0,247911.9800000
7828119,2,1.0,159224.7400000
7828119,3,1.0,164727.0000000
7828119,4,1.0,79456.3000000
7828119,5,1.0,291018.5000000
7828119,6,1.0,186324.0000000
7828119,7,1.0,174891.1900000
7828119,8,1.0,147936.0000000
7828119,9,1.0,50295.2500000
7828119,10,1.0,187439.9700000
7828119,11,1.0,971759.0000000
7828119,12,1.0,341924.4400000
9679272,1,1.0,549621.2700000
9679272,4,1.0,73328.9000000
9679272,5,1.0,229997.2500000
9679272,7,1.0,204659.8400000
9679272,8,1.0,151493.4300000
9679272,9,1.0,456694.8000000
9679272,10,1.0,162357.1500000
9679272,12,1.0,343464.2500000
10025336,4,1.0,152379.0000000
10025336,8,1.0,147869.0000000
10025336,10,1.0,309309.6900000
10025336,12,1.0,308346.0000000
12246177,1,1.0,318297.5400000
12246177,2,1.0,306521.0000000
12246177,3,1.0,376718.7000000
12246177,5,1.0,316414.3400000
12246177,6,1.0,310023.0000000
12246177,7,1.0,294026.8800000
12246177,8,1.0,302986.8700000
12246177,10,1.0,327019.0300000
15096624,5,2.0,403178.8500000
15096624,7,2.0,105924.2700000
15096624,8,2.0,302986.8700000
15096624,10,2.0,710000.0000000
15096624,11,2.0,447406.1800000
15271166,4,1.0,329609.5100000
15271166,5,1.0,480685.9600000
15271166,6,1.0,313051.3900000
15271166,7,1.0,192733.5000000
15271166,8,1.0,307233.5200000
15271166,9,1.0,172580.0000000
15316318,1,1.0,431240.5900000
15316318,2,1.0,863156.2500000
15316318,5,1.0,113498.4500000
15316318,6,1.0,490579.3700000
15316318,7,1.0,195175.4700000
15316318,8,1.0,305428.0200000
15316318,9,1.0,154569.1000000
15316318,10,1.0,428888.5500000
15316318,12,1.0,160000.0000000
15391295,8,1.0,297293.4300000
15403714,3,1.0,104416.0000000
15403714,4,1.0,59457.0000000
15403714,5,1.0,239680.9700000
15403714,6,1.0,82908.5000000
15403714,8,1.0,153716.9900000
15403714,10,1.0,131166.2000000
15403714,11,1.0,105225.1900000
15403714,12,1.0,104888.5000000
15421206,1,1.0,159072.8000000
15421206,2,1.0,83770.0000000
15421206,3,1.0,234201.4300000
15421206,4,1.0,235339.7200000
15421206,5,1.0,407428.2200000
15421206,6,1.0,541925.4500000
15421206,7,1.0,377298.2200000
15421206,8,1.0,460781.6300000
15421206,9,1.0,937277.4400000
15421206,10,1.0,433233.5800000
15421206,11,1.0,591979.2300000
15421206,12,1.0,118352.5500000
15556791,2,1.0,587898.7700000
15556791,4,1.0,661692.5200000
15556791,5,1.0,537492.0000000
15556791,6,1.0,538704.0000000
15556791,8,1.0,624101.7200000
15556791,10,1.0,714778.1400000
15556791,12,1.0,755059.0000000
15560317,1,1.0,261663.1400000
15560317,2,1.0,264673.8500000
15560317,3,1.0,99313.4800000
15560317,4,1.0,329231.6100000
15560317,5,1.0,458368.7600000
15560317,6,1.0,210281.5900000
15560317,7,1.0,446842.2800000
15560317,8,1.0,529227.1500000
15560317,9,1.0,486083.6400000
15560317,11,1.0,537101.0300000
15560317,12,1.0,466022.1100000
15563576,1,1.0,333477.1000000
15563576,2,1.0,321590.0000000
15563576,3,1.0,183453.9900000
15563576,4,1.0,237809.8500000
15563576,5,1.0,546603.6900000
15563576,6,1.0,517356.3600000
15563576,7,1.0,324537.7900000
15563576,8,1.0,614756.3900000
15563576,9,1.0,484363.6000000
15563576,10,1.0,601391.4400000
15563576,11,1.0,317104.0000000
15563576,12,1.0,47140.0000000
15584839,3,1.0,159224.7400000
15584839,4,1.0,158188.2600000
15584839,8,1.0,302986.8700000
15663430,1,1.0,183481.9700000
15663430,2,1.0,903393.6600000
15663430,3,1.0,449205.5100000
15663430,4,1.0,146792.8000000
15663430,5,1.0,481937.6300000
15663430,6,1.0,475433.2300000
15663430,7,1.0,1071774.0300000
15663430,8,1.0,951094.7200000
15663430,9,1.0,426043.2500000
