region_code,offer_id,discount,value_discount,subcat,group,all_customer,customer_count,gmv_usd,discount_usd,quantity,margin,cash_margin,net_cash_margin,convertion_rate,AOV,AOV_net,dct_avg,diff_net_GMV,diff_net_dct,ROI
BAQ,560691,20231101_BAQ_corrientazo_piloto_NB_aguas_W44,10.0,Aguas,control,1032,21,65.7101562489,0.309443852,62.0,0.07238181818181819,11.67877788393402,-0.28460549659946,0.020348837209302327,3.129055059471429,0.5561322801873343,0.014735421523809526,12.488054733463503,15.011977157589149,0.8318727508288472
BAQ,560691,20231101_BAQ_corrientazo_piloto_NB_aguas_W44,10.0,Aguas,test,482,23,155.395174787,15.156504228000001,101.0,0.1272,32.95465489498308,17.79815066698308,0.04771784232365145,6.75631194726087,1.4328110823905686,0.6589784446956523,12.488054733463503,15.011977157589149,0.8318727508288472
BAQ,560692,20231101_BAQ_corrientazo_piloto_NB_papelytoallas_W44,12.0,Papel & toallas,control,777,69,170.2538691706,9.33837127,262.0,0.18150714285714284,30.6984804096462,16.712457289651972,0.0888030888030888,2.4674473792840583,0.44490551318327826,0.13533871405797102,68.81218278798625,66.80868404021108,1.0299885976884278
BAQ,560692,20231101_BAQ_corrientazo_piloto_NB_papelytoallas_W44,12.0,Papel & toallas,test,358,84,770.7414671565,71.111305552,1110.0,0.18198108108108108,149.76508302723636,77.78944258516462,0.2346368715083799,9.175493656625,1.7829176550861472,0.8465631613333334,68.81218278798625,66.80868404021108,1.0299885976884278
BAQ,560693,20231101_BAQ_fritos_piloto_NB_harinasymezclas_W44,6.0,Harinas & mezclas,control,412,29,144.0883289176,1.030497879,322.0,0.13203823529411765,18.36967369465809,-0.4637240442575,0.0703883495145631,4.968563066124138,0.6334370239537273,0.03553440962068965,13.030655328418657,12.564274733269418,1.0371195795260901
BAQ,560693,20231101_BAQ_fritos_piloto_NB_harinasymezclas_W44,6.0,Harinas & mezclas,test,175,23,244.9284401463,13.001986211,507.0,0.12984722222222222,33.39758272325401,14.06610815531432,0.13142857142857142,10.649062615056522,1.4520688140545222,0.5653037483043478,13.030655328418657,12.564274733269418,1.0371195795260901
BAQ,560694,20231101_BAQ_corrientazo_piloto_NB_detergentejabonylavalozas_W44,17.0,"Detergente, jabón & lavalozas",control,729,45,306.4618405692,0.764065146,205.0,0.22279545454545455,59.64639060901427,1.9692125187006897,0.06172839506172839,6.8102631237599995,1.3254753468669838,0.016979225466666668,3.68316942473216,77.06963693193005,0.04779014890111956
BAQ,560694,20231101_BAQ_corrientazo_piloto_NB_detergentejabonylavalozas_W44,17.0,"Detergente, jabón & lavalozas",test,341,79,510.8370842118,77.427039147,475.0,0.22286542056074765,108.65324421355365,19.828964329155813,0.2316715542521994,6.466292205212659,1.3753575216905525,0.9800891031265823,3.68316942473216,77.06963693193005,0.04779014890111956
BAQ,560695,20231101_BAQ_corrientazo_piloto_NB_azucaryendulzantes_W44,5.0,Azúcar & endulzantes,control,810,27,801.9704210788,37.333749996,105.0,0.19574999999999998,136.5789643680522,87.79183397449893,0.03333333333333333,29.702608188103703,5.058480161779711,1.3827314813333333,336.33979405372924,140.5433569102,2.3931390387141036
BAQ,560695,20231101_BAQ_corrientazo_piloto_NB_azucaryendulzantes_W44,5.0,Azúcar & endulzantes,test,333,50,3158.2140492548997,155.891676353,203.0,0.18396086956521737,533.032280759684,370.04540238240645,0.15015015015015015,63.164280985097996,10.66064561519368,3.11783352706,336.33979405372924,140.5433569102,2.3931390387141036
