region_code,offer_id,customer_segment_id_test,customer_segment_id_control,discount,start_date,end_date,value_discount,card_id,name
BAQ,689877,558647,559442,20240101_BAQ_comidarapida_piloto_NB_leches_W1,2024-01-01,2024-01-19,8.0,"[454112, 420608, 435714]","['Leche Entera UHT Leíta 6und x 900 ml', 'Leche Deslactosada Alpina 6und x 1.1 ml', 'Leche Entera Institucional UHT Alquería x 1.100ml']"
BAQ,689878,558624,559419,20240101_BAQ_comidarapida_piloto_NB_aguas_W1,2024-01-01,2024-01-19,14.0,"[412377, 465809]","['Agua Cristalina 24und x 300 ml', 'Agua Cielo x 1000 ml']"
BAQ,689879,558637,559432,20240101_BAQ_comidarapida_piloto_NB_detergentejabonylavalozas_W1,2024-01-01,2024-01-19,15.0,"[443634, 419412, 443633, 419413, 419411]","['Detergente en Polvo Multiusos Floral Moppy x 1Kg', 'Lavaloza en crema limón Moppy x 500 gr', 'Detergente en Polvo Multiusos Floral Moppy  x 3Kg', 'Lavaloza en crema limón Moppy x 1000 gr', 'Lavaloza en crema limón Moppy x 3000 gr']"
BAQ,689880,558636,559431,20240101_BAQ_comidarapida_piloto_NB_desinfectantesysanitizantes_W1,2024-01-01,2024-01-19,11.0,[236666],['Blanqueador Moppy x 2000 ml']
BAQ,689881,558626,559422,20240101_BAQ_comidarapida_piloto_NB_alimentoscongelados_W1,2024-01-01,2024-01-19,15.0,"[376722, 469860, 469272]","['Maiz Super Dulce Calypso x 1kg', 'Papa Francesa Ecofrost 2.5Kg', 'Papa Francesa Pesquera del Mar 2.5 Kg']"
BAQ,689882,558628,559423,20240101_BAQ_comidarapida_piloto_NB_bolsas_W1,2024-01-01,2024-01-19,15.0,"[317361, 317360, 317362, 359441, 317359, 159576]","['Bolsa manigueta blanca 10Kg x 100 und', 'Bolsa manigueta blanca 5 Kg x 100 und', 'Bolsa manigueta blanca 15 Kg x 100 und', 'Bolsa de papel de 2 lb (10.5x23.5cm) x 100 und', 'Bolsa manigueta blanca 3 Kg x 100 und', 'Bolsa de basura negra Jumbo 70x100 cm']"
BAQ,689883,558627,559420,20240101_BAQ_comidarapida_piloto_NB_arroz_W1,2024-01-01,2024-01-19,5.0,"[399349, 468026]","['Arroz Roa 25und x 500gr', 'Arroz Naoli Bulto x 50kg']"
BAQ,689884,558625,559421,20240101_BAQ_comidarapida_piloto_NB_azucaryendulzantes_W1,2024-01-01,2024-01-19,9.0,"[431078, 435513, 67822]","['Azúcar Blanca Zukaru x 1kg', 'Azúcar Blanco Providencia x 2.5kg', 'Azúcar en Bulto Nacional x 50kg']"
BAQ,689885,558629,559424,20240101_BAQ_comidarapida_piloto_NB_cafechocolateeinfusiones_W1,2024-01-01,2024-01-19,11.0,"[460968, 160209, 466529]","['Cafe Molido Bary x 300gr', 'Café Sello Rojo Institucional x 500gr', 'Avena En Hojuelas Fusión x 250gr']"
BAQ,689886,558633,559428,20240101_BAQ_comidarapida_piloto_NB_cremas_W1,2024-01-01,2024-01-19,12.0,"[346662, 468059, 449716]","['Crema de Leche UHT Parmalat Bolsa x 1.1 ml', 'Crema de Leche Semientera Alquería x 850gr', 'Crema de Leche Alquería x 180gr']"
BAQ,689887,558631,559425,20240101_BAQ_comidarapida_piloto_NB_cerdo_W1,2024-01-01,2024-01-19,12.0,"[459837, 403464, 403467]","['Costilla de Cerdo Porcionada Comerpes', 'Pulpa de Cerdo Porcionada 5und x 200gr', 'Pulpa de Cerdo Porcionada 10und x 100gr']"
BAQ,689888,558632,559427,20240101_BAQ_comidarapida_piloto_NB_contenedores_W1,2024-01-01,2024-01-19,8.0,"[91509, 117260, 235259, 413531, 340509]","['Contendor c1 Blanco Darnel', 'Contenedor sopa 16 Oz con Tapa Icopor  Darnel x 20 und ', 'Contenedor C1 Wau x 200 und', 'Contenedor J1 Darnel x 20 und', 'Contenedor J1 Kangupor x 200 und']"
BAQ,689889,558634,559429,20240101_BAQ_comidarapida_piloto_NB_cubiertosypitillos_W1,2024-01-01,2024-01-19,10.0,"[271519, 271510, 452111, 368161]","['Palillo doble punta Panda  x 180 und', 'Palillos extra largo sandwich/BBQ Festival  caja x 120 und', 'Tenedor Suraplas x 100 und', 'Pitillos 25cm Tami x 200 und']"
BAQ,689890,559622,559465,20240101_BAQ_fritos_piloto_NB_derivadoslacteos_W1,2024-01-01,2024-01-19,9.0,"[447061, 447062]","['Yogurt Fresa  Gloria x 1000gr', 'Yogurt Mora  Gloria x 1000gr']"
BAQ,689891,558638,559433,20240101_BAQ_comidarapida_piloto_NB_embutidos_W1,2024-01-01,2024-01-19,15.0,"[229120, 465113, 465110, 229119]","['Mortadela de Jamon Santa Cruz x 500gr  ', 'Chorichuzo al Vacio Santa Cruz x 500gr', 'Butifarra Criolla Santa Cruz x 500gr', 'Salchicha Manguera Santa Cruz x 500gr']"
BAQ,689892,558635,559430,20240101_BAQ_comidarapida_piloto_NB_derivadoslacteos_W1,2024-01-01,2024-01-19,12.0,"[253214, 447063, 459160]","['Yogo Yogo de Fresa Alpina x 1kg ', 'Kumis Entero con Dulce  Algarra x 1000gr', 'Suero Pasteurizado Doypack Klarens x 400gr']"
BAQ,689893,558639,559434,20240101_BAQ_comidarapida_piloto_NB_empaqueyenvoltura_W1,2024-01-01,2024-01-19,15.0,"[435610, 447297, 447294, 435613]","['Caja para Pizza 30X30 cm x 50 und', 'Papel Aluminio Mixter Chef x 40 m', 'Papel Aluminio Mixter Chef x 100 m', 'Caja para Pizza 35X35 cm x 50 und']"
BAQ,689894,558640,559435,20240101_BAQ_comidarapida_piloto_NB_frutas_W1,2024-01-01,2024-01-19,15.0,"[-200117, -200551, -200049, -200041, -200119, -200027, 456426, -200131, -200093, -200029]","['Mora', 'Limón Pajarito Corriente', 'Naranja ', 'Maracuyá', 'Corozo', 'Limón Pajarito', 'Lulo Mixto', 'Guayaba', 'Plátano Hartón Verde', 'Limón Tahití']"
BAQ,689895,558641,559437,20240101_BAQ_comidarapida_piloto_NB_gaseosas_W1,2024-01-01,2024-01-19,10.0,"[184217, 217568, 445762, 217569, 217564, 440825]","['Gaseosa Coca Cola pet 12und x 400 ml', 'Gaseosa Manzana Postobon x 1.5Lt', 'Gaseosa Pepsi 1.5Lt', 'Gaseosa Colombiana x 1.5Lt', 'Gaseosa Manzana Postobon 15und x 400 ml', 'Gaseosa Coca Cola x 1.5Lt']"
BAQ,689896,558642,559436,20240101_BAQ_comidarapida_piloto_NB_granos_W1,2024-01-01,2024-01-19,5.0,"[183321, 465810, 465812]","['Frijol Zaragoza Naoli de 500gr', 'Frijol zaragoza Algran x 500gr', 'Lenteja Algran x 500gr']"
BAQ,689897,558643,559438,20240101_BAQ_comidarapida_piloto_NB_harinasymezclas_W1,2024-01-01,2024-01-19,7.0,"[25524, -201185, 207250]","['Harina De Trigo Tradicional La Nieve x 500gr', 'Harina Precocida Blanca La Nieve x 500gr', 'Harina Blanca Doñarepa x 1kg']"
BAQ,689898,558644,559439,20240101_BAQ_comidarapida_piloto_NB_huevos_W1,2024-01-01,2024-01-19,5.0,[-200953],['Huevos Rojos A x 30 und']
BAQ,689899,558645,559440,20240101_BAQ_comidarapida_piloto_NB_implementosdeaseo_W1,2024-01-01,2024-01-19,15.0,"[280203, 48203, 295166, 391772, 266970]","['Guantes nitrilo negro Ukaint caja x 100 und', 'Repuesto Trapero Algodón', 'Esponja malla suave Task x 2 und', 'Esponja oro y plata Maxiclean x 2 und', 'Esponja multiusos Task lleve 3 pague 2 und']"
BAQ,689900,558648,559443,20240101_BAQ_comidarapida_piloto_NB_panaderiayreposteria_W1,2024-01-01,2024-01-19,15.0,"[132366, 464411, 132370, 464425, 277959]","['Esencia sabor a mantequilla x 500ml', 'Azucar Micropulverizada Levapan x 1000gr', 'Tintura de caramelo Levapan x 650ml', 'Crema Chantilly en polvo x 500gr', 'Coco rallado azucarado Levapan x 1000gr']"
BAQ,689901,558649,559444,20240101_BAQ_comidarapida_piloto_NB_papelytoallas_W1,2024-01-01,2024-01-19,15.0,"[141513, 296559, 438274]","['Servilletas cortadas Mia x 200 und ', 'Papel higienico Rosal G x 1 und', 'Servilleta cortada Nube x 300 und']"
BAQ,689902,558650,559445,20240101_BAQ_comidarapida_piloto_NB_pasta_W1,2024-01-01,2024-01-19,13.0,"[-200873, 207246, 207245]","['Pasta Concha La Muñeca x 250gr', 'Pasta spaguetti  la muñeca x 1000gr ', 'Pasta fideo la muñeca x 500gr']"
BAQ,689903,559601,559446,20240101_BAQ_comidarapida_piloto_NB_pescadosymariscoscongelado_W1,2024-01-01,2024-01-19,12.0,"[467616, 432068]","['Filete de tilapia x 1000 gr', 'Basa en Rodajas Frigogher']"
BAQ,689904,559603,559448,20240101_BAQ_comidarapida_piloto_NB_pollo_W1,2024-01-01,2024-01-19,7.0,"[117079, 440510, 156060, 156059]","['Pechuga Mercapollo', 'Menudencia de Pollo Mercapollo ', 'Muslo con Contra Muslo  Campollo', 'Pechuga con Hueso y Piel  Campollo']"
BAQ,689905,559604,559449,20240101_BAQ_comidarapida_piloto_NB_pulpasdefruta_W1,2024-01-01,2024-01-19,15.0,"[432735, 432723, 432732]","['Pulpa de Piña Sas x 1kg', 'Pulpa de Mango Sas x 1kg', 'Pulpa de Fresa Sas x 1kg']"
BAQ,689906,559605,559450,20240101_BAQ_comidarapida_piloto_NB_quesos_W1,2024-01-01,2024-01-19,12.0,"[455643, 462108]","['Queso Tipo Mozarella Tajado DiVacca x 1.25kg', 'Queso Tipo Mozarella Tajado DiVacca x 2.5kg']"
BAQ,689907,559606,559551,20240101_BAQ_comidarapida_piloto_NB_res_W1,2024-01-01,2024-01-19,11.0,"[440821, 426078, 423726, 423730, 426072]","['Sobrebarriga Gruesa de Res', 'carne Blanda para Asar 5und x 200gr', 'Carne Molida Corriente de Res ', 'Carne Molida Especial de Res ', 'Carne Blanda para Asar 10und x 100gr']"
