region_code,offer_id,discount,value_discount,subcat,group,all_customer,customer_count,gmv_usd,discount_usd,quantity,margin,cash_margin,net_cash_margin,convertion_rate,AOV,AOV_net,dct_avg,diff_net_GMV,diff_net_dct,ROI
BAQ,652325,20231201_BAQ_corrientazo_piloto_NB_azucaryendulzantes_W48,5.0,Azúcar & endulzantes,control,894,49,3646.7161864363,150.471443293,149.0,0.11327307692307692,351.212812542428,190.7155092119395,0.05480984340044743,74.42277931502653,7.1676084192332254,3.070845781489796,201.82404136157842,260.73068814538254,0.7740709112424926
BAQ,652325,20231201_BAQ_corrientazo_piloto_NB_azucaryendulzantes_W48,5.0,Azúcar & endulzantes,test,414,75,7172.3861493582,330.412094771,189.0,0.09684736842105263,625.1969044427162,292.7513422257575,0.18115942028985507,95.631815324776,8.335958725902882,4.405494596946666,201.82404136157842,260.73068814538254,0.7740709112424926
BAQ,652326,20231201_BAQ_corrientazo_piloto_NB_harinasymezclas_W48,4.0,Harinas & mezclas,control,1199,39,246.9638824127,14.015466097000001,494.0,0.14521599999999998,33.44862646520296,-3.173480246947301,0.03252710592160134,6.332407241351282,0.857657088851358,0.3593709255641026,17.699033506067355,2.56373876218849,NO APLICA
BAQ,652326,20231201_BAQ_corrientazo_piloto_NB_harinasymezclas_W48,4.0,Harinas & mezclas,test,384,28,212.5727701251,7.052428488,463.0,0.16062888888888888,30.97525981007231,17.49805987007924,0.07291666666666667,7.591884647325,1.1062592789311538,0.251872446,17.699033506067355,2.56373876218849,NO APLICA
BAQ,652327,20231201_BAQ_corrientazo_piloto_NB_granos_W48,10.0,Granos,control,890,41,388.6557785982,24.558850626,447.0,0.07351666666666667,26.21943011572571,-7.09127061605053,0.046067415730337076,9.47940923410244,0.6394982955055052,0.5989963567317074,-8.5745845942611,36.46772223954382,-0.23512805482990215
BAQ,652327,20231201_BAQ_corrientazo_piloto_NB_granos_W48,10.0,Granos,test,426,53,531.7891657789,48.222857483,594.0,0.07873904761904761,40.44311206022559,-11.204634723585189,0.12441314553990611,10.033757844884907,0.7630775860419922,0.9098652355283019,-8.5745845942611,36.46772223954382,-0.23512805482990215
BAQ,652328,20231201_BAQ_corrientazo_piloto_NB_arroz_W48,6.0,Arroz,control,662,52,1460.3516154622,34.893246804,102.0,-0.016405555555555555,-19.08173840936326,-56.84043595064806,0.07854984894259819,28.083684912734615,-0.3669565078723704,0.671023977,-303.87109411132917,399.98137967612695,-0.7597131005382795
BAQ,652328,20231201_BAQ_corrientazo_piloto_NB_arroz_W48,6.0,Arroz,test,393,101,8813.628633466,420.695950664,412.0,-0.0027076433121019108,84.78230490787973,-337.34637112476264,0.25699745547073793,87.26364983629703,0.8394287614641558,4.165306442217822,-303.87109411132917,399.98137967612695,-0.7597131005382795
BAQ,652329,20231201_BAQ_corrientazo_piloto_NB_pasta_W48,12.0,Pasta,control,1039,25,91.823829447,12.001430071,118.0,0.1875516129032258,17.14495115664133,4.72578097126653,0.02406159769008662,3.6729531778799998,0.6857980462656532,0.48005720284,5.67498723124091,18.928122818971126,0.2998177518984096
BAQ,652329,20231201_BAQ_corrientazo_piloto_NB_pasta_W48,12.0,Pasta,test,509,35,175.5430587889,24.80755295,185.0,0.18781632653061223,33.00232096333084,8.19476801333084,0.068762278978389,5.015515965397142,0.9429234560951668,0.7087872271428571,5.67498723124091,18.928122818971126,0.2998177518984096
